TITLE,NEIGHBORHOOD,CITY,SQUARE METERS,NUM OF ROOMS,STREET NAME,ADDRESS,STREET NUM,DISTRICT CODE,DISTRICT,RENT PRICE,RENT PRICE BY SQ METER,RENT BY ROOM,ENERGY CERTIFICATE
Piso en venta en calle de Alcalá s/n,GOYA,Madrid,149,3,,,,15,CIUDAD LINEAL,2010,13,670,E
"Piso en venta en calle Antonia Ruiz Soro, 5",GUINDALERA,Madrid,100,2,Calle Antonia Ruiz Soro,Calle Antonia Ruiz Soro 5,5,15,CIUDAD LINEAL,1485,14,742,
"Piso en venta en paseo Marqués de Zafra, 28",FUENTE DEL BERRO,Madrid,114,4,Paseo Marqués de Zafra,Paseo Marqués de Zafra 28,28,15,CIUDAD LINEAL,1724,15,431,D
Piso en venta en calle de Maldonado,LISTA,Madrid,86,2,Calle de Maldonado,Calle de Maldonado,,15,CIUDAD LINEAL,2416,28,1208,
"Piso en venta en calle Brescia, 4",GUINDALERA,Madrid,110,4,Calle Brescia,Calle Brescia 4,4,15,CIUDAD LINEAL,1644,14,411,
"Piso en venta en avenida de Bruselas, 47",GUINDALERA,Madrid,115,3,Avenida de Bruselas,Avenida de Bruselas 47,47,15,CIUDAD LINEAL,1370,11,456,
"Piso en venta en avenida de Bruselas, 47",GUINDALERA,Madrid,112,3,Avenida de Bruselas,Avenida de Bruselas 47,47,15,CIUDAD LINEAL,1508,13,502,
"Piso en venta en avenida de los Toreros, 65",GUINDALERA,Madrid,106,2,Avenida de los Toreros,Avenida de los Toreros 65,65,15,CIUDAD LINEAL,1200,11,600,
"Piso en venta en calle Antonia Ruiz Soro, 35",GUINDALERA,Madrid,86,3,Calle Antonia Ruiz Soro,Calle Antonia Ruiz Soro 35,35,15,CIUDAD LINEAL,1148,13,382,
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,83,2,,,,15,CIUDAD LINEAL,1955,23,977,
"Piso en venta en calle de Padilla, 51",LISTA,Madrid,48,3,Calle de Padilla,Calle de Padilla 51,51,15,CIUDAD LINEAL,1094,22,364,E
"Piso en venta en calle del Conde de Peñalver, 42",LISTA,Madrid,130,5,Calle del Conde de Peñalver,Calle del Conde de Peñalver 42,42,15,CIUDAD LINEAL,2192,16,438,
Piso en venta en calle de Claudio Coello,RECOLETOS,Madrid,231,3,Calle de Claudio Coello,Calle de Claudio Coello,,15,CIUDAD LINEAL,4391,19,1463,
Piso en venta en calle de la Fuente del Berro,GOYA,Madrid,147,4,Calle de la Fuente del Berro,Calle de la Fuente del Berro,,15,CIUDAD LINEAL,1758,11,439,E
"Piso en venta en calle de Velázquez, 45",RECOLETOS,Madrid,60,1,Calle de Velázquez,Calle de Velázquez 45,45,15,CIUDAD LINEAL,1943,32,1943,F
Piso en venta en calle de la Fuente del Berro,GOYA,Madrid,147,4,Calle de la Fuente del Berro,Calle de la Fuente del Berro,,15,CIUDAD LINEAL,1758,11,439,D
Ático en venta en calle del General Pardiñas,GOYA,Madrid,90,2,Calle del General Pardiñas,Calle del General Pardiñas,,15,CIUDAD LINEAL,2315,25,1157,D
Piso en venta en calle del General Oraá,CASTELLANA,Madrid,39,1,Calle del General Oraá,Calle del General Oraá,,15,CIUDAD LINEAL,1111,28,1111,
Piso en venta en calle de Ayala,GOYA,Madrid,50,2,Calle de Ayala,Calle de Ayala,,15,CIUDAD LINEAL,1296,25,648,D
Piso en venta en avenida DE BRUSELAS,GUINDALERA,Madrid,148,4,Avenida DE BRUSELAS,Avenida DE BRUSELAS,,15,CIUDAD LINEAL,1701,11,425,E
Piso en venta en calle del Príncipe de Vergara,CASTELLANA,Madrid,169,3,Calle del Príncipe de Vergara,Calle del Príncipe de Vergara,,15,CIUDAD LINEAL,2470,14,823,
Piso en venta en Castellana,BARRIO DE SALAMANCA,Madrid,60,1,,,,15,CIUDAD LINEAL,1272,21,1272,G
"Piso en venta en calle de Ayala, 158",GOYA,Madrid,170,4,Calle de Ayala,Calle de Ayala 158,158,15,CIUDAD LINEAL,2452,14,613,
"Piso en venta en calle del General Pardiñas, Madrid",GOYA,Madrid,125,3,"Calle del General Pardiñas, Madrid","Calle del General Pardiñas, Madrid",,15,CIUDAD LINEAL,2295,18,765,
Piso en venta en calle CASTELLO,RECOLETOS,Madrid,84,2,Calle CASTELLO,Calle CASTELLO,,15,CIUDAD LINEAL,2192,26,1096,
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,90,2,,,,15,CIUDAD LINEAL,1428,15,714,
"Piso en venta en calle del General Pardiñas, 48",GOYA,Madrid,125,2,Calle del General Pardiñas,Calle del General Pardiñas 48,48,15,CIUDAD LINEAL,2295,18,1147,
Piso en venta en Cartagena,GUINDALERA,Madrid,84,2,Cartagena,Cartagena,,15,CIUDAD LINEAL,1587,18,793,
Piso en venta en calle del General Díaz Porlier,GOYA,Madrid,90,3,Calle del General Díaz Porlier,Calle del General Díaz Porlier,,15,CIUDAD LINEAL,1873,20,624,
Ático en venta en calle de núñez de balboa,RECOLETOS,Madrid,170,3,Calle de núñez de balboa,Calle de núñez de balboa,,15,CIUDAD LINEAL,2095,12,698,
Piso en venta en calle Francisco Silvela,GUINDALERA,Madrid,340,6,Calle Francisco Silvela,Calle Francisco Silvela,,15,CIUDAD LINEAL,14150,41,2358,
Piso en venta en Castellana,BARRIO DE SALAMANCA,Madrid,80,2,,,,15,CIUDAD LINEAL,1633,20,816,B
Piso en venta en Castellana,BARRIO DE SALAMANCA,Madrid,80,2,,,,15,CIUDAD LINEAL,1485,18,742,B
Ático en venta en Lista,BARRIO DE SALAMANCA,Madrid,67,2,,,,15,CIUDAD LINEAL,1701,25,850,C
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,90,3,,,,15,CIUDAD LINEAL,2224,24,741,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,50,1,,,,15,CIUDAD LINEAL,1200,24,1200,
Piso en venta en Castellana,BARRIO DE SALAMANCA,Madrid,82,1,,,,15,CIUDAD LINEAL,1712,20,1712,
Piso en venta en Castellana,BARRIO DE SALAMANCA,Madrid,216,5,,,,15,CIUDAD LINEAL,4238,19,847,
Piso en venta en Guindalera,BARRIO DE SALAMANCA,Madrid,54,2,,,,15,CIUDAD LINEAL,1230,22,615,
Piso en venta en calle de Núñez de Balboa,RECOLETOS,Madrid,75,2,Calle de Núñez de Balboa,Calle de Núñez de Balboa,,15,CIUDAD LINEAL,2234,29,1117,D
Ático en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,142,2,,,,15,CIUDAD LINEAL,2333,16,1166,
Piso en venta en Calle de Lagasca,CASTELLANA,Madrid,210,4,Calle de Lagasca,Calle de Lagasca,,15,CIUDAD LINEAL,28833,137,7208,
Piso en venta en castelló,RECOLETOS,Madrid,63,1,castelló,castelló,,15,CIUDAD LINEAL,1689,26,1689,E
Ático en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,285,4,,,,15,CIUDAD LINEAL,24524,86,6131,
Piso en venta en Fuente del Berro,BARRIO DE SALAMANCA,Madrid,198,5,,,,15,CIUDAD LINEAL,2305,11,461,F
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,124,3,,,,15,CIUDAD LINEAL,2012,16,670,
Piso en venta en calle de Cartagena,GUINDALERA,Madrid,84,2,Calle de Cartagena,Calle de Cartagena,,15,CIUDAD LINEAL,1587,18,793,
Piso en venta en calle de Francisco Silvela,GUINDALERA,Madrid,340,6,Calle de Francisco Silvela,Calle de Francisco Silvela,,15,CIUDAD LINEAL,14150,41,2358,
"Piso en venta en calle Cardenal Belluga, 6",GUINDALERA,Madrid,235,5,Calle Cardenal Belluga,Calle Cardenal Belluga 6,6,15,CIUDAD LINEAL,2305,9,461,
"Piso en venta en calle Espartinas, 8",GOYA,Madrid,128,2,Calle Espartinas,Calle Espartinas 8,8,15,CIUDAD LINEAL,2285,17,1142,E
"Piso en venta en calle de Goya, 121",GOYA,Madrid,120,3,Calle de Goya,Calle de Goya 121,121,15,CIUDAD LINEAL,2213,18,737,
Ático en venta en calle de Don Ramón de la Cruz,GOYA,Madrid,135,2,Calle de Don Ramón de la Cruz,Calle de Don Ramón de la Cruz,,15,CIUDAD LINEAL,2514,18,1257,A
"Piso en venta en calle de O'Donnell, 63",GOYA,Madrid,159,4,Calle de O'Donnell,Calle de O'Donnell 63,63,15,CIUDAD LINEAL,2012,12,503,
"Piso en venta en avenida de América, 46",GUINDALERA,Madrid,180,5,Avenida de América,Avenida de América 46,46,15,CIUDAD LINEAL,1885,10,377,
Piso en venta en Guindalera,BARRIO DE SALAMANCA,Madrid,71,1,,,,15,CIUDAD LINEAL,1249,17,1249,E
Dúplex en venta en calle de Diego de León,CASTELLANA,Madrid,185,2,Calle de Diego de León,Calle de Diego de León,,15,CIUDAD LINEAL,2119,11,1059,
Piso en venta en calle de Cartagena,GUINDALERA,Madrid,84,2,Calle de Cartagena,Calle de Cartagena,,15,CIUDAD LINEAL,1587,18,793,
"Piso en venta en calle de Montesa, 43",LISTA,Madrid,201,4,Calle de Montesa,Calle de Montesa 43,43,15,CIUDAD LINEAL,2480,12,620,
"Piso en venta en calle de Francisco Silvela, 70",GUINDALERA,Madrid,122,3,Calle de Francisco Silvela,Calle de Francisco Silvela 70,70,15,CIUDAD LINEAL,1633,13,544,E
"Ático en venta en calle de Francisco Silvela, 83",LISTA,Madrid,75,2,Calle de Francisco Silvela,Calle de Francisco Silvela 83,83,15,CIUDAD LINEAL,1701,22,850,
Piso en venta en avenida de Camilo José Cela,GUINDALERA,Madrid,91,2,Avenida de Camilo José Cela,Avenida de Camilo José Cela,,15,CIUDAD LINEAL,1660,18,830,
Piso en venta en calle de Ayala,GOYA,Madrid,138,3,Calle de Ayala,Calle de Ayala,,15,CIUDAD LINEAL,2287,16,762,G
"Piso en venta en calle de Ayala, 20",RECOLETOS,Madrid,74,2,Calle de Ayala,Calle de Ayala 20,20,15,CIUDAD LINEAL,2012,27,1006,E
"Piso en venta en avenida de Bonn, 13",GUINDALERA,Madrid,126,3,Avenida de Bonn,Avenida de Bonn 13,13,15,CIUDAD LINEAL,1610,12,536,
"Piso en venta en calle Monte de Piedad, 1",GUINDALERA,Madrid,84,3,Calle Monte de Piedad,Calle Monte de Piedad 1,1,15,CIUDAD LINEAL,1284,15,428,G
Piso en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,160,2,,,,15,CIUDAD LINEAL,16570,103,8285,
"Piso en venta en calle de Velázquez, 118",CASTELLANA,Madrid,140,4,Calle de Velázquez,Calle de Velázquez 118,118,15,CIUDAD LINEAL,1897,13,474,E
"Piso en venta en calle del General Díaz Porlier, 26",GOYA,Madrid,156,3,Calle del General Díaz Porlier,Calle del General Díaz Porlier 26,26,15,CIUDAD LINEAL,2386,15,795,
Piso en venta en calle de Alcalá,RECOLETOS,Madrid,219,5,Calle de Alcalá,Calle de Alcalá,,15,CIUDAD LINEAL,26192,119,5238,
"Piso en venta en avenida de América, 42",GUINDALERA,Madrid,200,5,Avenida de América,Avenida de América 42,42,15,CIUDAD LINEAL,2012,10,402,
Piso en venta en calle de Lagasca,RECOLETOS,Madrid,146,2,Calle de Lagasca,Calle de Lagasca,,15,CIUDAD LINEAL,13581,93,6790,
"Piso en venta en avenida de Bonn, 6",GUINDALERA,Madrid,139,3,Avenida de Bonn,Avenida de Bonn 6,6,15,CIUDAD LINEAL,1662,11,554,
Piso en venta en calle del General Díaz Porlier,GOYA,Madrid,70,1,Calle del General Díaz Porlier,Calle del General Díaz Porlier,,15,CIUDAD LINEAL,1644,23,1644,A
"Piso en venta en calle del Príncipe de Vergara, 57",CASTELLANA,Madrid,150,4,Calle del Príncipe de Vergara,Calle del Príncipe de Vergara 57,57,15,CIUDAD LINEAL,2466,16,616,
"Piso en venta en calle Rufino Blanco, 20",FUENTE DEL BERRO,Madrid,32,1,Calle Rufino Blanco,Calle Rufino Blanco 20,20,15,CIUDAD LINEAL,910,28,910,G
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,124,2,,,,15,CIUDAD LINEAL,2324,18,1162,
"Piso en venta en Urb. Salamanca, Fuente del Berro",BARRIO DE SALAMANCA,Madrid,198,5,Urb. Salamanca,Urb. Salamanca,,15,CIUDAD LINEAL,2439,12,487,C
"Piso en venta en calle de Lagasca, Madrid",RECOLETOS,Madrid,138,3,"Calle de Lagasca, Madrid","Calle de Lagasca, Madrid",,15,CIUDAD LINEAL,452,3,150,B
Piso en venta en calle del General Pardiñas,LISTA,Madrid,126,4,Calle del General Pardiñas,Calle del General Pardiñas,,15,CIUDAD LINEAL,2411,19,602,E
Piso en venta en calle de Francisco Silvela,GUINDALERA,Madrid,326,5,Calle de Francisco Silvela,Calle de Francisco Silvela,,15,CIUDAD LINEAL,14150,43,2830,
Piso en venta en calle de Jorge Juan,GOYA,Madrid,44,2,Calle de Jorge Juan,Calle de Jorge Juan,,15,CIUDAD LINEAL,1200,27,600,
Piso en venta en calle de Jorge Juan,FUENTE DEL BERRO,Madrid,77,2,Calle de Jorge Juan,Calle de Jorge Juan,,15,CIUDAD LINEAL,1275,16,637,E
Piso en venta en calle del Jardín de San Federico s/n,GOYA,Madrid,148,4,,,,15,CIUDAD LINEAL,2192,14,548,D
"Piso en venta en calle del Doctor Esquerdo, 41",FUENTE DEL BERRO,Madrid,158,4,Calle del Doctor Esquerdo,Calle del Doctor Esquerdo 41,41,15,CIUDAD LINEAL,1779,11,444,
Piso en venta en VELAZQUEZ,CASTELLANA,Madrid,158,2,VELAZQUEZ,VELAZQUEZ,,15,CIUDAD LINEAL,2497,15,1248,
"Ático en venta en calle de Cartagena, 48",GUINDALERA,Madrid,236,4,Calle de Cartagena,Calle de Cartagena 48,48,15,CIUDAD LINEAL,2103,8,525,
"Piso en venta en calle Nuestra Señora de Guadalupe, 11",GUINDALERA,Madrid,100,2,Calle Nuestra Señora de Guadalupe,Calle Nuestra Señora de Guadalupe 11,11,15,CIUDAD LINEAL,1174,11,587,B
"Piso en venta en Agustín Durán, 16",GUINDALERA,Madrid,33,1,Agustín Durán,Agustín Durán 16,16,15,CIUDAD LINEAL,1009,30,1009,
Piso en venta en Av. de los Toreros,GUINDALERA,Madrid,130,4,Av. de los Toreros,Av. de los Toreros,,15,CIUDAD LINEAL,1918,14,479,
Piso en venta en Velazquez,CASTELLANA,Madrid,139,3,Velazquez,Velazquez,,15,CIUDAD LINEAL,2497,17,832,
Piso en venta en calle general pardiñas,GOYA,Madrid,44,2,Calle general pardiñas,Calle general pardiñas,,15,CIUDAD LINEAL,1262,28,631,
Piso en venta en calle de Lagasca,CASTELLANA,Madrid,153,2,Calle de Lagasca,Calle de Lagasca,,15,CIUDAD LINEAL,1536,10,768,
Piso en venta en calle de Londres,GUINDALERA,Madrid,130,4,Calle de Londres,Calle de Londres,,15,CIUDAD LINEAL,1610,12,402,
Dúplex en venta en calle de Claudio Coello,RECOLETOS,Madrid,176,3,Calle de Claudio Coello,Calle de Claudio Coello,,15,CIUDAD LINEAL,1431,8,477,
"Piso en venta en calle del General Pardiñas, 78",LISTA,Madrid,200,5,Calle del General Pardiñas,Calle del General Pardiñas 78,78,15,CIUDAD LINEAL,1165,5,233,
"Piso en venta en ARDEMANS, 50",GUINDALERA,Madrid,57,1,ARDEMANS,ARDEMANS 50,50,15,CIUDAD LINEAL,1275,22,1275,
Piso en venta en calle de Hermosilla,GOYA,Madrid,51,2,Calle de Hermosilla,Calle de Hermosilla,,15,CIUDAD LINEAL,1161,22,580,E
"Piso en venta en calle de Castelló, 116",CASTELLANA,Madrid,51,1,Calle de Castelló,Calle de Castelló 116,116,15,CIUDAD LINEAL,1462,28,1462,
"Piso en venta en calle del General Pardiñas, 34",GOYA,Madrid,80,1,Calle del General Pardiñas,Calle del General Pardiñas 34,34,15,CIUDAD LINEAL,1850,23,1850,
"Piso en venta en calle de Roberto Domingo, 1",GUINDALERA,Madrid,120,2,Calle de Roberto Domingo,Calle de Roberto Domingo 1,1,15,CIUDAD LINEAL,1802,15,901,F
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,155,3,,,,15,CIUDAD LINEAL,2516,16,838,E
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,120,3,,,,15,CIUDAD LINEAL,2517,20,839,
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,282,4,,,,15,CIUDAD LINEAL,2347,8,586,F
"Ático en venta en paseo del Marqués de Zafra, 3",FUENTE DEL BERRO,Madrid,97,2,Paseo del Marqués de Zafra,Paseo del Marqués de Zafra 3,3,15,CIUDAD LINEAL,2224,22,1112,B
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,43,2,,,,15,CIUDAD LINEAL,1262,29,631,
Piso en venta en calle del Conde de Peñalver,GOYA,Madrid,145,3,Calle del Conde de Peñalver,Calle del Conde de Peñalver,,15,CIUDAD LINEAL,2480,17,826,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,43,2,,,,15,CIUDAD LINEAL,1296,30,648,E
Piso en venta en calle del General Pardiñas,LISTA,Madrid,99,2,Calle del General Pardiñas,Calle del General Pardiñas,,15,CIUDAD LINEAL,1955,19,977,F
Piso en venta en Castellana,BARRIO DE SALAMANCA,Madrid,146,3,,,,15,CIUDAD LINEAL,891,6,297,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,125,2,,,,15,CIUDAD LINEAL,2035,16,1017,E
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,54,2,,,,15,CIUDAD LINEAL,1296,24,648,F
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,140,3,,,,15,CIUDAD LINEAL,2512,17,837,
Piso en venta en calle de Claudio Coello,CASTELLANA,Madrid,95,3,Calle de Claudio Coello,Calle de Claudio Coello,,15,CIUDAD LINEAL,2092,22,697,
Piso en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,211,3,,,,15,CIUDAD LINEAL,17213,81,5737,B
Piso en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,193,4,,,,15,CIUDAD LINEAL,11444,59,2861,
"Piso en venta en calle de Montesa, Madrid, 34",LISTA,Madrid,131,3,Calle de Montesa,Calle de Montesa 34,34,15,CIUDAD LINEAL,1781,13,593,E
"Piso en venta en calle Serrano, Madrid",RECOLETOS,Madrid,145,2,"Calle Serrano, Madrid","Calle Serrano, Madrid",,15,CIUDAD LINEAL,303,2,151,
Piso en venta en calle de la Fuente del Berro,GOYA,Madrid,200,4,Calle de la Fuente del Berro,Calle de la Fuente del Berro,,15,CIUDAD LINEAL,2470,12,617,
"Piso en venta en General Pardiñas, 103",LISTA,Madrid,83,2,General Pardiñas,General Pardiñas 103,103,15,CIUDAD LINEAL,1955,23,977,D
"Piso en venta en calle de Lagasca, 132",CASTELLANA,Madrid,80,2,Calle de Lagasca,Calle de Lagasca 132,132,15,CIUDAD LINEAL,1633,20,816,C
"Piso en venta en calle del Conde de Peñalver, 6",GOYA,Madrid,124,2,Calle del Conde de Peñalver,Calle del Conde de Peñalver 6,6,15,CIUDAD LINEAL,2324,18,1162,
Ático en venta en Guindalera,BARRIO DE SALAMANCA,Madrid,99,1,,,,15,CIUDAD LINEAL,1530,15,1530,
Ático en venta en Fuente del Berro,BARRIO DE SALAMANCA,Madrid,189,3,,,,15,CIUDAD LINEAL,2347,12,782,E
Piso en venta en calle Jesús Méndez,GUINDALERA,Madrid,44,1,Calle Jesús Méndez,Calle Jesús Méndez,,15,CIUDAD LINEAL,884,20,884,
Piso en venta en castello,RECOLETOS,Madrid,250,5,castello,castello,,15,CIUDAD LINEAL,8414,33,1682,
Piso en venta en calle de Alcalá,GOYA,Madrid,175,4,Calle de Alcalá,Calle de Alcalá,,15,CIUDAD LINEAL,2234,12,558,
Piso en venta en calle de O'Donnell,GOYA,Madrid,306,4,Calle de O'Donnell,Calle de O'Donnell,,15,CIUDAD LINEAL,3793,12,948,
"Piso en venta en Urb. Salamanca Prime, Recoletos",BARRIO DE SALAMANCA,Madrid,219,3,Urb. Salamanca Prime,Urb. Salamanca Prime,,15,CIUDAD LINEAL,18544,84,6181,
Piso en venta en calle de Alcalá,GOYA,Madrid,75,3,Calle de Alcalá,Calle de Alcalá,,15,CIUDAD LINEAL,1391,18,463,F
"Piso en venta en calle del General Pardiñas, 103",LISTA,Madrid,99,2,Calle del General Pardiñas,Calle del General Pardiñas 103,103,15,CIUDAD LINEAL,1955,19,977,D
Piso en venta en calle del Pilar de Zaragoza,GUINDALERA,Madrid,65,2,Calle del Pilar de Zaragoza,Calle del Pilar de Zaragoza,,15,CIUDAD LINEAL,1225,18,612,
Piso en venta en Fuente del Berro,BARRIO DE SALAMANCA,Madrid,76,2,,,,15,CIUDAD LINEAL,1323,17,661,
Piso en venta en paseo Marqués de Zafra s/n,FUENTE DEL BERRO,Madrid,133,3,,,,15,CIUDAD LINEAL,1781,13,593,
Piso en venta en calle de Agustina de Aragón s/n,LISTA,Madrid,57,1,,,,15,CIUDAD LINEAL,1393,24,1393,
"Piso en venta en Maria de Molina, 30",CASTELLANA,Madrid,140,4,Maria de Molina,Maria de Molina 30,30,15,CIUDAD LINEAL,1827,13,456,
Piso en venta en Nuestra Señora de Guadalupe,GUINDALERA,Madrid,102,3,Nuestra Señora de Guadalupe,Nuestra Señora de Guadalupe,,15,CIUDAD LINEAL,1320,12,440,
"Piso en venta en calle Pedro Heredia, 5",FUENTE DEL BERRO,Madrid,105,3,Calle Pedro Heredia,Calle Pedro Heredia 5,5,15,CIUDAD LINEAL,1462,13,487,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,178,4,,,,15,CIUDAD LINEAL,2331,13,582,F
"Piso en venta en calle de Don Ramón de la Cruz, 48",GOYA,Madrid,40,2,Calle de Don Ramón de la Cruz,Calle de Don Ramón de la Cruz 48,48,15,CIUDAD LINEAL,1035,25,517,G
Piso en venta en calle Ardemans,GUINDALERA,Madrid,54,2,Calle Ardemans,Calle Ardemans,,15,CIUDAD LINEAL,1230,22,615,
Ático en venta en calle Juan de la Hoz,GUINDALERA,Madrid,125,3,Calle Juan de la Hoz,Calle Juan de la Hoz,,15,CIUDAD LINEAL,1382,11,460,
Piso en venta en calle de Goya,GOYA,Madrid,115,3,Calle de Goya,Calle de Goya,,15,CIUDAD LINEAL,2170,18,723,C
Ático en venta en General Pardiñas,GOYA,Madrid,96,2,General Pardiñas,General Pardiñas,,15,CIUDAD LINEAL,2324,24,1162,
Piso en venta en calle de Alcalá,GUINDALERA,Madrid,133,3,Calle de Alcalá,Calle de Alcalá,,15,CIUDAD LINEAL,1839,13,613,
Piso en venta en calle ALCÁNTARA,LISTA,Madrid,121,4,Calle ALCÁNTARA,Calle ALCÁNTARA,,15,CIUDAD LINEAL,2213,18,553,
Piso en venta en calle Duque de Sesto,GOYA,Madrid,210,4,Calle Duque de Sesto,Calle Duque de Sesto,,15,CIUDAD LINEAL,2516,11,629,E
Piso en venta en Guindalera,BARRIO DE SALAMANCA,Madrid,123,4,,,,15,CIUDAD LINEAL,1451,11,362,
Piso en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,145,3,,,,15,CIUDAD LINEAL,4866,33,1622,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,80,2,,,,15,CIUDAD LINEAL,1804,22,902,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,225,4,,,,15,CIUDAD LINEAL,2347,10,586,
Piso en venta en calle de Alcántara,GOYA,Madrid,110,2,Calle de Alcántara,Calle de Alcántara,,15,CIUDAD LINEAL,2234,20,1117,
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,220,3,,,,15,CIUDAD LINEAL,17213,78,5737,
Piso en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,330,5,,,,15,CIUDAD LINEAL,14150,42,2830,
Piso en venta en Guindalera,BARRIO DE SALAMANCA,Madrid,81,1,,,,15,CIUDAD LINEAL,820,10,820,
Ático en venta en Recoletos,BARRIO DE SALAMANCA,Madrid,171,3,,,,15,CIUDAD LINEAL,14150,82,4716,
"Piso en venta en Urb. Salamanca Prime, Recoletos",BARRIO DE SALAMANCA,Madrid,145,3,Urb. Salamanca Prime,Urb. Salamanca Prime,,15,CIUDAD LINEAL,3649,25,1216,
"Piso en venta en calle de O'Donnell, 15",GOYA,Madrid,231,3,Calle de O'Donnell,Calle de O'Donnell 15,15,15,CIUDAD LINEAL,1059,4,353,
"Piso en venta en Urb. Salamanca Prime, Recoletos",BARRIO DE SALAMANCA,Madrid,244,3,Urb. Salamanca Prime,Urb. Salamanca Prime,,15,CIUDAD LINEAL,5194,21,1731,
"Piso en venta en Urb. Salamanca Prime, Recoletos",BARRIO DE SALAMANCA,Madrid,218,3,Urb. Salamanca Prime,Urb. Salamanca Prime,,15,CIUDAD LINEAL,6992,32,2330,
"Ático en venta en Urb. Salamanca Prime, Recoletos",BARRIO DE SALAMANCA,Madrid,222,3,Urb. Salamanca Prime,Urb. Salamanca Prime,,15,CIUDAD LINEAL,1225,5,408,
"Piso en venta en calle de Martínez Izquierdo, 86",GUINDALERA,Madrid,81,3,Calle de Martínez Izquierdo,Calle de Martínez Izquierdo 86,86,15,CIUDAD LINEAL,1327,16,442,
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,135,3,,,,15,CIUDAD LINEAL,2159,15,719,
Piso en venta en avenida AMERICA,GUINDALERA,Madrid,181,4,Avenida AMERICA,Avenida AMERICA,,15,CIUDAD LINEAL,2369,13,592,
"Piso en venta en Urb. Salamanca, Castellana",BARRIO DE SALAMANCA,Madrid,400,5,Urb. Salamanca,Urb. Salamanca,,15,CIUDAD LINEAL,38920,97,7784,
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,80,3,,,,15,CIUDAD LINEAL,1508,18,502,F
Piso en venta en Fuente del Berro,BARRIO DE SALAMANCA,Madrid,94,2,,,,15,CIUDAD LINEAL,1564,16,782,E
Piso en venta en calle de Castelló,CASTELLANA,Madrid,52,2,Calle de Castelló,Calle de Castelló,,15,CIUDAD LINEAL,1187,22,593,F
Piso en venta en Goya,BARRIO DE SALAMANCA,Madrid,125,2,,,,15,CIUDAD LINEAL,2081,16,1040,E
Piso en venta en Iriarte,GUINDALERA,Madrid,48,1,Iriarte,Iriarte,,15,CIUDAD LINEAL,1187,24,1187,E
Ático en venta en Francisco Silvela,LISTA,Madrid,90,2,Francisco Silvela,Francisco Silvela,,15,CIUDAD LINEAL,2263,25,1131,D
Piso en venta en calle de Velázquez,RECOLETOS,Madrid,52,1,Calle de Velázquez,Calle de Velázquez,,15,CIUDAD LINEAL,1943,37,1943,D
Piso en venta en calle Velázquez,CASTELLANA,Madrid,158,3,Calle Velázquez,Calle Velázquez,,15,CIUDAD LINEAL,2497,15,832,
"Piso en venta en calle de Ayala, 154",GOYA,Madrid,72,2,Calle de Ayala,Calle de Ayala 154,154,15,CIUDAD LINEAL,1610,22,805,
Piso en venta en calle del General Pardiñas,LISTA,Madrid,99,2,Calle del General Pardiñas,Calle del General Pardiñas,,15,CIUDAD LINEAL,1955,19,977,
Piso en venta en calle del General Pardiñas,GOYA,Madrid,43,2,Calle del General Pardiñas,Calle del General Pardiñas,,15,CIUDAD LINEAL,1262,29,631,
Piso en venta en calle del General Pardiñas,GOYA,Madrid,43,2,Calle del General Pardiñas,Calle del General Pardiñas,,15,CIUDAD LINEAL,1262,29,631,
Piso en venta en GENERAL PARDIÑAS,GOYA,Madrid,43,2,GENERAL PARDIÑAS,GENERAL PARDIÑAS,,15,CIUDAD LINEAL,1262,29,631,
Piso en venta en Lista,BARRIO DE SALAMANCA,Madrid,99,2,,,,15,CIUDAD LINEAL,1955,19,977,F
"Piso en venta en calle de Padilla, 4",CASTELLANA,Madrid,120,4,Calle de Padilla,Calle de Padilla 4,4,15,CIUDAD LINEAL,1536,12,384,
