ID;TITLE;NEIGHBORHOOD;CITY;SQUARE METERS;NUM OF ROOMS;NUM OF BATHROOMS;STREET NAME;STREET NUM;DISTRICT CODE;DISTRICT;RENT PRICE;BUY PRICE;ENERGY CERTIFICATE
218;Dúplex en venta en paseo de Alberto Palacios;San Andrés;Madrid;1150;3;10;Paseo de Alberto Palacios;;21;Villaverde;762;154900;
219;Piso en venta en calle Benimamet;San Cristóbal;Madrid;630;2;10;Calle Benimamet;;21;Villaverde;458;82260;
220;Piso en venta en Los Ángeles;Villaverde;Madrid;720;3;10;;;21;Villaverde;703;139400;
221;Piso en venta en calle Principal, 16;San Andrés;Madrid;1000;2;20;Calle Principal;16;21;Villaverde;762;154900;
222;Piso en venta en calle Transversal Sexta, 10;San Andrés;Madrid;900;3;20;Calle Transversal Sexta;10;21;Villaverde;762;155000;C
223;Piso en venta en calle de Beniferri;San Cristóbal;Madrid;660;3;10;Calle de Beniferri;;21;Villaverde;485;88000;
224;Piso en venta en calle Hermandad de Donantes de Sangre, 1;Los Ángeles;Madrid;1020;3;20;Calle Hermandad de Donantes de Sangre;1;21;Villaverde;994;225000;
225;Piso en venta en Los Rosales;Villaverde;Madrid;1050;2;10;;;21;Villaverde;881;189000;
226;Piso en venta en BENITA LOPEZ;Los Rosales;Madrid;950;4;10;BENITA LOPEZ;;21;Villaverde;698;138000;
227;Piso en venta en avenida VERBENA DE LA PALOMA, 17;Los Ángeles;Madrid;1200;3;10;Avenida VERBENA DE LA PALOMA;17;21;Villaverde;901;195000;
228;Piso en venta en calle de la Esmaltina, 1;Butarque;Madrid;900;3;20;Calle de la Esmaltina;1;21;Villaverde;985;222000;D
229;Piso en venta en calle de Sáhara, 83;Los Rosales;Madrid;640;3;10;Calle de Sáhara;83;21;Villaverde;449;80500;
230;Piso en venta en calle la Dolorosa, 10;Los Ángeles;Madrid;800;3;10;Calle la Dolorosa;10;21;Villaverde;857;182000;
231;Piso en venta en calle Antimonio, 7;San Andrés;Madrid;1200;3;20;Calle Antimonio;7;21;Villaverde;1187;295000;
232;Piso en venta en calle Eduardo Barreiros, 128;Los Ángeles;Madrid;820;2;20;Calle Eduardo Barreiros;128;21;Villaverde;1122;270000;
233;Piso en venta en calle Vicente Carballal;Butarque;Madrid;810;3;10;Calle Vicente Carballal;;21;Villaverde;609;116100;G
234;Piso en venta en calle María Barrientos, 4;Los Rosales;Madrid;1030;3;20;Calle María Barrientos;4;21;Villaverde;1067;250000;
235;Piso en venta en Los Ángeles;Villaverde;Madrid;630;3;10;;;21;Villaverde;446;79900;
236;Piso en venta en burjasot;San Cristóbal;Madrid;700;3;10;burjasot;;21;Villaverde;535;99000;
237;Piso en venta en calle de Beniferri, 63;San Cristóbal;Madrid;600;3;10;Calle de Beniferri;63;21;Villaverde;420;74550;
238;Piso en venta en Los Rosales;Villaverde;Madrid;450;2;10;;;21;Villaverde;561;105000;
239;Piso en venta en LEONOR GONGORA;Los Rosales;Madrid;950;3;10;LEONOR GONGORA;;21;Villaverde;666;130000;
240;Piso en venta en calle Santa Florencia, 15;Los Rosales;Madrid;700;3;10;Calle Santa Florencia;15;21;Villaverde;625;120000;
241;Piso en venta en calle Villajoyosa;Los Rosales;Madrid;710;3;10;Calle Villajoyosa;;21;Villaverde;740;149000;E
242;Piso en venta en calle Villajoyosa;Los Rosales;Madrid;700;3;10;Calle Villajoyosa;;21;Villaverde;686;135000;E
243;Piso en venta en calle Ciudadanía;Los Rosales;Madrid;980;4;20;Calle Ciudadanía;;21;Villaverde;1009;230000;
244;Piso en venta en calle Arechavaleta;Los Ángeles;Madrid;550;3;10;Calle Arechavaleta;;21;Villaverde;499;91000;
245;Piso en venta en calle Platino;Los Rosales;Madrid;1150;4;10;Calle Platino;;21;Villaverde;867;184900;
246;Piso en venta en calle del Bismuto, 1;San Andrés;Madrid;780;3;10;Calle del Bismuto;1;21;Villaverde;654;127000;E
247;Piso en venta en calle de Rocafort;San Cristóbal;Madrid;680;3;10;Calle de Rocafort;;21;Villaverde;465;83900;
248;Piso en venta en calle de Gregorio Ortiz, 31;San Andrés;Madrid;1200;3;10;Calle de Gregorio Ortiz;31;21;Villaverde;851;180000;
249;Piso en venta en BENIFERRI;San Cristóbal;Madrid;640;3;10;BENIFERRI;;21;Villaverde;428;76000;
250;Piso en venta en paseo de Gigantes y Cabezudos, 42;Los Ángeles;Madrid;920;4;10;Paseo de Gigantes y Cabezudos;42;21;Villaverde;791;163000;
251;Piso en venta en calle Limonita, 6;Butarque;Madrid;1540;3;20;Calle Limonita;6;21;Villaverde;1148;280000;
252;Piso en venta en Azufre, 3;Los Rosales;Madrid;1050;3;20;Azufre;3;21;Villaverde;851;180000;D
253;Piso en venta en San Andrés;Villaverde;Madrid;700;2;10;;;21;Villaverde;658;128000;
254;Piso en venta en Los Ángeles;Villaverde;Madrid;930;3;10;;;21;Villaverde;803;166200;
255;Piso en venta en calle del Estroncio, 11;Los Rosales;Madrid;530;3;10;Calle del Estroncio;11;21;Villaverde;601;114300;G
256;Piso en venta en San Andrés;Villaverde;Madrid;860;3;10;;;21;Villaverde;662;129000;
257;Piso en venta en Los Ángeles;Villaverde;Madrid;750;3;20;;;21;Villaverde;674;132000;
258;Piso en venta en San Andrés;Villaverde;Madrid;850;3;10;;;21;Villaverde;686;135000;
259;Piso en venta en San Andrés;Villaverde;Madrid;650;2;10;;;21;Villaverde;535;99000;
260;Piso en venta en calle del estroncio, 11;Los Rosales;Madrid;530;3;10;Calle del estroncio;11;21;Villaverde;601;114300;G
261;Piso en venta en calle de Beniferri;San Cristóbal;Madrid;680;3;10;Calle de Beniferri;;21;Villaverde;485;88000;
262;Piso en venta en calle el Huésped del Sevillano, Madrid;Los Ángeles;Madrid;750;3;10;Calle el Huésped del Sevillano, Madrid;;21;Villaverde;583;110000;
263;Piso en venta en calle Magnesia, 12 , bis;San Andrés;Madrid;830;2;10;Calle Magnesia;bis;21;Villaverde;728;146000;
264;Piso en venta en calle del Talco, 85;San Andrés;Madrid;950;3;10;Calle del Talco;85;21;Villaverde;592;112000;
265;Piso en venta en calle de Rocafort, 14 j;San Cristóbal;Madrid;300;1;10;Calle de Rocafort;14 j;21;Villaverde;342;59000;E
266;Piso en venta en maricara;Butarque;Madrid;530;1;10;maricara;;21;Villaverde;728;146000;
267;Ático en venta en calle Estefanita, 6;Butarque;Madrid;1250;3;30;Calle Estefanita;6;21;Villaverde;1135;275000;
268;Piso en venta en San Andrés;Villaverde;Madrid;1530;4;20;;;21;Villaverde;844;178000;
269;Piso en venta en San Andrés;Villaverde;Madrid;860;3;10;;;21;Villaverde;662;129000;
270;Piso en venta en calle de Rocafort;San Cristóbal;Madrid;660;2;10;Calle de Rocafort;;21;Villaverde;521;96000;
271;Piso en venta en calle de Benimamet, 6;San Cristóbal;Madrid;630;3;10;Calle de Benimamet;6;21;Villaverde;456;82000;
272;Piso en venta en calle de Sáhara, 89;Los Rosales;Madrid;590;2;10;Calle de Sáhara;89;21;Villaverde;654;126900;G
273;Piso en venta en Urb. privada, San Andrés;Villaverde;Madrid;950;3;10;Urb. privada;;21;Villaverde;913;199000;
274;Piso en venta en COBALTO, 22;San Andrés;Madrid;650;2;10;COBALTO;22;21;Villaverde;1015;232000;
275;Piso en venta en avenida REAL DE PINTO, 41;San Andrés;Madrid;690;2;10;Avenida REAL DE PINTO;41;21;Villaverde;1038;240000;
276;Piso en venta en calle María de Echarri;Los Rosales;Madrid;1150;4;20;Calle María de Echarri;;21;Villaverde;1275;330000;
277;Piso en venta en calle Villastar;San Andrés;Madrid;600;3;10;Calle Villastar;;21;Villaverde;625;120000;
278;Piso en venta en transversal sexta, 1;San Andrés;Madrid;900;3;20;transversal sexta;1;21;Villaverde;823;172000;
279;Piso en venta en Urb. Calle de Burjasot, San Cristóbal;Villaverde;Madrid;600;3;10;Urb. Calle de Burjasot;;21;Villaverde;458;82260;
280;Piso en venta en calle de la del Manojo de Rosas;Los Ángeles;Madrid;650;2;10;Calle de la del Manojo de Rosas;;21;Villaverde;579;109000;
281;Piso en venta en Gigante y Cabezudo, 70;Los Ángeles;Madrid;1150;4;10;Gigante y Cabezudo;70;21;Villaverde;678;133000;
282;Piso en venta en plaza Pinazo;San Cristóbal;Madrid;830;3;20;Plaza Pinazo;;21;Villaverde;587;111000;
283;Piso en venta en calle Doctor Pérez Domínguez s/n;San Andrés;Madrid;550;2;10;;;21;Villaverde;583;110000;
284;Piso en venta en Butarque;Villaverde;Madrid;800;2;20;;;21;Villaverde;851;179990;
285;Piso en venta en calle José del Pino Jiménez;San Andrés;Madrid;680;3;10;Calle José del Pino Jiménez;;21;Villaverde;766;156000;
286;Piso en venta en Magnesia, 18;San Andrés;Madrid;890;2;20;Magnesia;18;21;Villaverde;1003;228000;G
287;Piso en venta en calle de Rocafort;San Cristóbal;Madrid;610;3;10;Calle de Rocafort;;21;Villaverde;489;89000;
288;Piso en venta en calle la Canción del Olvido;Los Ángeles;Madrid;670;3;10;Calle la Canción del Olvido;;21;Villaverde;621;119000;
289;Piso en venta en calle Beniferri;San Cristóbal;Madrid;680;3;10;Calle Beniferri;;21;Villaverde;512;94000;
290;Piso en venta en Urb. Los Angeles, Los Ángeles;Villaverde;Madrid;920;3;20;Urb. Los Angeles;;21;Villaverde;833;175000;G
291;Piso en venta en San Cristóbal;Villaverde;Madrid;700;3;10;;;21;Villaverde;494;90000;
292;Piso en venta en Sahara;Los Rosales;Madrid;630;3;10;Sahara;;21;Villaverde;805;167000;
293;Piso en venta en Los Ángeles;Villaverde;Madrid;570;3;10;;;21;Villaverde;521;96000;
294;Piso en venta en calle de los Cacereños;San Andrés;Madrid;630;3;10;Calle de los Cacereños;;21;Villaverde;466;84000;
295;Piso en venta en calle la Canción del Olvido, 43;Los Ángeles;Madrid;520;2;10;Calle la Canción del Olvido;43;21;Villaverde;544;101000;
296;Piso en venta en Generosidad, 14;Los Rosales;Madrid;1250;3;20;Generosidad;14;21;Villaverde;948;210000;
297;Dúplex en venta en calle Estefanita;Butarque;Madrid;1250;3;30;Calle Estefanita;;21;Villaverde;1135;275000;D
298;Piso en venta en calle de Martinez Oviol, 40;Los Rosales;Madrid;750;3;10;Calle de Martinez Oviol;40;21;Villaverde;672;131400;
299;Piso en venta en calle de San Neviano, 1;San Andrés;Madrid;710;3;10;Calle de San Neviano;1;21;Villaverde;672;131400;
300;Piso en venta en San Andrés;Villaverde;Madrid;800;3;10;;;21;Villaverde;517;95000;
301;Piso en venta en San Andrés;Villaverde;Madrid;660;3;10;;;21;Villaverde;508;93000;
302;Piso en venta en calle Salsipuedes, 25;San Andrés;Madrid;950;2;20;Calle Salsipuedes;25;21;Villaverde;760;154500;
303;Piso en venta en calle Concepción de la Oliva;Butarque;Madrid;610;3;10;Calle Concepción de la Oliva;;21;Villaverde;539;100000;
304;Piso en venta en calle de rocafort, 51;San Cristóbal;Madrid;420;4;10;Calle de rocafort;51;21;Villaverde;521;95900;E
305;Piso en venta en Urb. Platino, Los Rosales;Villaverde;Madrid;850;3;10;Urb. Platino;;21;Villaverde;762;154900;
306;Piso en venta en calle Ampuero;Los Ángeles;Madrid;800;2;10;Calle Ampuero;;21;Villaverde;604;115000;
307;Piso en venta en calle Platino;Los Rosales;Madrid;550;2;10;Calle Platino;;21;Villaverde;521;96000;
308;Estudio en venta en calle del Grafito, Madrid;San Andrés;Madrid;600;0;10;Calle del Grafito, Madrid;;21;Villaverde;471;85000;F
309;Piso en venta en calle de Benimamet, Madrid;San Cristóbal;Madrid;600;2;10;Calle de Benimamet, Madrid;;21;Villaverde;517;95000;
310;Piso en venta en San Cristóbal;Villaverde;Madrid;550;3;10;;;21;Villaverde;437;78000;
311;Piso en venta en Butarque;Villaverde;Madrid;930;3;10;;;21;Villaverde;660;128500;
312;Piso en venta en Los Rosales;Villaverde;Madrid;550;2;10;;;21;Villaverde;517;95000;
313;Piso en venta en calle de Rocafort;San Cristóbal;Madrid;820;3;10;Calle de Rocafort;;21;Villaverde;465;83900;
314;Piso en venta en calle Encarnación Oviol s/n;Los Rosales;Madrid;530;2;10;;;21;Villaverde;521;96000;
315;Piso en venta en calle del Cobalto, 17;San Andrés;Madrid;690;2;10;Calle del Cobalto;17;21;Villaverde;619;118600;
316;Piso en venta en calle de Sáhara;Los Rosales;Madrid;580;2;10;Calle de Sáhara;;21;Villaverde;617;118000;
317;Piso en venta en calle de Juan José Martínez Seco, 87;Los Rosales;Madrid;700;2;10;Calle de Juan José Martínez Seco;87;21;Villaverde;923;202000;
318;Piso en venta en calle de Juan José Martínez Seco, 87;Los Rosales;Madrid;470;1;10;Calle de Juan José Martínez Seco;87;21;Villaverde;721;144000;
319;Piso en venta en calle Eduardo Minguito;Los Rosales;Madrid;640;2;10;Calle Eduardo Minguito;;21;Villaverde;535;98968;G
320;Piso en venta en Encarnación oviol, 45;Los Rosales;Madrid;500;2;10;Encarnación oviol;45;21;Villaverde;561;105000;E
321;Dúplex en venta en calle de Berrocal, 3;Butarque;Madrid;1030;3;20;Calle de Berrocal;3;21;Villaverde;1108;265000;
322;Piso en venta en calle Bario, 20;Butarque;Madrid;900;3;20;Calle Bario;20;21;Villaverde;1174;290000;
323;Piso en venta en cale concepcion de la oliva;Butarque;Madrid;660;2;10;cale concepcion de la oliva;;21;Villaverde;494;90000;
324;Piso en venta en paseo FERROVIARIOS;San Andrés;Madrid;700;2;10;Paseo FERROVIARIOS;;21;Villaverde;423;75000;
325;Piso en venta en calle de la Aladierna;San Andrés;Madrid;600;2;10;Calle de la Aladierna;;21;Villaverde;646;125000;
326;Piso en venta en calle Ganados del Salobral, 4;Butarque;Madrid;1010;2;20;Calle Ganados del Salobral;4;21;Villaverde;1081;255000;
327;Piso en venta en calle Villavendimio, 15;San Andrés;Madrid;750;3;10;Calle Villavendimio;15;21;Villaverde;614;117300;E
328;Piso en venta en calle de Albino Hernández Lázaro;San Andrés;Madrid;550;2;10;Calle de Albino Hernández Lázaro;;21;Villaverde;524;96600;G
329;Piso en venta en calle la Corte del Faraón;Los Ángeles;Madrid;770;3;10;Calle la Corte del Faraón;;21;Villaverde;621;119000;
330;Piso en venta en calle Villajoyosa;Los Rosales;Madrid;560;3;10;Calle Villajoyosa;;21;Villaverde;539;100000;
331;Piso en venta en calle Potasa;Butarque;Madrid;680;3;10;Calle Potasa;;21;Villaverde;526;97000;
332;Piso en venta en calle Villajoyosa;Los Rosales;Madrid;720;3;10;Calle Villajoyosa;;21;Villaverde;517;95000;
333;Piso en venta en calle Acebes, 2;San Andrés;Madrid;700;3;10;Calle Acebes;2;21;Villaverde;686;135000;E
334;Piso en venta en calle del Estroncio, 9;Los Rosales;Madrid;750;2;20;Calle del Estroncio;9;21;Villaverde;901;195000;
335;Piso en venta en calle Doctor Pérez Domínguez, 6;San Andrés;Madrid;1200;3;10;Calle Doctor Pérez Domínguez;6;21;Villaverde;901;195000;
336;Piso en venta en calle Lagunas de Neila, 20;San Andrés;Madrid;910;2;20;Calle Lagunas de Neila;20;21;Villaverde;964;215000;
337;Piso en venta en calle Emilia Ballester, 13;San Andrés;Madrid;950;2;10;Calle Emilia Ballester;13;21;Villaverde;634;122000;
338;Piso en venta en paseo Talleres, 14 , 1ºA;Los Ángeles;Madrid;610;3;10;Paseo Talleres;1ºA;21;Villaverde;646;125000;
339;Piso en venta en calle Diamante, 68;Los Rosales;Madrid;730;2;10;Calle Diamante;68;21;Villaverde;625;120000;
340;Piso en venta en calle Emilia Ballester, 18;San Andrés;Madrid;660;3;10;Calle Emilia Ballester;18;21;Villaverde;508;93000;G
341;Piso en venta en paseo Talleres, 4;Los Ángeles;Madrid;680;2;10;Paseo Talleres;4;21;Villaverde;646;125000;
342;Piso en venta en calle de Tordegrillos;San Andrés;Madrid;700;3;10;Calle de Tordegrillos;;21;Villaverde;561;104840;
343;Piso en venta en calle de Rocafort, 51;San Cristóbal;Madrid;420;4;10;Calle de Rocafort;51;21;Villaverde;521;95900;E
344;Piso en venta en calle Litos;Los Ángeles;Madrid;540;3;10;Calle Litos;;21;Villaverde;403;71000;G
345;Piso en venta en calle Villajoyosa;Los Rosales;Madrid;560;3;10;Calle Villajoyosa;;21;Villaverde;561;105000;
346;Piso en venta en calle de la Alegría de la Huerta, 24;Los Ángeles;Madrid;1000;4;10;Calle de la Alegría de la Huerta;24;21;Villaverde;798;165000;A
347;Piso en venta en travesía Arechavaleta;Los Ángeles;Madrid;1250;4;20;Travesía Arechavaleta;;21;Villaverde;827;173000;
348;Piso en venta en calle Litos;Los Ángeles;Madrid;540;3;10;Calle Litos;;21;Villaverde;403;71000;
349;Piso en venta en plaza Pinazo;San Cristóbal;Madrid;1300;4;20;Plaza Pinazo;;21;Villaverde;809;168000;
350;Piso en venta en calle Arechavaleta;Los Ángeles;Madrid;680;2;10;Calle Arechavaleta;;21;Villaverde;539;99900;
351;Piso en venta en San Andrés;Villaverde;Madrid;850;3;10;;;21;Villaverde;658;128000;
352;Piso en venta en calle Doctor Criado, Madrid, 6;San Andrés;Madrid;750;3;10;Calle Doctor Criado;6;21;Villaverde;625;120000;
353;Piso en venta en calle Alcocer;Los Ángeles;Madrid;800;2;10;Calle Alcocer;;21;Villaverde;517;95000;
354;Piso en venta en calle Moncada, 115;San Cristóbal;Madrid;640;2;10;Calle Moncada;115;21;Villaverde;583;110000;E
355;Piso en venta en rocafort;San Cristóbal;Madrid;690;4;10;rocafort;;21;Villaverde;475;85900;
356;Piso en venta en calle Plantino, 25;Los Rosales;Madrid;1150;4;10;Calle Plantino;25;21;Villaverde;867;184900;
357;Piso en venta en calle de Rocafort, 17;San Cristóbal;Madrid;700;3;10;Calle de Rocafort;17;21;Villaverde;715;142500;
358;Piso en venta en Los Ángeles;Villaverde;Madrid;560;2;10;;;21;Villaverde;579;109000;
359;Piso en venta en calle del Arroyo Bueno, 43;San Andrés;Madrid;900;2;10;Calle del Arroyo Bueno;43;21;Villaverde;705;140000;
360;Piso en venta en calle Villavendimio, 15;San Andrés;Madrid;750;3;10;Calle Villavendimio;15;21;Villaverde;614;117300;E
361;Piso en venta en calle maría martínez oviol, 11;Los Rosales;Madrid;710;2;10;Calle maría martínez oviol;11;21;Villaverde;625;120000;
362;Piso en venta en calle de Paterna, 48;San Cristóbal;Madrid;760;3;10;Calle de Paterna;48;21;Villaverde;583;110000;G
363;Piso en venta en calle Huerta de Villaverde, 20;San Andrés;Madrid;1140;4;20;Calle Huerta de Villaverde;20;21;Villaverde;1197;299000;
364;Piso en venta en calle Transversal Sexta, 2;San Andrés;Madrid;900;3;20;Calle Transversal Sexta;2;21;Villaverde;851;180000;
365;Piso en venta en plaza Pinazo, 27;San Cristóbal;Madrid;700;3;10;Plaza Pinazo;27;21;Villaverde;471;85000;
366;Piso en venta en calle Amadeo Fernández, 2;San Andrés;Madrid;800;3;10;Calle Amadeo Fernández;2;21;Villaverde;539;100000;A
367;Piso en venta en calle Pan y Toros, 3;Los Ángeles;Madrid;960;4;20;Calle Pan y Toros;3;21;Villaverde;816;170000;
368;Piso en venta en calle Tántalo, 10;Butarque;Madrid;500;1;10;Calle Tántalo;10;21;Villaverde;646;125000;
369;Piso en venta en calle Selma Lagerloff, 15;Los Rosales;Madrid;850;3;20;Calle Selma Lagerloff;15;21;Villaverde;1009;230000;
370;Piso en venta en calle Berrocal, 10;Butarque;Madrid;900;3;20;Calle Berrocal;10;21;Villaverde;1200;300000;
371;Piso en venta en calle de Beniferri, 12;San Cristóbal;Madrid;600;3;10;Calle de Beniferri;12;21;Villaverde;625;120000;
372;Ático en venta en calle Lenguas, 12;San Andrés;Madrid;900;2;20;Calle Lenguas;12;21;Villaverde;1038;240000;
373;Piso en venta en calle de Godella, 227;San Cristóbal;Madrid;600;3;10;Calle de Godella;227;21;Villaverde;705;140000;
374;Piso en venta en calle Pimienta, 4;Los Ángeles;Madrid;1050;3;20;Calle Pimienta;4;21;Villaverde;686;135000;
375;Dúplex en venta en calle de Berrocal, 72;Butarque;Madrid;1400;3;30;Calle de Berrocal;72;21;Villaverde;1299;340000;A
376;Piso en venta en calle Emilia Ballester, 48;San Andrés;Madrid;1120;3;20;Calle Emilia Ballester;48;21;Villaverde;1009;230000;
377;Piso en venta en calle de Godella, 219;San Cristóbal;Madrid;600;3;10;Calle de Godella;219;21;Villaverde;725;145000;
378;Piso en venta en calle Azufre, 3;Los Rosales;Madrid;620;2;10;Calle Azufre;3;21;Villaverde;715;142450;
379;Casa o chalet independiente en venta en calle Calamina, 16;San Andrés;Madrid;2400;4;30;Calle Calamina;16;21;Villaverde;1850;580000;
380;Piso en venta en calle Pan y Toros, 10;Los Ángeles;Madrid;810;3;10;Calle Pan y Toros;10;21;Villaverde;780;160000;B
381;Piso en venta en calle de Juan José Martínez Seco, 11;Los Rosales;Madrid;750;3;10;Calle de Juan José Martínez Seco;11;21;Villaverde;851;180000;
382;Piso en venta en calle Talco, 12;San Andrés;Madrid;720;3;10;Calle Talco;12;21;Villaverde;666;130000;
383;Piso en venta en calle Berrocal, 3;Butarque;Madrid;950;2;20;Calle Berrocal;3;21;Villaverde;1067;250000;
384;Piso en venta en calle Lenguas, 22;San Andrés;Madrid;490;1;10;Calle Lenguas;22;21;Villaverde;884;190000;
385;Piso en venta en calle Sulfato, 22;San Andrés;Madrid;900;3;10;Calle Sulfato;22;21;Villaverde;813;169000;
386;Piso en venta en calle Magnesia, 14;San Andrés;Madrid;780;2;10;Calle Magnesia;14;21;Villaverde;809;168000;
387;Piso en venta en calle del Cobalto, 14;San Andrés;Madrid;1000;3;10;Calle del Cobalto;14;21;Villaverde;948;210000;
388;Piso en venta en San Cristóbal;Villaverde;Madrid;700;3;10;;;21;Villaverde;517;95000;
389;Piso en venta en San Andrés;Villaverde;Madrid;520;2;10;;;21;Villaverde;422;74800;
