ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;MODELO
"358287";"Aparcabicicletas";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"439638.96";"4470463.63";"ETRS89";40.38257718;-3.71111899;"CALLE";"DOLORES BARRANCO";"73";"28026";"DOLORES BARRANCO, 000073";"31010491";"2016-04-11 00:00:00.0";"1051390";"MU21";"MU-51"
"358371";"Aparcabicicletas";"122";"ORCASUR";"12";"USERA";"OPERATIVO";"440728.33";"4468883.44";"ETRS89";40.36842017;-3.69813899;"CALLE";"MOREJA";"28";"28041";"MOREJA, 000028";"11081146";"2016-02-25 00:00:00.0";"1051474";"MU21";"MU-51"
"358372";"Aparcabicicletas";"122";"ORCASUR";"12";"USERA";"OPERATIVO";"440729.18";"4468883.10";"ETRS89";40.36841717;-3.69812894;"CALLE";"MOREJA";"28";"28041";"MOREJA, 000028";"11081146";"2016-02-25 00:00:00.0";"1051475";"MU21";"MU-51"
"358387";"Aparcabicicletas";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"439670.44";"4470398.22";"ETRS89";40.38199021;-3.71074195;"AVENIDA";"RAFAELA YBARRA";"43";"28026";"AVDA RAFAELA YBARRA, 000043";"31012599";"2016-04-08 00:00:00.0";"1051490";"MU21";"MU-51"
"358393";"Aparcabicicletas";"122";"ORCASUR";"12";"USERA";"OPERATIVO";"440512.77";"4469089.17";"ETRS89";40.37025814;-3.70069700;"AVENIDA";"ORCASUR";"7";"28041";"AVDA ORCASUR, 000007";"11081101";"2016-02-25 00:00:00.0";"1051496";"MU21";"MU-51"
"358488";"Aparcabicicletas";"122";"ORCASUR";"12";"USERA";"OPERATIVO";"440560.71";"4468860.23";"ETRS89";40.36819915;-3.70011102;"AVENIDA";"ORCASUR";"60";"28041";"AVDA ORCASUR, 000060";"31016543";"2016-02-26 00:00:00.0";"1051591";"MU21";"MU-51"
"308273";"Aparcabicicletas";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"438665.56";"4469446.71";"ETRS89";40.37334518;-3.72248798;"AVENIDA";"POBLADOS";"122";"28054";"AVDA POBLADOS, 000122";"31007172";"2021-12-04 00:00:00.0";"1001338";"MU21";"MU-51"
"326327";"Aparcabicicletas";"112";"OPAÑEL";"11";"CARABANCHEL";"OPERATIVO";"438056.02";"4471148.78";"ETRS89";40.38863315;-3.72983295;"CALLE";"RIO DE ORO";"13";"28019";"RÍO DE ORO, 000013";"31048892";"1900-01-01 00:00:00.0";"1019430";"MU21";"MU-51"
"326400";"Aparcabicicletas";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438619.6";"4470440.04";"ETRS89";40.38229020;-3.72312499;"CALLE";"VIA LUSITANA";"3A";"28025";"VÍA LUSITANA, 000003  A";"31041453";"2021-12-04 00:00:00.0";"1019503";"MU21";"MU-51"
"326615";"Aparcabicicletas";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"435602.58";"4469344.14";"ETRS89";40.37219016;-3.75855501;"CALLE";"JOAQUIN TURINA";"62";"28044";"JOAQUÍN TURINA, 000062";"11077769";"1900-01-01 00:00:00.0";"1019718";"MU21";"MU-51"
"327197";"Aparcabicicletas";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438841.43";"4470577.98";"ETRS89";40.38354914;-3.72052504;"CALLE";"VIA LUSITANA";"1";"28025";"VÍA LUSITANA, 000001";"11078650";"1900-01-01 00:00:00.0";"1020300";"MU21";"MU-51"
"327199";"Aparcabicicletas";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438843.72";"4470577.41";"ETRS89";40.38354418;-3.72049800;"CALLE";"VIA LUSITANA";"1";"28025";"VÍA LUSITANA, 000001";"11078650";"1900-01-01 00:00:00.0";"1020302";"MU21";"MU-51"
"327198";"Aparcabicicletas";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438842.20";"4470577.87";"ETRS89";40.38354821;-3.72051595;"CALLE";"VIA LUSITANA";"1";"28025";"VÍA LUSITANA, 000001";"11078650";"1900-01-01 00:00:00.0";"1020301";"MU21";"MU-51"
"327362";"Aparcabicicletas";"115";"PUERTA BONITA";"11";"CARABANCHEL";"OPERATIVO";"437119.73";"4470595.54";"ETRS89";40.38357918;-3.74080898;"CALLE";"BLASON";"34";"28025";"BLASÓN, 000034";"20059235";"1900-01-01 00:00:00.0";"1020465";"MU21";"MU-51"
"327582";"Aparcabicicletas";"112";"OPAÑEL";"11";"CARABANCHEL";"OPERATIVO";"439041.63";"4470769.62";"ETRS89";40.38529020;-3.71818494;"AVENIDA";"OPORTO";"2";"28019";"AVDA OPORTO, 000002";"11070104";"1900-01-01 00:00:00.0";"1020685";"MU21";"MU-51"
"330973";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440842.44";"4466694.51";"ETRS89";40.34870913;-3.69659204;"CALLE";"ROMERAL";"11";"28021";"ROMERAL, 000011";"20153740";"1900-01-01 00:00:00.0";"1024067";"MU21";"MU-51"
"330977";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440928.79";"4466680.63";"ETRS89";40.34859021;-3.69557404;"CALLE";"PIMIENTA";"18";"28021";"PIMIENTA, 000018";"20153573";"1900-01-01 00:00:00.0";"1024071";"MU21";"MU-51"
"330981";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440929.47";"4466680.51";"ETRS89";40.34858918;-3.69556602;"CALLE";"PIMIENTA";"18";"28021";"PIMIENTA, 000018";"20153573";"1900-01-01 00:00:00.0";"1024075";"MU21";"MU-51"
"330983";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440932.02";"4466680.16";"ETRS89";40.34858621;-3.69553596;"CALLE";"PIMIENTA";"18";"28021";"PIMIENTA, 000018";"20153573";"1900-01-01 00:00:00.0";"1024077";"MU21";"MU-51"
"330986";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440934.39";"4466679.80";"ETRS89";40.34858313;-3.69550802;"CALLE";"PIMIENTA";"18";"28021";"CALLE DE LA PIMIENTA 18, 28021 Madrid";"20153573";"1900-01-01 00:00:00.0";"1024080";"MU21";"MU-51"
"316384";"Aparcabicicletas";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"437472.88";"4469456.88";"ETRS89";40.37334817;-3.73653704;"AVENIDA";"POBLADOS";"106";"28054";"AVDA POBLADOS, 000106";"31007160";"2021-12-04 00:00:00.0";"1009481";"MU21";"MU-51"
"316570";"Aparcabicicletas";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"435132.35";"4468198.60";"ETRS89";40.36183418;-3.76397698;"CALLE";"PATRIMONIO DE LA HUMANIDAD";"37";"28054";"PATRIMONIO DE LA HUMANIDAD, 000037";"31034585";"1900-01-01 00:00:00.0";"1009667";"MU21";"MU-38"
"316612";"Aparcabicicletas";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"435445.46";"4468054.26";"ETRS89";40.36055820;-3.76027504;"CALLE";"ATAPUERCA";"5E";"28054";"ATAPUERCA, 000005  E";"31010237";"2021-12-04 00:00:00.0";"1009715";"MU21";"MU-38"
"326114";"Aparcabicicletas";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438098.55";"4469884.07";"ETRS89";40.37724321;-3.72920903;"CALLE";"VIA LUSITANA";"19";"28025";"VÍA LUSITANA, 000019";"20024802";"2021-12-04 00:00:00.0";"1019217";"MU21";"MU-51"
"326113";"Aparcabicicletas";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438099.17";"4469886.61";"ETRS89";40.37726614;-3.72920197;"CALLE";"VIA LUSITANA";"19";"28025";"VÍA LUSITANA, 000019";"20024802";"2021-12-04 00:00:00.0";"1019216";"MU21";"MU-51"
"334704";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"438929.64";"4466631.44";"ETRS89";40.34800313;-3.71910795;"Paseo";"Plata y Castanar";"5";"28021";"Paseo Plata y Castanar, 5, 28021 Madrid, Spain";"20049551";"1900-01-01 00:00:00.0";"1027798";"MU21";"MU-38"
"334768";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439663.32";"4466425.15";"ETRS89";40.34619814;-3.71044995;"PASEO";"ALBERTO PALACIOS";"11";"28021";"PASEO ALBERTO PALACIOS, 000011";"11124177";"1900-01-01 00:00:00.0";"1027862";"MU21";"AP-2"
"336000";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440950.12";"4466908.80";"ETRS89";40.35064721;-3.69534400;"CALLE";"VIOLETAS";"1";"28021";"ALCOCER, 000003";"20154778";"1900-01-01 00:00:00.0";"1029094";"MU21";"MU-51"
"349402";"Aparcabicicletas";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"439883.28";"4469023.48";"ETRS89";40.36962121;-3.70810501;"PLAZA";"ASOCIACION";"1";"28041";"PZ ASOCIACIÓN, 000001";"31002588";"2016-02-19 00:00:00.0";"1042496";"MU21";"MU-51"
"349670";"Aparcabicicletas";"124";"ALMENDRALES";"12";"USERA";"OPERATIVO";"440767.24";"4470608.61";"ETRS89";40.38396421;-3.69784104;"AVENIDA";"CORDOBA";"21";"28026";"AVDA CÓRDOBA, 000021";"31008329";"2016-05-30 00:00:00.0";"1042764";"MU21";"MU-51"
"349673";"Aparcabicicletas";"124";"ALMENDRALES";"12";"USERA";"OPERATIVO";"440766.75";"4470610.94";"ETRS89";40.38398516;-3.69784702;"AVENIDA";"CORDOBA";"21";"28026";"AVDA CÓRDOBA, 000021";"31008329";"2016-05-30 00:00:00.0";"1042767";"MU21";"MU-51"
"351418";"Aparcabicicletas";"125";"MOSCARDO";"12";"USERA";"OPERATIVO";"440073.89";"4471192.45";"ETRS89";40.38917416;-3.70606396;"CALLE";"ANDRES ARTEAGA";"3";"28026";"ANDRÉS ARTEAGA, 000003";"20026196";"2016-05-23 00:00:00.0";"1044512";"MU21";"MU-51"
"351786";"Aparcabicicletas";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"439640.83";"4470463.84";"ETRS89";40.38257921;-3.71109698;"CALLE";"DOLORES BARRANCO";"73";"28026";"DOLORES BARRANCO, 000073";"31010491";"2016-04-11 00:00:00.0";"1044880";"MU21";"MU-51"
"352062";"Aparcabicicletas";"123";"SAN FERMIN";"12";"USERA";"OPERATIVO";"441081.18";"4469682.46";"ETRS89";40.37564320;-3.69405703;"CALLE";"SAN MAXIMO";"4";"28041";"CALLE DE SAN MAXIMO 4, 28041 Madrid";"20075892";"2015-12-10 00:00:00.0";"1045156";"MU21";"ACB"
"340029";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441471.65";"4467899.65";"ETRS89";40.35961014;-3.68929402;"AVENIDA";"OROVILLA";"51";"28041";"AVDA OROVILLA, 000051";"20061915";"1900-01-01 00:00:00.0";"1033123";"MU21";"MU-51"
"340192";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441296.47";"4467574.11";"ETRS89";40.35666517;-3.69132703;"CALLE";"CIUDADANIA";"5";"28041";"CIUDADANÍA, 000005";"20062317";"1900-01-01 00:00:00.0";"1033286";"MU21";"MU-51"
"340294";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"440086.50";"4466857.46";"ETRS89";40.35012313;-3.70550804;"CALLE";"ALCOCER";"45B";"28021";"CALLE DE ALCOCER 45B, 28021 Madrid";"20078356";"1900-01-01 00:00:00.0";"1033388";"MU21";"MU-51"
"340293";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"440084.20";"4466856.37";"ETRS89";40.35011315;-3.70553502;"CALLE";"ALCOCER";"45B";"28021";"ALCOCER, 000045  B";"20078356";"1900-01-01 00:00:00.0";"1033387";"MU21";"MU-51"
"340428";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441729.43";"4468005.88";"ETRS89";40.36058517;-3.68626803;"CALLE";"CONSENSO";"5";"28041";"CONSENSO, 000005";"20150027";"2021-12-04 00:00:00.0";"1033522";"MU21";"MU-51"
"340430";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441729.28";"4468008.21";"ETRS89";40.36060615;-3.68627001;"CALLE";"CONSENSO";"5";"28041";"CONSENSO, 000005";"20150027";"2021-12-04 00:00:00.0";"1033524";"MU21";"MU-51"
"340432";"Aparcabicicletas";"172";"SAN CRISTOBAL";"17";"VILLAVERDE";"OPERATIVO";"441641.38";"4466071.30";"ETRS89";40.34315115;-3.68712803;"CALLE";"GODELLA";"57";"28021";"GODELLA, 000057";"11126076";"1900-01-01 00:00:00.0";"1033526";"MU21";"MU-51"
"340433";"Aparcabicicletas";"172";"SAN CRISTOBAL";"17";"VILLAVERDE";"OPERATIVO";"441641.28";"4466069.53";"ETRS89";40.34313520;-3.68712905;"CALLE";"GODELLA";"57";"28021";"GODELLA, 000057";"11126076";"1900-01-01 00:00:00.0";"1033527";"MU21";"MU-51"
"340607";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441732.76";"4467547.74";"ETRS89";40.35645821;-3.68618697;"CARRETERA";"VILLAVERDE A VALLECAS";"38";"28021";"CTRA VILLAVERDE A VALLECAS, 000038";"31002625";"2021-12-04 00:00:00.0";"1033701";"MU21";"MU-51"
"340611";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441732.24";"4467547.18";"ETRS89";40.35645312;-3.68619304;"CARRETERA";"VILLAVERDE A VALLECAS";"38";"28021";"CTRA VILLAVERDE A VALLECAS, 000038";"31002625";"2021-12-04 00:00:00.0";"1033705";"MU21";"MU-51"
"340776";"Aparcabicicletas";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441183.64";"4466969.68";"ETRS89";40.35121215;-3.69259998;"AVENIDA";"ANDALUCIA";"45";"28021";"AVDA ANDALUCÍA, 000045";"31040262";"1900-01-01 00:00:00.0";"1033870";"MU21";"MU-51"
"340785";"Aparcabicicletas";"173";"BUTARQUE";"17";"VILLAVERDE";"OPERATIVO";"442542.18";"4466165.04";"ETRS89";40.34405814;-3.67653095;"CALLE";"BERROCAL";"46";"28021";"BERROCAL, 000046";"20178377";"1900-01-01 00:00:00.0";"1033879";"MU21";"MU-51"
"340951";"Aparcabicicletas";"173";"BUTARQUE";"17";"VILLAVERDE";"OPERATIVO";"442441.56";"4467044.97";"ETRS89";40.35197816;-3.67779496;"AVENIDA";"LOS ROSALES";"131";"28021";"AVDA LOS ROSALES, 000131";"31004577";"1900-01-01 00:00:00.0";"1034045";"MU21";"MU-51"
"340952";"Aparcabicicletas";"173";"BUTARQUE";"17";"VILLAVERDE";"OPERATIVO";"442441.2";"4467042.31";"ETRS89";40.35195417;-3.67779896;"AVENIDA";"LOS ROSALES";"131";"28021";"AVDA LOS ROSALES, 000131";"31004577";"2021-12-04 00:00:00.0";"1034046";"MU21";"MU-51"
"354284";"Aparcabicicletas";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"438960.68";"4468904.37";"ETRS89";40.36848116;-3.71895995;"CALLE";"GAINZA";"22";"28041";"GAÍNZA, 000022";"31012140";"2016-02-12 00:00:00.0";"1047378";"MU21";"MU-51"
"354313";"Aparcabicicletas";"123";"SAN FERMIN";"12";"USERA";"OPERATIVO";"441202.49";"4469561.40";"ETRS89";40.37456119;-3.69261695;"CALLE";"ESTAFETA";"2";"28041";"ESTAFETA, 000002";"20025246";"2016-02-26 00:00:00.0";"1047407";"MU21";"MU-51"
"354315";"Aparcabicicletas";"123";"SAN FERMIN";"12";"USERA";"OPERATIVO";"441202.47";"4469559.62";"ETRS89";40.37454516;-3.69261702;"CALLE";"ESTAFETA";"2";"28041";"ESTAFETA, 000002";"20025246";"2016-02-26 00:00:00.0";"1047409";"MU21";"MU-51"
"341877";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439700.48";"4466801.50";"ETRS89";40.34959120;-3.71004798;"CALLE";"VILLALONSO";"16";"28021";"VILLALONSO, 000016";"20093319";"1900-01-01 00:00:00.0";"1034971";"MU21";"MU-51"
"354595";"Aparcabicicletas";"125";"MOSCARDO";"12";"USERA";"OPERATIVO";"439152.36";"4470816.78";"ETRS89";40.38572314;-3.71688497;"PLAZA";"FERNANDEZ LADREDA";"1";"28026";"PZ FERNÁNDEZ LADREDA, 000001";"31054307";"2016-05-05 00:00:00.0";"1047689";"MU21";"MU-51"
"342204";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"441041.14";"4467555.13";"ETRS89";40.35647617;-3.69433199;"CALLE";"LOS BOHEMIOS";"1";"28041";"LOS BOHEMIOS, 000001";"11143020";"1900-01-01 00:00:00.0";"1035298";"MU21";"MU-51"
"355013";"Aparcabicicletas";"126";"ZOFIO";"12";"USERA";"OPERATIVO";"439523.82";"4469701.06";"ETRS89";40.37569921;-3.71240300;"AVENIDA";"RAFAELA YBARRA";"52";"28026";"AVDA RAFAELA YBARRA, 000052";"11085768";"2016-04-15 00:00:00.0";"1048107";"MU21";"MU-51"
"342481";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439043.96";"4466915.14";"ETRS89";40.35056721;-3.71778902;"PASEO";"PLATA Y CASTAÑAR";"7";"28021";"PASEO PLATA Y CASTAÑAR, 000007";"20177290";"1900-01-01 00:00:00.0";"1035575";"MU21";"MU-51"
"342518";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440550.77";"4468141.00";"ETRS89";40.36171921;-3.70016104;"CALLE";"LA CORTE DE FARAON";"35";"28041";"LA CORTE DE FARAÓN, 000035";"11129071";"1900-01-01 00:00:00.0";"1035612";"MU21";"MU-51"
"342520";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440548.91";"4468141.90";"ETRS89";40.36172719;-3.70018303;"CALLE";"LA CORTE DE FARAON";"35";"28041";"LA CORTE DE FARAÓN, 000035";"11129071";"1900-01-01 00:00:00.0";"1035614";"MU21";"MU-51"
"342521";"Aparcabicicletas";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440548.15";"4468142.35";"ETRS89";40.36173119;-3.70019202;"CALLE";"LA CORTE DE FARAON";"35";"28041";"LA CORTE DE FARAÓN, 000035";"11129071";"1900-01-01 00:00:00.0";"1035615";"MU21";"MU-51"
"342646";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439627.01";"4466420.34";"ETRS89";40.34615218;-3.71087700;"PASEO";"ALBERTO PALACIOS";"15";"28021";"PASEO ALBERTO PALACIOS, 000015";"11124234";"1900-01-01 00:00:00.0";"1035740";"MU21";"MU-51"
"342904";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439589.43";"4466742.45";"ETRS89";40.34905121;-3.71134995;"CALLE";"ARROYO BUENO";"53";"28021";"ARROYO BUENO, 000053";"11124899";"1900-01-01 00:00:00.0";"1035998";"MU21";"MU-51"
"343230";"Aparcabicicletas";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439415.90";"4466667.47";"ETRS89";40.34836316;-3.71338605;"CALLE";"JUAN PEÑALVER";"8";"28021";"JUAN PEÑALVER, 000008";"11124869";"1900-01-01 00:00:00.0";"1036324";"MU21";"MU-51"
"362655";"Aparcabicicletas";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440629.59";"4473090.46";"ETRS89";40.40631219;-3.69969402;"CALLE";"VALENCIA";"30";"28012";;"11002358";;"1085410";"MU21";"MU-51"
"362929";"Aparcabicicletas";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"440171.18";"4476012.80";"ETRS89";40.43260517;-3.70537101;"CALLE";"MAGALLANES";"3";"28015";;"11039624";;"1128779";"MU21";"MU-51"
"363261";"Aparcabicicletas";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439415.61";"4473531.43";"ETRS89";40.41019719;-3.71404199;"AVENIDA";"GRAN VIA DE SAN FRANCISCO";"21";"28005";;"20004154";;"1084209";"MU21";"MU-51"
"364200";"Aparcabicicletas";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"440531.52";"4474826.49";"ETRS89";40.42194418;-3.70101200;"CALLE";"FUENCARRAL";"29";"28004";;"11005638";;"1085365";"MU21";"MU-51"
"364396";"Aparcabicicletas";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439728.89";"4473879.91";"ETRS89";40.41335921;-3.71038299;"CALLE";"SEGOVIA";"11";"28005";;"31041185";;"1113421";"MU21";"MU-51"
"364639";"Aparcabicicletas";"063";"CASTILLEJOS";"06";"TETUAN";"OPERATIVO";"440816.60";"4478715.47";"ETRS89";40.45699818;-3.69801398;"CALLE";"INFANTA MERCEDES";"47";"28020";;"11030336";;"1089741";"MU21";"MU-51"
"364813";"Aparcabicicletas";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439529.04";"4474086.43";"ETRS89";40.41520514;-3.71275797;"CALLE";"MAYOR";"86";"28013";;"11000048";;"1110899";"MU21";"MU-51"
"365077";"Aparcabicicletas";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440212.333";"4473918.995";"ETRS89";40.41374617;-3.70468899;"CALLE";"CONDE DE ROMANONES";"3";"28012";;"11001562";;"1093668";"MU21";"MU-51"
"365640";"Aparcabicicletas";"063";"CASTILLEJOS";"06";"TETUAN";"OPERATIVO";"440816.58";"4478713.47";"ETRS89";40.45698016;-3.69801403;"CALLE";"INFANTA MERCEDES";"47";"28020";;"11030336";;"1089740";"MU21";"MU-51"
"366317";"Aparcabicicletas";"076";"VALLEHERMOSO";"07";"CHAMBERI";"OPERATIVO";"439578.61";"4477539.46";"ETRS89";40.44631512;-3.71250197;"AVENIDA";"REINA VICTORIA";"56";"28003";;"11053168";;"1104263";"MU21";"MU-51"
"366995";"Aparcabicicletas";"076";"VALLEHERMOSO";"07";"CHAMBERI";"OPERATIVO";"440265.62";"4476707.39";"ETRS89";40.43886913;-3.70432295;"CALLE";"BRAVO MURILLO";"49A";"28003";;"31044176";;"1083371";"MU21";"MU-51"
"367292";"Aparcabicicletas";"063";"CASTILLEJOS";"06";"TETUAN";"OPERATIVO";"440729.76";"4479013.88";"ETRS89";40.45968019;-3.69906597;"CALLE";"PENSAMIENTO";"2";"28020";;"11030421";;"1128169";"MU21";"MU-51"
"367714";"Aparcabicicletas";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"441152.55";"4473314.45";"ETRS89";40.40836713;-3.69355196;"CALLE";"SANTA ISABEL";"57";"28012";;"20004938";;"1079962";"MU21";"MU-51"
"367795";"Aparcabicicletas";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"439864.67";"4475891.26";"ETRS89";40.43148818;-3.70897294;"CALLE";"VALLEHERMOSO";"15";"28015";;"11039765";;"1111036";"MU21";"MU-51"
"379507";"Aparcabicicletas";"076";"VALLEHERMOSO";"07";"CHAMBERI";"OPERATIVO";"439603.557";"4476973.459";"ETRS89";40.44121817;-3.71215400;"CALLE";"MELQUIADES ALVAREZ";"8";"28003";;"11042618";;"1088343";"MU21";"MU-51"
"368738";"Aparcabicicletas";"066";"BERRUGUETE";"06";"TETUAN";"OPERATIVO";"440470.60";"4478977.41";"ETRS89";40.45933313;-3.70211901;"CALLE";"HIERBABUENA";"2";"28039";;"11037992";;"1094376";"MU21";"MU-51"
"369155";"Aparcabicicletas";"061";"BELLAS VISTAS";"06";"TETUAN";"OPERATIVO";"439686.74";"4478171.56";"ETRS89";40.45201719;-3.71128700;"AVENIDA";"PABLO IGLESIAS";"64";"28039";;"31063386";"2012-06-30 00:00:00.0";"1123785";"MU21";"MU-51"
"380213";"Aparcabicicletas";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"440671.624";"4474734.464";"ETRS89";40.42112517;-3.69935199;"PLAZA";"PEDRO ZEROLO";"6";"28004";;"11004562";;"1085399";"MU21";"MU-51"
"369266";"Aparcabicicletas";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439726.706";"4474378.788";"ETRS89";40.41785317;-3.71045600;"CALLE";"VERGARA";"3B";"28013";;"31037358";;"1110893";"MU21";"MU-51"
"369316";"Aparcabicicletas";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"439864.17";"4475892.48";"ETRS89";40.43149913;-3.70897895;"CALLE";"VALLEHERMOSO";"15";"28015";;"11039765";;"1111035";"MU21";"MU-51"
"380406";"Aparcabicicletas";"092";"ARGÜELLES";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439309.592";"4475367.45";"ETRS89";40.42672916;-3.71546661;"CALLE";"EVARISTO SAN MIGUEL";"7";"28008";;"11052384";"2021-12-09 00:00:00.0";"1099624";"MU21";"MU-51"
"380547";"Aparcabicicletas";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"440170.69";"4476014.69";"ETRS89";40.43262216;-3.70537696;"CALLE";"MAGALLANES";"3";"28015";;"11039624";;"1128778";"MU21";"MU-51"
"380772";"Aparcabicicletas";"075";"RIOS ROSAS";"07";"CHAMBERI";"OPERATIVO";"440423.45";"4477271.61";"ETRS89";40.44396319;-3.70251503;"CALLE";"SANTA ENGRACIA";"142";"28003";;"11042066";;"1083368";"MU21";"MU-51"
"372750";"Aparcabicicletas";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"440030.61";"4476074.42";"ETRS89";40.43315014;-3.70703400;"CALLE";"ARAPILES";"10";"28015";;"11039613";;"1080423";"MU21";"MU-51"
"372888";"Aparcabicicletas";"074";"ALMAGRO";"07";"CHAMBERI";"OPERATIVO";"441144.60";"4476289.82";"ETRS89";40.43517014;-3.69392102;"PASEO";"GENERAL MARTINEZ CAMPOS";"31";"28010";;"11041370";;"1111019";"MU21";"MU-51"
"381489";"Aparcabicicletas";"075";"RIOS ROSAS";"07";"CHAMBERI";"OPERATIVO";"441385.27";"4476629.73";"ETRS89";40.43824920;-3.69111500;"PASEO";"CASTELLANA";"53B";"28046";;"31046076";;"1126462";"MU21";"MU-51"
"382081";"Aparcabicicletas";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"439645.14";"4475733.73";"ETRS89";40.43005318;-3.71154597;"CALLE";"ALBERTO AGUILERA";"23";"28015";;"11006483";;"1085351";"MU21";"MU-51"
