ID,BARRIO,WIKIDATA_BARRIO,DISTRITO,WIKIDATA_DISTRITO,LATITUD,LONGITUD,DIRECCION,FECHA_INSTALACION,MODELO
63467,Rejas,https://wikidata.org/entity/Q10359029,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.4445903,-3.59403062,CALLE ONCE 7 28022,2019-06-14T00:00:00Z,"MU-51"
94507,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.4190012,-3.62129603,AVENIDA GUADALAJARA 4 28032,2021-02-11T00:00:00Z,"MU-51"
61947,Canillejas,https://wikidata.org/entity/Q663013,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44623731,-3.61208097,CALLE BOLTAÑA 68 28022,2019-06-14T00:00:00Z,"MU-51"
94487,Timón,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,40.47578109,-3.5825271,AVENIDA LOGROÑO 361 28042,2019-01-29T00:00:00Z,"MU-51"
94490,Timón,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,40.47301212,-3.58500127,CALLE TIMON 18 28042,2021-09-22T00:00:00Z,"MU-51"
94488,Timón,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,40.47302082,-3.58497185,CALLE TIMON 20 28042,2021-02-11T00:00:00Z,"MU-51"
94500,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,40.46320544,-3.58735093,AVENIDA LOGROÑO 70 28042,2021-02-11T00:00:00Z,"MU-51"
94514,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.4195649,-3.62445684,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 129 28037,2021-09-02T00:00:00Z,"MU-51"
94517,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42043996,-3.62268358,CALLE ARCOS DE JALON 11 28037,2021-09-23T00:00:00Z,"MU-51"
94525,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42547876,-3.61873363,CALLE CONSERVEROS 4 28037,2021-02-11T00:00:00Z,"MU-51"
94521,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42649564,-3.61338663,CALLE ELECTRICISTAS 11 28037,2021-09-08T00:00:00Z,"MU-51"
94542,Rejas,https://wikidata.org/entity/Q10359029,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44891098,-3.60030141,AVENIDA SEPTIMA 68 28022,2021-09-03T00:00:00Z,"MU-51"
66418,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42021017,-3.6179267,AVENIDA GUADALAJARA 57 28032,2023-06-06T00:00:00Z,"MU-51"
72192,Palomas,https://wikidata.org/entity/Q390460,Hortaleza,https://wikidata.org/entity/Q1928529,40.45689019,-3.61812582,AVENIDA ANDES 50 28042,2021-09-16T00:00:00Z,"MU-51"
73163,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46918828,-3.64215454,CALLE AREQUIPA 1 28043,2021-09-16T00:00:00Z,"MU-51"
73171,Corralejos,https://wikidata.org/entity/Q10260772,Barajas,https://wikidata.org/entity/Q807230,40.46725947,-3.59554247,CALLE BAHIA DE MALAGA 5 28042,2021-09-16T00:00:00Z,"MU-38"
73177,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46087104,-3.65432447,CALLE CARRIL DEL CONDE 57 28043,2021-09-14T00:00:00Z,"MU-51"
73179,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46651297,-3.64226837,CALLE JAVIER DEL QUINTO 12 28043,2021-09-17T00:00:00Z,"MU-51"
73196,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46368113,-3.65277744,CALLE RICARDO SAN JUAN 2 28043,2021-09-10T00:00:00Z,"MU-51"
76182,Canillejas,https://wikidata.org/entity/Q663013,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.4381198,-3.60779723,CALLE MUSAS 5 28022,2019-02-28T00:00:00Z,"MU-51"
78458,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.46903037,-3.63366278,CALLE AYACUCHO 30 28043,2021-05-06T00:00:00Z,"MU-51"
78765,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,40.45896013,-3.58557417,CALLE BERGANTIN 11 28042,2021-02-11T00:00:00Z,"MU-51"
88594,San Juan Bautista,https://wikidata.org/entity/Q165609,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44828539,-3.65828955,CALLE TREVIANA 1 28043,2021-02-11T00:00:00Z,"MU-51"
92976,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46622412,-3.6402744,CALLE TORQUEMADA 5 28043,2021-09-24T00:00:00Z,"MU-51"
92978,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46520043,-3.6506153,CALLE MANZANAR 12 28043,2021-09-16T00:00:00Z,"MU-51"
67743,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,40.48781086,-3.66473836,AVENIDA MANOTERAS 46 28050,2021-09-21T00:00:00Z,"MU-51"
63447,Salvador,https://wikidata.org/entity/Q10367095,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44782787,-3.62814971,CALLE JUAN IGNACIO LUCA DE TENA 23 28027,2019-06-14T00:00:00Z,"MU-51"
60410,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,40.47993854,-3.63147074,CALLE AURORA REDONDO 4 28055,2021-09-15T00:00:00Z,"MU-51"
94498,Corralejos,https://wikidata.org/entity/Q10260772,Barajas,https://wikidata.org/entity/Q807230,40.46411477,-3.61579961,AVENIDA PARTENON 5 28042,2021-09-23T00:00:00Z,"MU-51"
94510,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.41793005,-3.62060417,CALLE AQUITANIA 7 28032,2021-09-01T00:00:00Z,"MU-51"
94520,Arcos,https://wikidata.org/entity/Q9627876,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42103543,-3.62101415,CALLE ARCOS DE JALON 22 28037,2020-09-23T00:00:00Z,"MU-51"
94541,Rosas,https://wikidata.org/entity/Q18880469,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.426957,-3.60648626,CALLE AUSTRIA 16 28022,2021-09-30T00:00:00Z,"MU-51"
94536,Salvador,https://wikidata.org/entity/Q10367095,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44421922,-3.63463119,CALLE LOPEZ DE ARANDA 29 28027,2021-09-07T00:00:00Z,"MU-51"
94531,Salvador,https://wikidata.org/entity/Q10367095,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44181946,-3.62891505,CALLE IQUITOS 20 28027,2021-09-03T00:00:00Z,"MU-51"
69316,Quintana,https://wikidata.org/entity/Q71810,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.43579303,-3.64900133,CALLE VIRGEN DEL SAGRARIO 22 28027,2019-01-29T00:00:00Z,"MU-51"
94559,Simancas,https://wikidata.org/entity/Q10371626,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.43626846,-3.6366181,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 17A 28037,2019-02-04T00:00:00Z,"MU-51"
94984,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.4222671,-3.65641006,AVENIDA MARQUES DE CORBERA 6 28017,2021-09-01T00:00:00Z,"MU-51"
95548,Pueblo Nuevo,https://wikidata.org/entity/Q71753,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.43621684,-3.63704312,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 16 28037,2021-09-02T00:00:00Z,"MU-51"
96302,Amposta,https://wikidata.org/entity/Q11905392,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42359679,-3.62745661,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 89 28037,2021-10-01T00:00:00Z,"MU-51"
96307,Pueblo Nuevo,https://wikidata.org/entity/Q71753,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42970361,-3.63232656,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 68 28037,2021-10-20T00:00:00Z,"MU-51"
96314,Rosas,https://wikidata.org/entity/Q18880469,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.43457859,-3.60978664,AVENIDA ARCENTALES 28 28022,2021-10-13T00:00:00Z,"MU-51"
96328,San Juan Bautista,https://wikidata.org/entity/Q165609,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44682083,-3.65905803,CALLE RAMIREZ DE ARELLANO 35 28043,2021-10-20T00:00:00Z,"MU-51"
96879,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.4601518,-3.64872404,PLAZA NUESTRA SEÑORA DEL TRANSITO 12 28043,2021-09-21T00:00:00Z,"MU-51"
98218,Canillejas,https://wikidata.org/entity/Q663013,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44900355,-3.60922831,CALLE ALCALA 629 28022,2019-01-29T00:00:00Z,"MU-51"
98367,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.46869287,-3.6488008,CALLE AGUSTIN DE ITURBIDE 1 28043,2021-05-06T00:00:00Z,"MU-51"
98364,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.47453949,-3.64516777,CALLE MAR DE LAS ANTILLAS 6 28033,2021-10-29T00:00:00Z,"MU-51"
98369,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.47756688,-3.65110924,CALLE ABIZANDA 68 28033,2021-05-06T00:00:00Z,"MU-51"
98379,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,40.49114539,-3.65279605,CALLE PRINCIPE CARLOS 36 28050,2021-09-09T00:00:00Z,"MU-51"
98494,Palomas,https://wikidata.org/entity/Q390460,Hortaleza,https://wikidata.org/entity/Q1928529,40.4540056,-3.62254046,GLORIETA MAR CARIBE 5 28043,2021-09-16T00:00:00Z,"MU-51"
98567,Rejas,https://wikidata.org/entity/Q10359029,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44569989,-3.58870413,CALLE PIRRA 14 28022,2021-09-09T00:00:00Z,"MU-51"
98630,Rosas,https://wikidata.org/entity/Q18880469,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42709282,-3.60258173,CALLE BUDAPEST 11 28022,2021-09-09T00:00:00Z,"MU-51"
98643,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.4376267,-3.65526634,CALLE DEMETRIO LOPEZ 6 28027,2021-09-01T00:00:00Z,"MU-51"
98648,San Juan Bautista,https://wikidata.org/entity/Q165609,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.45117409,-3.65884843,CALLE SORZANO 1 28043,2021-09-06T00:00:00Z,"MU-51"
98646,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44479863,-3.65689605,CALLE MARTINEZ VILLERGAS 50 28027,2021-09-09T00:00:00Z,"MU-51"
98641,Concepción,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44199953,-3.63990194,CALLE LOPEZ DE ARANDA 5 28027,2021-09-13T00:00:00Z,"MU-51"
98655,Costillares,https://wikidata.org/entity/Q331385,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.47562975,-3.66780288,CALLE ANEMONAS 2 28033,2021-05-06T00:00:00Z,"MU-51"
98659,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42335522,-3.65201459,CALLE NUESTRA SEÑORA DEL VILLAR 33 28017,2021-02-11T00:00:00Z,"MU-51"
98665,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42434234,-3.65041549,CALLE SANTA FELICIDAD 39 28017,2021-08-04T00:00:00Z,"MU-51"
98672,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.4251973,-3.64991894,CALLE SANTA FELICIDAD 9 28017,2019-01-29T00:00:00Z,"MU-51"
98681,Canillejas,https://wikidata.org/entity/Q663013,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.43776481,-3.60848968,CALLE MUSAS 11 28022,2021-05-06T00:00:00Z,"MU-51"
60406,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.47070579,-3.64741191,CALLE ANGEL LUIS DE LA HERRAN 42 28043,2019-05-24T00:00:00Z,"MU-51"
65229,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,40.48741702,-3.66086796,CALLE OÑA 183 28050,2019-01-29T00:00:00Z,"MU-51"
73168,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44037062,-3.65116138,CALLE CANAL DE PANAMA 8 28027,2021-05-06T00:00:00Z,"MU-51"
73186,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46337997,-3.65750497,CALLE LOPEZ DE HOYOS 327 28043,2021-07-15T00:00:00Z,"MU-51"
73195,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,40.45833881,-3.58271574,CALLE GALEON 16 28042,2020-03-03T00:00:00Z,"MU-51"
73202,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,40.45733606,-3.58797278,CALLE CORBETA 12 28042,2021-09-15T00:00:00Z,"MU-38"
84149,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.445304,-3.64947156,CALLE AMARA 4 28027,2021-09-22T00:00:00Z,"MU-51"
94077,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.46390363,-3.65092833,CALLE AGUSTIN CALVO 15 28043,2021-09-22T00:00:00Z,"MU-51"
94485,Timón,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,40.47580659,-3.58250892,AVENIDA LOGROÑO 164 28042,2021-09-24T00:00:00Z,"MU-51"
64088,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,40.45174911,-3.59629271,CALLE NORAY 13 28042,2019-01-29T00:00:00Z,"MU-51"
94547,Simancas,https://wikidata.org/entity/Q10371626,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.43196127,-3.63069621,CALLE ALBARRACIN 54 28037,2021-09-14T00:00:00Z,"MU-51"
94564,Simancas,https://wikidata.org/entity/Q10371626,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.43382715,-3.63192978,CALLE JULIAN CAMARILLO 11 28037,2021-09-07T00:00:00Z,"MU-51"
60412,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,40.4799644,-3.63147004,CAMINO MONTORO 6 28055,2019-04-09T00:00:00Z,"MU-51"
97805,Salvador,https://wikidata.org/entity/Q10367095,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44305811,-3.62447951,AVENIDA VEINTICINCO DE SEPTIEMBRE 1 28027,2021-09-16T00:00:00Z,"MU-51"
98067,Pueblo Nuevo,https://wikidata.org/entity/Q71753,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42304296,-3.63552866,CALLE GANDHI 12 28017,2021-10-21T00:00:00Z,"MU-51"
98382,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,40.48998515,-3.65285644,CALLE INFANTA CATALINA MICAELA 37 28050,2021-09-10T00:00:00Z,"MU-51"
98669,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42517912,-3.64989885,CALLE SANTA FELICIDAD 11 28017,2021-09-07T00:00:00Z,"MU-51"
98697,Pueblo Nuevo,https://wikidata.org/entity/Q71753,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42326041,-3.62763538,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 168 28037,2021-09-02T00:00:00Z,"MU-51"
98704,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42547994,-3.64611975,AVENIDA DAROCA 96 28017,2021-02-11T00:00:00Z,"MU-51"
98717,Quintana,https://wikidata.org/entity/Q71810,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.43825358,-3.64633046,CALLE ZIGIA 2 28027,2021-08-18T00:00:00Z,"MU-51"
98733,Concepción,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44434694,-3.64692299,CALLE JUAN PEREZ ZUÑIGA 36 28027,2021-09-08T00:00:00Z,"MU-51"
101532,Concepción,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.43652188,-3.65079129,CALLE JOSE DEL HIERRO 3 28027,2019-06-14T00:00:00Z,"MU-51"
94538,Rosas,https://wikidata.org/entity/Q18880469,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.42698768,-3.60646001,CALLE AUSTRIA 15 28022,2021-09-03T00:00:00Z,"MU-51"
60408,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.47071545,-3.64737567,CALLE ANGEL LUIS DE LA HERRAN 35 28043,2022-07-21T00:00:00Z,"MU-51"
94560,Simancas,https://wikidata.org/entity/Q10371626,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.43627923,-3.63662622,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 17B 28037,2021-09-02T00:00:00Z,"MU-51"
97975,Apóstol Santiago,https://wikidata.org/entity/Q11906303,Hortaleza,https://wikidata.org/entity/Q1928529,40.47828213,-3.65585294,CALLE MONOVAR 19 28033,2021-09-08T00:00:00Z,"MU-51"
98667,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.42433366,-3.65038876,PASAJE SANTA FELICIDAD 5 28017,2021-08-06T00:00:00Z,"MU-51"
76192,Concepción,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.43723542,-3.64838228,CALLE JOSE DEL HIERRO 5 28027,2021-09-17T00:00:00Z,"MU-51"
94478,Casco Histórico de Barajas,https://wikidata.org/entity/Q9701730,Barajas,https://wikidata.org/entity/Q807230,40.47457153,-3.57788274,CALLE ORION 5 28042,2021-09-15T00:00:00Z,"MU-51"
66646,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.45944876,-3.64688714,CALLE PALERMO 48 28043,2023-06-07T00:00:00Z,"MU-51"
94864,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44519657,-3.64671522,CALLE ARTURO SORIA 71 28027,2020-09-23T00:00:00Z,"MU-51"
97977,Apóstol Santiago,https://wikidata.org/entity/Q11906303,Hortaleza,https://wikidata.org/entity/Q1928529,40.47767229,-3.6604141,CALLE SOMONTIN 59 28033,2021-09-09T00:00:00Z,"MU-51"
98636,Salvador,https://wikidata.org/entity/Q10367095,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,40.44620027,-3.64332458,CALLE GENERAL ARANAZ 66 28027,2021-09-08T00:00:00Z,"MU-51"
98727,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,40.44650383,-3.64531953,CALLE MARQUES DE PORTUGALETE 13 28027,2020-09-23T00:00:00Z,"MU-51"
109154,Palomas,https://wikidata.org/entity/Q390460,Hortaleza,https://wikidata.org/entity/Q1928529,40.4557121,-3.61384531,CALLE GUADALAJARA 46 28042,2019-03-13T00:00:00Z,"ACB"
109146,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,40.45998256,-3.64292662,CALLE ANDORRA 30 28043,2022-09-14T00:00:00Z,"ACB"
109179,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.4772031,-3.63976816,CALLE SANTA VIRGILIA 19 28033,2019-05-03T00:00:00Z,"ACB"
109163,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,40.46892718,-3.62953058,CALLE ACONCAGUA 4 28043,2022-09-21T00:00:00Z,"ACB"
109184,La Piovera,https://wikidata.org/entity/Q5964851,Hortaleza,https://wikidata.org/entity/Q1928529,40.46033026,-3.62241084,CALLE FLORENCIO CASTILLO 29 28043,2019-01-29T00:00:00Z,"ACB"
109158,Palomas,https://wikidata.org/entity/Q390460,Hortaleza,https://wikidata.org/entity/Q1928529,40.45367131,-3.60939901,CALLE AÑIL 3 28042,2019-05-16T00:00:00Z,"ACB"
