ID,BARRIO,DISTRITO,LATITUD,LONGITUD,DIRECCION,FECHA_INSTALACION,MODELO
265013,VALDEBERNARDO,VICALVARO,40.40498216,-3.61938605,BULEVAR INDALECIO PRIETO 3 28032,1900-01-01T00:00:00Z,MU-51
265887,VALDEBERNARDO,VICALVARO,40.39990519,-3.62121401,BULEVAR INDALECIO PRIETO 21 28032,1900-01-01T00:00:00Z,MU-51
287954,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37956316,-3.62312405,CALLE MANUEL VELEZ 10 28031,1900-01-01T00:00:00Z,MU-51
287991,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37867021,-3.62229803,CALLE PUERTO DE SOMOSIERRA 9 28031,1900-01-01T00:00:00Z,MU-51
288267,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37199318,-3.61863795,CALLE CONGOSTO 35 28031,1900-01-01T00:00:00Z,MU-51
288266,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37199016,-3.61864699,CALLE CONGOSTO 35 28031,1900-01-01T00:00:00Z,MU-51
288463,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37475818,-3.62160898,CALLE LA REVOLTOSA 26 28031,1900-01-01T00:00:00Z,MU-51
288519,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37354914,-3.62290103,CALLE FUENTIDUEÑA 19 28031,1900-01-01T00:00:00Z,MU-51
289114,CASCO HISTORICO DE VICALVARO,VICALVARO,40.40514917,-3.60554496,CALLE MERCURIO 20 28032,1900-01-01T00:00:00Z,MU-51
289286,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37696119,-3.61962697,CALLE MONTES DE BARBANZA 25 28031,2018-08-20T00:00:00Z,MU-51
289435,SANTA EUGENIA,VILLA DE VALLECAS,40.3798192,-3.61666996,CALLE REAL DE ARGANDA 39 28031,1900-01-01T00:00:00Z,AP-2
289643,SANTA EUGENIA,VILLA DE VALLECAS,40.38129321,-3.61154202,CALLE PUENTELARRA 25 28031,1900-01-01T00:00:00Z,MU-51
289642,SANTA EUGENIA,VILLA DE VALLECAS,40.38128614,-3.61154903,CALLE PUENTELARRA 25 28031,1900-01-01T00:00:00Z,MU-51
268630,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.38126413,-3.65985197,AVENIDA PABLO NERUDA 89B 28018,1900-01-01T00:00:00Z,MU-51
290474,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37687619,-3.62424196,CALLE SIERRA DE PALOMERAS 12B 28031,1900-01-01T00:00:00Z,MU-51
290771,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.38067318,-3.62402396,CALLE SIERRA GADOR 42 28031,1900-01-01T00:00:00Z,MU-51
264133,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36915517,-3.61338497,CALLE PUENTEDEY 5F 28051,1900-01-01T00:00:00Z,MU-38
264366,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.37830421,-3.66046194,CALLE PUERTO DE BALBARAN 127 28018,1900-01-01T00:00:00Z,MU-51
287953,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37956014,-3.62313298,CALLE MANUEL VELEZ 10 28031,1900-01-01T00:00:00Z,MU-51
288423,VALDEBERNARDO,VICALVARO,40.39991214,-3.62121101,BULEVAR INDALECIO PRIETO 21 28032,1900-01-01T00:00:00Z,MU-51
287340,CASCO HISTORICO DE VICALVARO,VICALVARO,40.40908517,-3.60354297,PASEO POLIDEPORTIVO 3 28032,1900-01-01T00:00:00Z,MU-51
287457,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37980014,-3.62710005,CALLE SAN JAIME 46 28031,1900-01-01T00:00:00Z,MU-51
287456,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37980921,-3.627088,CALLE SAN JAIME 46 28031,1900-01-01T00:00:00Z,MU-51
264140,VALDEBERNARDO,VICALVARO,40.39989716,-3.62121594,BULEVAR INDALECIO PRIETO 21 28032,1900-01-01T00:00:00Z,MU-51
287952,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.3795572,-3.62314202,CALLE MANUEL VELEZ 10 28031,1900-01-01T00:00:00Z,MU-51
287993,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37868014,-3.62227704,CALLE PUERTO DE SOMOSIERRA 9 28031,1900-01-01T00:00:00Z,MU-51
288516,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37357114,-3.62291595,CALLE FUENTIDUEÑA 19 28031,1900-01-01T00:00:00Z,MU-51
288518,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37356018,-3.62290902,CALLE FUENTIDUEÑA 19 28031,1900-01-01T00:00:00Z,MU-51
288855,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.36985315,-3.62318502,CALLE HUELGA 6 28031,1900-01-01T00:00:00Z,MU-51
289042,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37556415,-3.61672694,CAMINO SUERTE 46 28031,1900-01-01T00:00:00Z,MU-51
289115,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37798614,-3.62258295,CALLE MONTE AYA 12 28031,1900-01-01T00:00:00Z,MU-51
289113,CASCO HISTORICO DE VICALVARO,VICALVARO,40.40513916,-3.60554699,CALLE MERCURIO 20 28032,1900-01-01T00:00:00Z,MU-51
289194,SANTA EUGENIA,VILLA DE VALLECAS,40.3797462,-3.61669097,CALLE REAL DE ARGANDA 39 28031,1900-01-01T00:00:00Z,MU-51
289191,SANTA EUGENIA,VILLA DE VALLECAS,40.37976015,-3.61671195,CALLE REAL DE ARGANDA 39 28031,1900-01-01T00:00:00Z,MU-51
289192,SANTA EUGENIA,VILLA DE VALLECAS,40.37975415,-3.616704,CALLE REAL DE ARGANDA 39 28031,1900-01-01T00:00:00Z,MU-51
289289,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37698016,-3.61961795,CALLE MONTES DE BARBANZA 25 28031,2018-08-20T00:00:00Z,MU-51
290473,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37687221,-3.62424499,CALLE SIERRA DE PALOMERAS 12B 28031,1900-01-01T00:00:00Z,MU-51
268905,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37841313,-3.61724698,CALLE PUERTO DE REINOSA 2 28031,1900-01-01T00:00:00Z,MU-51
295214,SANTA EUGENIA,VILLA DE VALLECAS,40.38254515,-3.61533894,CALLE ENRIQUE GARCIA ALVAREZ 11 28031,1900-01-01T00:00:00Z,MU-51
295217,SANTA EUGENIA,VILLA DE VALLECAS,40.38253514,-3.61532495,CALLE ENRIQUE GARCIA ALVAREZ 11 28031,1900-01-01T00:00:00Z,MU-51
295310,VALDERRIVAS,VICALVARO,40.39717613,-3.60741604,CALLE MARMOLINA 5 28032,1900-01-01T00:00:00Z,MU-51
295394,CASCO HISTORICO DE VICALVARO,VICALVARO,40.40544818,-3.60861705,CALLE VILLARDONDIEGO 36 28032,1900-01-01T00:00:00Z,MU-51
295619,SANTA EUGENIA,VILLA DE VALLECAS,40.38491216,-3.60420805,CALLE CERRO DE ALMODOVAR 5 28007,1900-01-01T00:00:00Z,MU-51
295621,SANTA EUGENIA,VILLA DE VALLECAS,40.38490015,-3.60419699,CALLE CERRO DE ALMODOVAR 5 28007,1900-01-01T00:00:00Z,MU-51
295816,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.38425921,-3.643092,CALLE EXTREMEÑOS 5 28018,1900-01-01T00:00:00Z,MU-51
295888,SANTA EUGENIA,VILLA DE VALLECAS,40.38160614,-3.60832196,CALLE ZAZUAR 17 28031,1900-01-01T00:00:00Z,MU-51
296062,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.38254214,-3.633663,CALLE TRANVIA DE ARGANDA 4 28031,1900-01-01T00:00:00Z,MU-51
296067,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37841417,-3.61723804,CALLE PUERTO DE REINOSA 2 28031,1900-01-01T00:00:00Z,MU-51
296070,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37841615,-3.61722203,CALLE PUERTO DE REINOSA 2 28031,1900-01-01T00:00:00Z,MU-51
296068,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37841218,-3.61725604,CALLE PUERTO DE REINOSA 2 28031,1900-01-01T00:00:00Z,MU-51
296113,SANTA EUGENIA,VILLA DE VALLECAS,40.38653414,-3.60878195,AVENIDA SANTA EUGENIA 1 28031,1900-01-01T00:00:00Z,MU-51
296200,ENTREVIAS,PUENTE DE VALLECAS,40.3768562,-3.67171903,RONDA SUR 6 28053,1900-01-01T00:00:00Z,MU-51
296378,NUMANCIA,PUENTE DE VALLECAS,40.40461221,-3.66208405,CALLE FILOSOFA SIMONE WEIL 6 28038,1900-01-01T00:00:00Z,MU-51
296406,NUMANCIA,PUENTE DE VALLECAS,40.39854813,-3.66904602,AUTOVIA M-30 1000EX 28038,1900-01-01T00:00:00Z,MU-51
296456,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.3818362,-3.62443595,CALLE JESUS DEL PINO 32 28031,2023-06-21T00:00:00Z,MU-51
296458,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.38184114,-3.62443894,CALLE JESUS DEL PINO 32 28031,2023-06-21T00:00:00Z,MU-51
296499,ENTREVIAS,PUENTE DE VALLECAS,40.37578814,-3.65574605,CALLE PUERTO DE BALBARAN 10 28018,1900-01-01T00:00:00Z,MU-51
296500,ENTREVIAS,PUENTE DE VALLECAS,40.37578719,-3.65573897,CALLE PUERTO DE BALBARAN 10 28018,1900-01-01T00:00:00Z,MU-51
296789,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36000319,-3.59313195,AVENIDA ENSANCHE DE VALLECAS 120F 28051,1900-01-01T00:00:00Z,MU-51
296790,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.35999713,-3.59313602,AVENIDA ENSANCHE DE VALLECAS 120F 28051,1900-01-01T00:00:00Z,MU-51
296791,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.35999016,-3.59314197,AVENIDA ENSANCHE DE VALLECAS 120F 28051,1900-01-01T00:00:00Z,MU-51
296860,SANTA EUGENIA,VILLA DE VALLECAS,40.38269016,-3.60287803,CALLE CERRO DE ALMODOVAR 4 28031,1900-01-01T00:00:00Z,MU-51
296859,SANTA EUGENIA,VILLA DE VALLECAS,40.38268315,-3.60287502,CALLE CERRO DE ALMODOVAR 4 28031,1900-01-01T00:00:00Z,MU-51
296864,SANTA EUGENIA,VILLA DE VALLECAS,40.38292116,-3.60463594,CALLE ZAZUAR 1A 28031,1900-01-01T00:00:00Z,MU-51
296862,SANTA EUGENIA,VILLA DE VALLECAS,40.38292521,-3.60461995,CALLE ZAZUAR 1A 28031,1900-01-01T00:00:00Z,MU-51
296867,SANTA EUGENIA,VILLA DE VALLECAS,40.38267013,-3.60286701,CALLE CERRO DE ALMODOVAR 4 28031,1900-01-01T00:00:00Z,MU-51
297190,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36327814,-3.59960799,CALLE CAÑADA DEL SANTISIMO 45 28051,1900-01-01T00:00:00Z,MU-51
297191,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36328519,-3.59960299,CALLE CAÑADA DEL SANTISIMO 45 28051,1900-01-01T00:00:00Z,MU-51
297192,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36329216,-3.59959705,CALLE CAÑADA DEL SANTISIMO 45 28051,1900-01-01T00:00:00Z,MU-51
297308,PORTAZGO,PUENTE DE VALLECAS,40.38730821,-3.64863196,CALLE GUILLERMO PINGARRON 2 28018,1900-01-01T00:00:00Z,MU-51
297306,PORTAZGO,PUENTE DE VALLECAS,40.38731114,-3.64864,CALLE GUILLERMO PINGARRON 2 28018,1900-01-01T00:00:00Z,MU-51
297307,PORTAZGO,PUENTE DE VALLECAS,40.38731416,-3.64864804,CALLE GUILLERMO PINGARRON 2 28018,1900-01-01T00:00:00Z,MU-51
297319,VALDERRIVAS,VICALVARO,40.39715818,-3.60743698,CALLE MARMOLINA 5 28032,1900-01-01T00:00:00Z,MU-51
297622,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.38709119,-3.65930302,CALLE JAVIER DE MIGUEL 33A 28018,1900-01-01T00:00:00Z,MU-51
297972,PAVONES,MORATALAZ,40.40062121,-3.63532895,CALLE HACIENDA DE PAVONES 342 28030,1900-01-01T00:00:00Z,MU-51
298219,MEDIA LEGUA,MORATALAZ,40.40913517,-3.66072199,CALLE LITUANIA 7 28030,1900-01-01T00:00:00Z,MU-51
298223,MEDIA LEGUA,MORATALAZ,40.40913019,-3.66072595,CALLE LITUANIA 7 28030,1900-01-01T00:00:00Z,MU-51
298489,PAVONES,MORATALAZ,40.40153221,-3.63399799,CALLE HACIENDA DE PAVONES 223 28030,1900-01-01T00:00:00Z,MU-51
298688,PAVONES,MORATALAZ,40.3973132,-3.63397597,CALLE VALDEBERNARDO 1 28030,1900-01-01T00:00:00Z,MU-51
299581,MEDIA LEGUA,MORATALAZ,40.41066613,-3.66044597,CALLE CAMINO DE LOS VINATEROS 1 28030,1900-01-01T00:00:00Z,MU-51
299743,PAVONES,MORATALAZ,40.39853518,-3.63699301,CALLE FUENTE CARRANTONA 8 28030,1900-01-01T00:00:00Z,MU-51
301965,PAVONES,MORATALAZ,40.39851713,-3.63293097,CALLE VALDEBERNARDO 3 28030,1900-01-01T00:00:00Z,MU-51
303764,MEDIA LEGUA,MORATALAZ,40.41253316,-3.65812501,CALLE CORREGIDOR DIEGO DE VALDERRABANO 35 28030,1900-01-01T00:00:00Z,MU-51
303827,MARROQUINA,MORATALAZ,40.40607213,-3.63865305,CALLE MARIO CABRE 2 28030,1900-01-01T00:00:00Z,MU-51
304566,HORCAJO,MORATALAZ,40.4121242,-3.62835104,CALLE FUENTE CARRANTONA 61 28030,1900-01-01T00:00:00Z,ACB
304580,HORCAJO,MORATALAZ,40.41203814,-3.62817297,CALLE FUENTE CARRANTONA 61 28030,1900-01-01T00:00:00Z,ACB
304581,HORCAJO,MORATALAZ,40.41204921,-3.62814196,CALLE FUENTE CARRANTONA 61 28030,1900-01-01T00:00:00Z,ACB
304822,PAVONES,MORATALAZ,40.39916115,-3.62788205,CALLE BRUJAS 34 28030,1900-01-01T00:00:00Z,ACB
305321,HORCAJO,MORATALAZ,40.40845719,-3.62787898,CALLE RABAT 12 28030,1900-01-01T00:00:00Z,MU-38
305698,FONTARRON,MORATALAZ,40.40159819,-3.64597197,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN 108 28030,1900-01-01T00:00:00Z,MU-51
305700,FONTARRON,MORATALAZ,40.40159217,-3.64598594,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN 108 28030,1900-01-01T00:00:00Z,MU-51
305701,FONTARRON,MORATALAZ,40.40158816,-3.64599297,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN 108 28030,1900-01-01T00:00:00Z,MU-51
305703,FONTARRON,MORATALAZ,40.40158312,-3.646008,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN 108 28030,1900-01-01T00:00:00Z,MU-51
305797,FONTARRON,MORATALAZ,40.39824413,-3.64385195,CALLE ARROYO FONTARRON 201 28030,1900-01-01T00:00:00Z,MU-51
306067,MEDIA LEGUA,MORATALAZ,40.40738219,-3.65741803,AVENIDA MORATALAZ 51 28030,1900-01-01T00:00:00Z,MU-51
306066,MEDIA LEGUA,MORATALAZ,40.40737321,-3.657413,AVENIDA MORATALAZ 51 28030,1900-01-01T00:00:00Z,MU-51
306069,MEDIA LEGUA,MORATALAZ,40.40737716,-3.65741598,AVENIDA MORATALAZ 51 28030,1900-01-01T00:00:00Z,MU-51
306214,MEDIA LEGUA,MORATALAZ,40.41313715,-3.65537595,CALLE ARROYO DE LA MEDIA LEGUA 51 28030,1900-01-01T00:00:00Z,MU-51
306216,MEDIA LEGUA,MORATALAZ,40.41313513,-3.65536804,CALLE ARROYO DE LA MEDIA LEGUA 51 28030,1900-01-01T00:00:00Z,MU-51
306215,MEDIA LEGUA,MORATALAZ,40.41313419,-3.65535895,CALLE ARROYO DE LA MEDIA LEGUA 51 28030,1900-01-01T00:00:00Z,MU-51
306531,PAVONES,MORATALAZ,40.40377015,-3.62810695,CALLE LUIS DE HOYOS SAINZ 170 28030,1900-01-01T00:00:00Z,MU-51
306533,PAVONES,MORATALAZ,40.40377316,-3.62811699,CALLE LUIS DE HOYOS SAINZ 170 28030,1900-01-01T00:00:00Z,MU-51
319758,BUENAVISTA,CARABANCHEL,40.36716618,-3.74609897,CALLE CIDRO 10 28044,1900-01-01T00:00:00Z,MU-38
321048,BUENAVISTA,CARABANCHEL,40.3733522,-3.73779901,AVENIDA POBLADOS 104 28054,2021-12-04T00:00:00Z,ACB
324132,BUENAVISTA,CARABANCHEL,40.36865517,-3.75431302,CALLE ALFREDO ALEIX 12 28044,1900-01-01T00:00:00Z,MU-51
355837,PRADOLONGO,USERA,40.38199821,-3.71074498,AVENIDA RAFAELA YBARRA 43 28026,2016-04-08T00:00:00Z,MU-51
355911,MOSCARDO,USERA,40.38854717,-3.70404704,CALLE MIRASIERRA 35 28026,2016-05-23T00:00:00Z,MU-51
355912,MOSCARDO,USERA,40.38855118,-3.70405404,CALLE MIRASIERRA 35 28026,2016-05-23T00:00:00Z,MU-51
356208,ZOFIO,USERA,40.3838342,-3.713506,CALLE CERECINOS 8 28026,2016-01-11T00:00:00Z,MU-51
356505,ORCASITAS,USERA,40.36700116,-3.70403598,CALLE CAMPOTEJAR 24 28041,2016-02-25T00:00:00Z,MU-51
356512,ORCASITAS,USERA,40.36964321,-3.708103,PLAZA ASOCIACION 1 28041,2016-02-19T00:00:00Z,MU-51
356514,ORCASITAS,USERA,40.36963617,-3.70810398,PLAZA ASOCIACION 1 28041,2016-02-19T00:00:00Z,MU-51
357032,ZOFIO,USERA,40.37571317,-3.71240397,AVENIDA RAFAELA YBARRA 52 28026,2016-04-15T00:00:00Z,MU-51
357286,ORCASUR,USERA,40.37543514,-3.69604203,GLORIETA MALAGA 11 28041,1900-01-01T00:00:00Z,MU-51
357601,MOSCARDO,USERA,40.39081321,-3.70375299,CALLE HERMENEGILDO BIELSA 2A 28026,2016-05-20T00:00:00Z,MU-51
357882,ZOFIO,USERA,40.37600019,-3.71567295,CALLE AVENA 11 28026,2016-03-15T00:00:00Z,MU-51
358108,ORCASITAS,USERA,40.36632615,-3.71089198,CALLE DODGE 2B 28041,2016-02-04T00:00:00Z,MU-51
358370,ORCASUR,USERA,40.36842419,-3.69815999,CALLE MOREJA 28 28041,2016-02-25T00:00:00Z,MU-51
358389,PRADOLONGO,USERA,40.3819752,-3.71073602,AVENIDA RAFAELA YBARRA 43 28026,2016-04-08T00:00:00Z,MU-51
358391,ORCASUR,USERA,40.37024514,-3.70070205,AVENIDA ORCASUR 7 28041,2016-02-25T00:00:00Z,MU-51
358484,ORCASUR,USERA,40.36821412,-3.70010705,AVENIDA ORCASUR 60 28041,2016-02-26T00:00:00Z,MU-51
288464,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37475319,-3.621616,CALLE LA REVOLTOSA 26 28031,1900-01-01T00:00:00Z,MU-51
288517,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37355516,-3.62290497,CALLE FUENTIDUEÑA 19 28031,1900-01-01T00:00:00Z,MU-51
288854,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.36986116,-3.62318698,CALLE HUELGA 6 28031,1900-01-01T00:00:00Z,MU-51
288857,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.36984614,-3.62318202,CALLE HUELGA 6 28031,1900-01-01T00:00:00Z,MU-51
288853,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.36986915,-3.62319094,CALLE HUELGA 6 28031,1900-01-01T00:00:00Z,MU-51
289043,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37556617,-3.61673697,CAMINO SUERTE 46 28031,1900-01-01T00:00:00Z,ACB
289117,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37797514,-3.62260099,CALLE MONTE AYA 12 28031,1900-01-01T00:00:00Z,MU-51
289116,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37798113,-3.62259397,CALLE MONTE AYA 12 28031,1900-01-01T00:00:00Z,MU-51
289290,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37698513,-3.61961505,CALLE MONTES DE BARBANZA 25 28031,2018-08-20T00:00:00Z,MU-51
268429,CASCO HISTORICO DE VICALVARO,VICALVARO,40.41049418,-3.61068202,CALLE LARDERO 2 28032,1900-01-01T00:00:00Z,MU-51
289641,SANTA EUGENIA,VILLA DE VALLECAS,40.38128016,-3.61155604,CALLE PUENTELARRA 25 28031,1900-01-01T00:00:00Z,MU-51
289829,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36926815,-3.61266996,CALLE PUENTEDEY 5D 28051,1900-01-01T00:00:00Z,MU-51
269405,NUMANCIA,PUENTE DE VALLECAS,40.40042515,-3.65869304,CALLE PUERTO DE CANENCIA 9 28038,1900-01-01T00:00:00Z,MU-51
270474,ENTREVIAS,PUENTE DE VALLECAS,40.37449119,-3.65555396,CALLE PADRE LLANOS 5 28053,1900-01-01T00:00:00Z,ACB
270477,ENTREVIAS,PUENTE DE VALLECAS,40.37445718,-3.65554703,CALLE PADRE LLANOS 5 28053,1900-01-01T00:00:00Z,ACB
294044,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36897219,-3.61717898,AVENIDA CERRO MILANO 3 28051,1900-01-01T00:00:00Z,MU-38
294569,VINATEROS,MORATALAZ,40.40396721,-3.63689502,CALLE LUIS DE HOYOS SAINZ 86 28030,1900-01-01T00:00:00Z,MU-51
294566,VINATEROS,MORATALAZ,40.40397112,-3.63688799,CALLE LUIS DE HOYOS SAINZ 86 28030,1900-01-01T00:00:00Z,MU-51
294567,VINATEROS,MORATALAZ,40.40398113,-3.63687005,CALLE LUIS DE HOYOS SAINZ 86 28030,1900-01-01T00:00:00Z,MU-51
295164,VALDEBERNARDO,VICALVARO,40.40271318,-3.61765897,CALLE CORDEL DE PAVONES 2 28032,1900-01-01T00:00:00Z,MU-51
295216,SANTA EUGENIA,VILLA DE VALLECAS,40.38254014,-3.61533194,CALLE ENRIQUE GARCIA ALVAREZ 11 28031,1900-01-01T00:00:00Z,MU-51
295317,VALDEBERNARDO,VICALVARO,40.4042082,-3.61918097,BULEVAR INDALECIO PRIETO 7 28032,1900-01-01T00:00:00Z,MU-51
295393,CASCO HISTORICO DE VICALVARO,VICALVARO,40.40544016,-3.60861697,CALLE VILLARDONDIEGO 36 28032,1900-01-01T00:00:00Z,MU-51
295441,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.38028115,-3.66347199,AVENIDA PARQUE DE PALOMERAS BAJAS 13 28018,2017-10-18T00:00:00Z,MU-51
295442,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.38028318,-3.66348002,AVENIDA PARQUE DE PALOMERAS BAJAS 13 28018,2017-10-18T00:00:00Z,MU-51
295446,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.37899717,-3.66163296,CALLE ROMEO Y JULIETA 13 28018,1900-01-01T00:00:00Z,MU-51
295509,NUMANCIA,PUENTE DE VALLECAS,40.39700116,-3.65512496,CALLE BENJAMIN PALENCIA 2 28038,1900-01-01T00:00:00Z,MU-51
295510,NUMANCIA,PUENTE DE VALLECAS,40.39699614,-3.65511996,CALLE BENJAMIN PALENCIA 2 28038,1900-01-01T00:00:00Z,MU-51
295618,SANTA EUGENIA,VILLA DE VALLECAS,40.38491817,-3.60421294,CALLE CERRO DE ALMODOVAR 5 28007,1900-01-01T00:00:00Z,MU-51
295624,SANTA EUGENIA,VILLA DE VALLECAS,40.38555818,-3.60476402,CALLE CERRO DE ALMODOVAR 3 28007,1900-01-01T00:00:00Z,MU-51
295625,SANTA EUGENIA,VILLA DE VALLECAS,40.38553416,-3.60474095,CALLE CERRO DE ALMODOVAR 3 28007,1900-01-01T00:00:00Z,MU-51
295815,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.38426213,-3.64310099,CALLE EXTREMEÑOS 5 28018,1900-01-01T00:00:00Z,MU-51
295889,SANTA EUGENIA,VILLA DE VALLECAS,40.38159913,-3.60831895,CALLE ZAZUAR 17 28031,1900-01-01T00:00:00Z,MU-51
295890,SANTA EUGENIA,VILLA DE VALLECAS,40.38159014,-3.60831498,CALLE ZAZUAR 17 28031,1900-01-01T00:00:00Z,MU-51
296063,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.3825492,-3.633658,CALLE TRANVIA DE ARGANDA 4 28031,1900-01-01T00:00:00Z,MU-51
296201,ENTREVIAS,PUENTE DE VALLECAS,40.37683819,-3.67171897,RONDA SUR 6 28053,1900-01-01T00:00:00Z,MU-51
296404,CASCO HISTORICO DE VICALVARO,VICALVARO,40.40695016,-3.59867896,CALLE SEPIOLITA 6 28032,1900-01-01T00:00:00Z,MU-51
296452,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.38181118,-3.62441498,CALLE JESUS DEL PINO 32 28031,2023-06-21T00:00:00Z,MU-51
296453,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.3818222,-3.62442498,CALLE JESUS DEL PINO 32 28031,2023-06-21T00:00:00Z,MU-51
296454,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.3818162,-3.62441997,CALLE JESUS DEL PINO 32 28031,2023-06-21T00:00:00Z,MU-51
296858,SANTA EUGENIA,VILLA DE VALLECAS,40.38267614,-3.60287095,CALLE CERRO DE ALMODOVAR 4 28031,1900-01-01T00:00:00Z,MU-51
296863,SANTA EUGENIA,VILLA DE VALLECAS,40.38292814,-3.60461103,CALLE ZAZUAR 1A 28031,1900-01-01T00:00:00Z,MU-51
297357,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,40.37896017,-3.621334,PASEO FEDERICO GARCIA LORCA 12 28031,1900-01-01T00:00:00Z,MU-51
297362,ENTREVIAS,PUENTE DE VALLECAS,40.37366017,-3.66043497,CALLE VECINOS DEL POZO 9 28053,1900-01-01T00:00:00Z,MU-51
297575,ENTREVIAS,PUENTE DE VALLECAS,40.3866952,-3.67138202,AVENIDA ENTREVIAS 24 28053,1900-01-01T00:00:00Z,MU-51
297974,PAVONES,MORATALAZ,40.40060913,-3.63531399,CALLE HACIENDA DE PAVONES 342 28030,1900-01-01T00:00:00Z,MU-51
298220,MEDIA LEGUA,MORATALAZ,40.40915416,-3.66070898,CALLE LITUANIA 7 28030,1900-01-01T00:00:00Z,MU-51
298689,PAVONES,MORATALAZ,40.39730713,-3.63398098,CALLE VALDEBERNARDO 1 28030,1900-01-01T00:00:00Z,MU-51
298690,PAVONES,MORATALAZ,40.39882213,-3.63247802,CALLE VALDEBERNARDO 2 28030,1900-01-01T00:00:00Z,MU-51
298693,PAVONES,MORATALAZ,40.39883016,-3.63247598,CALLE VALDEBERNARDO 2 28030,1900-01-01T00:00:00Z,MU-51
299318,VINATEROS,MORATALAZ,40.40700314,-3.64415603,CALLE CAMINO DE LOS VINATEROS 119 28030,1900-01-01T00:00:00Z,MU-51
299579,MEDIA LEGUA,MORATALAZ,40.41066716,-3.66045399,CALLE CAMINO DE LOS VINATEROS 1 28030,1900-01-01T00:00:00Z,MU-51
