ID,BARRIO,DISTRITO,LATITUD,LONGITUD,DIRECCION,FECHA_INSTALACION,MODELO
66790,CANILLAS,HORTALEZA,40.46436295,-3.62757795,CALLE EL PROVENCIO 20 28043,2021-02-11T00:00:00Z,MU-51
63467,REJAS,SAN BLAS - CANILLEJAS,40.4445903,-3.59403062,CALLE ONCE 7 28022,2019-06-14T00:00:00Z,MU-51
94507,ARCOS,SAN BLAS - CANILLEJAS,40.4190012,-3.62129603,AVENIDA GUADALAJARA 4 28032,2021-02-11T00:00:00Z,MU-51
94502,ALAMEDA DE OSUNA,BARAJAS,40.46321014,-3.58733104,AVENIDA LOGROÑO 231 28042,2021-09-15T00:00:00Z,MU-51
61947,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44623731,-3.61208097,CALLE BOLTAÑA 68 28022,2019-06-14T00:00:00Z,MU-51
94501,ALAMEDA DE OSUNA,BARAJAS,40.46321217,-3.58732162,AVENIDA LOGROÑO 231 28042,2021-09-16T00:00:00Z,MU-51
94487,TIMON,BARAJAS,40.47578109,-3.5825271,AVENIDA LOGROÑO 361 28042,2019-01-29T00:00:00Z,MU-51
94490,TIMON,BARAJAS,40.47301212,-3.58500127,CALLE TIMON 18 28042,2021-09-22T00:00:00Z,MU-51
94488,TIMON,BARAJAS,40.47302082,-3.58497185,CALLE TIMON 20 28042,2021-02-11T00:00:00Z,MU-51
94493,CORRALEJOS,BARAJAS,40.46487361,-3.59291532,CALLE BAHIA DE POLLENSA 5 28042,2019-02-04T00:00:00Z,MU-51
94500,ALAMEDA DE OSUNA,BARAJAS,40.46320544,-3.58735093,AVENIDA LOGROÑO 70 28042,2021-02-11T00:00:00Z,MU-51
94514,ARCOS,SAN BLAS - CANILLEJAS,40.4195649,-3.62445684,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 129 28037,2021-09-02T00:00:00Z,MU-51
94517,ARCOS,SAN BLAS - CANILLEJAS,40.42043996,-3.62268358,CALLE ARCOS DE JALON 11 28037,2021-09-23T00:00:00Z,MU-51
94525,ARCOS,SAN BLAS - CANILLEJAS,40.42547876,-3.61873363,CALLE CONSERVEROS 4 28037,2021-02-11T00:00:00Z,MU-51
94521,ARCOS,SAN BLAS - CANILLEJAS,40.42649564,-3.61338663,CALLE ELECTRICISTAS 11 28037,2021-09-08T00:00:00Z,MU-51
94526,ARCOS,SAN BLAS - CANILLEJAS,40.42547113,-3.61872896,CALLE CONSERVEROS 4 28037,2021-09-03T00:00:00Z,MU-51
94542,REJAS,SAN BLAS - CANILLEJAS,40.44891098,-3.60030141,AVENIDA SEPTIMA 68 28022,2021-09-03T00:00:00Z,MU-51
66418,ARCOS,SAN BLAS - CANILLEJAS,40.42021017,-3.6179267,AVENIDA GUADALAJARA 57 28032,2023-06-06T00:00:00Z,MU-51
63464,AMPOSTA,SAN BLAS - CANILLEJAS,40.42431006,-3.62763417,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 160 28037,2022-09-21T00:00:00Z,MU-51
72242,ROSAS,SAN BLAS - CANILLEJAS,40.42753072,-3.60634417,AVENIDA NIZA 8 28022,2021-09-21T00:00:00Z,MU-51
72192,PALOMAS,HORTALEZA,40.45689019,-3.61812582,AVENIDA ANDES 50 28042,2021-09-16T00:00:00Z,MU-51
72241,ROSAS,SAN BLAS - CANILLEJAS,40.42752307,-3.60634221,AVENIDA NIZA 8 28022,2021-05-06T00:00:00Z,MU-51
73045,CANILLAS,HORTALEZA,40.46390389,-3.65088116,CALLE AGUSTIN CALVO 8 28043,2020-09-23T00:00:00Z,MU-51
73163,CANILLAS,HORTALEZA,40.46918828,-3.64215454,CALLE AREQUIPA 1 28043,2021-09-16T00:00:00Z,MU-51
73171,CORRALEJOS,BARAJAS,40.46725947,-3.59554247,CALLE BAHIA DE MALAGA 5 28042,2021-09-16T00:00:00Z,MU-38
73177,CANILLAS,HORTALEZA,40.46087104,-3.65432447,CALLE CARRIL DEL CONDE 57 28043,2021-09-14T00:00:00Z,MU-51
73179,CANILLAS,HORTALEZA,40.46651297,-3.64226837,CALLE JAVIER DEL QUINTO 12 28043,2021-09-17T00:00:00Z,MU-51
73183,CANILLAS,HORTALEZA,40.46390626,-3.65090925,CALLE AGUSTIN CALVO 8 28043,2021-09-16T00:00:00Z,MU-51
73190,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44623727,-3.61208839,CALLE BOLTAÑA 68 28022,2019-01-28T00:00:00Z,MU-51
73196,CANILLAS,HORTALEZA,40.46368113,-3.65277744,CALLE RICARDO SAN JUAN 2 28043,2021-09-10T00:00:00Z,MU-51
73201,VENTAS,CIUDAD LINEAL,40.42628662,-3.65096978,AVENIDA MARQUES DE CORBERA 54 28017,2021-05-06T00:00:00Z,MU-51
76173,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44350537,-3.63829168,CALLE MARIA LOMBILLO 2 28027,2021-09-10T00:00:00Z,MU-51
76182,CANILLEJAS,SAN BLAS - CANILLEJAS,40.4381198,-3.60779723,CALLE MUSAS 5 28022,2019-02-28T00:00:00Z,MU-51
76190,PUEBLO NUEVO,CIUDAD LINEAL,40.42389089,-3.62807858,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 160 28037,2021-05-06T00:00:00Z,MU-51
77008,CANILLAS,HORTALEZA,40.46390396,-3.65086936,CALLE AGUSTIN CALVO 8 28043,2021-09-29T00:00:00Z,MU-51
78458,PINAR DEL REY,HORTALEZA,40.46903037,-3.63366278,CALLE AYACUCHO 30 28043,2021-05-06T00:00:00Z,MU-51
78459,PINAR DEL REY,HORTALEZA,40.4690482,-3.63366354,CALLE AYACUCHO 30 28043,2019-01-28T00:00:00Z,MU-51
78765,ALAMEDA DE OSUNA,BARAJAS,40.45896013,-3.58557417,CALLE BERGANTIN 11 28042,2021-02-11T00:00:00Z,MU-51
78766,ALAMEDA DE OSUNA,BARAJAS,40.45894894,-3.58555944,CALLE BERGANTIN 11 28042,2021-09-23T00:00:00Z,MU-51
78461,PINAR DEL REY,HORTALEZA,40.46902217,-3.63366283,CALLE AYACUCHO 30 28043,2019-05-24T00:00:00Z,MU-51
88069,PUEBLO NUEVO,CIUDAD LINEAL,40.42945729,-3.63214812,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 70 28037,2021-09-23T00:00:00Z,MU-51
88072,PUEBLO NUEVO,CIUDAD LINEAL,40.42943336,-3.63212526,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 70 28037,2019-05-21T00:00:00Z,MU-51
88154,PUEBLO NUEVO,CIUDAD LINEAL,40.43002956,-3.63840782,CALLE FRANCISCO RIOJA 14 28017,2021-09-29T00:00:00Z,MU-51
88594,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.44828539,-3.65828955,CALLE TREVIANA 1 28043,2021-02-11T00:00:00Z,MU-51
88666,ALAMEDA DE OSUNA,BARAJAS,40.45150878,-3.59051434,CALLE BALANDRO 1 28042,2021-09-14T00:00:00Z,MU-51
92976,CANILLAS,HORTALEZA,40.46622412,-3.6402744,CALLE TORQUEMADA 5 28043,2021-09-24T00:00:00Z,MU-51
92978,CANILLAS,HORTALEZA,40.46520043,-3.6506153,CALLE MANZANAR 12 28043,2021-09-16T00:00:00Z,MU-51
63463,AMPOSTA,SAN BLAS - CANILLEJAS,40.42431775,-3.6276274,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 160 28037,2022-08-25T00:00:00Z,MU-51
67743,VALDEFUENTES,HORTALEZA,40.48781086,-3.66473836,AVENIDA MANOTERAS 46 28050,2021-09-21T00:00:00Z,MU-51
63447,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44782787,-3.62814971,CALLE JUAN IGNACIO LUCA DE TENA 23 28027,2019-06-14T00:00:00Z,MU-51
60410,VALDEFUENTES,HORTALEZA,40.47993854,-3.63147074,CALLE AURORA REDONDO 4 28055,2021-09-15T00:00:00Z,MU-51
94491,TIMON,BARAJAS,40.47301523,-3.58499068,CALLE TIMON 20 28042,2021-09-23T00:00:00Z,MU-51
94498,CORRALEJOS,BARAJAS,40.46411477,-3.61579961,AVENIDA PARTENON 5 28042,2021-09-23T00:00:00Z,MU-51
94497,CORRALEJOS,BARAJAS,40.46410609,-3.61580425,AVENIDA PARTENON 5 28042,2023-09-20T00:00:00Z,MU-51
94505,ARCOS,SAN BLAS - CANILLEJAS,40.41898436,-3.62134503,AVENIDA GUADALAJARA 4 28032,2021-09-17T00:00:00Z,MU-51
94506,ARCOS,SAN BLAS - CANILLEJAS,40.41899816,-3.62130944,AVENIDA GUADALAJARA 4 28032,2023-09-20T00:00:00Z,MU-51
94482,ALAMEDA DE OSUNA,BARAJAS,40.46225017,-3.5806373,CALLE RIAÑO 9 28042,2021-09-29T00:00:00Z,MU-51
94510,ARCOS,SAN BLAS - CANILLEJAS,40.41793005,-3.62060417,CALLE AQUITANIA 7 28032,2021-09-01T00:00:00Z,MU-51
94513,ARCOS,SAN BLAS - CANILLEJAS,40.41793815,-3.62057065,CALLE AQUITANIA 7 28032,2021-09-08T00:00:00Z,MU-51
94520,ARCOS,SAN BLAS - CANILLEJAS,40.42103543,-3.62101415,CALLE ARCOS DE JALON 22 28037,2020-09-23T00:00:00Z,MU-51
94516,ARCOS,SAN BLAS - CANILLEJAS,40.42044256,-3.62266946,CALLE ARCOS DE JALON 11 28037,2021-09-07T00:00:00Z,MU-51
94528,ARCOS,SAN BLAS - CANILLEJAS,40.42546163,-3.61871944,CALLE CONSERVEROS 4 28037,2021-09-03T00:00:00Z,MU-51
63466,REJAS,SAN BLAS - CANILLEJAS,40.4445811,-3.59403325,CALLE ONCE 7 28022,2022-08-23T00:00:00Z,MU-51
94541,ROSAS,SAN BLAS - CANILLEJAS,40.426957,-3.60648626,CALLE AUSTRIA 16 28022,2021-09-30T00:00:00Z,MU-51
94550,ARCOS,SAN BLAS - CANILLEJAS,40.41959857,-3.62447695,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 129 28037,2019-02-04T00:00:00Z,MU-51
94553,ARCOS,SAN BLAS - CANILLEJAS,40.41957774,-3.62446415,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 129 28037,2020-09-23T00:00:00Z,MU-51
94536,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44421922,-3.63463119,CALLE LOPEZ DE ARANDA 29 28027,2021-09-07T00:00:00Z,MU-51
94535,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44422823,-3.63463128,CALLE LOPEZ DE ARANDA 29 28027,2021-09-16T00:00:00Z,MU-51
94531,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44181946,-3.62891505,CALLE IQUITOS 20 28027,2021-09-03T00:00:00Z,MU-51
94529,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44181585,-3.62893388,CALLE IQUITOS 20 28027,2020-09-23T00:00:00Z,MU-51
69316,QUINTANA,CIUDAD LINEAL,40.43579303,-3.64900133,CALLE VIRGEN DEL SAGRARIO 22 28027,2019-01-29T00:00:00Z,MU-51
69318,TIMON,BARAJAS,40.4730188,-3.58497997,CALLE TIMON 20 28042,2019-01-29T00:00:00Z,MU-51
94559,SIMANCAS,SAN BLAS - CANILLEJAS,40.43626846,-3.6366181,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 17A 28037,2019-02-04T00:00:00Z,MU-51
94561,SIMANCAS,SAN BLAS - CANILLEJAS,40.43625931,-3.63661082,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 17A 28037,2021-09-01T00:00:00Z,MU-51
94984,VENTAS,CIUDAD LINEAL,40.4222671,-3.65641006,AVENIDA MARQUES DE CORBERA 6 28017,2021-09-01T00:00:00Z,MU-51
95548,PUEBLO NUEVO,CIUDAD LINEAL,40.43621684,-3.63704312,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 16 28037,2021-09-02T00:00:00Z,MU-51
96057,CANILLAS,HORTALEZA,40.46519919,-3.6506916,CALLE MANZANAR 12 28043,2021-09-15T00:00:00Z,MU-51
96302,AMPOSTA,SAN BLAS - CANILLEJAS,40.42359679,-3.62745661,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 89 28037,2021-10-01T00:00:00Z,MU-51
96307,PUEBLO NUEVO,CIUDAD LINEAL,40.42970361,-3.63232656,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 68 28037,2021-10-20T00:00:00Z,MU-51
96314,ROSAS,SAN BLAS - CANILLEJAS,40.43457859,-3.60978664,AVENIDA ARCENTALES 28 28022,2021-10-13T00:00:00Z,MU-51
96315,ROSAS,SAN BLAS - CANILLEJAS,40.43459695,-3.60978999,AVENIDA ARCENTALES 28 28022,2021-10-20T00:00:00Z,MU-51
63446,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44782863,-3.62815927,CALLE JUAN IGNACIO LUCA DE TENA 23 28027,2022-09-08T00:00:00Z,MU-51
96316,ROSAS,SAN BLAS - CANILLEJAS,40.43457049,-3.60978597,AVENIDA ARCENTALES 28 28022,2021-02-11T00:00:00Z,MU-51
63445,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44782912,-3.62816753,CALLE JUAN IGNACIO LUCA DE TENA 23 28027,2022-09-15T00:00:00Z,MU-51
96328,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.44682083,-3.65905803,CALLE RAMIREZ DE ARELLANO 35 28043,2021-10-20T00:00:00Z,MU-51
96327,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.44682151,-3.65906547,CALLE RAMIREZ DE ARELLANO 35 28043,2021-10-20T00:00:00Z,MU-51
96879,CANILLAS,HORTALEZA,40.4601518,-3.64872404,PLAZA NUESTRA SEÑORA DEL TRANSITO 12 28043,2021-09-21T00:00:00Z,MU-51
96868,CANILLAS,HORTALEZA,40.46366165,-3.65276463,CALLE RICARDO SAN JUAN 2 28043,2021-10-06T00:00:00Z,MU-51
96870,CANILLAS,HORTALEZA,40.46362985,-3.65274793,CALLE RICARDO SAN JUAN 2 28043,2021-10-27T00:00:00Z,MU-51
96878,CANILLAS,HORTALEZA,40.46013433,-3.64872175,PLAZA NUESTRA SEÑORA DEL TRANSITO 12 28043,2020-09-23T00:00:00Z,MU-51
98209,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44624289,-3.61206427,CALLE BOLTAÑA 68 28022,2021-10-11T00:00:00Z,MU-51
98218,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44900355,-3.60922831,CALLE ALCALA 629 28022,2019-01-29T00:00:00Z,MU-51
98367,PINAR DEL REY,HORTALEZA,40.46869287,-3.6488008,CALLE AGUSTIN DE ITURBIDE 1 28043,2021-05-06T00:00:00Z,MU-51
98364,PINAR DEL REY,HORTALEZA,40.47453949,-3.64516777,CALLE MAR DE LAS ANTILLAS 6 28033,2021-10-29T00:00:00Z,MU-51
98258,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44903463,-3.60926243,CALLE ALCALA 629 28022,2021-10-20T00:00:00Z,MU-51
98211,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44623725,-3.61207566,CALLE BOLTAÑA 68 28022,2019-01-29T00:00:00Z,MU-51
98368,PINAR DEL REY,HORTALEZA,40.46868876,-3.6488109,CALLE AGUSTIN DE ITURBIDE 1 28043,2021-09-02T00:00:00Z,MU-51
98217,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44901171,-3.60923699,CALLE ALCALA 629 28022,2019-01-28T00:00:00Z,MU-51
98369,PINAR DEL REY,HORTALEZA,40.47756688,-3.65110924,CALLE ABIZANDA 68 28033,2021-05-06T00:00:00Z,MU-51
98377,VALDEFUENTES,HORTALEZA,40.49116328,-3.65281983,AVENIDA ALCALDE CONDE DE MAYALDE 13 28050,2021-09-10T00:00:00Z,MU-51
98376,VALDEFUENTES,HORTALEZA,40.49117222,-3.65283171,AVENIDA ALCALDE CONDE DE MAYALDE 13 28050,2021-09-03T00:00:00Z,MU-51
98379,VALDEFUENTES,HORTALEZA,40.49114539,-3.65279605,CALLE PRINCIPE CARLOS 36 28050,2021-09-09T00:00:00Z,MU-51
65235,PUEBLO NUEVO,CIUDAD LINEAL,40.4361898,-3.63702837,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 16 28037,2021-09-15T00:00:00Z,MU-51
98555,AMPOSTA,SAN BLAS - CANILLEJAS,40.42359223,-3.62744997,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 89 28037,2021-09-14T00:00:00Z,MU-51
98494,PALOMAS,HORTALEZA,40.4540056,-3.62254046,GLORIETA MAR CARIBE 5 28043,2021-09-16T00:00:00Z,MU-51
98489,CANILLAS,HORTALEZA,40.46917757,-3.6421673,CALLE AREQUIPA 1 28043,2021-09-09T00:00:00Z,MU-51
98501,PALOMAS,HORTALEZA,40.45715897,-3.61771502,AVENIDA ANDES 52 28042,2021-10-21T00:00:00Z,MU-51
98558,PUEBLO NUEVO,CIUDAD LINEAL,40.42972144,-3.63234535,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 68 28037,2022-09-15T00:00:00Z,MU-51
98493,PALOMAS,HORTALEZA,40.45400675,-3.62251075,GLORIETA MAR CARIBE 5 28043,2019-01-29T00:00:00Z,MU-51
98488,CANILLAS,HORTALEZA,40.46657674,-3.64225435,CALLE JAVIER DEL QUINTO 12 28043,2021-10-04T00:00:00Z,MU-51
98560,PUEBLO NUEVO,CIUDAD LINEAL,40.42968568,-3.63231048,AVENIDA INSTITUCION LIBRE DE ENSEÑANZA 68 28037,2021-09-03T00:00:00Z,MU-51
98556,HELLIN,SAN BLAS - CANILLEJAS,40.42885423,-3.61130772,CALLE ARCOS DE JALON 59 28037,2021-09-10T00:00:00Z,MU-51
98567,REJAS,SAN BLAS - CANILLEJAS,40.44569989,-3.58870413,CALLE PIRRA 14 28022,2021-09-09T00:00:00Z,MU-51
98564,REJAS,SAN BLAS - CANILLEJAS,40.44570601,-3.58872281,CALLE PIRRA 14 28022,2020-09-23T00:00:00Z,MU-51
98626,AMPOSTA,SAN BLAS - CANILLEJAS,40.42873263,-3.61794575,CALLE ALBERIQUE 12 28037,2021-05-06T00:00:00Z,MU-51
98563,REJAS,SAN BLAS - CANILLEJAS,40.44569633,-3.58869537,CALLE PIRRA 14 28022,2020-09-23T00:00:00Z,MU-51
98630,ROSAS,SAN BLAS - CANILLEJAS,40.42709282,-3.60258173,CALLE BUDAPEST 11 28022,2021-09-09T00:00:00Z,MU-51
98643,SAN PASCUAL,CIUDAD LINEAL,40.4376267,-3.65526634,CALLE DEMETRIO LOPEZ 6 28027,2021-09-01T00:00:00Z,MU-51
98648,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.45117409,-3.65884843,CALLE SORZANO 1 28043,2021-09-06T00:00:00Z,MU-51
98646,SAN PASCUAL,CIUDAD LINEAL,40.44479863,-3.65689605,CALLE MARTINEZ VILLERGAS 50 28027,2021-09-09T00:00:00Z,MU-51
98645,SAN PASCUAL,CIUDAD LINEAL,40.44479403,-3.65688068,CALLE MARTINEZ VILLERGAS 50 28027,2021-09-10T00:00:00Z,MU-51
98641,LA CONCEPCIÓN,CIUDAD LINEAL,40.44199953,-3.63990194,CALLE LOPEZ DE ARANDA 5 28027,2021-09-13T00:00:00Z,MU-51
98633,QUINTANA,CIUDAD LINEAL,40.43583545,-3.64903558,CALLE VIRGEN DEL SAGRARIO 22 28027,2021-09-03T00:00:00Z,MU-51
98656,COSTILLARES,CIUDAD LINEAL,40.48031203,-3.66527824,CALLE JAZMIN 15 28033,2021-09-02T00:00:00Z,MU-51
98655,COSTILLARES,CIUDAD LINEAL,40.47562975,-3.66780288,CALLE ANEMONAS 2 28033,2021-05-06T00:00:00Z,MU-51
98659,VENTAS,CIUDAD LINEAL,40.42335522,-3.65201459,CALLE NUESTRA SEÑORA DEL VILLAR 33 28017,2021-02-11T00:00:00Z,MU-51
98654,COSTILLARES,CIUDAD LINEAL,40.47562548,-3.66779305,CALLE ANEMONAS 2 28033,2021-09-01T00:00:00Z,MU-51
69315,QUINTANA,CIUDAD LINEAL,40.43581446,-3.64901875,CALLE VIRGEN DEL SAGRARIO 22 28027,2019-06-14T00:00:00Z,MU-51
63443,EL SALVADOR,SAN BLAS - CANILLEJAS,40.44783025,-3.62817626,CALLE JUAN IGNACIO LUCA DE TENA 23 28027,2022-07-06T00:00:00Z,MU-51
98665,VENTAS,CIUDAD LINEAL,40.42434234,-3.65041549,CALLE SANTA FELICIDAD 39 28017,2021-08-04T00:00:00Z,MU-51
98672,VENTAS,CIUDAD LINEAL,40.4251973,-3.64991894,CALLE SANTA FELICIDAD 9 28017,2019-01-29T00:00:00Z,MU-51
98671,VENTAS,CIUDAD LINEAL,40.42520624,-3.64993082,CALLE SANTA FELICIDAD 9 28017,2021-09-08T00:00:00Z,MU-51
98681,CANILLEJAS,SAN BLAS - CANILLEJAS,40.43776481,-3.60848968,CALLE MUSAS 11 28022,2021-05-06T00:00:00Z,MU-51
98682,CANILLEJAS,SAN BLAS - CANILLEJAS,40.43777394,-3.60846618,CALLE MUSAS 11 28022,2021-09-07T00:00:00Z,MU-51
98666,VENTAS,CIUDAD LINEAL,40.42433773,-3.65040189,CALLE SANTA FELICIDAD 39 28017,2021-08-05T00:00:00Z,MU-51
60406,PINAR DEL REY,HORTALEZA,40.47070579,-3.64741191,CALLE ANGEL LUIS DE LA HERRAN 42 28043,2019-05-24T00:00:00Z,MU-51
62932,CANILLEJAS,SAN BLAS - CANILLEJAS,40.44902747,-3.60925376,CALLE ALCALA 629 28022,2019-06-14T00:00:00Z,MU-51
65229,VALDEFUENTES,HORTALEZA,40.48741702,-3.66086796,CALLE OÑA 183 28050,2019-01-29T00:00:00Z,MU-51
73083,VENTAS,CIUDAD LINEAL,40.42625648,-3.65092952,AVENIDA MARQUES DE CORBERA 54 28017,2021-09-15T00:00:00Z,MU-51
73168,SAN PASCUAL,CIUDAD LINEAL,40.44037062,-3.65116138,CALLE CANAL DE PANAMA 8 28027,2021-05-06T00:00:00Z,MU-51
73178,VENTAS,CIUDAD LINEAL,40.42227935,-3.65637788,AVENIDA MARQUES DE CORBERA 6 28017,2021-09-14T00:00:00Z,MU-51
73181,PINAR DEL REY,HORTALEZA,40.4775623,-3.65112394,CALLE ABIZANDA 68 28033,2021-09-17T00:00:00Z,MU-51
73186,CANILLAS,HORTALEZA,40.46337997,-3.65750497,CALLE LOPEZ DE HOYOS 327 28043,2021-07-15T00:00:00Z,MU-51
73188,ALAMEDA DE OSUNA,BARAJAS,40.45897134,-3.585585,CALLE BERGANTIN 11 28042,2021-09-09T00:00:00Z,MU-51
73195,ALAMEDA DE OSUNA,BARAJAS,40.45833881,-3.58271574,CALLE GALEON 16 28042,2020-03-03T00:00:00Z,MU-51
73194,CANILLAS,HORTALEZA,40.4657116,-3.63357108,CALLE ROSA DE CASTRO 17 28043,2021-09-14T00:00:00Z,MU-51
73200,VENTAS,CIUDAD LINEAL,40.42629474,-3.65098318,AVENIDA MARQUES DE CORBERA 54 28017,2021-09-17T00:00:00Z,MU-51
73202,ALAMEDA DE OSUNA,BARAJAS,40.45733606,-3.58797278,CALLE CORBETA 12 28042,2021-09-15T00:00:00Z,MU-38
