ID_Punto,DISTRITO,WIKIDATA_DISTRITO,BARRIO,WIKIDATA_BARRIO,ID_BARRIO,UBICACIÓN,CALLE,CALLE_ID,Nº_EQUIPOS,Mennekes_KW,CHAdeMO_KW,CCS_KW,Mennekes_Conectores,CHAdeMO_Conectores,CCS_Conectores,OPERADOR,FECHA_ALTA,HORARIO
12_PRIV,Tetuán,https://wikidata.org/entity/Q1773540,Almenara,https://wikidata.org/entity/Q2265427,Almenara,"Calle San Aquilino, 1 B",Calle San Aquilino,CalleSanAquilino,2,,50,50,0,2,2,IBERDROLA,2022-02-03T15:21:24Z,"24"
13_PRIV,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776,Prosperidad,Avenida de América 9,Avenida de América,AvenidadeAmérica,2,,50,50,0,2,2,IBERDROLA,2022-02-03T15:21:24Z,"24"
7_MerM,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,CascoHistóricodeVallecas,Avenida de Madrid,Avenida de Madrid,AvenidadeMadrid,2,50,50,50,1,2,2,,2022-06-17T07:19:00Z,"24"
1_CoCe22,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964,Pilar,"Avenida de Monforte de Lemos, 36",Avenida de Monforte de Lemos,AvenidadeMonfortedeLemos,2,22,50,50,1,2,2,CC LA VAGUADA,2022-06-17T11:04:15Z,"de 6:00h a 1:00h"
8_MerM,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,CascoHistóricodeVallecas,Avenida de Madrid,Avenida de Madrid,AvenidadeMadrid,1,,150,150,0,1,1,,2022-06-17T07:22:02Z,"24"
2_CoCe22,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Goloso,https://wikidata.org/entity/Q10271137,ElGoloso,CAMPUS CANTOBLANCO,CAMPUS CANTOBLANCO,CAMPUSCANTOBLANCO,2,22,50,50,1,2,2,UAM,2022-06-17T11:12:42Z,"24"
5_CoCe22,Barajas,https://wikidata.org/entity/Q807230,Corralejos,https://wikidata.org/entity/Q10260772,Corralejos,Vía Dublín,Vía Dublín,VíaDublín,2,22,50,50,1,2,2,BLAUDRIVE,2022-06-24T06:57:35Z,"de 7:30h a 21:00h"
8_CoCe22,Usera,https://wikidata.org/entity/Q953368,Moscardó,https://wikidata.org/entity/Q11937679,Moscardó,"Calle Amparo Usera, 46",Calle Amparo Usera,CalleAmparoUsera,1,22,50,50,1,2,2,BLAUDRIVE,2022-06-24T07:05:24Z,"24"
16_CoCe22,Latina,https://wikidata.org/entity/Q794954,Aluche,https://wikidata.org/entity/Q31140,Aluche,Carretera de Extremadura,Carretera de Extremadura,CarreteradeExtremadura,1,50,50,50,1,2,2,REPSOL,2022-06-24T07:49:04Z,"24"
29_CoCe22,Ciudad Lineal,https://wikidata.org/entity/Q1763694,San Juan Bautista,https://wikidata.org/entity/Q165609,SanJuanBautista,"Calle de Ramírez de Arellano, 2",Calle de Ramírez de Arellano,CalledeRamírezdeArellano,1,22,50,50,1,2,2,ENDESA X SERVICIOS S.L.,2022-08-23T07:30:47Z,"24"
34_CoCe22,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,Castellana,"Calle Serrano, 61",Calle Serrano,CalleSerrano,1,22,50,50,1,2,2,ENDESA X SERVICIOS S.L.,2022-08-23T07:40:46Z,"24"
14_PRIV,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,CascoHistóricodeVallecas,Calle 29,Calle,Calle,1,,,180,0,0,2,DRIVE THE CITY,2022-04-28T12:46:34Z,"24"
3_CoCe22,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Goloso,https://wikidata.org/entity/Q10271137,ElGoloso,CAMPUS CANTOBLANCO,CAMPUS CANTOBLANCO,CAMPUSCANTOBLANCO,2,22,50,50,1,2,2,UAM,2022-06-17T11:14:10Z,"24"
6_CoCe22,Puente de Vallecas,https://wikidata.org/entity/Q2003054,San Diego,https://wikidata.org/entity/Q11946851,SanDiego,"Calle Martínez de la Riva, 4",Calle Martínez de la Riva,CalleMartínezdelaRiva,1,22,50,50,1,2,2,BLAUDRIVE,2022-06-24T07:01:08Z,"de 9:00h a 21:30h"
20_CoCe22,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,ElViso,Calle María de Molina 21,Calle María de Molina,CalleMaríadeMolina,1,50,50,50,1,2,2,REPSOL,2022-06-24T07:57:55Z,"24"
05_EMT,Centro,https://wikidata.org/entity/Q1763376,Sol,https://wikidata.org/entity/Q2465181,Sol,Calle de Alcalá 17,Calle de Alcalá,CalledeAlcalá,12,"400, 200, 50","400, 200, 50","400, 200, 50",3,24,24,EMT,2022-12-20T08:04:03Z,"24"
33_CoCe20,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Peñagrande,https://wikidata.org/entity/Q3319582,Peñagrande,Avenida del Cardenal Herrera Oria 290,Avenida del Cardenal Herrera Oria,AvenidadelCardenalHerreraOria,1,50,50,50,1,2,2,REPSOL,2023-02-27T12:05:31Z,"24"
06_EMT,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,Recoletos,Paseo Recoletos 4,Paseo Recoletos,PaseoRecoletos,2,50,50,50,1,2,2,EMT,2024-06-24T07:16:21Z,"24"
