scholarly_article_id,name,author,datePublished,uri
1,Hyperlocal monitoring of traffic-related air pollution to assess near-term impacts of sustainable transportation interventions,"Ivey Cesunica, Nguyen Alexander, Xu Ruoming, Do Khanh,Hao Peng,Barth Matthew",2023-02-06,https://zenodo.org/records/7613527
