"property","value"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Fallecidos_en_2004"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Médicos_de_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ministros_de_Desarrollo_e_Inclusión_Social_de_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Empresarios_de_Colombia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_del_Partido_Conservador_Colombiano"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_1953"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ganaderos_de_Colombia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_de_Colombia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Caqueteños"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Gobernadores_de_Caquetá"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ingenieros_comerciales_de_Chile"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_de_Chile"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Subsecretarios_de_Estado_de_Sebastián_Piñera"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Pontificia_Universidad_Católica_de_Chile"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_la_VIII_Legislatura_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_la_VII_Legislatura_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_la_VI_Legislatura_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_1942"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Mujeres"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Partido_Popular"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senado_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ayuntamiento_de_Bilbao"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_Bilbao"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_1965"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Presidentes_de_Abjasia"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Adame_Ba_Konaré"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Adriano_Sánchez_Roa"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Adrián_Ward"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Agustín_Haya_de_la_Torre_de_la_Rosa"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Agustín_Molina_Martínez"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Ahmed_Hilmi_Pasha"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Aileen_Baviera"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Aisha_Musa_el-Said"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Akua_Asabea_Ayisi"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Alain_Vivien"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Alaiza_Pashkevich"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Aptripel_Tumimomor"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Arancha_González_Laya"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Archer_Blood"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Ariela_Luna"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Arnulfo_Gasca_Trujillo"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Arturo_Zúñiga"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Ascensión_Pastor_Parres"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Ashok-Alexander_Sridharan"
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://es.wikipedia.org/wiki/Aslan_Bzhania"
"http://es.dbpedia.org/property/gabinete","http://es.dbpedia.org/resource/Segundo_Gobierno_Sánchez"
"http://es.dbpedia.org/property/afiliaciones","http://es.dbpedia.org/resource/Alto_Comité_Árabe"
"http://es.dbpedia.org/property/almaMáter","http://es.dbpedia.org/resource/Universidad_de_Panamá"
"http://es.dbpedia.org/property/almaMáter","http://es.dbpedia.org/resource/Instituto_Tecnológico_de_Santo_Domingo"
"http://es.dbpedia.org/property/almaMáter",13
"http://es.dbpedia.org/property/almamáter","http://es.dbpedia.org/resource/Pontificia_Universidad_Católica_del_Perú"
"http://es.dbpedia.org/property/almamáter",20
"http://es.dbpedia.org/property/almamáter","http://es.dbpedia.org/resource/Universidad_de_Navarra"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Primera_dama_de_Malí"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Congreso_de_la_República_del_Perú"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Ministro_de_Economía_y_Finanzas_del_Perú"
"http://es.dbpedia.org/property/cargo","Primer Ministro de Toda Palestina"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Ministro_de_Asuntos_Exteriores_de_España"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Centro_de_Comercio_Internacional_(organismo_internacional)"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Ministro_de_Desarrollo_e_Inclusión_Social_del_Perú"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Anexo:Gobernadores_del_Caquetá"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Subsecretaría_de_Redes_Asistenciales_de_Chile"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Ayuntamiento_de_Maruri"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/VIII_legislatura_de_España"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/VI_legislatura_de_España"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Ayuntamiento_de_Bilbao"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/VII_legislatura_de_España"
"http://es.dbpedia.org/property/cargo","http://es.dbpedia.org/resource/Abjasia"
"http://es.dbpedia.org/property/causaMuerte","http://es.dbpedia.org/resource/Muerte"
"http://es.dbpedia.org/property/causaMuerte","http://es.dbpedia.org/resource/Ateroesclerosis"
"http://es.dbpedia.org/property/ciudadanía","Peruana"
"http://es.dbpedia.org/property/conflictos","http://es.dbpedia.org/resource/Primera_Guerra_Mundial"
"http://es.dbpedia.org/property/cónyuge","http://es.dbpedia.org/resource/Cónyuge"
"http://es.dbpedia.org/property/cónyuge","María Julia Rosa Johnson Ureta"
"http://es.dbpedia.org/property/cónyuge","Inés Castro Salinas"
"http://es.dbpedia.org/property/cónyuge","Margaret Millward Blood"
"http://es.dbpedia.org/property/cónyuge","Sandra Milena Farfán Varón"
"http://es.dbpedia.org/property/distrito","http://es.dbpedia.org/resource/Departamento_de_Tacna"
"http://es.dbpedia.org/property/distrito","http://es.dbpedia.org/resource/Provincia_de_Lima"
"http://es.dbpedia.org/property/distrito","http://es.dbpedia.org/resource/Departamento_del_Cuzco"
"http://es.dbpedia.org/property/distrito","http://es.dbpedia.org/resource/Ayuntamiento_de_Maruri"
"http://es.dbpedia.org/property/distrito","http://es.dbpedia.org/resource/Circunscripción_electoral_de_Vizcaya"
"http://es.dbpedia.org/property/distrito","http://es.dbpedia.org/resource/Ayuntamiento_de_Bilbao"
"http://es.dbpedia.org/property/educación","http://es.dbpedia.org/resource/Universidad_de_Virginia"
"http://es.dbpedia.org/property/educación","http://es.dbpedia.org/resource/Universidad_George_Washington"
"http://es.dbpedia.org/property/escudo","Coat_of_arms_of_Mali.svg"
"http://es.dbpedia.org/property/escudo","Gran Sello de la República del Perú.svg"
"http://es.dbpedia.org/property/escudo","Flag of Hejaz 1917.svg"
"http://es.dbpedia.org/property/escudo","Escudo de España .svg"
"http://es.dbpedia.org/property/escudo","UN_emblem_blue.svg"
"http://es.dbpedia.org/property/escudo","Escudo del Caquetá.svg"
"http://es.dbpedia.org/property/escudo","Escudo_del_Senado_de_España.svg"
"http://es.dbpedia.org/property/escudo","Escudo heráldico de Bilbao.svg"
"http://es.dbpedia.org/property/escudo","Escudo de Maruri Jatabe.svg"
"http://es.dbpedia.org/property/escudo","Flag of the President of Abkhazia.svg"
"http://es.dbpedia.org/property/fechaDeFallecimiento","febrero de 1963"
"http://es.dbpedia.org/property/fechaDeFallecimiento",3
"http://es.dbpedia.org/property/fechaDeNacimiento","c. 1883"
"http://es.dbpedia.org/property/fechaDeNacimiento",20
"http://es.dbpedia.org/property/fechaDeNacimiento",2
"http://es.dbpedia.org/property/fechaDeNacimiento","http://es.dbpedia.org/resource/Chile"
"http://es.dbpedia.org/property/fechaDeNacimiento","http://es.dbpedia.org/resource/Santiago_de_Chile"
"http://es.dbpedia.org/property/final",8
"http://es.dbpedia.org/property/final",1949
"http://es.dbpedia.org/property/final",13
"http://es.dbpedia.org/property/final",21
"http://es.dbpedia.org/property/final",15
"http://es.dbpedia.org/property/final",18
"http://es.dbpedia.org/property/final",20
"http://es.dbpedia.org/property/final",25
"http://es.dbpedia.org/property/hijos",6
"http://es.dbpedia.org/property/hijos","http://es.dbpedia.org/resource/Juan_Federico_Ward"
"http://es.dbpedia.org/property/hijos","Federico Adrián Ward Johnson"
"http://es.dbpedia.org/property/hijos","Luis Agustín Rodolfo Ward Johnson"
"http://es.dbpedia.org/property/hijos","María Ignacia Celia Ward Johnson"
"http://es.dbpedia.org/property/hijos","María Julia Joaquina Ward Johnson"
"http://es.dbpedia.org/property/hijos","Inés María y José Agustín."
"http://es.dbpedia.org/property/hijos",4
"http://es.dbpedia.org/property/imagen","Parlamentario Agustín Molina .jpg"
"http://es.dbpedia.org/property/imagen","Hilmi.jpg"
"http://es.dbpedia.org/property/imagen","Arancha González Laya 2020 .jpg"
"http://es.dbpedia.org/property/imagen","Ariela Luna Florez.jpg"
"http://es.dbpedia.org/property/imagen","SUBSECRETARIO ARTURO ZÚÑIGA JORY 2019.jpg"
"http://es.dbpedia.org/property/imagen","Ashok-Alexander Sridharan 008-1.jpg"
"http://es.dbpedia.org/property/inicio",8
"http://es.dbpedia.org/property/inicio","septiembre de 1948"
"http://es.dbpedia.org/property/inicio",1
"http://es.dbpedia.org/property/inicio",13
"http://es.dbpedia.org/property/inicio",11
"http://es.dbpedia.org/property/inicio",2
"http://es.dbpedia.org/property/inicio",12
"http://es.dbpedia.org/property/inicio",24
"http://es.dbpedia.org/property/inicio",25
"http://es.dbpedia.org/property/inicio",26
"http://es.dbpedia.org/property/lenguaMaterna","http://es.dbpedia.org/resource/Idioma_árabe"
"http://es.dbpedia.org/property/lenguaMaterna","http://es.dbpedia.org/resource/Idioma_español"
"http://es.dbpedia.org/property/lugarDeDescanso","http://es.dbpedia.org/resource/Monte_del_Templo"
"http://es.dbpedia.org/property/lugarDeFallecimiento","Lima,"
"http://es.dbpedia.org/property/lugarDeFallecimiento","Líbano"
"http://es.dbpedia.org/property/lugarDeFallecimiento","Fort Collins, Colorado,  Estados Unidos"
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/Comendador"
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/Provincia_de_Elías_Piña"
"http://es.dbpedia.org/property/lugarDeNacimiento","Arequipa,"
"http://es.dbpedia.org/property/lugarDeNacimiento","Lima,"
"http://es.dbpedia.org/property/lugarDeNacimiento","Capaya,"
"http://es.dbpedia.org/property/lugarDeNacimiento","Sidón,  Imperio otomano"
"http://es.dbpedia.org/property/lugarDeNacimiento","Mampong Akuapem, Ghana"
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/San_Sebastián"
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/España"
"http://es.dbpedia.org/property/lugarDeNacimiento","Chicago, Illinois,  Estados Unidos"
"http://es.dbpedia.org/property/lugarDeNacimiento","Puerto Milán, Caquetá"
"http://es.dbpedia.org/property/lugarDeNacimiento",1
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/Bilbao"
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/Bonn"
"http://es.dbpedia.org/property/lugarDeNacimiento","http://es.dbpedia.org/resource/República_Federal_de_Alemania_(1949-1990)"
"http://es.dbpedia.org/property/nacionalidad","Peruana"
"http://es.dbpedia.org/property/nacionalidad","http://es.dbpedia.org/resource/Ghana"
"http://es.dbpedia.org/property/nacionalidad","http://es.dbpedia.org/resource/Nacionalidad_chilena"
"http://es.dbpedia.org/property/nombre","Adriano Sánchez Roa"
"http://es.dbpedia.org/property/nombre","Adrián Ward"
"http://es.dbpedia.org/property/nombre","Agustín Molina Martínez"
"http://es.dbpedia.org/property/nombre","Ahmed Hilmi Abd al-Baqi"
"http://es.dbpedia.org/property/nombre","Akua Asabea Ayisi"
"http://es.dbpedia.org/property/nombre","Arancha González"
"http://es.dbpedia.org/property/nombre","Archer Kent Blood"
"http://es.dbpedia.org/property/nombre","Ariela Luna"
"http://es.dbpedia.org/property/nombre","Arnulfo Gasca Trujillo"
"http://es.dbpedia.org/property/nombre","Arturo Zúñiga Jory"
"http://es.dbpedia.org/property/nombre","Aslan Bzhania"
"http://es.dbpedia.org/property/nombreCompleto","Manuel Mariano Adrián Ward Chocano"
"http://es.dbpedia.org/property/nombreCompleto","María Aránzazu González Laya"
"http://es.dbpedia.org/property/nombreDeNacimiento","Akua Asabea Ayisi"
"http://es.dbpedia.org/property/nombreDeNacimiento","no"
"http://es.dbpedia.org/property/nombreNativo","no"
"http://es.dbpedia.org/property/ocupación","Político"
"http://es.dbpedia.org/property/ocupación","http://es.dbpedia.org/resource/Ingeniería_agrícola"
"http://es.dbpedia.org/property/ocupación","Banquero y político"
"http://es.dbpedia.org/property/ocupación","http://es.dbpedia.org/resource/Jurista"
"http://es.dbpedia.org/property/ocupación","http://es.dbpedia.org/resource/Director_ejecutivo"
"http://es.dbpedia.org/property/ocupación","Diplomático y académico"
"http://es.dbpedia.org/property/ocupación","Ingeniero comercial y político"
"http://es.dbpedia.org/property/padres","Manuela Roa, Roberto Sánchez"
"http://es.dbpedia.org/property/padres","Juan Lucas Ward"
"http://es.dbpedia.org/property/padres","María Josefa Joaquina Chocano Vilchez"
"http://es.dbpedia.org/property/padres","http://es.dbpedia.org/resource/José_Agustín_Haya_de_la_Torre"
"http://es.dbpedia.org/property/padres","Clemencia de la Rosa Alvarado"
"http://es.dbpedia.org/property/padres","Mercy Adebra and Okyeame Kofi Ayisi"
"http://es.dbpedia.org/property/padres","* Luis Arturo Zúñiga Escala
* Adriana Jory Guzmán"
"http://es.dbpedia.org/property/partido","http://es.dbpedia.org/resource/Partido_de_la_Liberación_Dominicana"
"http://es.dbpedia.org/property/partido",20
"http://es.dbpedia.org/property/partido","http://es.dbpedia.org/resource/Partido_Conservador_Colombiano"
"http://es.dbpedia.org/property/partido",17
"http://es.dbpedia.org/property/partido","http://es.dbpedia.org/resource/Candidato_independiente"
"http://es.dbpedia.org/property/partido","http://es.dbpedia.org/resource/Partido_Popular_del_País_Vasco"
"http://es.dbpedia.org/property/partidoPolítico","http://es.dbpedia.org/resource/Partido_Reformista_Social_Cristiano"
"http://es.dbpedia.org/property/partidoPolítico",20
"http://es.dbpedia.org/property/partidoPolítico","http://es.dbpedia.org/resource/Partido_de_Independencia_(Mandato_británico_de_Palestina)"
"http://es.dbpedia.org/property/período",2020
"http://es.dbpedia.org/property/período",17
"http://es.dbpedia.org/property/período",22
"http://es.dbpedia.org/property/período",29
"http://es.dbpedia.org/property/pieDeImagen","Gobernador del Departamento del Caquetá"
"http://es.dbpedia.org/property/pieDeImagen","Arturo Zúñiga Jory en 2019."
"http://es.dbpedia.org/property/pieimagen","Ahmed Hilmi en 1936."
"http://es.dbpedia.org/property/pieimagen","Fotografía oficial como ministra, en enero de 2020."
"http://es.dbpedia.org/property/predecesor","Lobbo Traoré"
"http://es.dbpedia.org/property/predecesor","Manuel Ramírez Pérez"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Domingo_Almenara_Butler"
"http://es.dbpedia.org/property/predecesor","cargo creado"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Patricia_Francis"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Josep_Borrell"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Jorge_Meléndez_Celis"
"http://es.dbpedia.org/property/predecesor","Alfonso Tolmos León"
"http://es.dbpedia.org/property/predecesor","Walter Curioso Vílchez"
"http://es.dbpedia.org/property/predecesor","Álvaro Pacheco Álvarez"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Luis_Castillo_Fuenzalida"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Jürgen_Nimptsch"
"http://es.dbpedia.org/property/predecesor","http://es.dbpedia.org/resource/Valeri_Bganba"
"http://es.dbpedia.org/property/premios","Premio Christian A. Herter"
"http://es.dbpedia.org/property/premios","Premio Servicios Extraordinarios"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Alpha_Oumar_Konaré"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Eduardo_López_de_Romaña"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Amin_al-Husayni"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Pedro_Sánchez"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/António_Guterres"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Ban_Ki-moon"
"http://es.dbpedia.org/property/presidente",""
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Richard_Nixon"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Martín_Vizcarra"
"http://es.dbpedia.org/property/presidente","http://es.dbpedia.org/resource/Sebastián_Piñera"
"http://es.dbpedia.org/property/primerministro","http://es.dbpedia.org/resource/Cesáreo_Chacaltana_Reyes"
"http://es.dbpedia.org/property/primerministro","http://es.dbpedia.org/resource/Vicente_Zeballos"
"http://es.dbpedia.org/property/primerministro","http://es.dbpedia.org/resource/Alexander_Ankvab"
"http://es.dbpedia.org/property/profesión","Economista, político, agrónomo"
"http://es.dbpedia.org/property/profesión","Sociólogo"
"http://es.dbpedia.org/property/profesión","http://es.dbpedia.org/resource/Empresario"
"http://es.dbpedia.org/property/profesión","http://es.dbpedia.org/resource/Político"
"http://es.dbpedia.org/property/profesión","http://es.dbpedia.org/resource/Ganadero"
"http://es.dbpedia.org/property/religión","http://es.dbpedia.org/resource/Islam"
"http://es.dbpedia.org/property/religión","http://es.dbpedia.org/resource/Iglesia_católica"
"http://es.dbpedia.org/property/residencia","http://es.dbpedia.org/resource/Santo_Domingo"
"http://es.dbpedia.org/property/residencia","http://es.dbpedia.org/resource/Distrito_Nacional"
"http://es.dbpedia.org/property/residencia","http://es.dbpedia.org/resource/Lima"
"http://es.dbpedia.org/property/residencia","http://es.dbpedia.org/resource/Florencia_(Caquetá)"
"http://es.dbpedia.org/property/residencia","http://es.dbpedia.org/resource/Chile"
"http://es.dbpedia.org/property/residencia","http://es.dbpedia.org/resource/Vitacura_(comuna)"
"http://es.dbpedia.org/property/sitioWeb","http://www.caqueta.gov.co/tema/gobernacion"
"http://es.dbpedia.org/property/sucesor","Lobbo Traoré"
"http://es.dbpedia.org/property/sucesor","http://es.dbpedia.org/resource/José_Reynoso"
"http://es.dbpedia.org/property/sucesor","cargo abolido"
"http://es.dbpedia.org/property/sucesor","http://es.dbpedia.org/resource/Dorothy_Tembo"
"http://es.dbpedia.org/property/sucesor",""
"http://es.dbpedia.org/property/sucesor","En el cargo"
"http://es.dbpedia.org/property/sucesor","http://es.dbpedia.org/resource/Patricia_Donayre"
"http://es.dbpedia.org/property/sucesor","María Eugenia Mujica San Martín"
"http://es.dbpedia.org/property/sucesor","Fabio Augusto Parra"
"http://es.dbpedia.org/property/tamaño",300
"http://es.dbpedia.org/property/tamaño",250
"http://es.dbpedia.org/property/título",25
"http://es.dbpedia.org/property/título","http://es.dbpedia.org/resource/Ministro_de_Asuntos_Exteriores_de_España"
"http://es.dbpedia.org/property/título","http://es.dbpedia.org/resource/Ministro_de_Desarrollo_e_Inclusión_Social_del_Perú"
"http://es.dbpedia.org/property/título","Viceministra de Políticas y Evaluación Social"
"http://es.dbpedia.org/property/título","http://es.dbpedia.org/resource/Presidente_de_Abjasia"
"http://es.dbpedia.org/property/etnia","http://es.dbpedia.org/resource/Pueblo_palestino"
"http://es.dbpedia.org/property/monarca","http://es.dbpedia.org/resource/Felipe_VI_de_España"
"http://dbpedia.org/ontology/deathPlace","http://es.dbpedia.org/resource/Perú"
"http://dbpedia.org/ontology/deathPlace","http://es.dbpedia.org/resource/Lima"
"http://dbpedia.org/ontology/deathPlace","http://es.dbpedia.org/resource/Líbano"
"http://dbpedia.org/ontology/deathPlace","http://es.dbpedia.org/resource/Estados_Unidos"
"http://dbpedia.org/ontology/deathPlace","http://es.dbpedia.org/resource/Colorado"
"http://dbpedia.org/ontology/deathPlace","http://es.dbpedia.org/resource/Fort_Collins"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Comendador"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Elías_Piña"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Perú"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Arequipa"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Lima"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Distrito_de_Capaya"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Imperio_otomano"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Sidón"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Ghana"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/San_Sebastián_(España)"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/España"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Illinois"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Estados_Unidos"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Chicago"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Puerto_Milán"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Caquetá"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/1_de_diciembre"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Bilbao"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/Bonn"
"http://dbpedia.org/ontology/birthPlace","http://es.dbpedia.org/resource/West_Germany"
"http://dbpedia.org/ontology/wikiPageID",9440923
"http://dbpedia.org/ontology/wikiPageID",9277237
"http://dbpedia.org/ontology/wikiPageID",9395911
"http://dbpedia.org/ontology/wikiPageID",3787605
"http://dbpedia.org/ontology/wikiPageID",4744649
"http://dbpedia.org/ontology/wikiPageID",9116194
"http://dbpedia.org/ontology/wikiPageID",9340072
"http://dbpedia.org/ontology/wikiPageID",9090625
"http://dbpedia.org/ontology/wikiPageID",9430793
"http://dbpedia.org/ontology/wikiPageID",9205722
"http://dbpedia.org/ontology/wikiPageID",9224667
"http://dbpedia.org/ontology/wikiPageID",9397606
"http://dbpedia.org/ontology/wikiPageID",9150559
"http://dbpedia.org/ontology/wikiPageID",9159782
"http://dbpedia.org/ontology/wikiPageID",9149801
"http://dbpedia.org/ontology/wikiPageID",9244297
"http://dbpedia.org/ontology/wikiPageID",9332710
"http://dbpedia.org/ontology/wikiPageID",9355045
"http://dbpedia.org/ontology/wikiPageID",9375497
"http://dbpedia.org/ontology/wikiPageID",9392364
"http://dbpedia.org/ontology/wikiPageRevisionID",126938079
"http://dbpedia.org/ontology/wikiPageRevisionID",129560846
"http://dbpedia.org/ontology/wikiPageRevisionID",129549563
"http://dbpedia.org/ontology/wikiPageRevisionID",127762686
"http://dbpedia.org/ontology/wikiPageRevisionID",124129230
"http://dbpedia.org/ontology/wikiPageRevisionID",130149227
"http://dbpedia.org/ontology/wikiPageRevisionID",129789074
"http://dbpedia.org/ontology/wikiPageRevisionID",125106426
"http://dbpedia.org/ontology/wikiPageRevisionID",127983297
"http://dbpedia.org/ontology/wikiPageRevisionID",122622076
"http://dbpedia.org/ontology/wikiPageRevisionID",127299431
"http://dbpedia.org/ontology/wikiPageRevisionID",129789212
"http://dbpedia.org/ontology/wikiPageRevisionID",130436210
"http://dbpedia.org/ontology/wikiPageRevisionID",125119612
"http://dbpedia.org/ontology/wikiPageRevisionID",128009845
"http://dbpedia.org/ontology/wikiPageRevisionID",129666287
"http://dbpedia.org/ontology/wikiPageRevisionID",128284995
"http://dbpedia.org/ontology/wikiPageRevisionID",128348911
"http://dbpedia.org/ontology/wikiPageRevisionID",126270512
"http://dbpedia.org/ontology/wikiPageRevisionID",126489028
"http://dbpedia.org/ontology/wikiPageExternalLink","https://web.archive.org/web/20070212081302/http:/www.museedelafemme.com/"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://www.youtube.com/watch%3Fv=X1pF_GvJJ6E"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.facebook.com/profile.php%3Fid=807329629"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://agustinhaya.lamula.pe/"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.agustinhayadelatorre.wordpress.com"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://web.archive.org/web/20050430103350/http:/www.humanite.fr/journal/1999-01-14/1999-01-14-441385"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://web.archive.org/web/20051219055614/http:/assembly.coe.int/Documents/WorkingDocs/Doc05/EDOC10470.htm"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://web.archive.org/web/20110514082457/http:/www.prevensectes.com/rev0208.htm%2322b"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.cesnur.org/2001/jan30.htm"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://web.archive.org/web/20150323020211/http:/dhaka.usembassy.gov/"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://nsarchive2.gwu.edu/NSAEBB/NSAEBB79/"
