"property","value"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Militares_de_Palestina"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Islam"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_Sidón"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Personas_de_Tulkarem"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Pueblo_palestino"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Idioma_árabe"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Monte_del_Templo"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_de_Independencia_(Mandato_británico_de_Palestina)"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Líbano"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Otomanos_del_siglo_XIX"
"http://www.w3.org/2007/05/powder-s#describedby","http://es.dbpedia.org/about/id/entity/http/localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Amin_al-Husayni"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Alto_Comité_Árabe"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Muerte"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Politólogos_de_Filipinas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_de_Filipinas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Politólogas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Profesores_de_la_Universidad_de_Filipinas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Fallecidos_por_pandemia_de_COVID-19_en_Filipinas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Políticas_de_Sudán"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Activistas_de_Sudán"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Mujeres_periodistas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Periodistas_de_Ghana"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Feministas_de_Ghana"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Mujeres_periodistas_de_Ghana"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ghana"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Políticos_de_Francia_del_siglo_XX"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Fallecidos_en_1916"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_1876"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nobleza_de_Bielorrusia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Poetisas_de_Bielorrusia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Fallecidos_por_tifus"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Activistas_de_Bielorrusia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Empresarios_de_Indonesia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Fallecidos_por_pandemia_de_COVID-19_en_Indonesia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Directivos_de_la_Organización_de_las_Naciones_Unidas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_San_Sebastián"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ministras_de_Relaciones_Exteriores"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/San_Sebastián"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ministros_del_Gobierno_de_España_de_la_XIV_Legislatura"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Políticas_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_Carlos_III"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Jurista"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Director_ejecutivo"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Patricia_Francis"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ban_Ki-moon"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Dorothy_Tembo"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ministros_de_Asuntos_Exteriores_y_de_Cooperación_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Mujeres_del_siglo_XXI"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Alumnos_de_Derecho_de_la_Universidad_de_Navarra"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Centro_de_Comercio_Internacional_(organismo_internacional)"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Felipe_VI_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Abogados_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Mujeres_del_siglo_XX"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Segundo_Gobierno_Sánchez"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Josep_Borrell"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ministro_de_Asuntos_Exteriores_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Universidad_de_Navarra"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Pedro_Sánchez"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Organización_Mundial_de_Comercio"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/António_Guterres"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Fallecidos_en_2004"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Universidad_de_Virginia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Diplomáticos_de_Estados_Unidos"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_1923"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Colorado"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Universidad_George_Washington"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Richard_Nixon"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_Chicago"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Fort_Collins"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_de_Virginia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ateroesclerosis"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Patricia_Donayre"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ministro_de_Desarrollo_e_Inclusión_Social_del_Perú"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Jorge_Meléndez_Celis"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ministros_de_Desarrollo_e_Inclusión_Social_de_Perú"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Vicente_Zeballos"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Médicos_de_Perú"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Martín_Vizcarra"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Empresarios_de_Colombia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Gobernadores_de_Caquetá"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Anexo:Gobernadores_del_Caquetá"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Iglesia_católica"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Políticos_del_Partido_Conservador_Colombiano"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ganadero"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Políticos_de_Colombia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_1953"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ganaderos_de_Colombia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Empresario"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Caqueteños"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_Conservador_Colombiano"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Florencia_(Caquetá)"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Subsecretaría_de_Redes_Asistenciales_de_Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Nacionalidad_chilena"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Santiago_de_Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Subsecretarios_de_Estado_de_Sebastián_Piñera"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Sebastián_Piñera"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Políticos_de_Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Candidato_independiente"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Luis_Castillo_Fuenzalida"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Vitacura_(comuna)"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ingenieros_comerciales_de_Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Alumnado_de_la_Pontificia_Universidad_Católica_de_Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Senadores_de_la_VII_Legislatura_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Senadores_de_la_VI_Legislatura_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Senado_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ayuntamiento_de_Bilbao"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_Popular_del_País_Vasco"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_1942"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ayuntamiento_de_Maruri"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ayuntamiento_de_Bilbao"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Bilbao"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Circunscripción_electoral_de_Vizcaya"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Senadores_de_la_VIII_Legislatura_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/VIII_legislatura_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/VI_legislatura_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Mujeres"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Partido_Popular"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/VII_legislatura_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_Bilbao"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_1965"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Bonn"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/República_Federal_de_Alemania_(1949-1990)"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Jürgen_Nimptsch"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Valeri_Bganba"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Presidentes_de_Abjasia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Alexander_Ankvab"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Abjasia"
"http://www.w3.org/2007/05/powder-s#describedby","http://es.dbpedia.org/about/id/entity/http/localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Alexander_Ankvab"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Presidente_de_Abjasia"
"http://xmlns.com/foaf/0.1/homepage","http://www.caqueta.gov.co/tema/gobernacion"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Activistas_por_los_derechos_de_las_mujeres_de_Malí"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Historiadoras_de_Malí"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Historiadoras"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Feministas_de_Malí"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Personas_vivas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_del_Partido_de_la_Liberación_Dominicana"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_1956"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_del_Partido_Reformista_Social_Cristiano"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_de_Panamá"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1883"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1886-1889"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1889-1891"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1892-1894"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1895-1900"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1901-1906"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_de_Perú_1907-1912"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Senadores_por_Tacna"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Arequipeños"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ministros_de_Economía_y_Finanzas_de_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Diputados_por_Lima_Metropolitana"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Pontificia_Universidad_Católica_del_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Catedráticos_de_la_Universidad_Nacional_Mayor_de_San_Marcos"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Diputados_al_Parlamento_Latinoamericano"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Limeños"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Miembros_del_Partido_Aprista_Peruano"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Sanmarquinos_(siglo_XX)"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Sociólogos_de_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Diputados_de_Perú_1985-1990"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Parlamentarios_andinos"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Sanmarquinos_(siglo_XXI)"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_Internacional_de_Andalucía"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Diputados_de_Perú_1980-1985"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Congresistas_por_Cusco"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ingenieros_de_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_de_Perú"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Congresistas_de_Perú_2011-2016"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_Nacional_San_Antonio_Abad"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Miembros_del_Partido_Nacionalista_Peruano"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Apurimeños"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Otomanos_del_siglo_XIX"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Militares_de_Palestina"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_Sidón"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Personas_de_Tulkarem"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Politólogas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_de_Filipinas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Profesores_de_la_Universidad_de_Filipinas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Politólogos_de_Filipinas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Fallecidos_por_pandemia_de_COVID-19_en_Filipinas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Activistas_de_Sudán"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticas_de_Sudán"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Mujeres_periodistas_de_Ghana"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Mujeres_periodistas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Periodistas_de_Ghana"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Feministas_de_Ghana"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticos_de_Francia_del_siglo_XX"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_1876"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Activistas_de_Bielorrusia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Fallecidos_en_1916"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Fallecidos_por_tifus"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nobleza_de_Bielorrusia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Poetisas_de_Bielorrusia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Empresarios_de_Indonesia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Fallecidos_por_pandemia_de_COVID-19_en_Indonesia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_San_Sebastián"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ministras_de_Relaciones_Exteriores"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ministros_de_Asuntos_Exteriores_y_de_Cooperación_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Directivos_de_la_Organización_de_las_Naciones_Unidas"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Ministros_del_Gobierno_de_España_de_la_XIV_Legislatura"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Abogados_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Mujeres_del_siglo_XX"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Mujeres_del_siglo_XXI"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Políticas_de_España"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_Carlos_III"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Organización_Mundial_de_Comercio"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnos_de_Derecho_de_la_Universidad_de_Navarra"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_Chicago"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_de_Virginia"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Diplomáticos_de_Estados_Unidos"
"http://purl.org/dc/terms/subject","http://es.dbpedia.org/resource/Categoría:Nacidos_en_1923"
