MAGNITUD,PUNTO_MUESTREO,ID_TIEMPO,MEDIDA
SO2,28079004,24_3_20,3
SO2,28079004,24_3_22,3
SO2,28079004,24_3_23,2
SO2,28079004,24_3_24,2
SO2,28079004,24_3_25,2
SO2,28079004,24_3_26,1
SO2,28079004,24_3_27,1
SO2,28079004,24_3_28,1
SO2,28079004,24_3_29,1
SO2,28079004,24_3_30,1
SO2,28079004,24_3_31,1
SO2,28079004,24_4_1,1
SO2,28079004,24_4_2,2
SO2,28079004,24_4_3,2
SO2,28079004,24_4_4,3
SO2,28079004,24_4_5,3
SO2,28079004,24_4_6,3
SO2,28079004,24_4_7,2
SO2,28079004,24_4_8,2
SO2,28079004,24_4_9,2
SO2,28079004,24_4_10,2
SO2,28079004,24_4_11,2
SO2,28079004,24_4_12,3
SO2,28079004,24_4_13,2
SO2,28079004,24_4_16,2
SO2,28079004,24_4_17,2
SO2,28079004,24_4_18,2
SO2,28079004,24_4_19,2
SO2,28079004,24_4_20,2
SO2,28079004,24_4_21,2
SO2,28079004,24_4_22,2
SO2,28079004,24_4_23,2
SO2,28079004,24_4_24,2
SO2,28079004,24_4_25,3
SO2,28079004,24_4_26,2
SO2,28079004,24_4_27,2
SO2,28079004,24_4_28,2
SO2,28079004,24_4_29,2
SO2,28079004,24_4_30,2
SO2,28079004,24_5_1,2
SO2,28079004,24_5_2,2
SO2,28079004,24_5_3,2
SO2,28079004,24_5_4,2
SO2,28079004,24_5_5,2
SO2,28079004,24_5_6,2
SO2,28079004,24_5_7,2
SO2,28079004,24_5_8,2
SO2,28079004,24_5_9,3
SO2,28079004,24_5_10,3
SO2,28079004,24_5_11,3
SO2,28079004,24_5_12,3
SO2,28079004,24_5_13,3
SO2,28079004,24_5_14,2
SO2,28079004,24_5_15,2
SO2,28079004,24_5_16,2
SO2,28079004,24_5_17,2
SO2,28079004,24_5_18,2
SO2,28079004,24_5_19,2
SO2,28079004,24_5_20,2
SO2,28079004,24_5_21,2
SO2,28079004,24_5_22,2
SO2,28079004,24_5_23,2
SO2,28079004,24_5_24,2
SO2,28079004,24_5_25,2
SO2,28079004,24_5_26,3
SO2,28079004,24_5_27,2
SO2,28079004,24_5_28,2
SO2,28079004,24_5_29,2
SO2,28079004,24_5_30,1
SO2,28079004,24_5_31,1
SO2,28079004,24_6_1,1
SO2,28079004,24_6_2,1
SO2,28079004,24_6_3,1
SO2,28079004,24_6_4,1
SO2,28079004,24_6_5,1
SO2,28079004,24_6_6,2
SO2,28079004,24_6_7,1
SO2,28079004,24_6_8,1
SO2,28079004,24_6_9,1
SO2,28079004,24_6_10,1
SO2,28079004,24_6_11,1
SO2,28079004,24_6_12,1
SO2,28079004,24_6_13,2
SO2,28079004,24_6_14,2
SO2,28079004,24_6_15,2
SO2,28079004,24_6_16,2
SO2,28079004,24_6_17,2
SO2,28079004,24_6_18,3
SO2,28079004,24_6_19,2
SO2,28079004,24_6_20,2
SO2,28079004,24_6_21,2
SO2,28079004,24_6_22,2
SO2,28079004,24_6_23,1
SO2,28079004,24_6_24,1
SO2,28079004,24_6_25,2
SO2,28079004,24_6_26,1
SO2,28079004,24_6_27,1
SO2,28079004,24_6_28,1
SO2,28079004,24_6_29,1
SO2,28079004,24_6_30,1
SO2,28079004,24_7_1,1
SO2,28079004,24_7_2,1
SO2,28079004,24_7_3,1
SO2,28079004,24_7_4,2
SO2,28079004,24_7_5,2
SO2,28079004,24_7_6,1
SO2,28079004,24_7_7,1
SO2,28079004,24_7_8,2
SO2,28079004,24_7_9,1
SO2,28079004,24_7_10,1
SO2,28079004,24_7_11,1
SO2,28079004,24_7_12,1
SO2,28079004,24_7_13,1
SO2,28079004,24_7_14,1
SO2,28079004,24_7_15,1
SO2,28079004,24_7_16,2
SO2,28079004,24_7_17,2
SO2,28079004,24_7_18,2
SO2,28079004,24_7_19,2
SO2,28079004,24_7_20,2
SO2,28079004,24_7_21,1
SO2,28079004,24_7_22,1
SO2,28079004,24_7_23,2
SO2,28079004,24_7_24,2
SO2,28079004,24_7_25,2
SO2,28079004,24_7_26,2
SO2,28079004,24_7_27,2
SO2,28079004,24_7_28,1
SO2,28079004,24_7_29,2
SO2,28079004,24_7_30,1
SO2,28079004,24_7_31,2
SO2,28079004,24_8_1,2
SO2,28079004,24_8_2,2
SO2,28079004,24_8_3,1
SO2,28079004,24_8_4,1
SO2,28079004,24_8_5,2
SO2,28079004,24_8_6,2
SO2,28079004,24_8_7,2
SO2,28079004,24_8_8,2
SO2,28079004,24_8_9,2
SO2,28079004,24_8_10,2
SO2,28079004,24_8_11,2
SO2,28079004,24_8_12,2
SO2,28079004,24_8_13,2
SO2,28079004,24_8_14,1
SO2,28079004,24_8_15,1
SO2,28079004,24_8_16,2
SO2,28079004,24_8_17,2
SO2,28079004,24_8_18,1
SO2,28079004,24_8_19,1
SO2,28079004,24_8_20,2
SO2,28079004,24_8_21,2
SO2,28079004,24_8_22,2
SO2,28079004,24_8_23,2
SO2,28079004,24_8_24,2
SO2,28079004,24_8_25,1
SO2,28079004,24_8_26,2
SO2,28079004,24_8_27,2
SO2,28079004,24_8_28,2
SO2,28079004,24_8_29,2
SO2,28079004,24_8_30,1
SO2,28079004,24_8_31,1
CO,28079004,24_1_1,0.5
CO,28079004,24_1_2,0.6
CO,28079004,24_1_3,0.4
CO,28079004,24_1_4,0.4
CO,28079004,24_1_5,0.3
CO,28079004,24_1_6,0.4
CO,28079004,24_1_7,0.5
CO,28079004,24_1_8,0.6
CO,28079004,24_1_9,0.4
CO,28079004,24_1_10,0.4
CO,28079004,24_1_11,0.5
CO,28079004,24_1_12,0.5
CO,28079004,24_1_13,0.6
CO,28079004,24_1_14,0.6
CO,28079004,24_1_15,0.3
CO,28079004,24_1_16,0.3
CO,28079004,24_1_17,0.3
CO,28079004,24_1_18,0.3
CO,28079004,24_1_19,0.3
CO,28079004,24_1_20,0.4
CO,28079004,24_1_21,0.5
CO,28079004,24_1_22,0.6
CO,28079004,24_1_23,0.7
CO,28079004,24_1_24,0.9
CO,28079004,24_1_25,0.9
CO,28079004,24_1_26,0.9
CO,28079004,24_1_27,0.6
CO,28079004,24_1_28,0.5
CO,28079004,24_1_29,0.6
CO,28079004,24_1_30,0.7
CO,28079004,24_1_31,0.7
CO,28079004,24_2_1,0.6
CO,28079004,24_2_2,0.5
CO,28079004,24_2_3,0.5
CO,28079004,24_2_4,0.5
CO,28079004,24_2_5,0.7
CO,28079004,24_2_6,0.6
CO,28079004,24_2_7,0.4
CO,28079004,24_2_8,0.4
CO,28079004,24_2_9,0.3
CO,28079004,24_2_10,0.3
CO,28079004,24_2_11,0.4
CO,28079004,24_2_12,0.3
CO,28079004,24_2_13,0.4
CO,28079004,24_2_14,0.5
CO,28079004,24_2_15,0.5
CO,28079004,24_2_16,0.4
CO,28079004,24_2_17,0.5
CO,28079004,24_2_18,0.5
CO,28079004,24_2_19,0.6
CO,28079004,24_2_20,0.5
CO,28079004,24_2_21,0.5
CO,28079004,24_2_22,0.3
CO,28079004,24_2_23,0.4
CO,28079004,24_2_24,0.4
CO,28079004,24_2_25,0.3
CO,28079004,24_2_26,0.3
CO,28079004,24_2_27,0.4
CO,28079004,24_2_28,0.5
CO,28079004,24_2_29,0.5
CO,28079004,24_3_1,0.4
CO,28079004,24_3_2,0.3
CO,28079004,24_3_3,0.3
CO,28079004,24_3_4,0.3
CO,28079004,24_3_5,0.4
CO,28079004,24_3_6,0.5
CO,28079004,24_3_7,0.4
CO,28079004,24_3_8,0.3
CO,28079004,24_3_9,0.3
CO,28079004,24_3_10,0.3
CO,28079004,24_3_11,0.3
CO,28079004,24_3_12,0.5
CO,28079004,24_3_13,0.5
CO,28079004,24_3_14,0.4
CO,28079004,24_3_15,0.4
CO,28079004,24_3_16,0.4
CO,28079004,24_3_17,0.4
CO,28079004,24_3_18,0.5
CO,28079004,24_3_19,0.5
CO,28079004,24_3_20,0.4
CO,28079004,24_3_22,0.4
CO,28079004,24_3_23,0.4
CO,28079004,24_3_24,0.3
CO,28079004,24_3_25,0.3
CO,28079004,24_3_26,0.3
CO,28079004,24_3_27,0.3
CO,28079004,24_3_28,0.3
CO,28079004,24_3_29,0.3
CO,28079004,24_3_30,0.3
CO,28079004,24_3_31,0.3
CO,28079004,24_4_1,0.3
CO,28079004,24_4_2,0.4
CO,28079004,24_4_3,0.3
CO,28079004,24_4_4,0.4
CO,28079004,24_4_5,0.4
CO,28079004,24_4_6,0.4
CO,28079004,24_4_7,0.3
CO,28079004,24_4_8,0.3
CO,28079004,24_4_9,0.3
CO,28079004,24_4_10,0.3
CO,28079004,24_4_11,0.4
CO,28079004,24_4_12,0.4
CO,28079004,24_4_13,0.4
CO,28079004,24_4_14,0.4
CO,28079004,24_4_15,0.4
CO,28079004,24_4_16,0.4
CO,28079004,24_4_17,0.3
CO,28079004,24_4_18,0.3
CO,28079004,24_4_19,0.3
CO,28079004,24_4_20,0.3
CO,28079004,24_4_21,0.3
CO,28079004,24_4_22,0.3
CO,28079004,24_4_23,0.3
CO,28079004,24_4_24,0.3
CO,28079004,24_4_25,0.4
CO,28079004,24_4_26,0.3
CO,28079004,24_4_27,0.3
CO,28079004,24_4_28,0.3
CO,28079004,24_4_29,0.3
CO,28079004,24_4_30,0.3
CO,28079004,24_5_1,0.3
CO,28079004,24_5_2,0.3
CO,28079004,24_5_3,0.3
CO,28079004,24_5_4,0.3
CO,28079004,24_5_5,0.3
CO,28079004,24_5_6,0.3
CO,28079004,24_5_7,0.3
CO,28079004,24_5_8,0.3
CO,28079004,24_5_9,0.4
CO,28079004,24_5_10,0.4
CO,28079004,24_5_11,0.3
CO,28079004,24_5_12,0.3
CO,28079004,24_5_13,0.3
CO,28079004,24_5_14,0.3
CO,28079004,24_5_15,0.3
CO,28079004,24_5_16,0.3
CO,28079004,24_5_17,0.3
CO,28079004,24_5_18,0.3
CO,28079004,24_5_19,0.3
CO,28079004,24_5_20,0.3
CO,28079004,24_5_21,0.3
CO,28079004,24_5_22,0.3
CO,28079004,24_5_23,0.3
CO,28079004,24_5_24,0.3
CO,28079004,24_5_25,0.3
CO,28079004,24_5_26,0.3
CO,28079004,24_5_27,0.3
CO,28079004,24_5_28,0.3
CO,28079004,24_5_29,0.3
CO,28079004,24_5_30,0.3
CO,28079004,24_5_31,0.2
CO,28079004,24_6_1,0.2
CO,28079004,24_6_2,0.2
CO,28079004,24_6_3,0.2
CO,28079004,24_6_4,0.2
CO,28079004,24_6_5,0.2
CO,28079004,24_6_6,0.3
CO,28079004,24_6_7,0.2
CO,28079004,24_6_8,0.2
CO,28079004,24_6_9,0.2
CO,28079004,24_6_10,0.2
CO,28079004,24_6_11,0.2
CO,28079004,24_6_12,0.2
CO,28079004,24_6_13,0.2
CO,28079004,24_6_14,0.2
CO,28079004,24_6_15,0.2
CO,28079004,24_6_16,0.2
CO,28079004,24_6_17,0.2
CO,28079004,24_6_18,0.2
CO,28079004,24_6_19,0.2
CO,28079004,24_6_20,0.2
CO,28079004,24_6_21,0.2
CO,28079004,24_6_22,0.2
CO,28079004,24_6_23,0.2
CO,28079004,24_6_24,0.2
CO,28079004,24_6_25,0.2
CO,28079004,24_6_26,0.2
CO,28079004,24_6_27,0.2
CO,28079004,24_6_28,0.2
CO,28079004,24_6_29,0.2
CO,28079004,24_6_30,0.2
CO,28079004,24_7_1,0.2
CO,28079004,24_7_2,0.2
CO,28079004,24_7_3,0.2
CO,28079004,24_7_4,0.3
CO,28079004,24_7_5,0.2
CO,28079004,24_7_6,0.2
CO,28079004,24_7_7,0.2
CO,28079004,24_7_9,0.2
CO,28079004,24_7_10,0.2
CO,28079004,24_7_11,0.2
CO,28079004,24_7_12,0.2
CO,28079004,24_7_13,0.2
CO,28079004,24_7_14,0.2
CO,28079004,24_7_15,0.1
CO,28079004,24_7_16,0.2
CO,28079004,24_7_17,0.3
CO,28079004,24_7_18,0.3
CO,28079004,24_7_19,0.3
CO,28079004,24_7_20,0.2
CO,28079004,24_7_21,0.2
CO,28079004,24_7_22,0.2
CO,28079004,24_7_23,0.2
CO,28079004,24_7_24,0.2
CO,28079004,24_7_25,0.2
CO,28079004,24_7_26,0.2
CO,28079004,24_7_27,0.2
CO,28079004,24_7_28,0.2
CO,28079004,24_7_29,0.2
CO,28079004,24_7_30,0.2
CO,28079004,24_7_31,0.2
CO,28079004,24_8_1,0.3
CO,28079004,24_8_2,0.2
CO,28079004,24_8_3,0.2
CO,28079004,24_8_4,0.2
CO,28079004,24_8_5,0.2
CO,28079004,24_8_6,0.3
CO,28079004,24_8_7,0.3
CO,28079004,24_8_8,0.3
CO,28079004,24_8_9,0.2
CO,28079004,24_8_10,0.2
CO,28079004,24_8_11,0.2
CO,28079004,24_8_12,0.2
CO,28079004,24_8_13,0.2
CO,28079004,24_8_14,0.2
CO,28079004,24_8_15,0.2
CO,28079004,24_8_16,0.2
CO,28079004,24_8_17,0.2
CO,28079004,24_8_18,0.2
CO,28079004,24_8_19,0.3
CO,28079004,24_8_20,0.3
CO,28079004,24_8_21,0.3
CO,28079004,24_8_22,0.2
CO,28079004,24_8_23,0.2
CO,28079004,24_8_24,0.2
CO,28079004,24_8_25,0.2
CO,28079004,24_8_26,0.2
CO,28079004,24_8_27,0.2
CO,28079004,24_8_28,0.3
CO,28079004,24_8_29,0.3
CO,28079004,24_8_30,0.2
CO,28079004,24_8_31,0.2
NO,28079004,24_1_1,12
NO,28079004,24_1_2,39
NO,28079004,24_1_3,7
NO,28079004,24_1_4,11
NO,28079004,24_1_5,4
NO,28079004,24_1_6,3
NO,28079004,24_1_7,11
NO,28079004,24_1_8,37
NO,28079004,24_1_9,11
NO,28079004,24_1_10,12
NO,28079004,24_1_11,20
NO,28079004,24_1_12,17
NO,28079004,24_1_13,34
NO,28079004,24_1_14,26
NO,28079004,24_1_15,7
NO,28079004,24_1_16,3
NO,28079004,24_1_17,2
NO,28079004,24_1_18,2
NO,28079004,24_1_19,16
NO,28079004,24_1_20,8
NO,28079004,24_1_21,14
NO,28079004,24_1_22,46
NO,28079004,24_1_23,61
NO,28079004,24_1_24,87
NO,28079004,24_1_25,97
NO,28079004,24_1_26,93
NO,28079004,24_1_27,50
NO,28079004,24_1_28,34
NO,28079004,24_1_29,42
NO,28079004,24_1_30,56
NO,28079004,24_1_31,62
NO,28079004,24_2_1,59
NO,28079004,24_2_2,36
NO,28079004,24_2_3,25
NO,28079004,24_2_4,25
NO,28079004,24_2_5,58
NO,28079004,24_2_6,36
NO,28079004,24_2_7,4
NO,28079004,24_2_8,6
NO,28079004,24_2_9,3
NO,28079004,24_2_10,2
NO,28079004,24_2_11,2
NO,28079004,24_2_12,3
NO,28079004,24_2_13,17
NO,28079004,24_2_14,28
NO,28079004,24_2_15,20
NO,28079004,24_2_16,8
NO,28079004,24_2_17,20
NO,28079004,24_2_18,20
NO,28079004,24_2_19,29
NO,28079004,24_2_20,32
NO,28079004,24_2_21,23
NO,28079004,24_2_22,4
NO,28079004,24_2_23,5
NO,28079004,24_2_24,6
NO,28079004,24_2_25,3
NO,28079004,24_2_26,4
NO,28079004,24_2_27,5
NO,28079004,24_2_28,10
NO,28079004,24_2_29,21
NO,28079004,24_3_1,3
NO,28079004,24_3_2,1
NO,28079004,24_3_3,2
NO,28079004,24_3_4,2
NO,28079004,24_3_5,4
NO,28079004,24_3_6,13
NO,28079004,24_3_7,8
NO,28079004,24_3_8,3
NO,28079004,24_3_9,2
NO,28079004,24_3_10,2
NO,28079004,24_3_11,5
NO,28079004,24_3_12,23
NO,28079004,24_3_13,26
NO,28079004,24_3_14,20
NO,28079004,24_3_15,20
NO,28079004,24_3_16,25
NO,28079004,24_3_17,18
NO,28079004,24_3_18,29
NO,28079004,24_3_19,26
NO,28079004,24_3_20,16
NO,28079004,24_3_22,16
NO,28079004,24_3_23,11
NO,28079004,24_3_24,3
NO,28079004,24_3_25,3
NO,28079004,24_3_26,2
NO,28079004,24_3_27,2
NO,28079004,24_3_28,1
NO,28079004,24_3_29,2
NO,28079004,24_3_30,2
NO,28079004,24_3_31,2
NO,28079004,24_4_1,3
NO,28079004,24_4_2,13
NO,28079004,24_4_3,2
NO,28079004,24_4_4,18
NO,28079004,24_4_5,19
NO,28079004,24_4_6,9
NO,28079004,24_4_7,7
NO,28079004,24_4_8,3
NO,28079004,24_4_9,4
NO,28079004,24_4_10,10
NO,28079004,24_4_11,16
NO,28079004,24_4_12,12
NO,28079004,24_4_13,8
NO,28079004,24_4_14,5
NO,28079004,24_4_15,18
NO,28079004,24_4_16,10
NO,28079004,24_4_17,2
NO,28079004,24_4_18,3
NO,28079004,24_4_19,4
NO,28079004,24_4_20,5
NO,28079004,24_4_21,2
NO,28079004,24_4_22,3
NO,28079004,24_4_23,4
NO,28079004,24_4_24,4
NO,28079004,24_4_25,12
NO,28079004,24_4_26,4
NO,28079004,24_4_27,3
NO,28079004,24_4_28,6
NO,28079004,24_4_29,4
NO,28079004,24_4_30,5
NO,28079004,24_5_1,2
NO,28079004,24_5_2,2
NO,28079004,24_5_3,2
NO,28079004,24_5_4,2
NO,28079004,24_5_5,2
NO,28079004,24_5_6,3
NO,28079004,24_5_7,7
NO,28079004,24_5_8,7
NO,28079004,24_5_9,15
NO,28079004,24_5_10,10
NO,28079004,24_5_11,2
NO,28079004,24_5_12,4
NO,28079004,24_5_13,8
NO,28079004,24_5_14,3
NO,28079004,24_5_15,3
NO,28079004,24_5_16,3
NO,28079004,24_5_17,3
NO,28079004,24_5_18,3
NO,28079004,24_5_19,2
NO,28079004,24_5_20,7
NO,28079004,24_5_21,2
NO,28079004,24_5_22,3
NO,28079004,24_5_23,5
NO,28079004,24_5_24,4
NO,28079004,24_5_25,6
NO,28079004,24_5_26,4
NO,28079004,24_5_27,6
NO,28079004,24_5_28,4
NO,28079004,24_5_29,5
NO,28079004,24_5_30,5
NO,28079004,24_5_31,3
NO,28079004,24_6_1,2
NO,28079004,24_6_2,3
NO,28079004,24_6_3,3
NO,28079004,24_6_4,4
NO,28079004,24_6_5,5
NO,28079004,24_6_6,5
NO,28079004,24_6_7,3
NO,28079004,24_6_8,5
NO,28079004,24_6_9,2
NO,28079004,24_6_10,3
NO,28079004,24_6_11,2
NO,28079004,24_6_12,3
NO,28079004,24_6_13,3
NO,28079004,24_6_14,7
NO,28079004,24_6_15,3
NO,28079004,24_6_16,2
NO,28079004,24_6_17,5
NO,28079004,24_6_18,5
NO,28079004,24_6_19,5
NO,28079004,24_6_20,5
NO,28079004,24_6_21,7
NO,28079004,24_6_22,5
NO,28079004,24_6_23,2
NO,28079004,24_6_24,3
NO,28079004,24_6_25,3
NO,28079004,24_6_26,2
NO,28079004,24_6_27,4
NO,28079004,24_6_28,2
NO,28079004,24_6_29,2
NO,28079004,24_6_30,2
NO,28079004,24_7_1,4
NO,28079004,24_7_2,4
NO,28079004,24_7_3,6
NO,28079004,24_7_4,8
NO,28079004,24_7_5,5
NO,28079004,24_7_6,7
NO,28079004,24_7_7,3
NO,28079004,24_7_8,9
NO,28079004,24_7_9,4
NO,28079004,24_7_10,3
NO,28079004,24_7_11,4
NO,28079004,24_7_12,3
NO,28079004,24_7_13,2
NO,28079004,24_7_14,1
NO,28079004,24_7_15,2
NO,28079004,24_7_16,7
NO,28079004,24_7_17,9
NO,28079004,24_7_18,7
NO,28079004,24_7_19,14
NO,28079004,24_7_20,7
NO,28079004,24_7_21,1
NO,28079004,24_7_22,5
NO,28079004,24_7_23,5
NO,28079004,24_7_24,5
NO,28079004,24_7_25,2
NO,28079004,24_7_26,2
NO,28079004,24_7_27,3
NO,28079004,24_7_28,1
NO,28079004,24_7_29,2
NO,28079004,24_7_30,2
NO,28079004,24_7_31,6
NO,28079004,24_8_1,5
NO,28079004,24_8_2,4
NO,28079004,24_8_3,1
NO,28079004,24_8_4,1
NO,28079004,24_8_5,2
NO,28079004,24_8_6,7
NO,28079004,24_8_7,6
NO,28079004,24_8_8,8
NO,28079004,24_8_9,3
NO,28079004,24_8_10,2
NO,28079004,24_8_11,2
NO,28079004,24_8_12,2
NO,28079004,24_8_13,2
NO,28079004,24_8_14,2
NO,28079004,24_8_15,1
NO,28079004,24_8_16,2
NO,28079004,24_8_17,2
NO,28079004,24_8_18,2
NO,28079004,24_8_19,2
NO,28079004,24_8_20,2
NO,28079004,24_8_21,1
NO,28079004,24_8_22,2
NO,28079004,24_8_23,4
NO,28079004,24_8_24,1
NO,28079004,24_8_25,1
NO,28079004,24_8_26,1
NO,28079004,24_8_27,2
NO,28079004,24_8_28,5
NO,28079004,24_8_29,2
NO,28079004,24_8_30,2
NO,28079004,24_8_31,2
NO2,28079004,24_1_1,33
NO2,28079004,24_1_2,46
NO2,28079004,24_1_3,29
NO2,28079004,24_1_4,35
NO2,28079004,24_1_5,19
NO2,28079004,24_1_6,16
NO2,28079004,24_1_7,28
NO2,28079004,24_1_8,47
NO2,28079004,24_1_9,42
NO2,28079004,24_1_10,30
NO2,28079004,24_1_11,25
NO2,28079004,24_1_12,38
NO2,28079004,24_1_13,44
NO2,28079004,24_1_14,41
NO2,28079004,24_1_15,22
NO2,28079004,24_1_16,22
NO2,28079004,24_1_17,14
NO2,28079004,24_1_18,16
NO2,28079004,24_1_19,20
NO2,28079004,24_1_20,21
NO2,28079004,24_1_21,35
NO2,28079004,24_1_22,39
NO2,28079004,24_1_23,41
NO2,28079004,24_1_24,47
NO2,28079004,24_1_25,48
NO2,28079004,24_1_26,47
NO2,28079004,24_1_27,37
NO2,28079004,24_1_28,34
NO2,28079004,24_1_29,38
NO2,28079004,24_1_30,45
NO2,28079004,24_1_31,39
NO2,28079004,24_2_1,41
NO2,28079004,24_2_2,33
NO2,28079004,24_2_3,34
NO2,28079004,24_2_4,36
NO2,28079004,24_2_5,55
NO2,28079004,24_2_6,37
NO2,28079004,24_2_7,23
NO2,28079004,24_2_8,27
NO2,28079004,24_2_9,22
NO2,28079004,24_2_10,10
NO2,28079004,24_2_11,12
NO2,28079004,24_2_12,14
NO2,28079004,24_2_13,31
NO2,28079004,24_2_14,32
NO2,28079004,24_2_15,34
NO2,28079004,24_2_16,31
NO2,28079004,24_2_17,36
NO2,28079004,24_2_18,36
NO2,28079004,24_2_19,33
NO2,28079004,24_2_20,43
NO2,28079004,24_2_21,38
NO2,28079004,24_2_22,15
NO2,28079004,24_2_23,18
NO2,28079004,24_2_24,21
NO2,28079004,24_2_25,10
NO2,28079004,24_2_26,17
NO2,28079004,24_2_27,21
NO2,28079004,24_2_28,35
NO2,28079004,24_2_29,29
NO2,28079004,24_3_1,14
NO2,28079004,24_3_2,12
NO2,28079004,24_3_3,10
NO2,28079004,24_3_4,12
NO2,28079004,24_3_5,22
NO2,28079004,24_3_6,37
NO2,28079004,24_3_7,36
NO2,28079004,24_3_8,16
NO2,28079004,24_3_9,12
NO2,28079004,24_3_10,10
NO2,28079004,24_3_11,21
NO2,28079004,24_3_12,44
NO2,28079004,24_3_13,41
NO2,28079004,24_3_14,30
NO2,28079004,24_3_15,32
NO2,28079004,24_3_16,30
NO2,28079004,24_3_17,30
NO2,28079004,24_3_18,41
NO2,28079004,24_3_19,41
NO2,28079004,24_3_20,30
NO2,28079004,24_3_22,38
NO2,28079004,24_3_23,30
NO2,28079004,24_3_24,18
NO2,28079004,24_3_25,19
NO2,28079004,24_3_26,11
NO2,28079004,24_3_27,10
NO2,28079004,24_3_28,8
NO2,28079004,24_3_29,12
NO2,28079004,24_3_30,15
NO2,28079004,24_3_31,12
NO2,28079004,24_4_1,15
NO2,28079004,24_4_2,25
NO2,28079004,24_4_3,18
NO2,28079004,24_4_4,34
NO2,28079004,24_4_5,35
NO2,28079004,24_4_6,43
NO2,28079004,24_4_7,27
NO2,28079004,24_4_8,14
NO2,28079004,24_4_9,18
NO2,28079004,24_4_10,26
NO2,28079004,24_4_11,25
NO2,28079004,24_4_12,35
NO2,28079004,24_4_13,37
NO2,28079004,24_4_14,30
NO2,28079004,24_4_15,38
NO2,28079004,24_4_16,27
NO2,28079004,24_4_17,15
NO2,28079004,24_4_18,16
NO2,28079004,24_4_19,23
NO2,28079004,24_4_20,22
NO2,28079004,24_4_21,13
NO2,28079004,24_4_22,12
NO2,28079004,24_4_23,17
NO2,28079004,24_4_24,18
NO2,28079004,24_4_25,35
NO2,28079004,24_4_26,22
NO2,28079004,24_4_27,11
NO2,28079004,24_4_28,17
NO2,28079004,24_4_29,21
NO2,28079004,24_4_30,17
NO2,28079004,24_5_1,8
NO2,28079004,24_5_2,9
NO2,28079004,24_5_3,12
NO2,28079004,24_5_4,13
NO2,28079004,24_5_5,11
NO2,28079004,24_5_6,17
NO2,28079004,24_5_7,21
NO2,28079004,24_5_8,24
NO2,28079004,24_5_9,41
NO2,28079004,24_5_10,37
NO2,28079004,24_5_11,18
NO2,28079004,24_5_12,26
NO2,28079004,24_5_13,25
NO2,28079004,24_5_14,13
NO2,28079004,24_5_15,10
NO2,28079004,24_5_16,13
NO2,28079004,24_5_17,12
NO2,28079004,24_5_18,14
NO2,28079004,24_5_19,15
NO2,28079004,24_5_20,20
NO2,28079004,24_5_21,17
NO2,28079004,24_5_22,16
NO2,28079004,24_5_23,25
NO2,28079004,24_5_24,19
