id_free_place,latitude,longitude,complete_address,postal_code,country,community of spain,province,address,city,district,madrid_district_URI_from_wikidata
FreePlace284,-3.6824216,40.4766966,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace285,-3.682305,40.47623,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace286,-3.6823499,40.4767683,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace287,-3.6779316,40.4516233,"'28002,ES,Madrid,Madrid,Avenida de Concha espina 69,Madrid'",28002,ES,Madrid,Madrid,Avenida de Concha espina 69,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace288,-3.6801916,40.4164433,"'28009,ES,Madrid,Madrid,Paseo de Fernán núñez ,Madrid'",28009,ES,Madrid,Madrid,Paseo de Fernán núñez,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace289,-3.72121,40.3924016,"'28019,ES,Madrid,Madrid,Calle de los Hermanos del moral 28,Madrid'",28019,ES,Madrid,Madrid,Calle de los Hermanos del moral 28,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace290,-3.7348583,40.416475,"'28011,ES,Madrid,Madrid,Ronda del Lago 2,Madrid'",28011,ES,Madrid,Madrid,Ronda del Lago 2,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace291,-3.658555,40.4931766,"'28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 41,Madrid'",28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 41,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace292,-3.6958433,40.4161616,"'28014,ES,Madrid,Madrid,Calle del Marqués de cubas 18,Madrid'",28014,ES,Madrid,Madrid,Calle del Marqués de cubas 18,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace293,-3.6651399,40.4260083,"'28028,ES,Madrid,Madrid,Paseo del Marqués de zafra 26,Madrid'",28028,ES,Madrid,Madrid,Paseo del Marqués de zafra 26,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace294,-3.6822733,40.4766166,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace295,-3.6486183,40.4329816,"'28027,ES,Madrid,Madrid,Calle de Alcalá 335,Madrid'",28027,ES,Madrid,Madrid,Calle de Alcalá 335,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace296,-3.66944,40.4156983,"'28007,ES,Madrid,Madrid,Calle del Doctor esquerdo 101,Madrid'",28007,ES,Madrid,Madrid,Calle del Doctor esquerdo 101,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace297,-3.7037283,40.4097933,"'28012,ES,Madrid,Madrid,Plaza Nelson mandela ,Madrid'",28012,ES,Madrid,Madrid,Plaza Nelson mandela,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace298,-3.65908,40.4913683,"'28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 3,Madrid'",28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 3,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace299,-3.663865,40.4305966,"'28028,ES,Madrid,Madrid,Calle de Alcalá 200B,Madrid'",28028,ES,Madrid,Madrid,Calle de Alcalá 200B,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace300,-3.7114833,40.4114466,"'28005,ES,Madrid,Madrid,Plaza de Puerta de moros 6,Madrid'",28005,ES,Madrid,Madrid,Plaza de Puerta de moros 6,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace301,-3.7116366,40.4193933,"'28013,ES,Madrid,Madrid,Calle de Pavia 6,Madrid'",28013,ES,Madrid,Madrid,Calle de Pavia 6,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace302,-3.6922033,40.4352616,"'28010,ES,Madrid,Madrid,Paseo del General martínez campos 42B,Madrid'",28010,ES,Madrid,Madrid,Paseo del General martínez campos 42B,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace303,-3.7163983,40.3981066,"'28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 8,Madrid'",28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 8,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace304,-3.6742616,40.4258266,"'28006,ES,Madrid,Madrid,Calle de Hermosilla 101,Madrid'",28006,ES,Madrid,Madrid,Calle de Hermosilla 101,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace305,-3.6628716,40.4394733,"'28028,ES,Madrid,Madrid,Avenida de Bruselas 56,Madrid'",28028,ES,Madrid,Madrid,Avenida de Bruselas 56,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace306,-3.664445,40.4034799,"'28038,ES,Madrid,Madrid,Calle de las Moreras 14,Madrid'",28038,ES,Madrid,Madrid,Calle de las Moreras 14,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace307,-3.7040333,40.47838,"'28029,ES,Madrid,Madrid,Calle de Ginzo de limia 35,Madrid'",28029,ES,Madrid,Madrid,Calle de Ginzo de limia 35,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace308,-3.7371649,40.4029316,"'28047,ES,Madrid,Madrid,Calle de Riocabado 1,Madrid'",28047,ES,Madrid,Madrid,Calle de Riocabado 1,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace309,-3.733755,40.4288633,"'28008,ES,Madrid,Madrid,Paseo del Comandante fortea 66,Madrid'",28008,ES,Madrid,Madrid,Paseo del Comandante fortea 66,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace310,-3.7288333,40.4089983,"'28011,ES,Madrid,Madrid,Calle de Caramuel 51,Madrid'",28011,ES,Madrid,Madrid,Calle de Caramuel 51,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace311,-3.719845,40.4347583,"'28008,ES,Madrid,Madrid,Paseo de Moret 1A,Madrid'",28008,ES,Madrid,Madrid,Paseo de Moret 1A,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace312,-3.6993866,40.4208583,"'28004,ES,Madrid,Madrid,Plaza de Pedro zerolo 14,Madrid'",28004,ES,Madrid,Madrid,Plaza de Pedro zerolo 14,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace313,-3.7165483,40.3981566,"'28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 9,Madrid'",28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 9,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace314,-3.70657,40.397435,"'28005,ES,Madrid,Madrid,Paseo Yeserías 45,Madrid'",28005,ES,Madrid,Madrid,Paseo Yeserías 45,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace315,-3.663745,40.4877216,"'28050,ES,Madrid,Madrid,Avenida de Manoteras 46B,Madrid'",28050,ES,Madrid,Madrid,Avenida de Manoteras 46B,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace316,-3.693615,40.4112733,"'28014,ES,Madrid,Madrid,Calle de la Alameda 16,Madrid'",28014,ES,Madrid,Madrid,Calle de la Alameda 16,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace317,-3.7004616,40.4267299,"'28004,ES,Madrid,Madrid,Calle de Churruca 1,Madrid'",28004,ES,Madrid,Madrid,Calle de Churruca 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace318,-3.6932133,40.41842,"'28014,ES,Madrid,Madrid,Paseo del Prado 1,Madrid'",28014,ES,Madrid,Madrid,Paseo del Prado 1,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace319,-3.66966,40.4155783,"'28007,ES,Madrid,Madrid,Calle del Doctor esquerdo 101,Madrid'",28007,ES,Madrid,Madrid,Calle del Doctor esquerdo 101,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace320,-3.6739183,40.4682666,"'28016,ES,Madrid,Madrid,Avenida de Pío xii 77,Madrid'",28016,ES,Madrid,Madrid,Avenida de Pío xii 77,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace321,-3.7333466,40.4332016,"'28008,ES,Madrid,Madrid,Avenida de Valladolid 83,Madrid'",28008,ES,Madrid,Madrid,Avenida de Valladolid 83,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace322,-3.6690883,40.4051833,"'28007,ES,Madrid,Madrid,Calle de Carlos y guillermo fernández shaw 1F,Madrid'",28007,ES,Madrid,Madrid,Calle de Carlos y guillermo fernández shaw 1F,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace323,-3.698985,40.4419116,"'28003,ES,Madrid,Madrid,Calle de Ríos rosas 30,Madrid'",28003,ES,Madrid,Madrid,Calle de Ríos rosas 30,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace324,-3.7009216,40.4573716,"'28020,ES,Madrid,Madrid,Calle de San germán 74,Madrid'",28020,ES,Madrid,Madrid,Calle de San germán 74,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace325,-3.7035133,40.445915,"'28003,ES,Madrid,Madrid,Calle de Santa engracia 179,Madrid'",28003,ES,Madrid,Madrid,Calle de Santa engracia 179,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace326,-3.6863066,40.49939,"'28034,ES,Madrid,Madrid,Calle de Nuestra señora de valverde 148,Madrid'",28034,ES,Madrid,Madrid,Calle de Nuestra señora de valverde 148,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace327,-3.7002283,40.3887216,"'28026,ES,Madrid,Madrid,Calle de Antonio lópez 168,Madrid'",28026,ES,Madrid,Madrid,Calle de Antonio lópez 168,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace328,-3.6451616,40.4084166,"'28030,ES,Madrid,Madrid,Avenida de Moratalaz 166,Madrid'",28030,ES,Madrid,Madrid,Avenida de Moratalaz 166,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace329,-3.742195,40.39063,"'28025,ES,Madrid,Madrid,Calle de la Laguna 95,Madrid'",28025,ES,Madrid,Madrid,Calle de la Laguna 95,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace330,-3.725425,40.405475,"'28011,ES,Madrid,Madrid,Jardín El capricho ,Madrid'",28011,ES,Madrid,Madrid,Jardín El capricho,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace331,-3.6655999,40.4643783,"'28033,ES,Madrid,Madrid,Calle de Arturo soria 243B,Madrid'",28033,ES,Madrid,Madrid,Calle de Arturo soria 243B,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace332,-3.7299133,40.4036266,"'28047,ES,Madrid,Madrid,Calle Cjal. francisco josé jiménez martín 2,Madrid'",28047,ES,Madrid,Madrid,Calle Cjal. francisco josé jiménez martín 2,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace333,-3.688775,40.43562,"'28046,ES,Madrid,Madrid,Glorieta de Emilio castelar ,Madrid'",28046,ES,Madrid,Madrid,Glorieta de Emilio castelar,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace334,-3.6062966,40.4352516,"'28022,ES,Madrid,Madrid,Plaza de Grecia 1,Madrid'",28022,ES,Madrid,Madrid,Plaza de Grecia 1,Madrid,San Blas-Canillejas,https://wikidata.org/entity/Q2001937
FreePlace335,-3.6909183,40.3889816,"'28045,ES,Madrid,Madrid,Calle del Sodio 1,Madrid'",28045,ES,Madrid,Madrid,Calle del Sodio 1,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace336,-3.70333,40.465645,"'28039,ES,Madrid,Madrid,Calle de los Voluntarios catalanes 64B,Madrid'",28039,ES,Madrid,Madrid,Calle de los Voluntarios catalanes 64B,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace337,-3.7021566,40.40545,"'28012,ES,Madrid,Madrid,Glorieta de Embajadores 1,Madrid'",28012,ES,Madrid,Madrid,Glorieta de Embajadores 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace338,-3.6977716,40.396205,"'28045,ES,Madrid,Madrid,Calle del Divino vallés 28,Madrid'",28045,ES,Madrid,Madrid,Calle del Divino vallés 28,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace339,-3.6667616,40.41205,"'28007,ES,Madrid,Madrid,Pasaje Can mayor 4,Madrid'",28007,ES,Madrid,Madrid,Pasaje Can mayor 4,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace340,-3.6378233,40.4086716,"'28030,ES,Madrid,Madrid,Calle de Molina de segura 2,Madrid'",28030,ES,Madrid,Madrid,Calle de Molina de segura 2,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace341,-3.5411383,40.436305,"'28821,ES,Madrid,Madrid, M-21 ,Madrid'",28821,ES,Madrid,Madrid,M-21,Madrid,,
FreePlace342,-3.6696383,40.3987333,"'28007,ES,Madrid,Madrid,Calle de Arregui y aruej 2,Madrid'",28007,ES,Madrid,Madrid,Calle de Arregui y aruej 2,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace343,-3.674105,40.400785,"'28007,ES,Madrid,Madrid,Avenida de la Ciudad de barcelona 81B,Madrid'",28007,ES,Madrid,Madrid,Avenida de la Ciudad de barcelona 81B,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace344,-3.6950566,40.4243366,"'28004,ES,Madrid,Madrid,Calle de Fernando vi 14,Madrid'",28004,ES,Madrid,Madrid,Calle de Fernando vi 14,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace345,-3.6579566,40.4074033,"'28030,ES,Madrid,Madrid,Plaza del Corregidor alonso de aguilar 5,Madrid'",28030,ES,Madrid,Madrid,Plaza del Corregidor alonso de aguilar 5,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace346,-3.7176883,40.3900816,"'28019,ES,Madrid,Madrid,Calle Antoñita jiménez 21,Madrid'",28019,ES,Madrid,Madrid,Calle Antoñita jiménez 21,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace347,-3.6946866,40.4238016,"'28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace348,-3.6945033,40.4243133,"'28004,ES,Madrid,Madrid,Plaza de Salesas 2,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 2,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace349,-3.694505,40.4243199,"'28004,ES,Madrid,Madrid,Plaza de Salesas 2,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 2,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace350,-3.6893649,40.461715,"'28046,ES,Madrid,Madrid,Paseo de la Castellana 194,Madrid'",28046,ES,Madrid,Madrid,Paseo de la Castellana 194,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace351,-3.5949833,40.4529866,"'28042,ES,Madrid,Madrid, V.c. vía verde de la gasolina ,Madrid'",28042,ES,Madrid,Madrid,V.c. vía verde de la gasolina,Madrid,Barajas,https://wikidata.org/entity/Q807230
FreePlace352,-3.5950016,40.45295,"'28042,ES,Madrid,Madrid, V.c. vía verde de la gasolina ,Madrid'",28042,ES,Madrid,Madrid,V.c. vía verde de la gasolina,Madrid,Barajas,https://wikidata.org/entity/Q807230
FreePlace353,-3.6485633,40.4327249,"'28017,ES,Madrid,Madrid,Calle de José maría pereda 1,Madrid'",28017,ES,Madrid,Madrid,Calle de José maría pereda 1,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace354,-3.6807433,40.4225333,"'28009,ES,Madrid,Madrid,Calle de Alcalá 119,Madrid'",28009,ES,Madrid,Madrid,Calle de Alcalá 119,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace355,-3.685215,40.4794866,"'28046,ES,Madrid,Madrid,Paseo de la Castellana 298,Madrid'",28046,ES,Madrid,Madrid,Paseo de la Castellana 298,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace356,-3.7044733,40.4081533,"'28012,ES,Madrid,Madrid,Calle de Embajadores 52,Madrid'",28012,ES,Madrid,Madrid,Calle de Embajadores 52,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace357,-3.6993599,40.4362016,"'28010,ES,Madrid,Madrid,Calle de Santa engracia 89,Madrid'",28010,ES,Madrid,Madrid,Calle de Santa engracia 89,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace358,-3.6885866,40.4214883,"'28001,ES,Madrid,Madrid,Calle de Serrano 5,Madrid'",28001,ES,Madrid,Madrid,Calle de Serrano 5,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace359,-3.672305,40.4214766,"'28009,ES,Madrid,Madrid, Tunel de o'donnell 53,Madrid'",28009,ES,Madrid,Madrid,Tunel de odonnell 53,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace360,-3.721805,40.3932366,"'28019,ES,Madrid,Madrid,Calle de Mercedes arteaga 15,Madrid'",28019,ES,Madrid,Madrid,Calle de Mercedes arteaga 15,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace361,-3.7195066,40.4090099,"'28005,ES,Madrid,Madrid,Calle de Juan duque 47,Madrid'",28005,ES,Madrid,Madrid,Calle de Juan duque 47,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace362,-3.65133,40.4260266,"'28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 50,Madrid'",28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 50,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace363,-3.6705833,40.4823683,"'28033,ES,Madrid,Madrid,Calle de Caleruega 67,Madrid'",28033,ES,Madrid,Madrid,Calle de Caleruega 67,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace364,-3.7059816,40.428415,"'28015,ES,Madrid,Madrid,Calle de San bernardo 82,Madrid'",28015,ES,Madrid,Madrid,Calle de San bernardo 82,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace365,-3.6743366,40.4008033,"'28007,ES,Madrid,Madrid,Calle del Cerro de la plata 1,Madrid'",28007,ES,Madrid,Madrid,Calle del Cerro de la plata 1,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace366,-3.6928116,40.44155,"'28003,ES,Madrid,Madrid,Plaza de San juan de la cruz 11,Madrid'",28003,ES,Madrid,Madrid,Plaza de San juan de la cruz 11,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace367,-3.6802666,40.4048933,"'28007,ES,Madrid,Madrid,Avenida de Menéndez pelayo 38,Madrid'",28007,ES,Madrid,Madrid,Avenida de Menéndez pelayo 38,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace368,-3.693795,40.4521949,"'28020,ES,Madrid,Madrid,Avenida de la Vaguada ,Madrid'",28020,ES,Madrid,Madrid,Avenida de la Vaguada,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace369,-3.7058983,40.4056766,"'28005,ES,Madrid,Madrid,Ronda de Toledo 20H,Madrid'",28005,ES,Madrid,Madrid,Ronda de Toledo 20H,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace370,-3.7060566,40.428295,"'28015,ES,Madrid,Madrid,Calle de San bernardo 80,Madrid'",28015,ES,Madrid,Madrid,Calle de San bernardo 80,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace371,-3.641605,40.391655,"'28038,ES,Madrid,Madrid,Calle de los Andaluces 2,Madrid'",28038,ES,Madrid,Madrid,Calle de los Andaluces 2,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace372,-3.6987483,40.3862216,"'28026,ES,Madrid,Madrid,Avenida de Córdoba 9A,Madrid'",28026,ES,Madrid,Madrid,Avenida de Córdoba 9A,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace373,-3.6730733,40.41805,"'28009,ES,Madrid,Madrid,Calle de Ibiza 46,Madrid'",28009,ES,Madrid,Madrid,Calle de Ibiza 46,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace374,-3.7248066,40.4143066,"'28011,ES,Madrid,Madrid,Calle de Saavedra fajardo 10,Madrid'",28011,ES,Madrid,Madrid,Calle de Saavedra fajardo 10,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace375,-3.70605,40.4284516,"'28015,ES,Madrid,Madrid,Calle de San bernardo 82,Madrid'",28015,ES,Madrid,Madrid,Calle de San bernardo 82,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace376,-3.6290283,40.4805716,"'28055,ES,Madrid,Madrid,Glorieta de Luis cubillo ,Madrid'",28055,ES,Madrid,Madrid,Glorieta de Luis cubillo,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace377,-3.6977683,40.4252033,"'28004,ES,Madrid,Madrid,Calle de Hortaleza 104,Madrid'",28004,ES,Madrid,Madrid,Calle de Hortaleza 104,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace378,-3.7047816,40.4069016,"'28005,ES,Madrid,Madrid,Calle del Casino 8,Madrid'",28005,ES,Madrid,Madrid,Calle del Casino 8,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace379,-3.6977416,40.4251966,"'28004,ES,Madrid,Madrid,Calle de Hortaleza 104,Madrid'",28004,ES,Madrid,Madrid,Calle de Hortaleza 104,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace380,-3.6775766,40.3928966,"'28045,ES,Madrid,Madrid,Calle Titán 4,Madrid'",28045,ES,Madrid,Madrid,Calle Titán 4,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace381,-3.6945099,40.4239333,"'28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace382,-3.6977166,40.4509233,"'28020,ES,Madrid,Madrid,Calle de la Reina mercedes 18,Madrid'",28020,ES,Madrid,Madrid,Calle de la Reina mercedes 18,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace383,-3.6711233,40.4820766,"'28033,ES,Madrid,Madrid,Calle de Caleruega 63,Madrid'",28033,ES,Madrid,Madrid,Calle de Caleruega 63,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace384,-3.67041,40.4051366,"'28007,ES,Madrid,Madrid,Calle de Santa sabina 3,Madrid'",28007,ES,Madrid,Madrid,Calle de Santa sabina 3,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace385,-3.6876683,40.4268716,"'28001,ES,Madrid,Madrid,Calle de Serrano 44B,Madrid'",28001,ES,Madrid,Madrid,Calle de Serrano 44B,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace386,-3.6994349,40.4367666,"'28010,ES,Madrid,Madrid,Calle de Santa engracia 78,Madrid'",28010,ES,Madrid,Madrid,Calle de Santa engracia 78,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace387,-3.6701283,40.498655,"'28050,ES,Madrid,Madrid,Calle Quintanadueñas 12,Madrid'",28050,ES,Madrid,Madrid,Calle Quintanadueñas 12,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace388,-3.6788383,40.42608,"'28001,ES,Madrid,Madrid,Calle de Hermosilla 70,Madrid'",28001,ES,Madrid,Madrid,Calle de Hermosilla 70,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace389,-3.62463,40.43821,"'28037,ES,Madrid,Madrid,Calle Albasánz 64,Madrid'",28037,ES,Madrid,Madrid,Calle Albasánz 64,Madrid,San Blas-Canillejas,https://wikidata.org/entity/Q2001937
FreePlace390,-3.7304333,40.4282116,"'28008,ES,Madrid,Madrid,Calle de Aniceto marinas 98,Madrid'",28008,ES,Madrid,Madrid,Calle de Aniceto marinas 98,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace391,-3.7266566,40.4249849,"'28008,ES,Madrid,Madrid,Puente de la Reina victoria ,Madrid'",28008,ES,Madrid,Madrid,Puente de la Reina victoria,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace392,-3.6773616,40.449225,"'28002,ES,Madrid,Madrid,Calle del Príncipe de vergara 202,Madrid'",28002,ES,Madrid,Madrid,Calle del Príncipe de vergara 202,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace393,-3.6703816,40.4051283,"'28007,ES,Madrid,Madrid,Calle de Santa sabina 3,Madrid'",28007,ES,Madrid,Madrid,Calle de Santa sabina 3,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace394,-3.6913966,40.4330333,"'28010,ES,Madrid,Madrid,Glorieta Rubén darío 2,Madrid'",28010,ES,Madrid,Madrid,Glorieta Rubén darío 2,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace395,-3.7348183,40.4163933,"'28011,ES,Madrid,Madrid,Ronda del Lago 2,Madrid'",28011,ES,Madrid,Madrid,Ronda del Lago 2,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace396,-3.6633666,40.48771,"'28050,ES,Madrid,Madrid,Avenida de Manoteras 46D,Madrid'",28050,ES,Madrid,Madrid,Avenida de Manoteras 46D,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace397,-3.687515,40.4267833,"'28001,ES,Madrid,Madrid,Calle de Serrano 44,Madrid'",28001,ES,Madrid,Madrid,Calle de Serrano 44,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace398,-3.6953416,40.4277883,"'28004,ES,Madrid,Madrid,Plaza de Alonso martínez 5,Madrid'",28004,ES,Madrid,Madrid,Plaza de Alonso martínez 5,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace399,-3.6491916,40.4441566,"'28027,ES,Madrid,Madrid,Calle de Agastia 20,Madrid'",28027,ES,Madrid,Madrid,Calle de Agastia 20,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace400,-3.659095,40.490505,"'28050,ES,Madrid,Madrid,Avenida de Francisco pi y margall 72,Madrid'",28050,ES,Madrid,Madrid,Avenida de Francisco pi y margall 72,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace401,-3.71798,40.4372933,"'28015,ES,Madrid,Madrid,Calle de Isaac peral 22,Madrid'",28015,ES,Madrid,Madrid,Calle de Isaac peral 22,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace402,-3.698415,40.4608716,"'28020,ES,Madrid,Madrid,Calle de Bravo murillo 291,Madrid'",28020,ES,Madrid,Madrid,Calle de Bravo murillo 291,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace403,-3.6629816,40.4882583,"'28050,ES,Madrid,Madrid,Calle de Oña 63B,Madrid'",28050,ES,Madrid,Madrid,Calle de Oña 63B,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
