id_free_place,latitude,longitude,complete_address,postal_code,country,community of spain,province,address,city
FreePlace1,-3.6703816,40.4626466,"'28016,ES,Madrid,Madrid,Calle de Santa maría magdalena 16,Madrid'",28016,ES,Madrid,Madrid,Calle de Santa maría magdalena 16,Madrid
FreePlace2,-3.6698983,40.4822616,"'28033,ES,Madrid,Madrid,Calle de Caleruega 68,Madrid'",28033,ES,Madrid,Madrid,Calle de Caleruega 68,Madrid
FreePlace3,-3.682395,40.47662,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace4,0.0,0.0,"'28909,ES,Madrid,Madrid,Camino de los Salmedina ,Madrid'",28909,ES,Madrid,Madrid,Camino de los Salmedina ,Madrid
FreePlace5,-3.6822,40.4769666,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace6,-3.6823683,40.4768849,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace7,-3.6904133,40.4074666,"'28007,ES,Madrid,Madrid,Plaza del Embarcadero de atocha ,Madrid'",28007,ES,Madrid,Madrid,Plaza del Embarcadero de atocha ,Madrid
FreePlace8,-3.6958516,40.416165,"'28014,ES,Madrid,Madrid,Calle del Marqués de cubas 18,Madrid'",28014,ES,Madrid,Madrid,Calle del Marqués de cubas 18,Madrid
FreePlace9,-3.6880866,40.4247483,"'28001,ES,Madrid,Madrid,Calle de Serrano ,Madrid'",28001,ES,Madrid,Madrid,Calle de Serrano ,Madrid
FreePlace10,-3.6824833,40.4766716,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace11,-3.7042166,40.3921583,"'28026,ES,Madrid,Madrid,Calle de Antonio lópez 118,Madrid'",28026,ES,Madrid,Madrid,Calle de Antonio lópez 118,Madrid
FreePlace12,-3.682355,40.4766399,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace13,-3.6660449,40.492315,"'28050,ES,Madrid,Madrid,Calle de Ana de austria 4,Madrid'",28050,ES,Madrid,Madrid,Calle de Ana de austria 4,Madrid
FreePlace14,-3.6681799,40.4884966,"'28050,ES,Madrid,Madrid,Calle de Oña 7,Madrid'",28050,ES,Madrid,Madrid,Calle de Oña 7,Madrid
FreePlace15,-3.660185,40.4100833,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 12,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 12,Madrid
FreePlace16,-3.659145,40.4127333,"'28030,ES,Madrid,Madrid,Calle de Manuel machado 16B,Madrid'",28030,ES,Madrid,Madrid,Calle de Manuel machado 16B,Madrid
FreePlace17,-3.7105616,40.4498883,"'28039,ES,Madrid,Madrid,Avenida de Pablo iglesias 47,Madrid'",28039,ES,Madrid,Madrid,Avenida de Pablo iglesias 47,Madrid
FreePlace18,-3.670535,40.4820466,"'28033,ES,Madrid,Madrid,Calle de Caleruega 60,Madrid'",28033,ES,Madrid,Madrid,Calle de Caleruega 60,Madrid
FreePlace19,-3.7803333,40.3808783,"'28044,ES,Madrid,Madrid,Avenida de las Águilas 147,Madrid'",28044,ES,Madrid,Madrid,Avenida de las Águilas 147,Madrid
FreePlace20,-3.682555,40.4768933,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace21,-3.61634,40.4979366,"'28055,ES,Madrid,Madrid,Calle de Luis moya blanco 78,Madrid'",28055,ES,Madrid,Madrid,Calle de Luis moya blanco 78,Madrid
FreePlace22,-3.6823583,40.4770216,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace23,-3.6682383,40.459755,"'28016,ES,Madrid,Madrid,Jardín de Miguel ángel blanco ,Madrid'",28016,ES,Madrid,Madrid,Jardín de Miguel ángel blanco ,Madrid
FreePlace24,-3.6569983,40.42917,"'28017,ES,Madrid,Madrid,Calle de Ignacio ellacuria 6,Madrid'",28017,ES,Madrid,Madrid,Calle de Ignacio ellacuria 6,Madrid
FreePlace25,-3.6866899,40.4168483,"'28009,ES,Madrid,Madrid,Paseo de Argentina 2,Madrid'",28009,ES,Madrid,Madrid,Paseo de Argentina 2,Madrid
FreePlace26,-3.6714883,40.4668,"'28016,ES,Madrid,Madrid,Calle del Cardenal marcelo spínola 4,Madrid'",28016,ES,Madrid,Madrid,Calle del Cardenal marcelo spínola 4,Madrid
FreePlace27,-3.7178216,40.4342216,"'28015,ES,Madrid,Madrid,Calle de Fernando el católico 88,Madrid'",28015,ES,Madrid,Madrid,Calle de Fernando el católico 88,Madrid
FreePlace28,-3.7059933,40.4149033,"'28012,ES,Madrid,Madrid,Plaza de la Provincia 7,Madrid'",28012,ES,Madrid,Madrid,Plaza de la Provincia 7,Madrid
FreePlace29,-3.6828233,40.5019933,"'28034,ES,Madrid,Madrid,Calle de Antonio de cabezón 89,Madrid'",28034,ES,Madrid,Madrid,Calle de Antonio de cabezón 89,Madrid
FreePlace30,-3.65793,40.4072399,"'28030,ES,Madrid,Madrid,Plaza del Corregidor alonso de aguilar 6,Madrid'",28030,ES,Madrid,Madrid,Plaza del Corregidor alonso de aguilar 6,Madrid
FreePlace31,-3.7566566,40.395805,"'28047,ES,Madrid,Madrid,Calle de Camarena 10,Madrid'",28047,ES,Madrid,Madrid,Calle de Camarena 10,Madrid
FreePlace32,-3.7113033,40.4071716,"'28005,ES,Madrid,Madrid,Glorieta de la Puerta de toledo 1,Madrid'",28005,ES,Madrid,Madrid,Glorieta de la Puerta de toledo 1,Madrid
FreePlace33,-3.694605,40.42374,"'28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid
FreePlace34,-3.6848816,40.44624,"'28002,ES,Madrid,Madrid,Calle de Serrano 162,Madrid'",28002,ES,Madrid,Madrid,Calle de Serrano 162,Madrid
FreePlace35,-3.695605,40.4129583,"'28014,ES,Madrid,Madrid,Calle de Jesús 10,Madrid'",28014,ES,Madrid,Madrid,Calle de Jesús 10,Madrid
FreePlace36,-3.6824466,40.4767466,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace37,-3.6819966,40.4769483,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace38,-3.6297483,40.4290699,"'28037,ES,Madrid,Madrid,Calle de Mieres 13,Madrid'",28037,ES,Madrid,Madrid,Calle de Mieres 13,Madrid
FreePlace39,-3.6578216,40.41057,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 5,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 5,Madrid
FreePlace40,-3.7177116,40.4137383,"'28005,ES,Madrid,Madrid,Calle de Segovia 47B,Madrid'",28005,ES,Madrid,Madrid,Calle de Segovia 47B,Madrid
FreePlace41,-3.6997366,40.4207666,"'28004,ES,Madrid,Madrid,Calle de las Infantas 18,Madrid'",28004,ES,Madrid,Madrid,Calle de las Infantas 18,Madrid
FreePlace42,-3.7037166,40.420195,"'28013,ES,Madrid,Madrid,Calle Gran vía 31,Madrid'",28013,ES,Madrid,Madrid,Calle Gran vía 31,Madrid
FreePlace43,-3.682055,40.4769466,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace44,-3.7017816,40.4241533,"'28004,ES,Madrid,Madrid,Plaza de San ildefonso 7,Madrid'",28004,ES,Madrid,Madrid,Plaza de San ildefonso 7,Madrid
FreePlace45,-3.7091116,40.4236233,"'28015,ES,Madrid,Madrid,Calle del Álamo 2,Madrid'",28015,ES,Madrid,Madrid,Calle del Álamo 2,Madrid
FreePlace46,-3.6510649,40.3820916,"'28018,ES,Madrid,Madrid,Avenida de Pablo neruda 114H,Madrid'",28018,ES,Madrid,Madrid,Avenida de Pablo neruda 114H,Madrid
FreePlace47,-3.7028116,40.4285266,"'28004,ES,Madrid,Madrid,Calle de Manuela malasaña 5,Madrid'",28004,ES,Madrid,Madrid,Calle de Manuela malasaña 5,Madrid
FreePlace48,-3.67835,40.4290183,"'28001,ES,Madrid,Madrid,Calle del General pardiñas 39,Madrid'",28001,ES,Madrid,Madrid,Calle del General pardiñas 39,Madrid
FreePlace49,-3.6818533,40.4767766,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace50,-3.6184816,40.4406366,"'28037,ES,Madrid,Madrid,Calle Cronos 24,Madrid'",28037,ES,Madrid,Madrid,Calle Cronos 24,Madrid
FreePlace51,-3.69978,40.4190883,"'28013,ES,Madrid,Madrid,Calle de la Virgen de los peligros 14,Madrid'",28013,ES,Madrid,Madrid,Calle de la Virgen de los peligros 14,Madrid
FreePlace52,-3.68239,40.4769466,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace53,-3.67529,40.4323733,"'28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid'",28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid
FreePlace54,-3.697835,40.4025266,"'28045,ES,Madrid,Madrid,Paseo de Santa maría de la cabeza 50,Madrid'",28045,ES,Madrid,Madrid,Paseo de Santa maría de la cabeza 50,Madrid
FreePlace55,-3.6823983,40.47675,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace56,-3.68217,40.4768483,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace57,-3.7138383,40.4016133,"'28005,ES,Madrid,Madrid,Calle de Toledo 181,Madrid'",28005,ES,Madrid,Madrid,Calle de Toledo 181,Madrid
FreePlace58,-3.69535,40.38037,"'28041,ES,Madrid,Madrid,Calle de Antonio lópez 237,Madrid'",28041,ES,Madrid,Madrid,Calle de Antonio lópez 237,Madrid
FreePlace59,-3.6885983,40.399405,"'28045,ES,Madrid,Madrid,Calle de Ramírez de prado 4,Madrid'",28045,ES,Madrid,Madrid,Calle de Ramírez de prado 4,Madrid
FreePlace60,-3.616565,40.4983733,"'28055,ES,Madrid,Madrid,Calle José maría aguirre gonzalo ,Madrid'",28055,ES,Madrid,Madrid,Calle José maría aguirre gonzalo ,Madrid
FreePlace61,-3.6823216,40.4768516,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace62,-3.6821733,40.4769666,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace63,-3.7006283,40.4115849,"'28012,ES,Madrid,Madrid,Calle del Olmo 21B,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 21B,Madrid
FreePlace64,-3.6467816,40.408405,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 108,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 108,Madrid
FreePlace65,-3.71781,40.4385699,"'28015,ES,Madrid,Madrid,Calle de Isaac peral 42,Madrid'",28015,ES,Madrid,Madrid,Calle de Isaac peral 42,Madrid
FreePlace66,-3.66928,40.5081766,"'28050,ES,Madrid,Madrid,Calle Toques 11,Madrid'",28050,ES,Madrid,Madrid,Calle Toques 11,Madrid
FreePlace67,-3.70086,40.4115533,"'28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid
FreePlace68,-3.7008833,40.4115683,"'28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid
FreePlace69,-3.686735,40.430425,"'28006,ES,Madrid,Madrid,Calle de José ortega y gasset 4,Madrid'",28006,ES,Madrid,Madrid,Calle de José ortega y gasset 4,Madrid
FreePlace70,-3.6947633,40.4030899,"'28045,ES,Madrid,Madrid,Calle de Palos de la frontera 27,Madrid'",28045,ES,Madrid,Madrid,Calle de Palos de la frontera 27,Madrid
FreePlace71,-3.6372333,40.40846,"'28030,ES,Madrid,Madrid,Avenida del Doctor garcía tapia 196,Madrid'",28030,ES,Madrid,Madrid,Avenida del Doctor garcía tapia 196,Madrid
FreePlace72,-3.67862,40.5096083,"'28050,ES,Madrid,Madrid,Calle de Castiello de jaca 16,Madrid'",28050,ES,Madrid,Madrid,Calle de Castiello de jaca 16,Madrid
FreePlace73,-3.6786533,40.5094083,"'28050,ES,Madrid,Madrid,Calle de Castiello de jaca 22,Madrid'",28050,ES,Madrid,Madrid,Calle de Castiello de jaca 22,Madrid
FreePlace74,-3.7017283,40.4419383,"'28003,ES,Madrid,Madrid,Calle de Santa engracia 129,Madrid'",28003,ES,Madrid,Madrid,Calle de Santa engracia 129,Madrid
FreePlace75,-3.7302916,40.4280816,"'28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid'",28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid
FreePlace76,-3.706085,40.4148066,"'28012,ES,Madrid,Madrid,Plaza de la Provincia 3,Madrid'",28012,ES,Madrid,Madrid,Plaza de la Provincia 3,Madrid
FreePlace77,-3.6574316,40.40685,"'28030,ES,Madrid,Madrid,Avenida de Moratalaz 45B,Madrid'",28030,ES,Madrid,Madrid,Avenida de Moratalaz 45B,Madrid
FreePlace78,-3.666755,40.4077816,"'28007,ES,Madrid,Madrid,Calle de Piscis 2B,Madrid'",28007,ES,Madrid,Madrid,Calle de Piscis 2B,Madrid
FreePlace79,-3.7302383,40.4279933,"'28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid'",28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid
FreePlace80,-3.6685933,40.399875,"'28007,ES,Madrid,Madrid,Calle de Triquet 8,Madrid'",28007,ES,Madrid,Madrid,Calle de Triquet 8,Madrid
FreePlace81,-3.7066766,40.4812216,"'28034,ES,Madrid,Madrid,Avenida de la Ilustración ,Madrid'",28034,ES,Madrid,Madrid,Avenida de la Ilustración ,Madrid
FreePlace82,-3.6460616,40.436105,"'28027,ES,Madrid,Madrid,Calle de Federico gutiérrez 23,Madrid'",28027,ES,Madrid,Madrid,Calle de Federico gutiérrez 23,Madrid
FreePlace83,-3.7163516,40.4804866,"'28034,ES,Madrid,Madrid,Calle de la Isla de arosa 29,Madrid'",28034,ES,Madrid,Madrid,Calle de la Isla de arosa 29,Madrid
FreePlace84,-3.6579533,40.426455,"'28017,ES,Madrid,Madrid,Calle Ricardo ortiz 41,Madrid'",28017,ES,Madrid,Madrid,Calle Ricardo ortiz 41,Madrid
FreePlace85,-3.70359,40.4142566,"'28012,ES,Madrid,Madrid,Calle de Atocha 16,Madrid'",28012,ES,Madrid,Madrid,Calle de Atocha 16,Madrid
FreePlace86,-3.682495,40.4766333,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace87,-3.68234,40.4767449,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace88,-3.682275,40.4767,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace89,-3.675475,40.4323433,"'28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid'",28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid
FreePlace90,-3.682345,40.476705,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace91,-3.68881,40.409935,"'28014,ES,Madrid,Madrid,Calle de Alfonso xii 54,Madrid'",28014,ES,Madrid,Madrid,Calle de Alfonso xii 54,Madrid
FreePlace92,-3.6823466,40.476765,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace93,-3.7228383,40.4109766,"'28011,ES,Madrid,Madrid,Paseo Salón de los pinos ,Madrid'",28011,ES,Madrid,Madrid,Paseo Salón de los pinos ,Madrid
FreePlace94,-3.6823616,40.4766816,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace95,-3.686425,40.425945,"'28001,ES,Madrid,Madrid,Calle de Claudio coello 43,Madrid'",28001,ES,Madrid,Madrid,Calle de Claudio coello 43,Madrid
FreePlace96,-3.6823716,40.47677,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace97,-3.6823216,40.476825,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace98,-3.6821683,40.477375,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 59,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 59,Madrid
FreePlace99,-3.6824816,40.4769716,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace100,-3.70313,40.4535216,"'28020,ES,Madrid,Madrid,Calle de Bravo murillo 181,Madrid'",28020,ES,Madrid,Madrid,Calle de Bravo murillo 181,Madrid
FreePlace101,-3.65317,40.4428616,"'28027,ES,Madrid,Madrid,Avenida de Badajoz 64,Madrid'",28027,ES,Madrid,Madrid,Avenida de Badajoz 64,Madrid
FreePlace102,-3.6921416,40.4254,"'28004,ES,Madrid,Madrid,Calle Marqués de la ensenada 1B,Madrid'",28004,ES,Madrid,Madrid,Calle Marqués de la ensenada 1B,Madrid
FreePlace103,-3.68902,40.480345,"'28029,ES,Madrid,Madrid,Anillo Distribuidor cuatro torres ,Madrid'",28029,ES,Madrid,Madrid,Anillo Distribuidor cuatro torres ,Madrid
FreePlace104,-3.67542,40.4443116,"'28002,ES,Madrid,Madrid,Calle de Suero de quiñones 3,Madrid'",28002,ES,Madrid,Madrid,Calle de Suero de quiñones 3,Madrid
FreePlace105,-3.7110633,40.4578866,"'28039,ES,Madrid,Madrid,Calle de Ofelia nieto 3,Madrid'",28039,ES,Madrid,Madrid,Calle de Ofelia nieto 3,Madrid
FreePlace106,-3.6865083,40.42668,"'28001,ES,Madrid,Madrid,Calle de Claudio coello 44,Madrid'",28001,ES,Madrid,Madrid,Calle de Claudio coello 44,Madrid
FreePlace107,-3.7288483,40.408805,"'28011,ES,Madrid,Madrid,Calle de Calatayud 8,Madrid'",28011,ES,Madrid,Madrid,Calle de Calatayud 8,Madrid
FreePlace108,-3.695565,40.3824033,"'28026,ES,Madrid,Madrid,Calle de Antonio lópez 209,Madrid'",28026,ES,Madrid,Madrid,Calle de Antonio lópez 209,Madrid
FreePlace109,-3.651535,40.442775,"'28027,ES,Madrid,Madrid,Calle de Aristóteles 7,Madrid'",28027,ES,Madrid,Madrid,Calle de Aristóteles 7,Madrid
FreePlace110,-3.6393333,40.4462783,"'28027,ES,Madrid,Madrid,Calle General aranaz 62M,Madrid'",28027,ES,Madrid,Madrid,Calle General aranaz 62M,Madrid
FreePlace111,-3.6574566,40.4106716,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 9,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 9,Madrid
FreePlace112,-3.7009566,40.4573199,"'28020,ES,Madrid,Madrid,Calle de San germán 74,Madrid'",28020,ES,Madrid,Madrid,Calle de San germán 74,Madrid
FreePlace113,-3.7374883,40.40267,"'28047,ES,Madrid,Madrid,Calle Cjal. francisco josé jiménez martín 28,Madrid'",28047,ES,Madrid,Madrid,Calle Cjal. francisco josé jiménez martín 28,Madrid
FreePlace114,-3.5917466,40.4043749,"'28032,ES,Madrid,Madrid,Carretera de Vicálvaro a la estac. o'donnell 7,Madrid'",28032,ES,Madrid,Madrid,Carretera de Vicálvaro a la estac. odonnell 7,Madrid
FreePlace115,-3.6977633,40.3994549,"'28045,ES,Madrid,Madrid,Calle del General palanca 20,Madrid'",28045,ES,Madrid,Madrid,Calle del General palanca 20,Madrid
FreePlace116,-3.7117816,40.4035383,"'28005,ES,Madrid,Madrid,Travesía de San isidoro de sevilla 13,Madrid'",28005,ES,Madrid,Madrid,Travesía de San isidoro de sevilla 13,Madrid
FreePlace117,-3.735005,40.4080916,"'28011,ES,Madrid,Madrid,Paseo Jesuitas 67,Madrid'",28011,ES,Madrid,Madrid,Paseo Jesuitas 67,Madrid
FreePlace118,-3.7102116,40.4141549,"'28005,ES,Madrid,Madrid, Cm-43 1,Madrid'",28005,ES,Madrid,Madrid, Cm-43 1,Madrid
FreePlace119,-3.710095,40.43646,"'28015,ES,Madrid,Madrid,Calle de Galileo 74,Madrid'",28015,ES,Madrid,Madrid,Calle de Galileo 74,Madrid
FreePlace120,-3.6939683,40.3915566,"'28045,ES,Madrid,Madrid,Calle de Bolívar 10,Madrid'",28045,ES,Madrid,Madrid,Calle de Bolívar 10,Madrid
FreePlace121,-3.6858449,40.4129166,"'28009,ES,Madrid,Madrid,Plaza Independencia ,Madrid'",28009,ES,Madrid,Madrid,Plaza Independencia ,Madrid
FreePlace122,-3.703695,40.4143866,"'28012,ES,Madrid,Madrid,Calle de Atocha 16,Madrid'",28012,ES,Madrid,Madrid,Calle de Atocha 16,Madrid
FreePlace123,-3.6443083,40.4403133,"'28027,ES,Madrid,Madrid,Calle del Sol naciente 30,Madrid'",28027,ES,Madrid,Madrid,Calle del Sol naciente 30,Madrid
FreePlace124,-3.6363649,40.446505,"'28027,ES,Madrid,Madrid,Calle de Belice 36,Madrid'",28027,ES,Madrid,Madrid,Calle de Belice 36,Madrid
FreePlace125,-3.6475933,40.48778,"'28050,ES,Madrid,Madrid,Calle Miguel ángel asturias 4,Madrid'",28050,ES,Madrid,Madrid,Calle Miguel ángel asturias 4,Madrid
FreePlace126,-3.6476016,40.48779,"'28050,ES,Madrid,Madrid,Calle Miguel ángel asturias 4,Madrid'",28050,ES,Madrid,Madrid,Calle Miguel ángel asturias 4,Madrid
FreePlace127,-3.7347366,40.4189483,"'28011,ES,Madrid,Madrid,Paseo de María teresa 14,Madrid'",28011,ES,Madrid,Madrid,Paseo de María teresa 14,Madrid
FreePlace128,-3.6639333,40.4295383,"'28028,ES,Madrid,Madrid,Calle de Bocángel 6,Madrid'",28028,ES,Madrid,Madrid,Calle de Bocángel 6,Madrid
FreePlace129,-3.6751766,40.4440816,"'28002,ES,Madrid,Madrid,Plaza de la Prosperidad 2,Madrid'",28002,ES,Madrid,Madrid,Plaza de la Prosperidad 2,Madrid
FreePlace130,-3.6778166,40.4152366,"'28009,ES,Madrid,Madrid,Avenida de Menéndez pelayo 63,Madrid'",28009,ES,Madrid,Madrid,Avenida de Menéndez pelayo 63,Madrid
FreePlace131,-3.7059733,40.428495,"'28015,ES,Madrid,Madrid,Calle de San bernardo 87,Madrid'",28015,ES,Madrid,Madrid,Calle de San bernardo 87,Madrid
FreePlace132,-3.71364,40.4577916,"'28040,ES,Madrid,Madrid,Calle de María auxiliadora 3,Madrid'",28040,ES,Madrid,Madrid,Calle de María auxiliadora 3,Madrid
FreePlace133,-3.69361,40.4008333,"'28045,ES,Madrid,Madrid,Calle de Bustamante 1,Madrid'",28045,ES,Madrid,Madrid,Calle de Bustamante 1,Madrid
FreePlace134,-3.6820683,40.4964166,"'28034,ES,Madrid,Madrid,Calle de Antonio de cabezón 53,Madrid'",28034,ES,Madrid,Madrid,Calle de Antonio de cabezón 53,Madrid
FreePlace135,-3.6575766,40.414215,"'28030,ES,Madrid,Madrid,Calle del Alcalde garrido juaristi 2,Madrid'",28030,ES,Madrid,Madrid,Calle del Alcalde garrido juaristi 2,Madrid
FreePlace136,-3.6527616,40.4911416,"'28050,ES,Madrid,Madrid,Calle del Príncipe carlos 36,Madrid'",28050,ES,Madrid,Madrid,Calle del Príncipe carlos 36,Madrid
FreePlace137,-3.7310966,40.4868633,"'28035,ES,Madrid,Madrid,Calle de Irene caba alba 2,Madrid'",28035,ES,Madrid,Madrid,Calle de Irene caba alba 2,Madrid
FreePlace138,-3.6777233,40.4153266,"'28009,ES,Madrid,Madrid,Avenida de Menéndez pelayo 63,Madrid'",28009,ES,Madrid,Madrid,Avenida de Menéndez pelayo 63,Madrid
FreePlace139,-3.7082766,40.4202883,"'28013,ES,Madrid,Madrid,Plaza de Santo domingo 16,Madrid'",28013,ES,Madrid,Madrid,Plaza de Santo domingo 16,Madrid
FreePlace140,-3.6510849,40.4099083,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 78,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 78,Madrid
FreePlace141,-3.6997149,40.42071,"'28004,ES,Madrid,Madrid,Calle de las Infantas 20,Madrid'",28004,ES,Madrid,Madrid,Calle de las Infantas 20,Madrid
FreePlace142,-3.70796,40.394915,"'28019,ES,Madrid,Madrid,Calle San delfín 6,Madrid'",28019,ES,Madrid,Madrid,Calle San delfín 6,Madrid
FreePlace143,-3.6820783,40.4769616,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace144,-3.7102283,40.4364966,"'28015,ES,Madrid,Madrid,Calle de Galileo 74B,Madrid'",28015,ES,Madrid,Madrid,Calle de Galileo 74B,Madrid
FreePlace145,-3.68211,40.476755,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace146,-3.682,40.476845,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
FreePlace147,-3.6550633,40.4898366,"'28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 29,Madrid'",28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 29,Madrid
FreePlace148,-3.7304066,40.4286033,"'28008,ES,Madrid,Madrid,Avenida de Valladolid 47B,Madrid'",28008,ES,Madrid,Madrid,Avenida de Valladolid 47B,Madrid
FreePlace149,-3.6746366,40.4988933,"'28050,ES,Madrid,Madrid,Calle Obanos 7,Madrid'",28050,ES,Madrid,Madrid,Calle Obanos 7,Madrid
FreePlace150,-3.682065,40.476935,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid
