"a","count"
"http://es.dbpedia.org/property/exCargo",1
"http://es.dbpedia.org/property/fecha",325
"http://es.dbpedia.org/property/maestría",4
"http://es.dbpedia.org/property/trabajos",1
"http://es.dbpedia.org/property/consejero",2
"http://es.dbpedia.org/property/origenÉtnico",1
"http://es.dbpedia.org/property/piefirma",1
"http://es.dbpedia.org/property/relativos",3
"http://es.dbpedia.org/property/incio",1
"http://es.dbpedia.org/property/apellidosEditor",11
"http://es.dbpedia.org/property/sinpp",1
"http://es.dbpedia.org/property/embajadorDe",1
"http://es.dbpedia.org/property/4y",1
"http://dbpedia.org/property/otherarticle",1
"http://es.dbpedia.org/property/enlaceAutor",5
"http://es.dbpedia.org/property/inscritos",1
"http://es.dbpedia.org/property/red",1
"http://es.dbpedia.org/property/distritro",1
"http://es.dbpedia.org/property/presidenteDeLaRepublica",1
"http://es.dbpedia.org/property/estado",7
"http://es.dbpedia.org/property/insignia",3
"http://es.dbpedia.org/property/apellidos",1108
"http://es.dbpedia.org/property/comidaFavorita",1
"http://es.dbpedia.org/property/períodoDeActividad",1
"http://es.dbpedia.org/property/enElCargo",1
"http://es.dbpedia.org/property/c",9
"http://es.dbpedia.org/property/kNom",1
"http://es.dbpedia.org/property/perrow",1
"http://es.dbpedia.org/property/author",26
"http://es.dbpedia.org/property/especialización",1
"http://es.dbpedia.org/property/ended",1
"http://es.dbpedia.org/property/imagentamaño",1
"http://es.dbpedia.org/property/exCónyuge",1
"http://es.dbpedia.org/property/jr/sr",1
"http://es.dbpedia.org/property/consorte",2
"http://es.dbpedia.org/property/z",1
"http://es.dbpedia.org/property/estadoCivil",10
"http://es.dbpedia.org/property/nombrecompleto",10
"http://dbpedia.org/ontology/religion",218
"http://dbpedia.org/property/birthPlace",18
"http://es.dbpedia.org/property/editorial",3500
"http://es.dbpedia.org/property/auteur",1
"http://es.dbpedia.org/property/n",2
"http://es.dbpedia.org/property/colega",95
"http://es.dbpedia.org/property/nacer",4
"http://es.dbpedia.org/property/jefeDeEstado",1
"http://es.dbpedia.org/property/autores",1
"http://es.dbpedia.org/property/5data",10
"http://dbpedia.org/property/education",7
"http://es.dbpedia.org/property/tíaAbuela",1
"http://es.dbpedia.org/property/detalle",2
"http://es.dbpedia.org/property/conexiones",3
"http://es.dbpedia.org/property/publicación",1196
"http://dbpedia.org/property/relatives",4
"http://es.dbpedia.org/property/generoBisexual(noBinario)Pareja",1
"http://es.dbpedia.org/property/lugarDeNac",1
"http://dbpedia.org/property/battles",2
"http://es.dbpedia.org/property/cargo",13757
"http://es.dbpedia.org/property/accesso",2
"http://es.dbpedia.org/property/wikiqoutes",1
"http://purl.org/linguistics/gold/hypernym",6
"http://es.dbpedia.org/property/titulos",1
"http://es.dbpedia.org/property/enOficina",1
"http://es.dbpedia.org/property/reporter",1
"http://es.dbpedia.org/property/fechanac",427
"http://es.dbpedia.org/property/rangoMilitar",3
"http://es.dbpedia.org/property/álmaMáter",3
"http://es.dbpedia.org/property/cargoActual",1
"http://dbpedia.org/ontology/spouse",9
"http://es.dbpedia.org/property/nietas",1
"http://es.dbpedia.org/property/tamañoDeFoto",2
"http://es.dbpedia.org/property/editor1Last",11
"http://es.dbpedia.org/property/estudiosPrimariosYSecundarios",1
"http://es.dbpedia.org/property/vicepresidenta",18
"http://es.dbpedia.org/property/width",14
"http://dbpedia.org/property/stateSenate",1
"http://es.dbpedia.org/property/volume",30
"http://es.dbpedia.org/property/fechaDeFallecimineto",1
"http://es.dbpedia.org/property/pieImagen",15
"http://es.dbpedia.org/property/lugarDeFallecimiento",3257
"http://es.dbpedia.org/property/almámater",1
"http://dbpedia.org/property/spouse",18
"http://es.dbpedia.org/property/asociaciones",1
"http://es.dbpedia.org/property/author1First",1
"http://es.dbpedia.org/property/2loc",1
"http://es.dbpedia.org/property/pages",30
"http://es.dbpedia.org/property/votosNulos",1
"http://es.dbpedia.org/property/miembroDe",44
"http://es.dbpedia.org/property/anchoTotal",1
"http://es.dbpedia.org/property/lemaFamiliar",1
"http://dbpedia.org/ontology/education",6
"http://dbpedia.org/property/honorificSuffix",3
"http://es.dbpedia.org/property/suplente",1
"http://es.dbpedia.org/property/finMandato",17
"http://es.dbpedia.org/property/pedroPreciado",1
"http://es.dbpedia.org/property/page",8
"http://es.dbpedia.org/property/en",1
"http://es.dbpedia.org/property/archiveUrl",1
"http://es.dbpedia.org/property/hijos/as",1
"http://es.dbpedia.org/property/apodo",389
"http://es.dbpedia.org/property/conyugue",3
"http://schema.org/sameAs",7
"http://es.dbpedia.org/property/dobladorHispanoamérica",5
"http://es.dbpedia.org/property/coautores",19
"http://es.dbpedia.org/property/bg",1
"http://es.dbpedia.org/property/tratamiento",286
"http://es.dbpedia.org/property/type",1
"http://es.dbpedia.org/property/fechaElección",1
"http://es.dbpedia.org/property/coordinadoraGeneral",1
"http://es.dbpedia.org/property/align",3
"http://es.dbpedia.org/property/alineaciónTexto",4
"http://es.dbpedia.org/property/pp",6
"http://es.dbpedia.org/property/lugarDeNacimiento",9547
"http://es.dbpedia.org/property/canon",1
"http://es.dbpedia.org/property/coautor",2
"http://www.w3.org/2000/01/rdf-schema#label",23532
"http://es.dbpedia.org/property/ocupacion",13
"http://es.dbpedia.org/property/nombradoPor",1
"http://es.dbpedia.org/property/campo1Nombre",1
"http://dbpedia.org/property/branch",2
"http://dbpedia.org/ontology/primeMinister",4
"http://es.dbpedia.org/property/imageSize",2
"http://es.dbpedia.org/property/3ps",1
"http://es.dbpedia.org/property/secretarioDelAyuntamiento",1
"http://es.dbpedia.org/property/nombrename",37
"http://es.dbpedia.org/property/agency",3
"http://es.dbpedia.org/property/vecesInternacional",5
"http://es.dbpedia.org/property/títuloTesis",15
"http://es.dbpedia.org/property/vicepresiente",1
"http://es.dbpedia.org/property/cabecera",13
"http://es.dbpedia.org/property/artículo",2
"http://es.dbpedia.org/property/bandera",2
"http://es.dbpedia.org/property/oclc",243
"http://es.dbpedia.org/property/nombramiento",2
"http://dbpedia.org/property/url",2
"http://es.dbpedia.org/property/pSon30ieimagen",1
"http://es.dbpedia.org/property/morir",4
"http://es.dbpedia.org/property/mascota",1
"http://es.dbpedia.org/property/nombres",1
"http://es.dbpedia.org/property/campos",6
"http://es.dbpedia.org/property/piedemagen",1
"http://es.dbpedia.org/property/sucesivo",1
"http://es.dbpedia.org/property/rr",25
"http://es.dbpedia.org/property/lugarmuerte",650
"http://es.dbpedia.org/property/listaextra",2
"http://dbpedia.org/ontology/wikiPageID",23437
"http://dbpedia.org/property/by",1
"http://es.dbpedia.org/property/nominator",1
"http://dbpedia.org/property/birthName",4
"http://dbpedia.org/ontology/abstract",23206
"http://es.dbpedia.org/property/sucesora",447
"http://es.dbpedia.org/property/area",2
"http://dbpedia.org/property/nativeNameLang",2
"http://es.dbpedia.org/property/nombreEditor",129
"http://es.dbpedia.org/property/escudoAlmaMáter",1
"http://es.dbpedia.org/property/voz",5
"http://es.dbpedia.org/property/dedicación",1
"http://es.dbpedia.org/property/almaMater",174
"http://es.dbpedia.org/property/fondo",1
"http://es.dbpedia.org/property/nacionalidates",1
"http://es.dbpedia.org/property/procuradora",1
"http://es.dbpedia.org/property/edición",84
"http://es.dbpedia.org/property/precedesor",1
"http://es.dbpedia.org/property/educado",1
"http://es.dbpedia.org/property/sepultura",4
"http://es.dbpedia.org/property/proyectosRepresentativos",2
"http://es.dbpedia.org/property/lealtad",185
"http://es.dbpedia.org/property/color",13
"http://es.dbpedia.org/property/4p",1
"http://es.dbpedia.org/property/author1Last",1
"http://es.dbpedia.org/property/fechaFallecimiento",5
"http://es.dbpedia.org/property/ocupaciones",1
"http://es.dbpedia.org/property/cónyuge",7867
"http://es.dbpedia.org/property/relacionados",15
"http://es.dbpedia.org/property/archivedate",11
"http://es.dbpedia.org/property/volumen",280
"http://es.dbpedia.org/property/posiciónTabla",5
"http://es.dbpedia.org/property/imagenTamaño",4
"http://es.dbpedia.org/property/relaciones",1
"http://es.dbpedia.org/property/honorificSuffix",14
"http://es.dbpedia.org/property/vuelta",1
"http://es.dbpedia.org/property/otros",223
"http://es.dbpedia.org/property/predeceso",4
"http://es.dbpedia.org/property/termino",1
"http://es.dbpedia.org/property/series",5
"http://es.dbpedia.org/property/títuloTrad",30
"http://dbpedia.org/ontology/citizenship",1
"http://es.dbpedia.org/property/institutoDeSeguridadYServiciosSocialesDeLosTrabajadoresDelEstado",1
"http://es.dbpedia.org/property/educadaEn",2
"http://es.dbpedia.org/property/lugarDeDescanso",65
"http://dbpedia.org/property/video",1
"http://es.dbpedia.org/property/nationalidad",5
"http://dbpedia.org/ontology/award",104
"http://es.dbpedia.org/property/motivo",1
"http://es.dbpedia.org/property/padre",26
"http://dbpedia.org/property/viaf",1
"http://es.dbpedia.org/property/par",1
"http://es.dbpedia.org/property/sucesorInterino",1
"http://es.dbpedia.org/property/liga",2
"http://es.dbpedia.org/property/edition",8
"http://es.dbpedia.org/property/comentario",1
"http://es.dbpedia.org/property/issue",13
"http://es.dbpedia.org/property/fechaDeDefunción",4
"http://dbpedia.org/ontology/militaryService",2
"http://es.dbpedia.org/property/conocidoPor",39
"http://es.dbpedia.org/property/colorDeCabello",7
"http://es.dbpedia.org/property/fuente",1
"http://es.dbpedia.org/property/sangre",2
"http://dbpedia.org/property/jr/sr",1
"http://dbpedia.org/property/birthDate",9
"http://es.dbpedia.org/property/distrtito",1
"http://dbpedia.org/property/deathDate",4
"http://es.dbpedia.org/property/hijo",7
"http://es.dbpedia.org/property/duración",1
"http://es.dbpedia.org/property/alumno",3
"http://dbpedia.org/property/state",1
"http://es.dbpedia.org/property/función",4
"http://es.dbpedia.org/property/posiciónTexto",1
"http://es.dbpedia.org/property/etnia",24
"http://dbpedia.org/ontology/nationality",256
"http://es.dbpedia.org/property/work",4
"http://es.dbpedia.org/property/retiro",7
"http://es.dbpedia.org/property/plataforma",1
"http://es.dbpedia.org/property/cantidad",2
"http://es.dbpedia.org/property/ch",1
"http://es.dbpedia.org/property/group",9
"http://es.dbpedia.org/property/similares",1
"http://es.dbpedia.org/property/alt",8
"http://es.dbpedia.org/property/raza",4
"http://es.dbpedia.org/property/des",1
"http://es.dbpedia.org/property/fechanacimiento",6
"http://es.dbpedia.org/property/candidato",1
"http://es.dbpedia.org/property/participóEn",1
"http://es.dbpedia.org/property/urlcapítulo",5
"http://es.dbpedia.org/property/añoPredecesores",81
"http://dbpedia.org/ontology/almaMater",16
"http://es.dbpedia.org/property/shortlink",1
"http://es.dbpedia.org/property/luganac",2
"http://es.dbpedia.org/property/vicealcalde",25
"http://es.dbpedia.org/property/bgcolour",1
"http://es.dbpedia.org/property/golesClubes",3
"http://es.dbpedia.org/property/d",1
"http://es.dbpedia.org/property/vicecanciller",12
"http://es.dbpedia.org/property/periódico",14
"http://es.dbpedia.org/property/otrosMandos",2
"http://es.dbpedia.org/property/blog",3
"http://es.dbpedia.org/property/hermanas",1
"http://es.dbpedia.org/property/3p",7
"http://es.dbpedia.org/property/añoInicio",14
"http://es.dbpedia.org/property/ejército",1
"http://es.dbpedia.org/property/volgende",2
"http://es.dbpedia.org/property/medio",4
"http://dbpedia.org/ontology/deathDate",8
"http://dbpedia.org/property/ribbon",25
"http://es.dbpedia.org/property/cargoOcupado",67
"http://es.dbpedia.org/property/alias",9
"http://es.dbpedia.org/property/añoNacimiento",1
"http://es.dbpedia.org/property/primera",5
"http://es.dbpedia.org/property/iterSuce",5
"http://es.dbpedia.org/property/imagenLeyenda",1
"http://es.dbpedia.org/property/termEnd",3
"http://es.dbpedia.org/property/imdbId",2
"http://es.dbpedia.org/property/fecgaDeNacimiento",1
"http://es.dbpedia.org/property/species",1
"http://es.dbpedia.org/property/abstención",1
"http://es.dbpedia.org/property/membresías",1
"http://es.dbpedia.org/property/imdb",13
"http://es.dbpedia.org/property/last",237
"http://es.dbpedia.org/property/predecesor",27822
"http://es.dbpedia.org/property/sitoweb",1
"http://es.dbpedia.org/property/vicerectorextension",2
"http://es.dbpedia.org/property/año",355
"http://es.dbpedia.org/property/páginas",697
"http://es.dbpedia.org/property/abreviaturaEnBotánica",1
"http://es.dbpedia.org/property/1y",28
"http://es.dbpedia.org/property/vueltasRápidas",1
"http://es.dbpedia.org/property/prefesión",1
"http://es.dbpedia.org/property/cargocargo",1
"http://es.dbpedia.org/property/añosActividad",1
"http://es.dbpedia.org/property/nacionlidad",1
"http://es.dbpedia.org/property/list",15
"http://es.dbpedia.org/property/w",30
"http://es.dbpedia.org/property/coronación",1
"http://es.dbpedia.org/property/porcentajeParticipación",2
"http://es.dbpedia.org/property/enemigos",14
"http://es.dbpedia.org/property/imagenPie",1
"http://es.dbpedia.org/property/editorFirst",10
"http://es.dbpedia.org/property/tp",1
"http://es.dbpedia.org/property/madre",19
"http://es.dbpedia.org/property/lugarDefunción",1
"http://es.dbpedia.org/property/transTitle",4
"http://es.dbpedia.org/property/fechaDeFallecimient",1
"http://es.dbpedia.org/property/añoFin",14
"http://es.dbpedia.org/property/battles",3
"http://es.dbpedia.org/property/última",2
"http://es.dbpedia.org/property/parientes",2
"http://es.dbpedia.org/property/unidad",54
"http://es.dbpedia.org/property/lijst",2
"http://es.dbpedia.org/property/porcentaje",19
"http://es.dbpedia.org/property/occupation",2
"http://es.dbpedia.org/property/year",89
"http://es.dbpedia.org/property/valore",2
"http://es.dbpedia.org/property/posición",9
"http://es.dbpedia.org/property/período",1068
"http://es.dbpedia.org/property/resumen",3
"http://es.dbpedia.org/property/nombreCompleto",391
"http://es.dbpedia.org/property/occupación",1
"http://es.dbpedia.org/property/novia",1
"http://es.dbpedia.org/property/lugarDeNacimento",2
"http://es.dbpedia.org/property/logo",2
"http://es.dbpedia.org/property/labels",1
"http://es.dbpedia.org/property/aliás",1
"http://es.dbpedia.org/property/long",4
"http://es.dbpedia.org/property/apartado",2
"http://es.dbpedia.org/property/fechaDeFallecimietno",1
"http://es.dbpedia.org/property/formato",25
"http://es.dbpedia.org/property/vicesecretariaGeneralDeEstudiosYProgramasDelPartidoPopular",1
"http://es.dbpedia.org/property/medioDeComunicación",26
"http://es.dbpedia.org/property/birthDate",3
"http://es.dbpedia.org/property/lugarfallecimientoc",1
"http://es.dbpedia.org/property/legislatura",2
"http://es.dbpedia.org/property/añosactivo",2
"http://es.dbpedia.org/property/especie",2
"http://es.dbpedia.org/property/cwidth",1
"http://es.dbpedia.org/property/autor",847
"http://dbpedia.org/ontology/occupation",629
"http://es.dbpedia.org/property/t",47
"http://es.dbpedia.org/property/sitioweb",1238
"http://es.dbpedia.org/property/topic",1
"http://es.dbpedia.org/property/añosDeServicio",106
"http://es.dbpedia.org/property/canciler",1
"http://es.dbpedia.org/property/causamuerte",1
"http://dbpedia.org/property/website",1
"http://es.dbpedia.org/property/dialecto",1
"http://es.dbpedia.org/property/fechaNac",1
"http://es.dbpedia.org/property/apellido",1633
"http://es.dbpedia.org/property/premiosGloboDeOro",2
"http://es.dbpedia.org/property/condecoración",1
"http://es.dbpedia.org/property/díaFallecimiento",1
"http://es.dbpedia.org/property/otrosTítulos",1
"http://es.dbpedia.org/property/label2Size",1
"http://es.dbpedia.org/property/oficio",3
"http://dbpedia.org/property/wikiPageUsesTemplate",151
"http://es.dbpedia.org/property/lugarDeFalleicmiento",1
"http://dbpedia.org/property/occupation",7
"http://es.dbpedia.org/property/web",76
"http://dbpedia.org/property/residence",2
"http://es.dbpedia.org/property/premio",8
"http://es.dbpedia.org/property/titular",5
"http://es.dbpedia.org/property/pieEscudo",2
"http://es.dbpedia.org/property/predecesor4&nbsp;&nbsp;_",1
"http://es.dbpedia.org/property/almamater",27
"http://es.dbpedia.org/property/causaDeFallecimiento",2
"http://es.dbpedia.org/property/deathPlace",2
"http://es.dbpedia.org/property/alamaMater",1
"http://es.dbpedia.org/property/carg",1
"http://es.dbpedia.org/property/escudo",4335
"http://es.dbpedia.org/property/deathDate",1
"http://es.dbpedia.org/property/sucesor",27405
"http://es.dbpedia.org/property/partidopolítico",2
"http://dbpedia.org/property/children",6
"http://es.dbpedia.org/property/movimiento",7
"http://es.dbpedia.org/property/educadoEn",3
"http://es.dbpedia.org/property/añoOriginal",65
"http://es.dbpedia.org/property/position",1
"http://es.dbpedia.org/property/presidenciaDe",1
"http://es.dbpedia.org/property/diputados",2
"http://es.dbpedia.org/property/fechaPublicación",2
"http://es.dbpedia.org/property/primo",2
"http://es.dbpedia.org/property/sede",1
"http://es.dbpedia.org/property/insignias",1
"http://es.dbpedia.org/property/diputado",6
"http://es.dbpedia.org/property/imagenEscudo",1
"http://es.dbpedia.org/property/género",34
"http://dbpedia.org/property/otherparty",5
"http://es.dbpedia.org/property/lugarnc",1
"http://es.dbpedia.org/property/predecesora",434
"http://es.dbpedia.org/property/mados",1
"http://es.dbpedia.org/property/distrito",2777
"http://es.dbpedia.org/property/hija",4
"http://es.dbpedia.org/property/surname",2
"http://es.dbpedia.org/property/apodo(s)_",1
"http://es.dbpedia.org/property/appointed",1
"http://es.dbpedia.org/property/pipieimagen",1
"http://dbpedia.org/property/alt",2
"http://es.dbpedia.org/property/departamento",1
"http://es.dbpedia.org/property/relacionado",1
"http://es.dbpedia.org/property/persona",2
"http://es.dbpedia.org/property/publicationPlace",3
"http://es.dbpedia.org/property/captura",1
"http://es.dbpedia.org/property/nativeNameLang",1
"http://es.dbpedia.org/property/projecto",1
"http://es.dbpedia.org/property/díaNacimiento",1
"http://es.dbpedia.org/property/embajadorde",78
"http://es.dbpedia.org/property/canalYoutube",1
"http://es.dbpedia.org/property/lugarrec",1
"http://es.dbpedia.org/property/label3Size",1
"http://es.dbpedia.org/property/fanpage",1
"http://es.dbpedia.org/property/almaÑater",1
"http://es.dbpedia.org/property/otrosNombres",46
"http://es.dbpedia.org/property/debutInternacional",1
"http://es.dbpedia.org/property/embajador",2
"http://es.dbpedia.org/property/página",192
"http://es.dbpedia.org/property/añosActivos",1
"http://es.dbpedia.org/property/cir",4
"http://es.dbpedia.org/property/congress",1
"http://es.dbpedia.org/property/fechamue",1
"http://es.dbpedia.org/property/nacionalidad",383
"http://es.dbpedia.org/property/ciuadanía",1
"http://es.dbpedia.org/property/programa",14
"http://es.dbpedia.org/property/podios",2
"http://www.w3.org/2003/01/geo/wgs84_pos#long",3
"http://es.dbpedia.org/property/secretario",3
"http://www.w3.org/2000/01/rdf-schema#comment",23206
"http://es.dbpedia.org/property/ignoreIsbnError",1
"http://es.dbpedia.org/property/6data",9
"http://es.dbpedia.org/property/díaRatificado",3
"http://es.dbpedia.org/property/organización",4
"http://es.dbpedia.org/property/pagina",1
"http://dbpedia.org/property/nationality",2
"http://es.dbpedia.org/property/lugarDeDefunción",4
"http://es.dbpedia.org/property/nietos",21
"http://es.dbpedia.org/property/authormask",1
"http://es.dbpedia.org/property/apoodo",1
"http://es.dbpedia.org/property/idioma",46
"http://es.dbpedia.org/property/wikiquote",2
"http://es.dbpedia.org/property/episodio",2
"http://es.dbpedia.org/property/juntoA",19
"http://es.dbpedia.org/property/4a",2
"http://es.dbpedia.org/property/vicerectoradministrativo",2
"http://es.dbpedia.org/property/golesInternacional",2
"http://es.dbpedia.org/property/urlAccess",1
"http://es.dbpedia.org/property/poj",3
"http://es.dbpedia.org/property/hermanos",28
"http://es.dbpedia.org/property/sexo",3
"http://es.dbpedia.org/property/esposa",16
"http://es.dbpedia.org/property/significado",1
"http://es.dbpedia.org/property/viceprimerministra",2
"http://es.dbpedia.org/property/enlaceEditor",19
"http://es.dbpedia.org/property/predecesores",110
"http://es.dbpedia.org/property/doi",41
"http://es.dbpedia.org/property/lugardef",4
"http://es.dbpedia.org/property/author2First",1
"http://es.dbpedia.org/property/direction",1
"http://es.dbpedia.org/property/educacionSecundaria",1
"http://es.dbpedia.org/property/instrumento",4
"http://es.dbpedia.org/property/votosVálidos",3
"http://es.dbpedia.org/property/descripción",95
"http://dbpedia.org/property/wikt",1
"http://es.dbpedia.org/property/seiyu",5
"http://es.dbpedia.org/property/cadena",2
"http://es.dbpedia.org/property/conocidaPor",1
"http://es.dbpedia.org/property/lugarNacimiento",21
"http://es.dbpedia.org/property/postgrados",27
"http://es.dbpedia.org/property/contenido",1
"http://es.dbpedia.org/property/nombreEnCastellano",4
"http://es.dbpedia.org/property/pmin",1
"http://es.dbpedia.org/property/canal",8
"http://es.dbpedia.org/property/newspaper",3
"http://es.dbpedia.org/property/descripciónImagen",1
"http://es.dbpedia.org/property/páginaWeb",25
"http://es.dbpedia.org/property/tiempo",12
"http://es.dbpedia.org/property/imagen",11513
"http://es.dbpedia.org/property/abuelos",1
"http://es.dbpedia.org/property/votosEnBlanco",1
"http://es.dbpedia.org/property/acrónimo",1
"http://es.dbpedia.org/property/premier",6
"http://es.dbpedia.org/property/branch",1
"http://es.dbpedia.org/property/estudiantes",3
"http://es.dbpedia.org/property/listas",1
"http://es.dbpedia.org/property/lucarnac",2
"http://es.dbpedia.org/property/dead",6
"http://es.dbpedia.org/property/fin",7
"http://dbpedia.org/property/president",7
"http://es.dbpedia.org/property/empleos",38
"http://es.dbpedia.org/property/editorLast",11
"http://es.dbpedia.org/property/sucesores",109
"http://dbpedia.org/property/parents",5
"http://xmlns.com/foaf/0.1/depiction",118
"http://es.dbpedia.org/property/comando",3
"http://es.dbpedia.org/property/obrasDestacadas",22
"http://dbpedia.org/property/termLabel",1
"http://dbpedia.org/ontology/wikiPageInterLanguageLink",11
"http://es.dbpedia.org/property/eponimo",14
"http://es.dbpedia.org/property/serie",81
"http://es.dbpedia.org/property/consagración",3
"http://es.dbpedia.org/property/salign",1
"http://dbpedia.org/property/q",1
"http://es.dbpedia.org/property/transcripciónurl",1
"http://dbpedia.org/property/office",21
"http://es.dbpedia.org/property/ordenaciónSacerdotal",1
"http://es.dbpedia.org/property/display",1
"http://es.dbpedia.org/property/mapaPie",1
"http://es.dbpedia.org/property/orígen",1
"http://es.dbpedia.org/property/cementerio",3
"http://es.dbpedia.org/property/educacipón",2
"http://es.dbpedia.org/property/residencia",1074
"http://es.dbpedia.org/property/religíon",1
"http://es.dbpedia.org/property/final",1840
"http://es.dbpedia.org/property/porcentajeAbstención",1
"http://es.dbpedia.org/property/reinado",3
"http://es.dbpedia.org/property/luagrnac",1
"http://dbpedia.org/property/rank",2
"http://dbpedia.org/ontology/signature",3
"http://es.dbpedia.org/property/lccn",7
"http://es.dbpedia.org/property/partidoPolitico",1
"http://es.dbpedia.org/property/postgrado",1
"http://es.dbpedia.org/property/predesor",1
"http://es.dbpedia.org/property/bisnietos",1
"http://es.dbpedia.org/property/datos",37
"http://es.dbpedia.org/property/suscripción",1
"http://es.dbpedia.org/property/máscaraautor",7
"http://es.dbpedia.org/property/primerministro",1144
"http://es.dbpedia.org/property/parlamento",1
"http://es.dbpedia.org/property/presidenta(interina)_",1
"http://es.dbpedia.org/property/selecciónNacionalPeríodo",1
"http://es.dbpedia.org/property/fondoDeTexto",1
"http://es.dbpedia.org/property/beatificación",1
"http://es.dbpedia.org/property/añoFallecimiento",1
"http://es.dbpedia.org/property/periodo",14
"http://es.dbpedia.org/property/secretarioGeneral",2
"http://es.dbpedia.org/property/archiveurl",18
"http://es.dbpedia.org/property/party",1
"http://es.dbpedia.org/property/urlarchivio",1
"http://es.dbpedia.org/property/aliados",4
"http://es.dbpedia.org/property/2cargo",5
"http://es.dbpedia.org/property/1data",205
"http://es.dbpedia.org/property/urlTesis",1
"http://es.dbpedia.org/property/vicepreidente",1
"http://es.dbpedia.org/property/textoimagen",25
"http://es.dbpedia.org/property/pmc",5
"http://es.dbpedia.org/property/pseudónimo",1
"http://es.dbpedia.org/property/fechafal",2
"http://es.dbpedia.org/property/ancho",64
"http://es.dbpedia.org/property/premiosSanSebastian",2
"http://dbpedia.org/ontology/wikiPageWikiLink",1683
"http://es.dbpedia.org/property/v",1
"http://es.dbpedia.org/property/df",1
"http://es.dbpedia.org/property/anterior",1
"http://es.dbpedia.org/property/pseudonimo",1
"http://es.dbpedia.org/property/oficina",2
"http://es.dbpedia.org/property/carrerasComenzadas",1
"http://es.dbpedia.org/property/designadoPor",2
"http://es.dbpedia.org/property/textoImagen",11
"http://es.dbpedia.org/property/director",2
"http://es.dbpedia.org/property/diputadaFederalLxiiiLegislatura",1
"http://es.dbpedia.org/property/sucesr",1
"http://es.dbpedia.org/property/debut",1
"http://es.dbpedia.org/property/escalafón",1
"http://es.dbpedia.org/property/conyugé",1
"http://es.dbpedia.org/property/juntoa",623
"http://es.dbpedia.org/property/vol",2
"http://es.dbpedia.org/property/premiosAriel",15
"http://es.dbpedia.org/property/vicerectorinvestigacion",2
"http://es.dbpedia.org/property/1pp",11
"http://es.dbpedia.org/property/distinciónHonorífica",1
"http://es.dbpedia.org/property/pocupación",1
"http://es.dbpedia.org/property/nacido",2
"http://es.dbpedia.org/property/vicesecretario",1
"http://es.dbpedia.org/property/gobernadora",1
"http://es.dbpedia.org/property/almaMáter",420
"http://es.dbpedia.org/property/mes",10
"http://es.dbpedia.org/property/programas",9
"http://es.dbpedia.org/property/nombreDeNacimiento",835
"http://es.dbpedia.org/property/presidentaMunicipalDeTultitlán",1
"http://es.dbpedia.org/property/visir",3
"http://es.dbpedia.org/property/nombreEstudio",7
"http://es.dbpedia.org/property/alineación",2
"http://es.dbpedia.org/property/1ps",1
"http://es.dbpedia.org/property/padres",4570
"http://es.dbpedia.org/property/litigants",1
"http://es.dbpedia.org/property/iterColega",5
"http://es.dbpedia.org/property/b%3CscriptSrc",1
"http://es.dbpedia.org/property/origen",3
"http://es.dbpedia.org/property/concubina",1
"http://es.dbpedia.org/property/flick",1
"http://es.dbpedia.org/property/commands",1
"http://es.dbpedia.org/property/opinion",1
"http://es.dbpedia.org/property/archivo",12
"http://es.dbpedia.org/property/seudónimo",31
"http://es.dbpedia.org/property/porcentajeVotosEnBlanco",1
"http://es.dbpedia.org/property/1a",41
"http://es.dbpedia.org/property/primos",1
"http://es.dbpedia.org/property/iterEpon",1
"http://es.dbpedia.org/property/alto",4
"http://es.dbpedia.org/property/magister",1
"http://es.dbpedia.org/property/creador",4
"http://es.dbpedia.org/property/servicioMilitary",2
"http://dbpedia.org/ontology/wikiPageLength",11997
"http://es.dbpedia.org/property/fechaDeMuerte",8
"http://es.dbpedia.org/property/mapa",1
"http://es.dbpedia.org/property/rectoraInterina",1
"http://es.dbpedia.org/property/tamañoImagen",11
"http://es.dbpedia.org/property/number",1
"http://es.dbpedia.org/property/first",249
"http://es.dbpedia.org/property/títuloPartidos",3
"http://es.dbpedia.org/property/estatus",10
"http://es.dbpedia.org/property/descripcion",2
"http://dbpedia.org/ontology/originalName",3
"http://es.dbpedia.org/property/termStart",3
"http://dbpedia.org/ontology/battle",3
"http://es.dbpedia.org/property/deadurl",3
"http://es.dbpedia.org/property/formación",3
"http://dbpedia.org/property/reason",2
"http://es.dbpedia.org/property/ubicación",524
"http://es.dbpedia.org/property/supervisoraDoctoral",1
"http://es.dbpedia.org/property/años",3
"http://dbpedia.org/ontology/orderInOffice",17
"http://es.dbpedia.org/property/educación",269
"http://es.dbpedia.org/property/sitio",3
"http://es.dbpedia.org/property/ieimagen",1
"http://es.dbpedia.org/property/altura",25
"http://es.dbpedia.org/property/nacionalidad(es)_",1
"http://es.dbpedia.org/property/añoTesis",9
"http://es.dbpedia.org/property/jstor",124
"http://es.dbpedia.org/property/tipo",13
"http://es.dbpedia.org/property/signatarios",1
"http://es.dbpedia.org/property/añosActivo",70
"http://es.dbpedia.org/property/porcentajeVotosVálidos",3
"http://es.dbpedia.org/property/s",33
"http://es.dbpedia.org/property/primeminister",4
"http://es.dbpedia.org/property/cónyuges",6
"http://es.dbpedia.org/property/predeceso2r",2
"http://es.dbpedia.org/property/añosEnSevicioMilitar",1
"http://es.dbpedia.org/property/estandartePresidencial",1
