Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 98 E5,Precio gasóleo A,Precio gasóleo Premium,Rótulo,ID,Tipo venta,Rem.,Horario,Tipo servicio
ALMERÍA,MOJONERA (LA),MOJONERA (LA),04745,"CALLE ALHONDIGA, S/N",D,"-2,695389","36,751667",23/09/2024 12:47,"1,459",,"1,299",,AGLA E.S. CRUCE LOS PALOS,ID-AGLA E.S. CRUCE LOS PALOS-791,P,dm,L: 24H,L: 24H (P)
ALMERÍA,MOJONERA (LA),MOJONERA (LA),04745,"N-340 km 420,7",I,"-2,686917","36,796056",03/10/2024 00:00,"1,519","1,669","1,469","1,559",REPSOL,ID-REPSOL-792,P,OM,L-D: 24H,L-D: 24H (A)
ALMERÍA,MOJONERA (LA),MOJONERA (LA),04279,CARRETERA N-340 KM. 418,D,"-2,706861","36,791667",02/10/2024 14:00,"1,509","1,649","1,469","1,549",SHELL,ID-SHELL-793,P,OM,L-D: 05:30-23:30,L-D: 05:30-23:30 (A)
ALMERÍA,NACIMIENTO,NACIMIENTO,04540,"PARAJE LOS NAVARROS, S/N",I,"-2,618361","37,112528",02/10/2024 20:53,"1,139","1,259","1,059","1,059",REPSOL,ID-REPSOL-794,P,dm,L-D: 06:00-22:00,Sin datos
ALMERÍA,NÍJAR,NIJAR,04100,AUTOVIA ALMERIA  MURCIA SALIDA 494 KM.,I,"-2,067056","36,993861",01/10/2024 00:01,"1,519","1,719","1,479","1,579",BP VENTA DEL POBRE,ID-BP VENTA DEL POBRE-795,P,dm,L-D: 06:00-00:30,Sin datos
ALMERÍA,NÍJAR,NIJAR,04100,AUTOVIA AUTOVIA DEL MEDITERRANEO SAL.471 KM. 471,N,"-2,229556","36,869083",30/09/2024 09:05,"1,529","1,719","1,479","1,579",BP ESTACION DE SERVICIO EL 21,ID-BP ESTACION DE SERVICIO EL 21-796,P,dm,L-D: 07:00-22:00,Sin datos
ALMERÍA,NÍJAR,NIJAR,04100,CARRETERA AL-340 ALMERIA-NIJAR KM. 30,N,"-2,205833","36,949250",01/10/2024 08:04,"1,499",,"1,479","1,569",BP NIJAR,ID-BP NIJAR-797,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (P)
ALMERÍA,NÍJAR,NIJAR,04100,"N-341 (NIJAR-CARBONERAS) km 0,5",D,"-2,062944","36,992000",02/10/2024 14:00,"1,524","1,664","1,469","1,549",SHELL,ID-SHELL-798,P,OM,L-D: 05:30-23:30,L-D: 05:30-23:30 (A)
ALMERÍA,NÍJAR,NIJAR,04100,AUTOVIA E 15 NAC.340 KM.,I,"-2,127111","36,955667",03/10/2024 00:00,"1,509","1,659","1,479",,REPSOL,ID-REPSOL-799,P,OM,L-D: 24H,L-D: 24H (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,"CALLE BRUSELAS, 60",D,"-2,166361","36,911806",01/10/2024 11:07,"1,379",,"1,179",,PLENOIL,ID-PLENOIL-800,P,dm,L-D: 24H,L-D: 24H (D)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,CARRETERA IRYDA (CH) KM. 5,D,"-2,149167","36,922972",01/10/2024 08:52,"1,379",,"1,189",,HORTOFRUCOOP S.C.A.,ID-HORTOFRUCOOP S.C.A.-801,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,"PARAJE LOS TRANCES. POLÍGONO 205 PARCELAS 9-10, S/N",N,"-2,157222","36,896111",30/09/2024 11:49,,,"1,179",,LITORAL DE NIJAR,ID-LITORAL DE NIJAR-802,P,dm,L-S: 08:00-20:00,L-S: 08:00-20:00 (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,CARRETERA A SAN JOSE KM. 2,I,"-2,193194","36,921778",01/10/2024 14:16,"1,449",,,"1,288",BIO SABOR,ID-BIO SABOR-803,R,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,CARRETERA DE IRYDA KM. 5200,I,"-2,186444","36,898083",03/10/2024 00:00,"1,489","1,599","1,459","1,509",REPSOL,ID-REPSOL-804,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,CARRETERA IRYDA-CAMPOHERMOSO KM.9 KM. 9,N,"-2,152222","36,946556",30/09/2024 11:30,"1,399",,"1,299",,S.A.T. COSTA DE NIJAR,ID-S.A.T. COSTA DE NIJAR-805,P,dm,L-S: 08:00-22:00; D: 08:00-14:00,L-S: 08:00-22:00 (A); D: 08:00-14:00 (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,CRTA. DE YRIDA km 27,I,"-2,178361","36,904333",23/09/2024 09:15,"1,709",,"1,609",,"CASI "" COOPERATIVA AGRICOLA ""","ID-CASI "" COOPERATIVA AGRICOLA ""-806",P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALMERÍA,NÍJAR,SAN ISIDRO DE NIJAR,04117,"PARAJE CAÑADA MENA, PARCELAS 10-11, 10",N,"-2,172417","36,920917",02/10/2024 10:33,"1,377",,"1,177",,COPROHNIJAR S.C.A.,ID-COPROHNIJAR S.C.A.-807,P,dm,L: 07:00-22:00,L: 07:00-22:00 (A)
ALMERÍA,NÍJAR,CAMPOHERMOSO,04110,CARRETERA LOS GALLARDOS KM. 40,D,"-2,133694","36,935694",01/10/2024 11:07,"1,379",,"1,179",,PLENOIL,ID-PLENOIL-808,P,dm,L-D: 24H,L-D: 24H (D)
ALMERÍA,NÍJAR,CAMPOHERMOSO,04110,"CALLE VILLA MARIA SURTIDOR, S/N",N,"-2,143944","36,925778",03/10/2024 09:52,"1,379",,"1,179",,PETROPRIX,ID-PETROPRIX-809,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,NÍJAR,CAMPOHERMOSO,04110,CARRETERA DE LAS NEGRAS KM. 149,D,"-2,138694","36,940667",03/10/2024 09:15,"1,519","1,669","1,479","1,569",BP,ID-BP-810,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALMERÍA,NÍJAR,CAMPOHERMOSO,04110,"CARRETERA IRIDA KM. 15,6",D,"-2,143667","36,927306",27/09/2024 09:00,"1,519","1,669","1,469","1,559",CEPSA,ID-CEPSA-811,P,dm,L-S: 06:00-22:00; D: 07:00-22:00,L-S: 06:00-22:00 (A); D: 07:00-22:00 (A)
ALMERÍA,NÍJAR,BARRANQUETE (EL),04117,"CARRETERA AL-3201 KM. 6,5",I,"-2,160972","36,815778",03/10/2024 00:00,"1,499",,"1,439",,REPSOL,ID-REPSOL-812,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALMERÍA,OLULA DEL RÍO,OLULA DEL RIO,04860,"AVENIDA AVDA. ALMANZORA, 45",N,"-2,297500","37,356667",01/10/2024 11:51,"1,379",,"1,199","1,269",EE.SS. SAN SEBASTIAN,ID-EE.SS. SAN SEBASTIAN-813,P,dm,L-V: 07:00-21:00; S-D: 08:00-21:00,L-V: 07:00-21:00 (P); S-D: 08:00-21:00 (P)
ALMERÍA,ORIA,ORIA,04810,"AVENIDA ANDALUCIA, 62",I,"-2,287528","37,485000",30/09/2024 10:40,"1,569",,"1,419","1,529",CEPSA,ID-CEPSA-814,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALMERÍA,PULPÍ,PULPI,04640,"POLIGONO S-LF1, 1",N,"-1,749139","37,383472",30/09/2024 00:41,"1,479",,"1,389",,EUROPULPI,ID-EUROPULPI-815,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,PULPÍ,PULPI,04640,"POLIGONO POLIGONO INDUSTRIAL PULPI, S/N",D,"-1,760833","37,393194",30/09/2024 07:00,"1,469",,"1,339",,E.S. AQUACENTER,ID-E.S. AQUACENTER-816,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALMERÍA,PULPÍ,PULPI,04640,"CALLE LA GASOLINERA 5,",I,"-1,752083","37,394500",03/10/2024 00:00,"1,489",,"1,439",,REPSOL,ID-REPSOL-817,P,OM,L-D: 06:00-23:00,L-S: 07:00-20:00 (A); D: 08:00-15:00 (A)
ALMERÍA,PULPÍ,SAN JUAN DE TERREROS,04640,"URBANIZACIÓN PARCELA T2, SECTOR S-RTU 5 ?CALAS DE PINAR?, S/N",D,"-1,664250","37,361361",01/10/2024 00:00,"1,564",,"1,499","1,579",CEPSA,ID-CEPSA-818,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,PURCHENA,PURCHENA,04870,"CR A-334, 50.9 (A-334 km 50,9)",D,"-2,339556","37,358250",30/09/2024 14:49,"1,379",,"1,199",,SUIMASA,ID-SUIMASA-819,P,dm,L-V: 06:30-22:00; S-D: 07:00-22:00,L-V: 06:30-22:00 (A); S-D: 07:00-22:00 (A)
ALMERÍA,RIOJA,RIOJA,04260,"CR A-92, 386",I,"-2,466583","36,960750",03/10/2024 01:40,"1,519","1,669","1,469",,REPSOL,ID-REPSOL-820,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"CAMINO DE LOS MERCADOS, S/N",D,"-2,642528","36,757167",30/09/2024 13:46,"1,447","1,633","1,245",,COSTA DE ALMERIA,ID-COSTA DE ALMERIA-821,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CAMINO DE LAS MERCADOS Nº 50,D,"-2,637818","36,751385",01/10/2024 12:04,"1,359",,"1,189",,CONSUMOMAR S.C.A.,ID-CONSUMOMAR S.C.A.-822,P,dm,L-S: 08:00-14:00 y 16:00-19:00,"L-S: 08:00-14:00 (A), 16:00-19:00 (A)"
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA CRTA. ALICUN KM. S/N,N,"-2,611944","36,776111",02/10/2024 11:02,"1,469","1,649","1,379",,CARREFOUR,ID-CARREFOUR-823,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA LA MOJONERA KM. 142,D,"-2,632750","36,762167",02/10/2024 18:10,"1,327",,"1,169",,PLENOIL,ID-PLENOIL-824,P,dm,L-D: 24H,L-D: 24H (D)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"CR  E-15  ,P.K. 429  (N-340 SALIDA",D,"-2,597167","36,819917",03/10/2024 09:00,"1,529","1,669","1,489","1,529",REPSOL,ID-REPSOL-825,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA ALMERIA 9029 KM. 1,D,"-2,629694","36,773194",30/09/2024 18:52,"1,459","1,709","1,399","1,439",E.S PACOCALCULA,ID-E.S PACOCALCULA-826,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"CARRETERA ALICUN KM. 5,05",I,"-2,602111","36,798722",30/09/2024 12:00,"1,529","1,689","1,479","1,579",REPSOL,ID-REPSOL-827,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (P)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"CTRA. ALICUN KM 5.05 (A-391 km 3,8)",D,"-2,601222","36,798611",30/09/2024 12:00,"1,529","1,689","1,479","1,579",REPSOL,ID-REPSOL-828,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (P)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA SABINAL KM. 337,I,"-2,616861","36,741306",30/09/2024 12:00,"1,529","1,689","1,479","1,579",CEPSA,ID-CEPSA-829,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA MOJONERA (MO) KM. 37,I,"-2,645694","36,759611",30/09/2024 12:00,"1,529","1,689","1,479","1,579",CEPSA,ID-CEPSA-830,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"AVENIDA ALICUN, 62",D,"-2,613361","36,771750",30/09/2024 12:00,"1,529","1,689","1,479","1,579",CEPSA,ID-CEPSA-831,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"AVENIDA DE ALICUN, 23 (A-391 km 0,5)",I,"-2,613417","36,769972",30/09/2024 12:00,"1,529","1,689","1,479","1,579",CEPSA,ID-CEPSA-832,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (P)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,"CAMINO A-1051, 10",D,"-2,636944","36,749444",03/10/2024 00:00,"1,519","1,661","1,479","1,569",BP ROQUETAS,ID-BP ROQUETAS-833,P,OM,L-D: 24H,L-D: 24H (A)
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA DE LA MOJONERA KM. 285,N,"-2,636944","36,761111",02/10/2024 16:19,"1,327",,"1,169","1,264",E.S. CAMPOEJIDO ROQUETAS,ID-E.S. CAMPOEJIDO ROQUETAS-834,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,ROQUETAS DE MAR,AGUADULCE,04720,"AVENIDA CALOS III, 82",D,"-2,592917","36,809278",02/10/2024 23:00,"1,519","1,659","1,469","1,549",CEPSA,ID-CEPSA-835,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,ROQUETAS DE MAR,AGUADULCE,04720,"CALLE JOSE MARIA MOLINA, S/N",D,"-2,582556","36,822694",03/10/2024 00:00,"1,529","1,669","1,479","1,569",REPSOL,ID-REPSOL-836,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALMERÍA,ROQUETAS DE MAR,AGUADULCE,04720,"AVENIDA CARLOS III (AS), 305",N,"-2,584861","36,811083",03/10/2024 00:00,"1,519","1,661","1,479","1,569",BP AGUADULCE,ID-BP AGUADULCE-837,P,dm,L-D: 24H,"L-D: 00:00-05:59 (A), 05:59-23:59 (P)"
ALMERÍA,SANTA FE DE MONDÚJAR,SANTA FE DE MONDUJAR,04420,CARRETERA A1075 KM. 1,I,"-2,537194","36,962778",30/09/2024 13:15,"1,558","1,819","1,528","1,618",BP E.S. LOS MILLARES,ID-BP E.S. LOS MILLARES-838,P,dm,L: 06:00-22:00,L: 06:00-22:00 (P)
ALMERÍA,SERÓN,CLAVEROS (LOS),04890,"CALLE MINA LEONA 1, 1",D,"-2,508722","37,360417",30/09/2024 14:37,"1,379",,"1,199","1,249",HAFESA,ID-HAFESA-839,P,dm,L-D: 06:00-22:00,L-D: 24H (P)
ALMERÍA,SORBAS,SORBAS,04270,CARRETERA A-316 UBEDA-CABRA  PK. 169 KM. S/N,D,"-2,121306","37,097500",01/10/2024 00:05,"1,519",,"1,479","1,569",E/S  SAN JAVIER,ID-E/S  SAN JAVIER-840,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,SORBAS,SORBAS,04270,"BO EL PUNTAL, SN",D,"-2,128694","37,169833",30/09/2024 09:54,"1,519",,"1,479",,CEPSA - LOS FILABRES SCA,ID-CEPSA - LOS FILABRES SCA-841,P,dm,L-V: 08:00-18:00; S: 08:00-14:00,L-V: 08:00-18:00 (A); S: 08:00-14:00 (A)
ALMERÍA,SORBAS,SORBAS,04270,"PARAJE EL COLLAICO, S/N",N,"-2,119944","37,095667",02/10/2024 01:00,,,"1,302",,"CITRASOR, SCA","ID-CITRASOR, SCA-842",P,dm,L-V: 09:00-14:00 y 16:00-20:00; S: 09:00-13:00,Sin datos
ALMERÍA,TABERNAS,TABERNAS,04200,CARRETERA N-340A KM. 479,D,"-2,308667","37,084750",30/09/2024 22:33,"1,819","1,949","1,509","1,609",REPSOL,ID-REPSOL-843,P,dm,L: 06:00-22:00,L: 06:00-22:00 (A)
ALMERÍA,TABERNAS,TABERNAS,04200,AUTOVIA CR A 92 KM. 379,D,"-2,446056","37,016417",20/09/2024 00:00,"1,569",,"1,499","1,619",REPSOL,ID-REPSOL-844,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,TABERNAS,TABERNAS,04200,"AVENIDA RICARDO FABREGA, 81",N,"-2,387556","37,057278",03/10/2024 00:07,"1,569","1,769","1,479","1,579",BP LA ERA TABERNAS,ID-BP LA ERA TABERNAS-845,P,dm,L: 06:00-22:00,L: 06:00-22:00 (A)
ALMERÍA,TABERNO,TABERNO,04692,CARRETERA HUERCAL-OVERA KM. 19400,I,"-2,071556","37,463389",20/09/2024 15:31,"1,535",,"1,455",,CEPSA,ID-CEPSA-846,P,dm,L-S: 08:00-14:00 y 15:30-20:30,"L-S: 08:00-14:00 (A), 15:30-20:30 (A)"
ALMERÍA,TAHAL,TAHAL,04275,"CARRETERA A-349 KM. 26,6",D,"-2,296194","37,231111",28/09/2024 16:45,"1,549",,"1,469","1,579",CEPSA,ID-CEPSA-847,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALMERÍA,TÍJOLA,TIJOLA,04880,"POLIGONO INDUSTRIAL, CL. LEONARDO DA VINCCI SECTOR TI4, 4",D,"-2,427000","37,347917",30/09/2024 15:40,"1,379",,"1,199",,VOLACAN,ID-VOLACAN-848,P,dm,L-D: 00:00-23:59,"L-V: 00:00-08:59 (D), 08:59-14:00 (A), 14:00-17:00 (D), 17:00-20:00 (A), 20:00-23:59 (D); S: 00:00-08:59 (D), 08:59-14:00 (A), 14:00-23:59 (D); D: 24H (D)"
ALMERÍA,TÍJOLA,TIJOLA,04880,"AVENIDA AVD.  JOSE ANTONIO, 18",D,"-2,432222","37,347722",03/10/2024 00:00,"1,489","1,619","1,439",,REPSOL,ID-REPSOL-849,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,TURRE,TURRE,04369,"CALLE CABRERA, 0",D,"-1,895944","37,151556",30/09/2024 10:40,"1,479",,"1,407","1,535",SHELL,ID-SHELL-850,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30 (A)
ALMERÍA,VÉLEZ-BLANCO,VELEZ-BLANCO,04830,CARRETERA A-317 KM. 161,I,"-2,095889","37,681861",01/10/2024 19:27,"1,399","1,759","1,229",,ANROROIL,ID-ANROROIL-851,P,dm,L: 07:00-22:00,Sin datos
ALMERÍA,VÉLEZ-BLANCO,VELEZ-BLANCO,04830,"CARRETERA C-321, PJE.CAÑADA DE NAVARRO KM 000000 KM. 162",D,"-2,090333","37,678111",01/10/2024 19:07,,,"1,229",,ANROROIL,ID-ANROROIL-852,P,dm,L-S: 07:00-23:00,L-S: 07:00-23:00 (A)
ALMERÍA,VÉLEZ-BLANCO,TOPARES,04839,CARRETERA VELEZ BLANCO KM. 26,I,"-2,226750","37,859639",24/09/2024 12:50,"1,399",,"1,199",,TOPFUEL,ID-TOPFUEL-853,P,dm,L-D: 08:00-22:00,L-D: 08:00-22:00 (A)
ALMERÍA,VÉLEZ-RUBIO,VELEZ-RUBIO,04820,"AVENIDA DE ANDALUCIA, 2",D,"-2,069528","37,645306",30/09/2024 20:02,"1,399",,"1,229",,LAS PEPAS,ID-LAS PEPAS-854,P,dm,L-D: 24H,"L-D: 00:00-07:00 (D), 07:00-22:00 (P), 22:00-23:59 (D)"
ALMERÍA,VÉLEZ-RUBIO,VELEZ-RUBIO,04820,"POLIGONO LA FORJA, 79/80",D,"-2,100750","37,644861",30/09/2024 08:46,"1,564",,"1,432",,INV,ID-INV-855,P,dm,L-V: 08:30-14:00 y 16:00-20:30; S: 09:00-13:30,"L-V: 08:30-14:00 (A), 16:00-20:30 (A); S: 09:00-13:30 (A)"
ALMERÍA,VÉLEZ-RUBIO,VELEZ-RUBIO,04820,AV ANDALUCIA 41,I,"-2,070389","37,646750",26/09/2024 22:00,"1,383","1,599","1,219","1,249",ESTACION DE SERVICIO VELEZ RUBIO,ID-ESTACION DE SERVICIO VELEZ RUBIO-856,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,VERA,VERA,04620,"CARRETERA 337 KM 1,8 KM. 1,8",N,"-1,850611","37,234583",01/10/2024 10:23,"1,519","1,679","1,469","1,579",ESTACION SERVICIO VERA SV,ID-ESTACION SERVICIO VERA SV-857,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALMERÍA,VERA,VERA,04620,CARRETERA CRTA. NAC 340A KM. 533,D,"-1,881333","37,252778",02/10/2024 07:32,"1,499","1,629","1,439","1,519",CEPSA,ID-CEPSA-858,P,dm,L-D: 24H,Sin datos
ALMERÍA,VERA,VERA,04620,"CALLE CARRETERA DE CUEVAS, 1",D,"-1,871778","37,251333",03/10/2024 01:20,"1,357",,"1,219",,PLENOIL,ID-PLENOIL-859,P,dm,L-D: 24H,L-D: 24H (D)
ALMERÍA,VERA,VERA,04620,"CR AL-3327, 3,8",I,"-1,836806","37,220833",03/10/2024 00:01,"1,509","1,629","1,459","1,549",REPSOL,ID-REPSOL-860,P,dm,L-D: 07:00-11:00,L-D: 07:00-11:00 (A)
ALMERÍA,VERA,VERA,04620,CARRETERA C-3327 KM. 1,D,"-1,854528","37,237806",02/10/2024 12:20,"1,359",,"1,219",,VULCO,ID-VULCO-861,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,VERA,VERA,04620,CARRETERA DE RONDA KM. 97,D,"-1,868778","37,239444",03/10/2024 08:27,"1,359",,"1,219",,VERADIESEL,ID-VERADIESEL-862,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALMERÍA,VERA,VERA,04620,"CL ANCHA, S.N.",D,"-1,872667","37,249083",03/10/2024 00:00,"1,489","1,639","1,439",,REPSOL,ID-REPSOL-863,P,OM,L-S: 07:00-21:00; D: 07:00-15:00,L-S: 07:00-21:00 (A); D: 07:00-15:00 (A)
ALMERÍA,VIATOR,VIATOR,04240,"CALLE SIERRA DE CAZORLA, 23 (P.I. LA JUAIDA), 23",D,"-2,419472","36,884611",03/10/2024 09:15,"1,519","1,719","1,469","1,539",REPSOL,ID-REPSOL-864,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,VIATOR,VIATOR,04240,PARAJE PISAICA DE LA VIRGEN S/N,N,"-2,409389","36,876639",20/09/2024 09:02,"1,360",,"1,290",,S.A.T. PISAICA DE LA VIRGEN,ID-S.A.T. PISAICA DE LA VIRGEN-865,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,VIATOR,VIATOR,04240,"CARRETERA VIATOR - EL ALQUIAN KM. 8,5",N,"-2,423139","36,878167",03/10/2024 00:00,"1,529","1,671","1,479","1,569",BP VIATOR,ID-BP VIATOR-866,P,OM,L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-21:00,L-V: 06:00-22:00 (A); S: 06:00-21:00 (A); D: 07:00-21:00 (A)
ALMERÍA,VIATOR,JUAIDA (LA),04230,"POLIGONO SIERRA DE CAZORLA, S7N",D,"-2,420694","36,883306",27/09/2024 13:54,"1,509",,"1,449",,SHELL,ID-SHELL-867,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,VÍCAR,GANGOSA (LA),04738,"AVENIDA SIERRA DE GADOR, 6",N,"-2,625167","36,803278",30/09/2024 13:11,"1,359",,"1,189",,CAMPO ROQUETAS,ID-CAMPO ROQUETAS-868,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,VÍCAR,PUEBLA DE VICAR,04738,"CAMINO CORTIJO SAN LUCIANO, S/N",N,"-2,673639","36,807167",30/09/2024 17:03,,,"1,279",,E.S. GASOLEOS HORTICAMPO - VICAR,ID-E.S. GASOLEOS HORTICAMPO - VICAR-869,P,dm,L-V: 07:00-14:00 y 15:30-19:00; S: 07:00-13:00,"L-V: 07:00-14:00 (A), 15:30-19:00 (A); S: 07:00-13:00 (A)"
ALMERÍA,VÍCAR,VICAR,04738,"DISEMINADO CARRETERA ZAMORA 2702, 2702",D,"-2,641889","36,831444",01/10/2024 23:08,,,"1,187",,E.S. COOP SANTA MARIA-VICAR-MURGIVERDE,ID-E.S. COOP SANTA MARIA-VICAR-MURGIVERDE-870,P,dm,L: 07:00-20:00,L: 07:00-20:00 (A)
ALMERÍA,VÍCAR,VICAR,04738,"AVENIDA BULEVAR CIUDAD DE VÍCAR, 715",D,"-2,623361","36,804333",30/09/2024 19:43,"1,359",,"1,189",,PLENOIL,ID-PLENOIL-871,P,dm,L-D: 24H,L-D: 24H (D)
ALMERÍA,VÍCAR,VICAR,04738,"BULEVAR CIUDAD DE VICAR, 659",N,"-2,621028","36,804778",03/10/2024 00:00,"1,509","1,629","1,469","1,529",REPSOL,ID-REPSOL-872,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,VÍCAR,VICAR,04738,CARRETERA ROQUETAS KM. 9,N,"-2,642722","36,831444",03/10/2024 00:00,"1,519","1,661","1,479","1,569",BP VIAPARK,ID-BP VIAPARK-873,P,OM,L-D: 24H,L-D: 24H (A)
ALMERÍA,VÍCAR,VICAR,04738,"BULEVAR BULEVAR CIUDAD DE VICAR, 300",N,"-2,609389","36,807389",03/10/2024 00:00,"1,519","1,661","1,479","1,569",BP VICAR,ID-BP VICAR-874,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30 (A)
ALMERÍA,VÍCAR,VICAR,04738,CTRA. NACIONAL 340,D,"-2,653568","36,799468",01/10/2024 10:28,"1,389","1,545","1,219","1,285",CONSUMOMAR,ID-CONSUMOMAR-875,P,dm,L-D: 24H,L-D: 24H (A)
ALMERÍA,VÍCAR,VICAR,04738,"PARAJE EL VIZCONDE CARRETERA IRYDA SECTOR IV, S/N",I,"-2,675944","36,782806",30/09/2024 10:10,"1,370",,"1,170","1,280",E.S.VICASOL,ID-E.S.VICASOL-876,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,VÍCAR,VICAR,04738,CARRETERA MOJONERA AL SOLANILLO KM. S/N,N,"-2,661000","36,737694",18/09/2024 23:00,"1,399","1,599","1,249",,AGLA,ID-AGLA-877,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALMERÍA,ZURGENA,ALFOQUIA (LA),04661,"AVENIDA ANDALUCIA, S/N",D,"-2,044917","37,361889",30/09/2024 10:53,"1,379",,"1,189",,OIL BAROL SL,ID-OIL BAROL SL-878,P,dm,L: 07:00-21:00,L: 07:00-21:00 (A)
ARABA/ÁLAVA,ALEGRÍA-DULANTZI,ALEGRIA-DULANTZI,01240,"CALLE GASTEIZBIDEA, 59",D,"-2,519194","42,842917",03/10/2024 08:05,"1,569",,"1,459",,ES DULANTZI REPSOL,ID-ES DULANTZI REPSOL-879,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ARABA/ÁLAVA,AMURRIO,AMURRIO,01470,"CALLE MASKURIBAI KALEA, 14",N,"-3,000889","43,044944",30/09/2024 23:09,"1,389",,"1,219","1,239",BALLENOIL,ID-BALLENOIL-880,P,dm,L-D: 24H,L-D: 24H (D)
ARABA/ÁLAVA,AMURRIO,LARRINBE,01468,"POLIGONO ZANKUETA, 0",D,"-2,989111","43,044333",25/09/2024 19:13,"1,399","1,549","1,229","1,299",ESTACIONES GB,ID-ESTACIONES GB-881,P,dm,L-D: 24H,L-D: 24H (A)
