Provincia,same_as_wiki_data_province,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Precio gasolina 95 E5,Precio gasolina 98 E5,Precio gasóleo A,Precio gasóleo Premium,Rótulo,same_as_wikdata_rotulo,ID,Tipo venta,Rem.,Horario,Tipo servicio
Gipuzkoa,https://wikidata.org/entity/Q95010,DONOSTIA-SAN SEBASTIÃ�N,ZUBIETA,20160,"AUTOVIA A-1 KM. 454,600",I,"-2,025,250","43,247,361","1,588",,"1,449","1,514",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4622,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,DONOSTIA-SAN SEBASTIÃ�N,DONOSTIA-SAN SEBASTIAN,20017,"AVENIDA SAN PEDRO, 3",D,"-1,943,667","43,321,667","1,589","1,739","1,479","1,559",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4623,P,dm,L-D: 06:30-22:30,"L-D: 06:30-22:30 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,EIBAR,EIBAR,20600,"CALLE BARRENA, 19",N,"-2,454,556","43,189,972","1,489","1,679","1,419","1,479",AVIA-ACITAIN,,ID-AVIA-ACITAIN-4624,P,dm,L-V: 06:00-22:00; S-D: 08:00-22:00,"L-V: 06:00-22:00 (A); S-D: 08:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,EIBAR,EIBAR,20600,"CALLE OTAOLA, 13",N,"-2,482,917","43,181,611","1,489","1,679","1,419","1,479",AVIA-KANTOI,,ID-AVIA-KANTOI-4625,P,dm,L-V: 06:00-22:00; S-D: 08:00-22:00,"Sin datos"
Gipuzkoa,https://wikidata.org/entity/Q95010,ELGOIBAR,ELGOIBAR,20870,"CALLE DEBA, 21",I,"-2,408,750","43,219,167","1,549","1,699","1,459","1,589",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4626,P,dm,L-D: 06:00-22:00,"L-V: 06:00-22:00 (P); S-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ELGOIBAR,ELGOIBAR,20870,"CALLE LERUN TXIKI MORTERIKA, 2",N,"-2,406,611","43,221,333","1,539","1,779","1,379","1,449",MLC Limited,https://wikidata.org/entity/Q6716572,ID-MLC-4627,P,dm,L-D: 24H,"L-D: 24H (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ELGOIBAR,ELGOIBAR,20870,"CALLE ZIZILION, 3",I,"-2,419,139","43,210,333","1,529",,"1,369",,PETROPRIX,,ID-PETROPRIX-4628,P,dm,L-D: 07:00-23:00,"L-D: 07:00-23:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ERRENTERIA,ERRENTERIA,20100,"PASEO EGIBURUBERRI, 6",N,"-1,899,194","43,295,417","1,389",,"1,249",,UREPEL,,ID-UREPEL-4629,P,dm,L-D: 24H,"L-V: 00:00-09:00 (D), 09:00-18:30 (A), 18:30-23:59 (D); S-D: 24H (D)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ERRENTERIA,RENTERIA,20100,"AVENIDA NAVARRA, 81",D,"-1,905,194","43,316,139","1,474",,"1,384","1,474",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-4630,P,OM,L-D: 07:00-23:00,"L-D: 07:00-23:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ESKORIATZA,APOTZAGA,20540,"AUTOPISTA AP-1 KM. 121,500",I,"-2,535,278","43,016,944","1,569","1,719","1,479","1,569",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4631,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ESKORIATZA,ESKORIATZA,20540,"PASEO AINGERU, 8",I,"-2,534,500","43,013,833","1,589","1,799","1,459","1,549",Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-4632,P,dm,L-D: 06:00-22:00,"Sin datos"
Gipuzkoa,https://wikidata.org/entity/Q95010,HERNANI,HERNANI,20120,"CR GI-2132, 0,4",D,"-2,000,944","43,277,667","1,569","1,719","1,459",,Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-4633,P,OM,L-V: 06:00-22:00,"L-V: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HERNANI,HERNANI,20120,"CR  GI-2132 P.K. 0,4 M.I.",I,"-2,001,361","43,278,056","1,569","1,719","1,459",,Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-4634,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HERNANI,HERNANI,20120,"BARRIO AKARREGI, 23",N,"-1,968,278","43,266,944","1,559","1,699","1,449","1,549",AVIA International,https://wikidata.org/entity/Q300147,ID-AVIA-4635,P,dm,L-V: 06:30-21:30; S-D: 08:00-21:00,"L-V: 06:30-21:30 (A); D: 08:00-21:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HERNANI,HERNANI,20120,AUTOPISTA AP-8 KM. 22,I,"-1,984,250","43,278,472","1,599","1,739","1,479",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4636,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HERNANI,HERNANI,20120,AUTOPISTA AP-8 KM. 22,D,"-1,982,444","43,279,778","1,599","1,739","1,489",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4637,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HONDARRIBIA,HONDARRIBIA,20280,"CALLE GABARRARI, 22",N,"-1,794,389","43,356,444","1,569","1,709","1,459","1,529",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-4638,P,OM,L-D: 07:00-23:00,"L-D: 07:00-23:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HONDARRIBIA,HONDARRIBIA,20280,CARRETERA GI-636 KM. 13,D,"-1,806,944","43,347,167","1,419",,"1,259","1,259",EASYGAS,,ID-EASYGAS-4639,P,dm,L-D: 06:00-22:00,"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,HONDARRIBIA,HONDARRIBIA,20280,CARRETERA GI-636 KM. 13,I,"-1,808,528","43,347,556","1,419",,"1,259","1,259",EASYGAS,,ID-EASYGAS-4640,P,dm,L-D: 24H,"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IDIAZABAL,IDIAZABAL,20213,"POLIGONO IÃ‘AUSTI 4B, CRTA NACIONAL I, KM 416, 0",N,"-2,221,806","43,027,472",,,"1,370",,TRANS.O.GUI.COOP.,,ID-TRANS.O.GUI.COOP.-4641,P,dm,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IDIAZABAL,IDIAZABAL,20213,"AUTOVIA A-1 KM. 406,000",I,"-2,228,333","42,949,306","1,589","1,721","1,439","1,505",CEPSA ETXEGARATE,,ID-CEPSA ETXEGARATE-4642,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20303,"AVENIDA ELIZATXO, 8",N,"-1,796,417","43,336,611","1,569","1,709","1,449","1,499",ELIZATXO-REPSOL,,ID-ELIZATXO-REPSOL-4643,P,dm,L: 06:00-23:59,"Sin datos"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20304,"AVENIDA IPARRALDE, 42",D,"-1,787,028","43,347,278","1,569","1,719","1,449","1,539",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4644,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20304,"AVENIDA NAVARRA, 18",N,"-1,782,250","43,339,306","1,489","1,631","1,389","1,479",BP IRUN,,ID-BP IRUN-4645,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20304,"CL AVENIDA DE IPARRALDE , 43",I,"-1,787,361","43,347,222","1,579",,"1,449",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4646,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CALLE MAZUOLA, 4",D,"-1,836,750","43,325,722",,,"1,419",,IDS,,ID-IDS-4647,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CALLE COMETE SAREA, 1",N,"-1,753,694","43,338,528","1,509",,"1,435",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4648,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CALLE ANTXOTXIPI, 4",D,"-1,763,778","43,339,417",,,"1,409",,VALCARCE,,ID-VALCARCE-4649,P,dm,L-D: 24H,"L-D: 24H (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CL ANTXOTXIPI , 15",D,"-1,764,556","43,339,056","1,569","1,719","1,439",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4650,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"AVENIDA LETXUMBORRO, 81",N,"-1,819,028","43,330,917","1,494",,"1,399","1,469",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-4651,P,OM,L-S: 08:00-22:00; D: 10:00-15:00,"L-S: 08:00-22:00 (A); D: 10:00-15:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CL AVENIDA DE LTXUMBORRO, S.N.",I,"-1,817,028","43,333,889","1,559",,"1,459","1,549",Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-4652,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CALLE COMETE SAREA (ZAISA II), 7",N,"-1,752,750","43,336,500",,,"1,409",,ZABALETA,,ID-ZABALETA-4653,P,dm,L-V: 24H; S: 06:00-22:00; D: 14:30-00:00,"L-V: 24H (A); S: 06:00-22:00 (A); D: 14:30-00:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,ANTXOTXIPI NÂº 17 - ZAISA III,D,"-1,766,167","43,337,500",,,"1,389",,SACYTRANS,,ID-SACYTRANS-4654,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CALLE ANTXOTXIPI, 10    ZAISA III, 10",D,"-1,768,694","43,337,278",,,"1,399",,GACELA,,ID-GACELA-4655,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"PARQUE COMERCIAL TXINGUDI, ZONA ARASO.B. VENTAS, 80",N,"-1,834,722","43,322,583","1,409","1,549","1,239","1,339",ALCAMPO IRUN,,ID-ALCAMPO IRUN-4656,P,dm,L-D: 06:00-00:00,"L-D: 06:00-00:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"AVENIDA ELIZATXO (N-I KM 480,5), 64",D,"-1,827,139","43,328,889","1,564","1,696","1,454","1,564",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4657,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"AVENIDA ELIZATXO (N-I KM 480,5), 64",I,"-1,827,556","43,329,333","1,564","1,696","1,454","1,564",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4658,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CALLE TERMINAL DE ZAISA-BEHOBIA, S/N (CTRA. NAC.1), 484",D,"-1,754,111","43,341,111","1,579",,"1,435","1,549",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4659,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"PASEO ENDARLAZA, S/N",D,"-1,760,472","43,342,111","1,509","1,719","1,409","1,519",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4660,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,IRUN,20305,"CARRETERA N-121 A KM. 76,4",D,"-1,752,694","43,335,806","1,429",,"1,259","1,319",BIDASOIL,,ID-BIDASOIL-4661,P,dm,L-V: 06:00-22:00; S-D: 07:00-22:00,"Sin datos"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,BIDASOA,20305,"CALLE ANTXOTXIPI, NÂº 13 - ZAISA III, 13",I,"-1,764,500","43,337,861",,,"1,419",,"TRANSPORTES ZUMALABE, S.L.",,"ID-TRANSPORTES ZUMALABE, S.L.-4662",P,dm,L-D: 08:00-22:00,"L-D: 08:00-22:00 (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,BIDASOA,20305,"CALLE EUROPA, NÂº 18, 18",D,"-1,756,528","43,340,861",,,"1,419",,"NEUMATICOS Y SERVICIOS BEHOBIA, S.A.",,"ID-NEUMATICOS Y SERVICIOS BEHOBIA, S.A.-4663",P,dm,L-D: 08:00-22:00,"L-D: 08:00-22:00 (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRUN,BIDASOA,20305,"CALLE COMETE SAREA, 5",D,"-1,752,944","43,337,167",,,"1,409",,VALCARCE,,ID-VALCARCE-4664,P,dm,L-D: 00:00-23:59,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,IRURA,IRURA,20271,"POLIGONO POLIGONO IBAI-ONDO, 14",D,"-2,067,083","43,165,917",,,"1,369",,GASOLEOA,,ID-GASOLEOA-4665,P,dm,L-S: 08:00-12:30 y 15:00-19:30,"L-S: 08:00-12:30 (A), 15:00-19:30 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ITSASONDO,ITSASONDO,20249,"CR N-1, 423,3",D,"-2,163,667","43,065,889","1,569","1,719","1,479","1,549",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4666,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LASARTE-ORIA,LASARTE,20160,"CL CIRCUITO IBILBIDEA, 8 (N-1 km 455)",I,"-2,019,028","43,257,333","1,559","1,719","1,469","1,549",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4667,P,dm,L-D: 06:30-22:30,"L-D: 06:30-22:30 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LASARTE-ORIA,LASARTE,20160,"AUTOVIA N-1 KM. 451,000",D,"-2,021,972","43,252,778","1,569","1,719","1,489","1,549",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4668,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LAZKAO,LAZKAO,20210,CARRETERA GI-120 KM. 65,N,"-2,188,333","43,041,944","1,549","1,689","1,449","1,539",AVIA International,https://wikidata.org/entity/Q300147,ID-AVIA-4669,P,dm,L-D: 24H,"Sin datos"
Gipuzkoa,https://wikidata.org/entity/Q95010,LEGAZPI,LEGAZPI,20230,"CALLE BIKUÃ‘A, S/N",D,"-2,332,194","43,034,694","1,549",,"1,459","1,569",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4670,P,dm,L-S: 08:00-21:00; D: 08:00-14:30,"L-S: 08:00-21:00 (P); D: 08:00-14:30 (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LEGORRETA,LEGORRETA,20250,CARRETERA NACIONAL 1 KM. 425,I,"-2,156,194","43,078,861","1,509","1,719","1,409","1,519",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4671,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LEZO,LEZO,20100,"CARRETERA GI 2638 KM. 3,3",N,"-1,870,444","43,326,944","1,459",,"1,429","1,499",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-4672,P,OM,L-V: 07:00-22:00; S: 08:00-21:00; D: 09:00-16:00,"L-V: 07:00-22:00 (A); S: 08:00-21:00 (A); D: 09:00-16:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LEZO,LEZO,20100,"CARRETERA GI 2638 KM. 3,300",I,"-1,870,861","43,327,306",,,"1,429",,Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-4673,P,OM,L-D: 24H,"L-D: 24H (D)"
Gipuzkoa,https://wikidata.org/entity/Q95010,LEZO,LEZO,20100,IPINTZA KALEA 47,D,"-1,879,944","43,323,611","1,369",,"1,229","1,399",MERKAOIL,,ID-MERKAOIL-4674,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,MUTRIKU,MUTRIKU,20830,"BARRIO MIJOA,",I,"-2,411,028","43,313,833","1,529","1,669","1,429","1,449",AVIA International,https://wikidata.org/entity/Q300147,ID-AVIA-4675,P,dm,L-D: 07:00-22:00,"L-D: 07:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,ARRAGUA,20180,"CALLE MUGARRIEGI, 2",D,"-1,864,778","43,319,667",,,"1,227",,BIDEKO ATERPE,,ID-BIDEKO ATERPE-4676,R,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,ALTZIBAR Y KARRIKA,20180,"CALLE PERKATZENE, 6",D,"-1,853,111","43,320,944",,,"1,332",,XPO TRANSPORT SOLUTIONS SPAIN SL,,ID-XPO TRANSPORT SOLUTIONS SPAIN SL-4677,R,dm,L: 24H,"L: 24H (D)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"CARRETERA N-1 KM. 469,1",D,"-1,879,444","43,312,222","1,569","1,719","1,469","1,559",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4678,P,OM,L-V: 06:00-22:00; S: 09:00-21:00,"L-V: 06:00-22:00 (A); S: 09:00-21:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"CR N-1, 469,1",I,"-1,879,528","43,312,139","1,569","1,719","1,469","1,559",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4679,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"CALLE ARANEDER BIDEA, 1",I,"-1,871,833","43,296,222","1,559","1,709","1,459","1,549",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4680,P,OM,L-D: 06:30-21:30,"L-V: 06:30-21:30 (P); S-D: 06:30-14:00 (P), 14:00-21:30 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,ARAÃ‘ABURU 3-B,D,"-1,861,056","43,317,056",,,"1,479",,INSAUSTI,,ID-INSAUSTI-4681,R,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"AUTOPISTA AP-8 (MRG.IZDO.) KM. 8,3",I,"-1,852,222","43,316,611","1,670","1,729","1,479","1,579",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4682,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"AUTOPISTA AP-8 (MRG.DCHO.) KM. 8,3",D,"-1,844,528","43,317,611","1,670","1,729","1,479","1,579",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4683,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,CARRETERA MADRID-IRUN KM. 469,N,"-1,876,417","43,314,639","1,519","1,679","1,419","1,459",Carrefour,https://wikidata.org/entity/Q62073427,ID-CARREFOUR-4684,P,dm,L-S: 07:45-21:30; D: 09:00-15:00,"L-S: 07:45-21:30 (A); D: 09:00-15:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"CALLE ASTIGARRAKO, 4",N,"-1,883,028","43,302,722","1,379","1,569","1,239","1,339",Alcampo,https://wikidata.org/entity/Q2832081,ID-ALCAMPO-4685,P,dm,L-S: 06:00-23:00; D: 08:00-22:00,"L-S: 06:00-23:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"CALLE ARAÃ‘ABURU, 7",N,"-1,854,333","43,319,444",,,"1,409",,FUEL TRUCK,,ID-FUEL TRUCK-4686,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OIARTZUN,OIARTZUN,20180,"CALLE ARAÃ‘ABURU 3-D, 3",N,"-1,861,306","43,317,417",,,"1,659",,GEXA,,ID-GEXA-4687,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OLABERRIA,OLABERRIA,20212,"POLIGONO INDUSTRIAL 201 BARRIO YURRE, S/N",N,"-2,217,500","43,035,056","1,519","1,629","1,389","1,429",Carrefour,https://wikidata.org/entity/Q62073427,ID-CARREFOUR-4688,P,dm,L-S: 07:00-21:00; D: 09:00-15:00,"L-S: 07:00-21:00 (A); D: 09:00-15:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OLABERRIA,OLABERRIA,20212,CARRETERA N-I MADRID-IRUN KM. 416,D,"-2,219,917","43,026,472","1,569","1,711","1,469","1,559",BP OLABERRIA,,ID-BP OLABERRIA-4689,P,OM,L-D: 24H,"L-D: 24H (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OLABERRIA,OLABERRIA,20212,CARRETERA NACIONAL N-1 (IRUN-MADRID) KM. 417,D,"-2,216,667","43,038,889","1,539","1,689","1,429",,AVIA International,https://wikidata.org/entity/Q300147,ID-AVIA-4690,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OÃ‘ATI,OÃ‘ATI,20560,"SANTXOLOPETEGI AUZOA, 25",D,"-2,435,417","43,053,583","1,559","1,669","1,459","1,509",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4691,P,OM,L-D: 05:00-22:00,"L-D: 05:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,OÃ‘ATI,OÃ‘ATI,20560,"CARRETERA GI-2630 KM. 17,9",I,"-2,420,639","43,039,917","1,559","1,669","1,449","1,499",Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-4692,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,ORDIZIA,ORDIZIA,20240,"CALLE SAN BARTOLOMÃ‰, 7",N,"-2,179,528","43,051,694","1,469",,"1,339",,EROSKI,,ID-EROSKI-4693,P,dm,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,PASAIA,PASAI SAN PEDRO,20110,"ZONA PORTUARIA LA HERRERA, S/N",N,"-1,934,528","43,321,639",,,"1,222",,COOPERATIVA DE TRANSPORTES DEL PUERTO DE PASAJES,,ID-COOPERATIVA DE TRANSPORTES DEL PUERTO DE PASAJES-4694,R,dm,L: 24H,"L: 24H (D)"
Gipuzkoa,https://wikidata.org/entity/Q95010,TOLOSA,TOLOSA,20400,CARRETERA NACIONAL 1 KM. 437,D,"-2,068,778","43,152,861","1,569","1,719","1,479","1,549",Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-4695,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,TOLOSA,TOLOSA,20400,"CALLE LARRAMENDI, 28",N,"-2,071,278","43,145,222","1,529","1,709","1,429",,AVIA International,https://wikidata.org/entity/Q300147,ID-AVIA-4696,P,dm,L-D: 06:00-22:00,"L-D: 06:00-22:00 (P)"
Gipuzkoa,https://wikidata.org/entity/Q95010,TOLOSA,TOLOSA,20400,"CR N-1, 432,5",I,"-2,092,500","43,116,917","1,579",,"1,479",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4697,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,URNIETA,URNIETA,20130,"POLIGONO INDUSTRIAL BARRIO ERGOYEN, S/N",D,"-1,999,944","43,234,944","1,589",,"1,479","1,559",Shell,https://wikidata.org/entity/Q154950,ID-SHELL-4698,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,URNIETA,URNIETA,20130,"CALLE BO. ERGOYEN, 21",D,"-1,998,806","43,235,528","1,459","1,739","1,229","1,279",MLC Limited,https://wikidata.org/entity/Q6716572,ID-MLC-4699,P,dm,L: 24H,"L: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,URRETXU,URRETXU,20700,"CALLE IPEÃ‘ARRIETA, 54",N,"-2,319,194","43,089,750","1,397",,,"1,327",LOW COST EUSKADI - URRETXU,,ID-LOW COST EUSKADI - URRETXU-4700,P,dm,L: 24H,"L: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,USURBIL,USURBIL,20170,"AUTOPISTA AP-8 (MRG.IZDO.) KM. 27,1",I,"-2,029,083","43,284,833","1,588","1,720","1,475","1,575",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4701,P,OM,L-D: 24H,"L-D: 24H (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,USURBIL,USURBIL,20170,"AUTOPISTA AP-8 (MRG.DCHO.) KM. 27,1",D,"-2,031,889","43,286,611","1,588",,"1,475","1,575",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-4702,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,USURBIL,USURBIL,20170,"CARRETERA NACIONAL 634 KM. 5,7",D,"-2,070,472","43,271,361","1,579",,"1,479",,Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-4703,P,dm,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Gipuzkoa,https://wikidata.org/entity/Q95010,USURBIL,USURBIL,20170,"POLIGONO ATALLU, 26",D,"-2,047,694","43,267,778","1,599",,"1,379",,ALKARTASUNA USURBILGO BASERRITARREN KOOPERATIBA,,ID-ALKARTASUNA USURBILGO BASERRITARREN KOOPERATIBA-4704,P,dm,L-D: 24H,"Sin datos"
Gipuzkoa,https://wikidata.org/entity/Q95010,USURBIL,USURBIL,20170,"CALLE TXIKIERDI, 7",N,"-2,022,194","43,276,889","1,379",,"1,249","1,349",EROSKI,,ID-EROSKI-4705,P,dm,L-S: 07:00-22:30; D: 10:00-21:00,"L-S: 07:00-22:30 (A); D: 10:00-21:00 (A)"
