datetime-America/Los_Angeles,Iowa PM2.5 [ug/m^3],Chicago PM2.5 [ug/m^3],Cranford PM2.5 [ug/m^3],Magnolia PM2.5 [ug/m^3],month,day,hour,minute,dayofweek_Sunday,dayofweek_Monday,dayofweek_Tuesday,dayofweek_Wednesday,dayofweek_Thursday,dayofweek_Friday,dayofweek_Saturday,Background PM2.5 [ug/m^3],Temperature [degC],Pressure [mbar],Humidity [%],Wind Speed [mph],Wind Direction [degrees],Far-bound Local Roadway (#vehicles/mile),Near-bound Local Roadway (#vehicles/mile),Far-bound Highway (#vehicles/mile),Near-bound Highway (#vehicles/mile)
2021-05-21 16:00:00-07:00,9.900657729143376,9.774868253500395,10.180730699394442,10.705539974878098,5,21,16,0,0,0,0,0,0,1,0,1.0,21.84,1013,29,3.58,190,31.958604255319152,61.00781176470588,89.17580504226221,126.61079532075475
2021-05-21 16:15:00-07:00,9.805880915136205,9.653491255663516,10.177127028109268,10.601201742681877,5,21,16,15,0,0,0,0,0,1,0,1.0,21.84,1013,29,3.58,190,28.25613187010078,65.25420479302832,88.57122331316214,123.28688422641511
2021-05-21 16:30:00-07:00,9.716473534299512,9.545236452,10.180691948052704,10.479671519271395,5,21,16,30,0,0,0,0,0,1,0,1.0,21.84,1013,29,3.58,190,27.23289585666294,62.9790731154684,85.85060553221174,126.61079532075475
2021-05-21 16:45:00-07:00,9.640965296652064,9.454866752027824,10.191836291182717,10.347632748553595,5,21,16,45,0,0,0,0,0,1,0,1.0,21.84,1013,29,3.58,190,30.989433549832025,73.92230065359477,81.31624256396113,129.6325326792453
2021-05-21 17:00:00-07:00,9.587885912212636,9.383103542039553,10.210970889457293,10.21176887443542,5,21,17,0,0,0,0,0,0,1,0,1.0,20.43,1013,32,2.68,241,31.49804792833147,73.91061333333333,89.0311284323237,119.70064052368119
2021-05-21 17:15:00-07:00,9.565765091,9.329657827521403,10.238506574834402,10.078763340823805,5,21,17,15,0,0,0,0,0,1,0,1.0,20.43,1013,32,2.68,241,25.05626660694289,56.28613437908497,89.0311284323237,140.878446154794
2021-05-21 17:30:00-07:00,9.58118672980624,9.29424061395959,10.274854179272024,9.95529959162569,5,21,17,30,0,0,0,0,0,1,0,1.0,20.43,1013,32,2.68,241,33.712723135498315,62.458987363834424,83.79400323042229,122.1560382780131
2021-05-21 17:45:00-07:00,9.632951472516677,9.276562906840327,10.32042453472814,9.848061070748026,5,21,17,45,0,0,0,0,0,1,0,1.0,20.43,1013,32,2.68,241,29.85606450167973,57.03801864923747,82.48472192994697,127.68068322525993
2021-05-21 18:00:00-07:00,9.717914149789944,9.27633571164983,10.375628473160726,9.763731222097741,5,21,18,0,0,0,0,0,0,1,0,5.0,18.95,1014,37,2.68,254,25.410694736842107,53.9447745533769,80.28804022907578,125.00190662333459
2021-05-21 18:15:00-07:00,9.832929592284675,9.293270033874316,10.440876826527754,9.70899348958178,5,21,18,15,0,0,0,0,0,1,0,5.0,18.95,1014,37,2.68,254,31.574139843225083,45.92142919389979,83.52546120605462,112.72212234547555
2021-05-21 18:30:00-07:00,9.974852630659505,9.327076879,10.516580426787204,9.690531317107087,5,21,18,30,0,0,0,0,0,1,0,5.0,18.95,1014,37,2.68,254,28.80479462486002,53.09549594771241,81.5830086198673,110.83292476426645
2021-05-21 18:45:00-07:00,10.140538095573062,9.377341005114436,10.603150105897054,9.715028148580597,5,21,18,45,0,0,0,0,0,1,0,5.0,18.95,1014,37,2.68,254,26.44194042553192,48.16149891067539,80.61178232677364,103.9058669664998
2021-05-21 19:00:00-07:00,10.32684081768398,9.443142180710563,10.700996695815283,9.789167427909256,5,21,19,0,0,0,0,0,0,1,0,6.0,17.43,1014,45,3.13,284,36.75239489361702,42.85350762527233,74.75313252972956,96.28188809611089
2021-05-21 19:15:00-07:00,10.530615627650894,9.523433926882651,10.810531028499863,9.919632599,5,21,19,15,0,0,0,0,0,1,0,6.0,17.43,1014,45,3.13,284,35.0703630907055,34.508760958605656,75.66847700968545,100.39920567916828
2021-05-21 19:30:00-07:00,10.748717356132435,9.617169764724977,10.932163935908779,10.110695635062427,5,21,19,30,0,0,0,0,0,1,0,6.0,17.43,1014,45,3.13,284,29.72991211646137,38.97526518518519,73.53267322312172,93.43143746168657
2021-05-21 19:45:00-07:00,10.978000833787238,9.723303215331816,11.06630625,10.35698262651677,5,21,19,45,0,0,0,0,0,1,0,6.0,17.43,1014,45,3.13,284,27.07270235162374,36.89102640522876,72.3122139165139,94.6983044103196
2021-05-21 20:00:00-07:00,11.215320891273931,9.840787799797443,11.21247720670875,10.650708193085912,5,21,20,0,0,0,0,0,0,1,0,5.0,15.76,1016,54,1.79,261,30.16643941769317,45.43250962962963,67.7000265416376,84.45354364204852
2021-05-21 20:15:00-07:00,11.457532359251154,9.96857703921614,11.366629657879207,10.984086954492732,5,21,20,15,0,0,0,0,0,1,0,5.0,15.76,1016,54,1.79,261,16.486753964641938,36.084967688259624,67.93635449155171,82.60696413277681
2021-05-21 20:30:00-07:00,11.701490068377538,10.10562445468217,11.523824859332802,11.349333530460122,5,21,20,30,0,0,0,0,0,1,0,5.0,15.76,1016,54,1.79,261,14.801879865621501,28.283315032679738,67.1358596537906,84.15406299083557
2021-05-21 20:45:00-07:00,11.944048849311704,10.250883567289815,11.679124066890958,11.738662540710969,5,21,20,45,0,0,0,0,0,1,0,5.0,15.76,1016,54,1.79,261,21.595708748253287,24.870905338538236,65.84670268223095,85.93787995862209
2021-05-21 21:00:00-07:00,12.182063532712302,10.403307898133352,11.827588536375096,12.144288604968148,5,21,21,0,0,0,0,0,0,1,0,4.0,14.53,1017,63,1.34,173,20.124309070548716,27.052250631808285,58.161498473369136,84.30991160077012
2021-05-21 21:15:00-07:00,12.412388949237958,10.561850968307052,11.964279523606647,12.55842634295455,5,21,21,15,0,0,0,0,0,1,0,4.0,14.53,1017,63,1.34,173,17.966667653377645,25.92379799252736,58.652000503888765,84.4375663323975
2021-05-21 21:30:00-07:00,12.631879929547301,10.725466298905193,12.084258284407031,12.973290374393066,5,21,21,30,0,0,0,0,0,1,0,4.0,14.53,1017,63,1.34,173,15.358552295632698,21.728676252723314,58.916842609386926,81.9921133437043
2021-05-21 21:45:00-07:00,12.837391304298972,10.89310741102205,12.182586074597676,13.381095319006574,5,21,21,45,0,0,0,0,0,1,0,4.0,14.53,1017,63,1.34,173,17.267545485318866,23.156095472298638,57.77676250465835,76.56562660124582
2021-05-21 22:00:00-07:00,13.025777904151594,11.063727825751899,12.25432415,13.77405579651796,5,21,22,0,0,0,0,0,0,1,0,4.0,13.26,1018,70,0.45,246,17.961696752519597,23.91225725490196,48.20489709437207,60.966345207547164
2021-05-21 22:15:00-07:00,13.193894559763809,11.236281064189013,12.296225196402952,14.144386426650112,5,21,22,15,0,0,0,0,0,1,0,4.0,13.26,1018,70,0.45,246,16.995132765657313,18.276747351652627,48.395354136336536,57.813158222621766
2021-05-21 22:30:00-07:00,13.338596101794243,11.409720647427669,12.311807619465524,14.484301829125908,5,21,22,30,0,0,0,0,0,1,0,4.0,13.26,1018,70,0.45,246,11.774222620380739,15.894755555555555,49.06187304271647,56.73602737681939
2021-05-21 22:45:00-07:00,13.45673736090153,11.583000096562142,12.306281254814232,14.786016623668246,5,21,22,45,0,0,0,0,0,1,0,4.0,13.26,1018,70,0.45,246,13.135851879975812,14.507201992532325,49.2882376801026,57.64303290501679
2021-05-21 23:00:00-07:00,13.545173167744306,11.75507293268671,12.284855938075586,15.04174543,5,21,23,0,0,0,0,0,0,1,0,6.0,12.55,1018,75,1.34,19,10.008089227323628,16.284332897603488,35.4054561293986,43.1293416218714
2021-05-21 23:15:00-07:00,13.600758352981202,11.92489267689564,12.252741504876099,15.245563278769005,5,21,23,15,0,0,0,0,0,1,0,6.0,12.55,1018,75,1.34,19,8.568218497316064,14.003523313082662,35.068423707330204,42.24011835202323
2021-05-21 23:30:00-07:00,13.620347747270852,12.09141285028322,12.215147790842286,15.398986844322902,5,21,23,30,0,0,0,0,0,1,0,6.0,12.55,1018,75,1.34,19,10.989274445688691,12.238572200435728,34.632411235743604,40.74346314917212
2021-05-21 23:45:00-07:00,13.600796181271889,12.253586973943708,12.177284631600653,15.50539321193426,5,21,23,45,0,0,0,0,0,1,0,6.0,12.55,1018,75,1.34,19,8.431338410139597,12.98531927643794,34.193713755573356,39.7919168536375
2021-05-22 00:00:00-07:00,13.538958485642937,12.410368568971396,12.144361862777725,15.568159466875663,5,22,0,0,0,0,0,0,0,0,1,9.0,12.18,1018,77,1.34,308,5.556712206047032,8.88236339869281,23.510196155031714,27.02861075579515
2021-05-22 00:15:00-07:00,13.431689491042645,12.560711156460552,12.12158932,15.590662694419692,5,22,0,15,0,0,0,0,0,0,1,9.0,12.18,1018,77,1.34,308,5.345451953057,8.38318539588382,23.672097813470486,27.797007799187867
2021-05-22 00:30:00-07:00,13.275844028129637,12.703568257505452,12.113032433075716,15.576279979838924,5,22,0,30,0,0,0,0,0,0,1,9.0,12.18,1018,77,1.34,308,8.073752653975365,6.630606361655774,23.83078973896397,28.647836284944173
2021-05-22 00:45:00-07:00,13.068276927562543,12.837893393200371,12.118179008539988,15.528388408405945,5,22,0,45,0,0,0,0,0,0,1,9.0,12.18,1018,77,1.34,308,5.697199710463998,5.916839178657404,23.69321768957131,28.787566980237308
2021-05-22 01:00:00-07:00,12.80584302,12.962640084639585,12.135372447109635,15.450365065393331,5,22,1,0,0,0,0,0,0,0,1,9.0,11.6,1017,79,1.34,151,7.368901231802912,4.285350762527233,18.69776856276059,22.28903311636504
2021-05-22 01:15:00-07:00,12.48947093257193,13.076761852917368,12.162956149501488,15.345587036073665,5,22,1,15,0,0,0,0,0,0,1,9.0,11.6,1017,79,1.34,151,6.610887100348249,5.765654756344503,18.5038202506719,21.67791293629352
2021-05-22 01:30:00-07:00,12.136384478293415,13.179212219127999,12.199273516432374,15.217431405719523,5,22,1,30,0,0,0,0,0,0,1,9.0,11.6,1017,79,1.34,151,5.334443717805151,5.849503790849673,18.356256808189624,21.307137384366577
2021-05-22 01:45:00-07:00,11.767881266650836,13.26894470436575,12.242667948619125,15.069275259603485,5,22,1,45,0,0,0,0,0,0,1,9.0,11.6,1017,79,1.34,151,7.117200310708576,6.547696984755012,18.229588141738162,21.43370640514458
2021-05-22 02:00:00-07:00,11.405258907130559,13.344912829724894,12.291482846778564,14.904495682998137,5,22,2,0,0,0,0,0,0,0,1,7.0,11.46,1017,80,2.68,131,6.307619260918253,7.285096296296297,16.8810452966466,18.381038527531768
2021-05-22 02:15:00-07:00,11.069815009218964,13.406070116299711,12.344061611627518,14.726469761176052,5,22,2,15,0,0,0,0,0,0,1,7.0,11.46,1017,80,2.68,131,4.155615507330777,5.3755490307387355,16.768605618217364,18.170989626331885
2021-05-22 02:30:00-07:00,10.782847182402419,13.451370085184472,12.39874764388282,14.538574579409813,5,22,2,30,0,0,0,0,0,0,1,7.0,11.46,1017,80,2.68,131,6.097365285554312,6.708521830065359,16.80141772449261,17.879737476780903
2021-05-22 02:45:00-07:00,10.56565303616731,13.479766257473456,12.453884344261295,14.344187222972003,5,22,2,45,0,0,0,0,0,0,1,7.0,11.46,1017,80,2.68,131,6.775991830310755,5.964107743958661,17.083200668381895,17.81516033956136
2021-05-22 03:00:00-07:00,10.43953018,13.490212154260938,12.507815113479772,14.146684777135196,5,22,3,0,0,0,0,0,0,0,1,6.0,11.38,1017,82,3.13,135,2.941553236282195,4.635970370370371,19.287229629293144,15.732857570427417
2021-05-22 03:15:00-07:00,10.419108707641817,13.481661296641189,12.558883352255076,13.94944432717198,5,22,3,15,0,0,0,0,0,0,1,6.0,11.38,1017,82,3.13,135,4.984038914722103,10.37154159802608,19.504174603234514,15.762491743499671
2021-05-22 03:30:00-07:00,10.492348649853865,13.453067205708495,12.605432461304039,13.75584295835493,5,22,3,30,0,0,0,0,0,0,1,6.0,11.38,1017,82,3.13,135,2.715279910414334,3.763317124183006,19.463368712665684,15.732857570427417
2021-05-22 03:45:00-07:00,10.640542521652195,13.403383402557115,12.645805841343487,13.569257755956626,5,22,3,45,0,0,0,0,0,0,1,6.0,11.38,1017,82,3.13,135,3.2424320197667833,3.6937626831167947,19.20742667651089,15.662654616638754
2021-05-22 04:00:00-07:00,10.844982838052868,13.331563408281337,12.678346893090245,13.393065805249652,5,22,4,0,0,0,0,0,0,0,1,6.0,10.88,1017,83,2.24,150,3.2238942889137743,2.3043499782135077,24.98472683333604,19.560149992144783
2021-05-22 04:15:00-07:00,11.086962114071929,13.236560743975435,12.701399017261144,13.230644191506578,5,22,4,15,0,0,0,0,0,0,1,6.0,10.88,1017,83,2.24,150,2.400900156774916,2.8400188235294124,24.98472683333604,19.468318302040817
2021-05-22 04:30:00-07:00,11.347772864725435,13.117328930733677,12.713305614573011,13.08537,5,22,4,30,0,0,0,0,0,0,1,6.0,10.88,1017,83,2.24,150,2.6431928331466965,3.3133552941176476,24.75338677006441,18.91732816141702
2021-05-22 04:45:00-07:00,11.60870760502944,12.97282148965035,12.712410085742679,12.959658697059925,5,22,4,45,0,0,0,0,0,0,1,6.0,10.88,1017,83,2.24,150,4.325224636058231,1.2778136819172112,24.75338677006441,19.560149992144783
2021-05-22 05:00:00-07:00,11.85105885,12.801991941819713,12.697055831486967,12.852079273246149,5,22,5,0,0,0,0,0,0,0,1,6.0,10.83,1017,84,2.24,142,5.6227920268757,2.5828977777777777,33.630681619104784,27.53818213261456
2021-05-22 05:15:00-07:00,12.059579911636051,12.603793808336057,12.665586252522708,12.760239100175903,5,22,5,15,0,0,0,0,0,0,1,6.0,10.83,1017,84,2.24,142,6.329645867861142,4.1996437472766885,34.435243380327385,27.945150341470928
2021-05-22 05:30:00-07:00,12.232867289868084,12.37718061029365,12.616344749566728,12.681745549466415,5,22,5,30,0,0,0,0,0,0,1,6.0,10.83,1017,84,2.24,142,4.845853527435611,5.033339259259259,33.630681619104784,29.437367107277627
2021-05-22 05:45:00-07:00,12.372978281609473,12.12110586878677,12.547674723335854,12.614205992734917,5,22,5,45,0,0,0,0,0,0,1,6.0,10.83,1017,84,2.24,142,8.938797581187012,4.674928104575163,34.59615573257191,30.115647455371587
2021-05-22 06:00:00-07:00,12.481970183773596,11.834523104909685,12.457919574546919,12.555227801598637,5,22,6,0,0,0,0,0,0,0,1,6.0,10.33,1017,83,3.13,129,6.035290302351623,7.324054030501089,45.342775694608925,40.618677536234124
2021-05-22 06:15:00-07:00,12.561900293273824,11.516385839756682,12.345422703916746,12.502418347674807,5,22,6,15,0,0,0,0,0,0,1,6.0,10.33,1017,83,3.13,129,7.444993146696529,6.046240348583877,46.194283219390314,40.618677536234124
2021-05-22 06:30:00-07:00,12.614825907023535,11.165647594422026,12.208527512162162,12.453385002580658,5,22,6,30,0,0,0,0,0,0,1,6.0,10.33,1017,83,3.13,129,8.826662127659574,7.885045403050108,45.98140633819497,39.30233150496727
2021-05-22 06:45:00-07:00,12.642804321936103,10.78126189,12.0455774,12.405735137933421,5,22,6,45,0,0,0,0,0,0,1,6.0,10.33,1017,83,3.13,129,10.374531870100785,7.437031459694989,45.76852945699962,40.99477640231036
2021-05-22 07:00:00-07:00,12.647892834924901,10.365996152468094,11.85616003661008,12.35707612535032,5,22,7,0,0,0,0,0,0,0,1,8.0,10.65,1018,82,3.13,121,10.855112385218368,9.014819694989106,55.40765947533218,50.19619710743165
2021-05-22 07:15:00-07:00,12.63214874290331,9.937873427336683,11.644840165024208,12.30501533644859,5,22,7,15,0,0,0,0,0,0,1,8.0,10.65,1018,82,3.13,121,8.67447829787234,7.012392156862746,56.666924463407916,49.97110205313824
2021-05-22 07:30:00-07:00,12.5976293427847,9.518730664999367,11.417426796737194,12.247160142845468,5,22,7,30,0,0,0,0,0,0,1,8.0,10.65,1018,82,3.13,121,11.557961388577827,10.970497952069715,56.91877746102306,49.52091194455141
2021-05-22 07:45:00-07:00,12.546391931482452,9.130404815849737,11.179728943243838,12.181117916158172,5,22,7,45,0,0,0,0,0,0,1,8.0,10.65,1018,82,3.13,121,9.867919910414335,10.099792592592594,57.92618945148365,49.07072183596457
2021-05-22 08:00:00-07:00,12.480493805909934,8.794732830281388,10.937555616038935,12.104496028003938,5,22,8,0,0,0,0,0,0,0,1,9.0,12.28,1018,74,3.58,122,12.49509339305711,13.34886762527233,67.09357002806665,57.18656003819793
2021-05-22 08:15:00-07:00,12.401992262980526,8.53355165868792,10.696715826617298,12.01490185,5,22,8,15,0,0,0,0,0,0,1,9.0,12.28,1018,74,3.58,122,13.083804524076148,15.941504836601307,65.35087989746752,56.671365803619565
2021-05-22 08:30:00-07:00,12.312944599607604,8.368698251462927,10.463018586473726,11.910833114792416,5,22,8,30,0,0,0,0,0,0,1,9.0,12.28,1018,74,3.58,122,15.795079596864502,15.100017777777778,66.8031216729668,57.70175427277628
2021-05-22 08:45:00-07:00,12.21540811270454,8.322009559,10.242272907103027,11.794348999142578,5,22,8,45,0,0,0,0,0,0,1,9.0,12.28,1018,74,3.58,122,17.42905334826428,19.67560366013072,66.8031216729668,64.39927932229497
2021-05-22 09:00:00-07:00,12.111440099184712,8.406530152575623,10.0402878,11.6683990408407,5,22,9,0,0,0,0,0,0,0,1,6.0,13.9,1019,65,3.13,136,19.777890615901455,20.657338562091503,70.65118932494039,62.26401436549865
2021-05-22 09:15:00-07:00,12.003097855961492,8.60013508699782,9.861749304255664,11.535932777677013,5,22,9,15,0,0,0,0,0,0,1,6.0,13.9,1019,65,3.13,136,19.002954535274355,20.4606020043573,71.26554749298334,63.67270247331537
2021-05-22 09:30:00-07:00,11.892438679948258,8.871907037957502,9.70685156934593,11.399899747441735,5,22,9,30,0,0,0,0,0,0,1,6.0,13.9,1019,65,3.13,136,23.58048394176932,22.68898440087146,73.10862199711221,63.10922723018867
2021-05-22 09:45:00-07:00,11.781519868058385,9.190928681145575,9.574665772342927,11.263249487925082,5,22,9,45,0,0,0,0,0,0,1,6.0,13.9,1019,65,3.13,136,20.46071543113102,20.861866666666668,71.8799056610263,76.06915782210243
2021-05-22 10:00:00-07:00,11.672398717205246,9.526282692252952,9.464263090318768,11.128931536917278,5,22,10,0,0,0,0,0,0,0,1,7.0,16.04,1018,55,1.79,14,18.238030548712207,29.042990849673203,73.73795668326869,80.94706740207933
2021-05-22 10:15:00-07:00,11.56713252430222,9.847051746970545,9.374714700345583,10.999895432208547,5,22,10,15,0,0,0,0,0,0,1,7.0,16.04,1018,55,1.79,14,23.16798566629339,34.60810318082789,77.17489534223462,84.52304226723142
2021-05-22 10:30:00-07:00,11.46777858626268,10.122318520989257,9.305091779495502,10.87909071158911,5,22,10,30,0,0,0,0,0,0,1,7.0,16.04,1018,55,1.79,14,32.415155744680845,36.69818562091503,74.67530359025942,83.87286501902196
2021-05-22 10:45:00-07:00,11.3763942,10.32116569,9.254465504840642,10.769466912849184,5,22,10,45,0,0,0,0,0,0,1,7.0,16.04,1018,55,1.79,14,28.798787368421053,34.01789350762527,74.05040565226561,84.52304226723142
2021-05-22 11:00:00-07:00,11.293633448006718,10.42036366632317,9.221907053453126,10.673973573778996,5,22,11,0,0,0,0,0,0,0,1,9.0,18.03,1018,48,2.24,213,27.38708210526316,34.99768052287582,79.77139024319018,84.01514492352715
2021-05-22 11:15:00-07:00,11.214537555091999,10.427433808797037,9.206487602405089,10.595560232168758,5,22,11,15,0,0,0,0,0,0,1,9.0,18.03,1018,48,2.24,213,26.431928331466967,36.53845891067538,83.09519816998977,89.30743751713517
2021-05-22 11:30:00-07:00,11.132744531644176,10.357585212889385,9.207278328768643,10.5371764258087,5,22,11,30,0,0,0,0,0,0,1,9.0,18.03,1018,48,2.24,213,24.235274893617024,38.61490614379084,81.10091341391,87.65359608163267
2021-05-22 11:45:00-07:00,11.041892388051577,10.226026974067969,9.223350409615927,10.50177169248904,5,22,11,45,0,0,0,0,0,0,1,9.0,18.03,1018,48,2.24,213,25.951347816349383,38.182475294117644,80.10377103587014,94.59973011074317
2021-05-22 12:00:00-07:00,10.935619134702527,10.047968187800558,9.253775022019052,10.49229557,5,22,12,0,0,0,0,0,0,0,1,10.0,19.23,1018,43,1.79,218,35.382740425531914,35.89176052287582,80.27331120427002,86.4996751574894
2021-05-22 12:15:00-07:00,10.807562781985366,9.838617949554914,9.297623343050152,10.510545546991152,5,22,12,15,0,0,0,0,0,0,1,10.0,19.23,1018,43,1.79,218,30.77317231802912,51.77093298474945,78.97333855318871,87.16505727408548
2021-05-22 12:30:00-07:00,10.65136134028841,9.613185354798807,9.353966549781344,10.553710915549475,5,22,12,30,0,0,0,0,0,0,1,10.0,19.23,1018,43,1.79,218,27.669423157894737,53.09939172113289,80.92329752981067,81.50930928301887
2021-05-22 12:45:00-07:00,10.46065282,9.386879499,9.42187581928476,10.617828918621294,5,22,12,45,0,0,0,0,0,0,1,10.0,19.23,1018,43,1.79,218,30.775174736842107,36.08654919389978,85.47320180859522,81.17661822472083
2021-05-22 13:00:00-07:00,10.2324892229108,9.172337001061528,9.50042232863252,10.698936799152944,5,22,13,0,0,0,0,0,0,0,1,8.0,20.08,1017,41,2.68,195,29.932156416573353,40.79653925925926,76.07687904346275,81.46125033130535
2021-05-22 13:15:00-07:00,9.977578516420866,8.971904573627516,9.58867725489675,10.79307180009075,5,22,13,15,0,0,0,0,0,0,1,8.0,20.08,1017,41,2.68,195,35.3066485106383,42.56132461873639,79.53491899998379,75.53112099684252
2021-05-22 13:30:00-07:00,9.710042659332592,8.785356452777355,9.685711775149572,10.896271164381046,5,22,13,30,0,0,0,0,0,0,1,8.0,20.08,1017,41,2.68,195,31.65423659574468,36.23069281045751,79.53491899998379,85.20659517412399
2021-05-22 13:45:00-07:00,9.444003610448378,8.612466874590442,9.790597066463116,11.004572134970157,5,22,13,45,0,0,0,0,0,0,1,8.0,20.08,1017,41,2.68,195,33.91296501679731,38.801903267973856,80.4780208063077,84.58237103365421
2021-05-22 14:00:00-07:00,9.193583328570615,8.453010075146166,9.902404305909503,11.114011954804417,5,22,14,0,0,0,0,0,0,0,1,5.0,21.65,1017,36,1.79,227,31.730328510638305,38.014957037037036,85.80528252697157,104.91868712514442
2021-05-22 14:15:00-07:00,8.972903772501702,8.30676029052392,10.020204670560858,11.22062786683015,5,22,14,15,0,0,0,0,0,0,1,5.0,21.65,1017,36,1.79,227,27.01262978723404,39.30445803921568,82.57952002595759,99.00777517443203
2021-05-22 14:30:00-07:00,8.79608690104403,8.173491756803104,10.14306933748931,11.320457113993692,5,22,14,30,0,0,0,0,0,0,1,5.0,21.65,1017,36,1.79,227,23.692619395296756,39.76026352941177,81.28921502555202,107.28305190542935
2021-05-22 14:45:00-07:00,8.677254673,8.052978710063105,10.270069483766978,11.409536939241367,5,22,14,45,0,0,0,0,0,0,1,5.0,21.65,1017,36,1.79,227,29.003034087346023,34.49707363834423,81.61179127565342,90.14140724836349
2021-05-22 15:00:00-07:00,8.626557534525864,7.944995386383313,10.400276286465985,11.483904585519502,5,22,15,0,0,0,0,0,0,0,1,7.0,22.88,1017,34,2.68,311,31.66024385218365,33.97503999999999,83.87138613799706,92.09416816819407
2021-05-22 15:15:00-07:00,8.638259881193285,7.849316021843132,10.532760922658461,11.539597295774438,5,22,15,15,0,0,0,0,0,0,1,7.0,22.88,1017,34,2.68,311,23.612522642777158,26.686047930283227,82.88077921510732,95.39503441078166
2021-05-22 15:30:00-07:00,8.702654595927797,7.765714852521945,10.666594569416532,11.57265231295249,5,22,15,30,0,0,0,0,0,0,1,7.0,22.88,1017,34,2.68,311,24.86203198208287,32.27258701525055,82.55057690747742,89.78356179838275
2021-05-22 15:45:00-07:00,8.810034561654914,7.69396611449915,10.800848403812312,11.57910688,5,22,15,45,0,0,0,0,0,0,1,7.0,22.88,1017,34,2.68,311,26.610143605823065,42.51067956427016,82.55057690747742,98.03572740485176
