datetime_america_los_angeles,temperature_celsius,pressure_mbar,humidity_pct,wind_speed_mph,wind_direction_degrees,far_bound_local_roadway_vehicles_per_mile,far_bound_highway_vehicles_per_mile,near_bound_local_roadway_vehicles_per_mile,near_bound_highway_vehicles_per_mile,background_observed,background_element_measured,background_units,observed,street,element_measured,units,latitude,longitude
2021-06-17 11:15:00-07:00,33.56,1009,38,1.79,211,23.57047185,70.42067968,33.9458217,86.53441242,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 11:30:00-07:00,33.56,1009,38,1.79,211,25.68102128,69.8617854,36.43522092,76.02666234,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 11:45:00-07:00,33.56,1009,38,1.79,211,28.97900506,72.65625681,39.31614536,82.51674327,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 12:00:00-07:00,35.66,1009,34,1.34,205,37.74559462,69.9783076,47.82451451,86.09100537,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 12:15:00-07:00,35.66,1009,34,1.34,205,37.98988972,71.65109583,44.18975791,82.1914128,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 12:30:00-07:00,35.66,1009,34,1.34,205,32.40714607,69.9783076,43.52358065,81.29150682,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 12:45:00-07:00,35.66,1009,34,1.34,205,27.87967713,74.99667229,48.85299869,86.09100537,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 13:00:00-07:00,37.2,1009,32,1.79,235,36.00349026,69.83277519,51.93845124,86.9365935,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 13:15:00-07:00,37.2,1009,32,1.79,235,36.11562571,69.83277519,57.67108183,121.3882466,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 13:30:00-07:00,37.2,1009,32,1.79,235,26.44394284,68.71545079,39.39406083,87.47490058,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 13:45:00-07:00,37.2,1009,32,1.79,235,26.54005895,74.860735,47.34143861,93.39627846,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 14:00:00-07:00,38.02,1008,30,2.24,241,29.0150486,74.49104165,39.4271749,105.6487033,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 14:15:00-07:00,38.02,1008,30,2.24,241,23.76470647,72.46996688,33.65558658,94.00943935,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 14:30:00-07:00,38.02,1008,30,2.24,241,30.99944564,70.16016714,43.57812148,101.7689486,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 14:45:00-07:00,38.02,1008,30,2.24,241,24.14116121,72.46996688,45.86883625,102.6642766,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 15:00:00-07:00,37.77,1007,28,2.24,204,28.87487928,77.57765942,46.32074597,105.1874138,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 15:15:00-07:00,37.77,1007,28,2.24,204,23.80875969,76.08002121,35.97357176,114.9930201,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 15:30:00-07:00,37.77,1007,28,2.24,204,29.90612497,76.08002121,51.71639216,103.1074367,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 15:45:00-07:00,37.77,1007,28,2.24,204,23.09189375,73.08474479,41.19001237,109.6445076,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 16:00:00-07:00,36.75,1007,30,2.24,205,24.62574656,77.53883742,45.64872505,109.4281571,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 16:15:00-07:00,36.75,1007,30,2.24,205,25.41069474,78.15914812,47.61024697,106.1393327,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 16:30:00-07:00,36.75,1007,30,2.24,205,26.15959937,79.08961417,47.93749194,110.6240932,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 16:45:00-07:00,36.75,1007,30,2.24,205,31.56212533,77.84899277,51.91118083,111.5210453,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 17:00:00-07:00,35.76,1007,29,1.79,267,29.12317922,80.92600636,60.80912732,110.7677029,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 17:15:00-07:00,35.76,1007,29,1.79,267,22.65937129,82.87603061,57.48603259,110.1436595,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 17:30:00-07:00,35.76,1007,29,1.79,267,32.56133232,77.67596594,54.60705603,107.6474859,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 17:45:00-07:00,35.76,1007,29,1.79,267,25.41069474,77.02595786,49.96329412,101.4070519,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 18:00:00-07:00,35.03,1007,31,1.79,275,27.87967713,72.58121557,38.30519216,99.44836778,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 18:15:00-07:00,35.03,1007,31,1.79,275,25.78714947,72.58121557,38.63828078,96.62491254,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 18:30:00-07:00,35.03,1007,31,1.79,275,28.53446809,69.49265321,39.74857621,91.91915382,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 18:45:00-07:00,35.03,1007,31,1.79,275,30.27657245,68.25722826,33.21146841,92.86030556,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 19:00:00-07:00,31.92,1008,39,1.79,190,24.32938858,62.74995641,40.06802963,81.57581617,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 19:15:00-07:00,31.92,1008,39,1.79,190,34.88814298,61.91329032,41.84060654,83.13857126,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 19:30:00-07:00,31.92,1008,39,1.79,190,34.1452456,61.35551293,34.68796654,73.76204067,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 19:45:00-07:00,31.92,1008,39,1.79,190,28.15000367,61.07662424,32.19856732,77.20010189,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 20:00:00-07:00,28.91,1008,46,1.34,198,29.7178976,53.86907789,37.31956148,70.83422991,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 20:15:00-07:00,28.91,1008,46,1.34,198,23.95016359,53.29737648,30.33859601,69.61281097,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 20:30:00-07:00,28.91,1008,46,1.34,198,19.37340202,52.88516779,26.88862815,68.83487665,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 20:45:00-07:00,28.91,1008,46,1.34,198,13.14088806,53.41685034,22.7023089,68.59354442,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 21:00:00-07:00,26.52,1009,53,0.45,275,16.95648251,50.52883206,17.23490161,62.66679018,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 21:15:00-07:00,26.52,1009,53,0.45,275,19.98976376,50.48073908,20.4024572,65.18568786,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 21:30:00-07:00,26.52,1009,53,0.45,275,20.72503471,50.06947904,15.85579782,66.51925678,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 21:45:00-07:00,26.52,1009,53,0.45,275,14.92689355,49.7960207,17.67507944,64.19313637,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 22:00:00-07:00,25.18,1009,58,1.34,226,13.76662934,40.05063989,18.16209569,50.00783094,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 22:15:00-07:00,25.18,1009,58,1.34,226,13.04596197,39.86335057,16.74691674,49.54087247,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 22:30:00-07:00,25.18,1009,58,1.34,226,12.52713209,39.67980063,13.92738998,49.79859316,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 22:45:00-07:00,25.18,1009,58,1.34,226,15.0676047,39.53584954,16.06375794,49.45505486,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 23:00:00-07:00,24.75,1009,59,1.34,225,11.91839677,29.23557035,11.67563294,36.82888001,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 23:15:00-07:00,24.75,1009,59,1.34,225,10.50942058,28.97856165,14.46924435,36.76479352,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 23:30:00-07:00,24.75,1009,59,1.34,225,7.753365644,28.95976309,11.92106667,36.51410326,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-17 23:45:00-07:00,24.75,1009,59,1.34,225,7.324427713,29.44061083,10.14355766,35.67152452,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 00:00:00-07:00,23.83,1009,62,1.79,279,5.01005187,21.50493285,7.082516078,25.78881839,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 00:15:00-07:00,23.83,1009,62,1.79,279,4.833669459,21.72341751,6.605219479,25.78407667,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 00:30:00-07:00,23.83,1009,62,1.79,279,4.717698723,21.70222581,3.728255163,26.02115009,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 00:45:00-07:00,23.83,1009,62,1.79,279,5.413854382,21.52919682,3.912724787,26.12739698,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 01:00:00-07:00,23.61,1009,64,1.79,220,4.60556327,17.2318657,4.63597037,20.39992246,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 01:15:00-07:00,23.61,1009,64,1.79,220,4.158040717,17.11405115,3.013849207,20.37964986,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 01:30:00-07:00,23.61,1009,64,1.79,220,2.342830011,17.2318657,3.401010196,20.1279235,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 01:45:00-07:00,23.61,1009,64,1.79,220,4.01972681,17.66497669,3.402637978,19.5405425,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 02:00:00-07:00,23.33,1008,65,3.13,123,3.045679015,18.29988635,2.991953987,17.77490083,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 02:15:00-07:00,23.33,1008,65,3.13,123,2.053352368,17.97490775,1.544315555,17.69568317,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 02:30:00-07:00,23.33,1008,65,3.13,123,4.60556327,17.40522524,4.32820427,17.77490083,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 02:45:00-07:00,23.33,1008,65,3.13,123,2.251217878,17.08722892,3.353423787,17.75792653,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 03:00:00-07:00,23.66,1007,65,4.47,157,3.462182128,26.38633311,2.742624488,22.4308646,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 03:15:00-07:00,23.66,1007,65,4.47,157,2.006611179,28.15631664,3.384130002,22.67201782,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 03:30:00-07:00,23.66,1007,65,4.47,157,2.967584681,29.7154499,3.584111547,22.85811917,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 03:45:00-07:00,23.66,1007,65,4.47,157,1.533292901,29.1849276,3.400379305,22.74724115,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 04:00:00-07:00,23.77,1007,63,1.79,301,2.162612318,49.28088558,3.272449673,35.43563088,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 04:15:00-07:00,23.77,1007,63,1.79,301,2.785364569,47.97254349,3.786691765,35.93472427,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 04:30:00-07:00,23.77,1007,63,1.79,301,2.785364569,47.31837244,3.628912941,35.93472427,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 04:45:00-07:00,23.77,1007,63,1.79,301,3.892702172,48.62671453,2.840018824,36.93291106,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 05:00:00-07:00,23.64,1008,65,1.34,285,7.308828667,65.13160355,3.311407407,59.18544853,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 05:15:00-07:00,23.64,1008,65,1.34,285,12.52713209,67.73686769,6.365693769,62.04088684,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 05:30:00-07:00,23.64,1008,65,1.34,285,14.75782665,68.31581528,8.017501699,59.18544853,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 05:45:00-07:00,23.64,1008,65,1.34,285,21.30573617,69.76318424,11.48474004,63.07922804,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 06:00:00-07:00,22.95,1007,66,4.47,168,15.99131664,68.43479882,10.10368837,72.8703069,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 06:15:00-07:00,22.95,1007,66,4.47,168,12.7834417,68.72725522,13.02746632,71.71820719,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 06:30:00-07:00,22.95,1007,66,4.47,168,17.96169675,70.48199365,12.03209621,72.29425704,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 06:45:00-07:00,22.95,1007,66,4.47,168,17.0405841,71.65181927,13.57677037,68.8379579,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 07:00:00-07:00,24.5,1008,63,5.36,234,15.19835879,71.75110217,15.29870222,72.19813053,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 07:15:00-07:00,24.5,1008,63,5.36,234,13.05376824,72.62968709,22.01111983,71.60145177,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 07:30:00-07:00,24.5,1008,63,5.36,234,14.1771252,74.0939953,22.94805333,73.68982744,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 07:45:00-07:00,24.5,1008,63,5.36,234,12.23477895,76.43688843,23.13115468,72.7948093,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 08:00:00-07:00,24.37,1010,66,0.89,296,16.24562383,89.01115581,19.85286135,72.45907916,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 08:15:00-07:00,24.37,1010,66,0.89,296,12.96966665,81.3328772,21.67997908,73.62308043,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 08:30:00-07:00,24.37,1010,66,0.89,296,16.36777138,91.57058202,26.26140863,68.67607503,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 08:45:00-07:00,24.37,1010,66,0.89,296,22.42709071,83.8923034,26.63540288,67.51207375,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 09:00:00-07:00,27.5,1010,61,2.06,270,17.52116461,87.09335102,27.73401098,69.17799319,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 09:15:00-07:00,27.5,1010,61,2.06,270,18.27207167,74.32722465,27.34832941,69.17799319,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 09:30:00-07:00,27.5,1010,61,2.06,270,16.27365769,69.7881575,27.34638153,68.59421265,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 09:45:00-07:00,27.5,1010,61,2.06,270,15.02414835,68.65339071,25.53679477,72.97256665,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 10:00:00-07:00,28.84,1010,56,1.54,280,19.88001398,71.36465723,29.85331172,76.68821613,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 10:15:00-07:00,28.84,1010,56,1.54,280,18.48232564,74.26565956,36.21510972,74.90476924,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 10:30:00-07:00,28.84,1010,56,1.54,280,18.85677796,75.42606049,39.76026353,79.66062761,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 10:45:00-07:00,28.84,1010,56,1.54,280,22.52320681,75.42606049,39.65507765,84.71372712,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 11:00:00-07:00,31.07,1009,45,2.06,0,32.47522831,72.56290016,45.86883625,80.4900512,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 11:15:00-07:00,31.07,1009,45,2.06,0,29.47560493,73.13426158,49.4821661,79.8938286,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 11:30:00-07:00,31.07,1009,45,2.06,0,21.61010383,72.84858087,41.21728279,87.34661111,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 11:45:00-07:00,31.07,1009,45,2.06,0,29.24732918,71.99153874,48.03878205,83.4711642,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 12:00:00-07:00,30.52,1009,43,1.34,212,29.33944045,73.82477153,49.95939834,83.76695165,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 12:15:00-07:00,30.52,1009,43,1.34,212,32.87170723,74.98736636,53.7772563,82.8464357,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 12:30:00-07:00,30.52,1009,43,1.34,212,23.26810661,77.89385343,53.35651277,88.98320872,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 12:45:00-07:00,30.52,1009,43,1.34,212,31.27377702,81.0909892,51.02684026,89.90372467,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 13:00:00-07:00,32.85,1008,42,1.34,281,25.11033191,75.33532382,47.65504837,84.1153201,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 13:15:00-07:00,32.85,1008,42,1.34,281,29.50363879,74.15820939,43.96769882,92.28479363,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 13:30:00-07:00,32.85,1008,42,1.34,281,25.22246737,75.62960243,66.42293682,92.58736673,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 13:45:00-07:00,32.85,1008,42,1.34,281,22.90366638,78.27810991,52.63579468,98.9414017,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 14:00:00-07:00,34.43,1008,36,1.34,312,22.98977039,79.31670424,58.61191111,98.6477892,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 14:15:00-07:00,34.43,1008,36,1.34,312,33.19409666,76.64310747,50.72296993,102.1604701,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 14:30:00-07:00,34.43,1008,36,1.34,312,27.74751749,77.53430639,56.71856523,110.0640022,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 14:45:00-07:00,34.43,1008,36,1.34,312,24.05305478,79.31670424,46.26425725,106.2585979,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 15:00:00-07:00,35.4,1007,35,2.24,217,30.31862325,75.66332407,52.1644061,123.7995042,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 15:15:00-07:00,35.4,1007,35,2.24,217,28.38428667,75.66332407,63.11152941,116.5171804,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 15:30:00-07:00,35.4,1007,35,2.24,217,26.05747601,75.37118769,45.16759704,113.6042509,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 15:45:00-07:00,35.4,1007,35,2.24,217,23.86883225,76.53973323,65.03993725,127.5863125,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 16:00:00-07:00,35.72,1007,35,2.68,232,26.09952681,82.10035213,63.28294344,115.5159545,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 16:15:00-07:00,35.72,1007,35,2.68,232,30.45078289,77.32360437,63.08620688,122.3953166,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 16:30:00-07:00,35.72,1007,35,2.68,232,28.69265917,76.42796417,61.46166937,108.9232325,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 16:45:00-07:00,35.72,1007,35,2.68,232,22.3309746,75.53232396,56.51988078,124.4017972,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 17:00:00-07:00,33.78,1006,39,2.24,250,22.63734468,80.84304171,58.68008715,125.7028497,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 17:15:00-07:00,33.78,1006,39,2.24,250,27.10073622,81.77944759,63.11152941,113.5869124,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 17:30:00-07:00,33.78,1006,39,2.24,250,27.26493456,78.65809463,54.20968715,107.5289437,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 17:45:00-07:00,33.78,1006,39,2.24,250,32.01867682,79.59450052,53.06822553,107.5289437,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 18:00:00-07:00,31.62,1006,44,2.24,224,24.38946114,75.57262548,54.15125054,98.65658024,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 18:15:00-07:00,31.62,1006,44,2.24,224,24.23527489,74.6396301,56.27834283,101.0701969,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 18:30:00-07:00,31.62,1006,44,2.24,224,31.62820515,75.26162702,39.7057227,99.86338856,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 18:45:00-07:00,31.62,1006,44,2.24,224,24.09911041,73.08463781,43.09699346,97.44977192,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 19:00:00-07:00,29.05,1007,50,1.79,234,26.25771789,69.76936432,41.0108068,105.4807491,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 19:15:00-07:00,29.05,1007,50,1.79,234,25.08630289,69.15735236,38.52919913,99.89647417,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 19:30:00-07:00,29.05,1007,50,1.79,234,34.97024215,69.15735236,41.49193481,97.10433669,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 19:45:00-07:00,29.05,1007,50,1.79,234,31.65824143,70.38137629,38.30519216,91.20982424,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 20:00:00-07:00,26.57,1008,57,0.89,239,38.92702172,62.57406844,44.22481987,78.76156596,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 20:15:00-07:00,26.57,1008,57,0.89,239,29.73224581,61.32280361,35.52349786,78.40865298,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 20:30:00-07:00,26.57,1008,57,0.89,239,19.65374065,61.17106242,24.42649935,78.19082997,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 20:45:00-07:00,26.57,1008,57,0.89,239,15.53824411,61.28734523,24.27365232,74.15395444,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 21:00:00-07:00,24.75,1008,63,1.34,217,20.17236712,55.86875855,22.33446902,74.70414347,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 21:15:00-07:00,24.75,1008,63,1.34,217,18.54115716,55.9418456,21.35028746,78.77350994,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 21:30:00-07:00,24.75,1008,63,1.34,217,17.94167256,55.61365006,18.92956305,83.8939389,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 21:45:00-07:00,24.75,1008,63,1.34,217,17.58327884,54.78256218,21.70170808,82.31099641,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 22:00:00-07:00,23.22,1009,66,1.34,259,11.8042589,46.46835078,19.02111373,69.97748558,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
2021-06-18 22:15:00-07:00,23.22,1009,66,1.34,259,16.86256834,47.01701434,17.41053974,66.77086788,8.7,NO2,ppb,-999999.0,Chicago,NO2,ppb,33.975682,-117.34849
