datetime_america_los_angeles,temperature_celsius,pressure_mbar,humidity_pct,wind_speed_mph,wind_direction_degrees,far_bound_local_roadway_vehicles_per_mile,far_bound_highway_vehicles_per_mile,near_bound_local_roadway_vehicles_per_mile,near_bound_highway_vehicles_per_mile,background_observed,background_element_measured,background_units,observed,street,element_measured,units,latitude,longitude
2021-05-21 12:30:00-07:00,19.91,1015,30,2.68,260,32.16885823,89.94044967,50.99567407,89.2582898,3.6,NO2,ppb,18.04325196,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 12:45:00-07:00,19.91,1015,30,2.68,260,32.40714607,81.60327315,41.19001237,96.4228348,3.6,NO2,ppb,18.02267703,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 13:00:00-07:00,21.14,1014,26,3.13,306,31.5481084,88.57159682,52.08843852,93.25576641,3.6,NO2,ppb,18.00206366,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 13:15:00-07:00,21.14,1014,26,3.13,306,37.98988972,78.98264902,49.95355468,97.72489259,3.6,NO2,ppb,17.98141181,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 13:30:00-07:00,21.14,1014,26,3.13,306,37.5934108,89.58095975,42.85350763,95.34135863,3.6,NO2,ppb,17.96072148,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 13:45:00-07:00,21.14,1014,26,3.13,306,29.28737756,86.0481895,54.38694484,101.0022518,3.6,NO2,ppb,17.93999264,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 14:00:00-07:00,21.65,1014,27,3.58,179,33.26818616,76.19001793,50.85542623,93.95175105,3.6,NO2,ppb,17.91922528,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 14:15:00-07:00,21.65,1014,27,3.58,179,30.99944564,82.39441679,45.58054902,97.49710015,3.6,NO2,ppb,17.89841938,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 14:30:00-07:00,21.65,1014,27,3.58,179,25.69303579,80.90536106,50.89827974,99.2697747,3.6,NO2,ppb,17.87757492,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 14:45:00-07:00,21.65,1014,27,3.58,179,36.52411915,79.41630534,55.10571503,109.3149305,3.6,NO2,ppb,17.85669188,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 15:00:00-07:00,22.5,1014,28,3.13,169,34.92618894,102.0374856,47.98229333,112.1430807,2.5,NO2,ppb,17.83577024,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 15:15:00-07:00,22.5,1014,28,3.13,169,28.79878737,80.40859213,51.065798,113.0331052,2.5,NO2,ppb,17.81480999,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 15:30:00-07:00,22.5,1014,28,3.13,169,32.77158629,83.71654054,59.6540305,109.1763326,2.5,NO2,ppb,17.7938111,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 15:45:00-07:00,22.5,1014,28,3.13,169,29.15521792,85.24328597,66.5729241,123.4167238,2.5,NO2,ppb,17.77277357,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 16:00:00-07:00,21.84,1013,29,3.58,190,31.95860426,89.17580504,61.00781176,126.6107953,2.1,NO2,ppb,17.75169736,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 16:15:00-07:00,21.84,1013,29,3.58,190,28.25613187,88.57122331,65.25420479,123.2868842,2.1,NO2,ppb,17.73058247,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 16:30:00-07:00,21.84,1013,29,3.58,190,27.23289586,85.85060553,62.97907312,126.6107953,2.1,NO2,ppb,17.70942887,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 16:45:00-07:00,21.84,1013,29,3.58,190,30.98943355,81.31624256,73.92230065,129.6325327,2.1,NO2,ppb,17.68823655,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 17:00:00-07:00,20.43,1013,32,2.68,241,31.49804793,89.03112843,73.91061333,119.7006405,2.0,NO2,ppb,17.66700549,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 17:15:00-07:00,20.43,1013,32,2.68,241,25.05626661,89.03112843,56.28613438,140.8784462,2.0,NO2,ppb,17.64573566,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 17:30:00-07:00,20.43,1013,32,2.68,241,33.71272314,83.79400323,62.45898736,122.1560383,2.0,NO2,ppb,17.62442706,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 17:45:00-07:00,20.43,1013,32,2.68,241,29.8560645,82.48472193,57.03801865,127.6806832,2.0,NO2,ppb,17.60307966,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 18:00:00-07:00,18.95,1014,37,2.68,254,25.41069474,80.28804023,53.94477455,125.0019066,2.2,NO2,ppb,17.58169345,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 18:15:00-07:00,18.95,1014,37,2.68,254,31.57413984,83.52546121,45.92142919,112.7221223,2.2,NO2,ppb,17.5602684,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 18:30:00-07:00,18.95,1014,37,2.68,254,28.80479462,81.58300862,53.09549595,110.8329248,2.2,NO2,ppb,17.5388045,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 18:45:00-07:00,18.95,1014,37,2.68,254,26.44194043,80.61178233,48.16149891,103.905867,2.2,NO2,ppb,17.51730173,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 19:00:00-07:00,17.43,1014,45,3.13,284,36.75239489,74.75313253,42.85350763,96.2818881,3.2,NO2,ppb,17.49576008,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 19:15:00-07:00,17.43,1014,45,3.13,284,35.07036309,75.66847701,34.50876096,100.3992057,3.2,NO2,ppb,17.47417951,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 19:30:00-07:00,17.43,1014,45,3.13,284,29.72991212,73.53267322,38.97526519,93.43143746,3.2,NO2,ppb,17.45256003,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 19:45:00-07:00,17.43,1014,45,3.13,284,27.07270235,72.31221392,36.89102641,94.69830441,3.2,NO2,ppb,17.4309016,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 20:00:00-07:00,15.76,1016,54,1.79,261,30.16643942,67.70002654,45.43250963,84.45354364,4.2,NO2,ppb,17.40920421,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 20:15:00-07:00,15.76,1016,54,1.79,261,16.48675396,67.93635449,36.08496769,82.60696413,4.2,NO2,ppb,17.38746784,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 20:30:00-07:00,15.76,1016,54,1.79,261,14.80187987,67.13585965,28.28331503,84.15406299,4.2,NO2,ppb,17.36569248,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 20:45:00-07:00,15.76,1016,54,1.79,261,21.59570875,65.84670268,24.87090534,85.93787996,4.2,NO2,ppb,17.3438781,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 21:00:00-07:00,14.53,1017,63,1.34,173,20.12430907,58.16149847,27.05225063,84.3099116,3.4,NO2,ppb,17.32202468,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 21:15:00-07:00,14.53,1017,63,1.34,173,17.96666765,58.6520005,25.92379799,84.43756633,3.4,NO2,ppb,17.30013222,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 21:30:00-07:00,14.53,1017,63,1.34,173,15.3585523,58.91684261,21.72867625,81.99211334,3.4,NO2,ppb,17.27820068,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 21:45:00-07:00,14.53,1017,63,1.34,173,17.26754549,57.7767625,23.15609547,76.5656266,3.4,NO2,ppb,17.25623006,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 22:00:00-07:00,13.26,1018,70,0.45,246,17.96169675,48.20489709,23.91225725,60.96634521,3.4,NO2,ppb,17.23422033,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 22:15:00-07:00,13.26,1018,70,0.45,246,16.99513277,48.39535414,18.27674735,57.81315822,3.4,NO2,ppb,17.21217147,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 22:30:00-07:00,13.26,1018,70,0.45,246,11.77422262,49.06187304,15.89475556,56.73602738,3.4,NO2,ppb,17.19008348,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 22:45:00-07:00,13.26,1018,70,0.45,246,13.13585188,49.28823768,14.50720199,57.64303291,3.4,NO2,ppb,17.16795632,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 23:00:00-07:00,12.55,1018,75,1.34,19,10.00808923,35.40545613,16.2843329,43.12934162,5.7,NO2,ppb,17.14578998,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 23:15:00-07:00,12.55,1018,75,1.34,19,8.568218497,35.06842371,14.00352331,42.24011835,5.7,NO2,ppb,17.12358445,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 23:30:00-07:00,12.55,1018,75,1.34,19,10.98927445,34.63241124,12.2385722,40.74346315,5.7,NO2,ppb,17.1013397,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-21 23:45:00-07:00,12.55,1018,75,1.34,19,8.43133841,34.19371376,12.98531928,39.79191685,5.7,NO2,ppb,17.07905571,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 00:00:00-07:00,12.18,1018,77,1.34,308,5.556712206,23.51019616,8.882363399,27.02861076,4.6,NO2,ppb,17.05673248,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 00:15:00-07:00,12.18,1018,77,1.34,308,5.345451953,23.67209781,8.383185396,27.7970078,4.6,NO2,ppb,17.03436997,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 00:30:00-07:00,12.18,1018,77,1.34,308,8.073752654,23.83078974,6.630606362,28.64783628,4.6,NO2,ppb,17.01196818,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 00:45:00-07:00,12.18,1018,77,1.34,308,5.69719971,23.69321769,5.916839179,28.78756698,4.6,NO2,ppb,16.98952708,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 01:00:00-07:00,11.6,1017,79,1.34,151,7.368901232,18.69776856,4.285350763,22.28903312,3.8,NO2,ppb,16.96704665,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 01:15:00-07:00,11.6,1017,79,1.34,151,6.6108871,18.50382025,5.765654756,21.67791294,3.8,NO2,ppb,16.94452688,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 01:30:00-07:00,11.6,1017,79,1.34,151,5.334443718,18.35625681,5.849503791,21.30713738,3.8,NO2,ppb,16.92196775,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 01:45:00-07:00,11.6,1017,79,1.34,151,7.117200311,18.22958814,6.547696985,21.43370641,3.8,NO2,ppb,16.89936924,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 02:00:00-07:00,11.46,1017,80,2.68,131,6.307619261,16.8810453,7.285096296,18.38103853,7.0,NO2,ppb,16.87673133,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 02:15:00-07:00,11.46,1017,80,2.68,131,4.155615507,16.76860562,5.375549031,18.17098963,7.0,NO2,ppb,16.85405401,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 02:30:00-07:00,11.46,1017,80,2.68,131,6.097365286,16.80141772,6.70852183,17.87973748,7.0,NO2,ppb,16.83133725,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 02:45:00-07:00,11.46,1017,80,2.68,131,6.77599183,17.08320067,5.964107744,17.81516034,7.0,NO2,ppb,16.80858104,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 03:00:00-07:00,11.38,1017,82,3.13,135,2.941553236,19.28722963,4.63597037,15.73285757,7.0,NO2,ppb,16.78578536,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 03:15:00-07:00,11.38,1017,82,3.13,135,4.984038915,19.5041746,10.3715416,15.76249174,7.0,NO2,ppb,16.76295019,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 03:30:00-07:00,11.38,1017,82,3.13,135,2.71527991,19.46336871,3.763317124,15.73285757,7.0,NO2,ppb,16.74007551,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 03:45:00-07:00,11.38,1017,82,3.13,135,3.24243202,19.20742668,3.693762683,15.66265462,7.0,NO2,ppb,16.71716131,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 04:00:00-07:00,10.88,1017,83,2.24,150,3.223894289,24.98472683,2.304349978,19.56014999,7.0,NO2,ppb,16.69420757,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 04:15:00-07:00,10.88,1017,83,2.24,150,2.400900157,24.98472683,2.840018824,19.4683183,7.0,NO2,ppb,16.67121426,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 04:30:00-07:00,10.88,1017,83,2.24,150,2.643192833,24.75338677,3.313355294,18.91732816,7.0,NO2,ppb,16.64818137,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 04:45:00-07:00,10.88,1017,83,2.24,150,4.325224636,24.75338677,1.277813682,19.56014999,7.0,NO2,ppb,16.62510889,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 05:00:00-07:00,10.83,1017,84,2.24,142,5.622792027,33.63068162,2.582897778,27.53818213,8.5,NO2,ppb,16.60199679,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 05:15:00-07:00,10.83,1017,84,2.24,142,6.329645868,34.43524338,4.199643747,27.94515034,8.5,NO2,ppb,16.57884505,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 05:30:00-07:00,10.83,1017,84,2.24,142,4.845853527,33.63068162,5.033339259,29.43736711,8.5,NO2,ppb,16.55565367,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 05:45:00-07:00,10.83,1017,84,2.24,142,8.938797581,34.59615573,4.674928105,30.11564746,8.5,NO2,ppb,16.53242261,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 06:00:00-07:00,10.33,1017,83,3.13,129,6.035290302,45.34277569,7.324054031,40.61867754,3.7,NO2,ppb,16.50915186,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 06:15:00-07:00,10.33,1017,83,3.13,129,7.444993147,46.19428322,6.046240349,40.61867754,3.7,NO2,ppb,16.4858414,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 06:30:00-07:00,10.33,1017,83,3.13,129,8.826662128,45.98140634,7.885045403,39.3023315,3.7,NO2,ppb,16.46249122,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 06:45:00-07:00,10.33,1017,83,3.13,129,10.37453187,45.76852946,7.43703146,40.9947764,3.7,NO2,ppb,16.4391013,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 07:00:00-07:00,10.65,1018,82,3.13,121,10.85511239,55.40765948,9.014819695,50.19619711,2.7,NO2,ppb,16.41567161,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 07:15:00-07:00,10.65,1018,82,3.13,121,8.674478298,56.66692446,7.012392157,49.97110205,2.7,NO2,ppb,16.39220215,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 07:30:00-07:00,10.65,1018,82,3.13,121,11.55796139,56.91877746,10.97049795,49.52091194,2.7,NO2,ppb,16.36869288,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 07:45:00-07:00,10.65,1018,82,3.13,121,9.86791991,57.92618945,10.09979259,49.07072184,2.7,NO2,ppb,16.3451438,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 08:00:00-07:00,12.28,1018,74,3.58,122,12.49509339,67.09357003,13.34886763,57.18656004,2.3,NO2,ppb,16.32155488,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 08:15:00-07:00,12.28,1018,74,3.58,122,13.08380452,65.3508799,15.94150484,56.6713658,2.3,NO2,ppb,16.29792611,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 08:30:00-07:00,12.28,1018,74,3.58,122,15.7950796,66.80312167,15.10001778,57.70175427,2.3,NO2,ppb,16.27425747,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 08:45:00-07:00,12.28,1018,74,3.58,122,17.42905335,66.80312167,19.67560366,64.39927932,2.3,NO2,ppb,16.25054894,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 09:00:00-07:00,13.9,1019,65,3.13,136,19.77789062,70.65118932,20.65733856,62.26401437,2.5,NO2,ppb,16.2268005,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 09:15:00-07:00,13.9,1019,65,3.13,136,19.00295454,71.26554749,20.460602,63.67270247,2.5,NO2,ppb,16.20301214,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 09:30:00-07:00,13.9,1019,65,3.13,136,23.58048394,73.108622,22.6889844,63.10922723,2.5,NO2,ppb,16.17918383,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 09:45:00-07:00,13.9,1019,65,3.13,136,20.46071543,71.87990566,20.86186667,76.06915782,2.5,NO2,ppb,16.15531556,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 10:00:00-07:00,16.04,1018,55,1.79,14,18.23803055,73.73795668,29.04299085,80.9470674,2.8,NO2,ppb,16.13140731,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 10:15:00-07:00,16.04,1018,55,1.79,14,23.16798567,77.17489534,34.60810318,84.52304227,2.8,NO2,ppb,16.10745906,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 10:30:00-07:00,16.04,1018,55,1.79,14,32.41515574,74.67530359,36.69818562,83.87286502,2.8,NO2,ppb,16.0834708,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 10:45:00-07:00,16.04,1018,55,1.79,14,28.79878737,74.05040565,34.01789351,84.52304227,2.8,NO2,ppb,16.0594425,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 11:00:00-07:00,18.03,1018,48,2.24,213,27.38708211,79.77139024,34.99768052,84.01514492,2.8,NO2,ppb,16.03537416,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 11:15:00-07:00,18.03,1018,48,2.24,213,26.43192833,83.09519817,36.53845891,89.30743752,2.8,NO2,ppb,16.01126589,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 11:30:00-07:00,18.03,1018,48,2.24,213,24.23527489,81.10091341,38.61490614,87.65359608,2.8,NO2,ppb,15.98711779,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 11:45:00-07:00,18.03,1018,48,2.24,213,25.95134782,80.10377104,38.18247529,94.59973011,2.8,NO2,ppb,15.96292998,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 12:00:00-07:00,19.23,1018,43,1.79,218,35.38274043,80.2733112,35.89176052,86.49967516,2.7,NO2,ppb,15.93870257,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 12:15:00-07:00,19.23,1018,43,1.79,218,30.77317232,78.97333855,51.77093298,87.16505727,2.7,NO2,ppb,15.91443568,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 12:30:00-07:00,19.23,1018,43,1.79,218,27.66942316,80.92329753,53.09939172,81.50930928,2.7,NO2,ppb,15.89012941,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 12:45:00-07:00,19.23,1018,43,1.79,218,30.77517474,85.47320181,36.08654919,81.17661822,2.7,NO2,ppb,15.86578389,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 13:00:00-07:00,20.08,1017,41,2.68,195,29.93215642,76.07687904,40.79653926,81.46125033,2.3,NO2,ppb,15.84139922,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 13:15:00-07:00,20.08,1017,41,2.68,195,35.30664851,79.534919,42.56132462,75.531121,2.3,NO2,ppb,15.81697553,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 13:30:00-07:00,20.08,1017,41,2.68,195,31.6542366,79.534919,36.23069281,85.20659517,2.3,NO2,ppb,15.79251291,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 13:45:00-07:00,20.08,1017,41,2.68,195,33.91296502,80.47802081,38.80190327,84.58237103,2.3,NO2,ppb,15.7680115,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 14:00:00-07:00,21.65,1017,36,1.79,227,31.73032851,85.80528253,38.01495704,104.9186871,2.4,NO2,ppb,15.74347139,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 14:15:00-07:00,21.65,1017,36,1.79,227,27.01262979,82.57952003,39.30445804,99.00777517,2.4,NO2,ppb,15.71889271,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 14:30:00-07:00,21.65,1017,36,1.79,227,23.6926194,81.28921503,39.76026353,107.2830519,2.4,NO2,ppb,15.69427557,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 14:45:00-07:00,21.65,1017,36,1.79,227,29.00303409,81.61179128,34.49707364,90.14140725,2.4,NO2,ppb,15.66962008,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 15:00:00-07:00,22.88,1017,34,2.68,311,31.66024385,83.87138614,33.97504,92.09416817,2.4,NO2,ppb,15.64492635,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 15:15:00-07:00,22.88,1017,34,2.68,311,23.61252264,82.88077922,26.68604793,95.39503441,2.4,NO2,ppb,15.62019451,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 15:30:00-07:00,22.88,1017,34,2.68,311,24.86203198,82.55057691,32.27258702,89.7835618,2.4,NO2,ppb,15.59542466,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 15:45:00-07:00,22.88,1017,34,2.68,311,26.61014361,82.55057691,42.51067956,98.0357274,2.4,NO2,ppb,15.57061691,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 16:00:00-07:00,21.43,1017,43,3.13,243,23.43630979,85.26022611,35.66970144,97.27374884,2.6,NO2,ppb,15.54577138,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 16:15:00-07:00,21.43,1017,43,3.13,243,22.64735677,84.92189188,32.30180532,85.28578684,2.6,NO2,ppb,15.52088819,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 16:30:00-07:00,21.43,1017,43,3.13,243,32.27899127,84.24522342,30.91880575,90.76599804,2.6,NO2,ppb,15.49596745,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 16:45:00-07:00,21.43,1017,43,3.13,243,17.40902916,83.90688919,42.75221752,87.34086604,2.6,NO2,ppb,15.47100927,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 17:00:00-07:00,20.1,1017,49,2.68,172,21.5640482,84.04589884,33.29717542,88.7478388,3.2,NO2,ppb,15.44601376,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 17:15:00-07:00,20.1,1017,49,2.68,172,21.44590549,83.37083138,35.09702275,88.7478388,3.2,NO2,ppb,15.42098104,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 17:30:00-07:00,20.1,1017,49,2.68,172,30.09435234,83.03329765,36.86959965,89.08657101,3.2,NO2,ppb,15.39591123,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 17:45:00-07:00,20.1,1017,49,2.68,172,26.14358002,82.69576392,31.90054065,92.13516089,3.2,NO2,ppb,15.37080443,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 18:00:00-07:00,19.0,1017,51,2.68,205,31.89853169,83.12697976,32.62320662,96.36663979,4.5,NO2,ppb,15.34566076,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 18:15:00-07:00,19.0,1017,51,2.68,205,25.48278181,82.4538868,31.2928,92.60765738,4.5,NO2,ppb,15.32048033,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 18:30:00-07:00,19.0,1017,51,2.68,205,25.05626661,81.44424737,39.17394963,90.21557767,4.5,NO2,ppb,15.29526326,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 18:45:00-07:00,19.0,1017,51,2.68,205,26.72027664,79.42496851,37.74030501,87.82349796,4.5,NO2,ppb,15.27000966,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 19:00:00-07:00,17.56,1018,56,2.24,251,27.16481362,74.90442075,32.16350536,78.97415267,4.7,NO2,ppb,15.24471965,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 19:15:00-07:00,17.56,1018,56,2.24,251,27.96377872,73.64552292,30.91880575,75.22834306,4.7,NO2,ppb,15.21939334,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 19:30:00-07:00,17.56,1018,56,2.24,251,31.17365608,73.33079846,30.08316235,75.54049386,4.7,NO2,ppb,15.19403083,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 19:45:00-07:00,17.56,1018,56,2.24,251,30.1323983,73.96024738,35.43205926,74.60404146,4.7,NO2,ppb,15.16863226,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 20:00:00-07:00,15.96,1019,62,1.34,178,24.68581913,69.89705999,28.15865028,69.5121345,5.1,NO2,ppb,15.14319772,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 20:15:00-07:00,15.96,1019,62,1.34,178,22.00396193,70.75230521,23.29199114,69.13461183,5.1,NO2,ppb,15.11772733,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 20:30:00-07:00,15.96,1019,62,1.34,178,17.90162419,71.39058691,25.56601307,69.5121345,5.1,NO2,ppb,15.09222121,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 20:45:00-07:00,15.96,1019,62,1.34,178,26.25737207,70.0234188,18.36053332,70.17948549,5.1,NO2,ppb,15.06667948,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 21:00:00-07:00,15.19,1019,65,0.45,90,16.94046316,65.8419039,19.24317281,69.93677086,6.2,NO2,ppb,15.04110223,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 21:15:00-07:00,15.19,1019,65,0.45,90,14.21466538,65.6602073,18.41949695,73.03629766,6.2,NO2,ppb,15.0154896,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 21:30:00-07:00,15.19,1019,65,0.45,90,15.81109895,65.8419039,20.86186667,74.56068959,6.2,NO2,ppb,14.98984168,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 21:45:00-07:00,15.19,1019,65,0.45,90,17.67700013,65.25094694,17.37815328,71.68213157,6.2,NO2,ppb,14.9641586,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 22:00:00-07:00,14.35,1020,68,0.89,335,13.6564963,58.59288475,20.8423878,61.05049872,6.9,NO2,ppb,14.93844047,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 22:15:00-07:00,14.35,1020,68,0.89,335,14.21567154,58.95224126,17.86388455,59.04730518,6.9,NO2,ppb,14.91268741,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 22:30:00-07:00,14.35,1020,68,0.89,335,11.62404121,59.89494885,19.26459956,58.70240262,6.9,NO2,ppb,14.88689951,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 22:45:00-07:00,14.35,1020,68,0.89,335,11.83360054,60.78248864,18.67793793,59.6037536,6.9,NO2,ppb,14.86107691,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 23:00:00-07:00,13.52,1020,70,0.89,13,15.61886674,47.16017798,11.54707242,48.27083869,8.2,NO2,ppb,14.83521971,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 23:15:00-07:00,13.52,1020,70,0.89,13,11.60256176,45.91660772,12.27840206,49.13554488,8.2,NO2,ppb,14.80932803,Iowa,NO2,ppb,33.975674,-117.339872
2021-05-22 23:30:00-07:00,13.52,1020,70,0.89,13,8.866710504,44.52892342,11.10295425,48.8896956,8.2,NO2,ppb,14.78340198,Iowa,NO2,ppb,33.975674,-117.339872
