datetime-America/Los_Angeles,Iowa NO2 [ppb],Chicago NO2 [ppb],Cranford NO2 [ppb],Magnolia NO2 [ppb],month,day,hour,minute,dayofweek_Sunday,dayofweek_Monday,dayofweek_Tuesday,dayofweek_Wednesday,dayofweek_Thursday,dayofweek_Friday,dayofweek_Saturday,Background NO2 [ppb],Temperature [degC],Pressure [mbar],Humidity [%],Wind Speed [mph],Wind Direction [degrees],Far-bound Local Roadway (#vehicles/mile),Near-bound Local Roadway (#vehicles/mile),Far-bound Highway (#vehicles/mile),Near-bound Highway (#vehicles/mile)
2021-05-25 10:00:00-07:00,8.017627882,8.45069752,22.22244095,40.55034875,5,25,10,0,0,0,1,0,0,0,0,7.1,28.74,1014,24,1.34,278,24.96415534,32.39725176,68.4570569,67.08656122
2021-05-25 10:15:00-07:00,7.986777646,8.430061364,22.22822226,40.53242483,5,25,10,15,0,0,1,0,0,0,0,7.1,28.74,1014,24,1.34,278,27.85765053,33.12186562,69.55236981,68.50188951
2021-05-25 10:30:00-07:00,7.955919872,8.409457575,22.23397364,40.51439142,5,25,10,30,0,0,1,0,0,0,0,7.1,28.74,1014,24,1.34,278,24.50960627,32.21999407,71.19533917,80.67371286
2021-05-25 10:45:00-07:00,7.925054673,8.388886652,22.23969514,40.49624872,5,25,10,45,0,0,1,0,0,0,0,7.1,28.74,1014,24,1.34,278,28.55248985,29.75591739,70.92151094,69.06802083
2021-05-25 11:00:00-07:00,7.894182162,8.368349098,22.24538682,40.47799694,5,25,11,0,0,0,1,0,0,0,0,5.5,30.81,1014,21,1.79,308,29.82002096,30.10653699,72.4357022,70.8681478
2021-05-25 11:15:00-07:00,7.863302453,8.347845413,22.25104872,40.45963628,5,25,11,15,0,0,1,0,0,0,0,5.5,30.81,1014,21,1.79,308,35.8593161,32.2160983,71.58351747,69.09644411
2021-05-25 11:30:00-07:00,7.83241566,8.327376098,22.2566809,40.44116695,5,25,11,30,0,0,1,0,0,0,0,5.5,30.81,1014,21,1.79,308,34.70392045,45.04293229,71.58351747,75.29740704
2021-05-25 11:45:00-07:00,7.801521897,8.306941653,22.2622834,40.42258914,5,25,11,45,0,0,1,0,0,0,0,5.5,30.81,1014,21,1.79,308,35.57497263,39.89271983,71.58351747,70.8681478
2021-05-25 12:00:00-07:00,7.770621277,8.28654258,22.26785628,40.40390307,5,25,12,0,0,0,1,0,0,0,0,4.4,31.94,1014,19,2.24,277,33.22413295,46.03635451,71.03663069,73.29899881
2021-05-25 12:15:00-07:00,7.739713913,8.266179379,22.27339959,40.38510895,5,25,12,15,0,0,1,0,0,0,0,4.4,31.94,1014,19,2.24,277,43.55260918,46.3752868,69.36518055,77.88018623
2021-05-25 12:30:00-07:00,7.70879992,8.245852551,22.27891338,40.36620697,5,25,12,30,0,0,1,0,0,0,0,4.4,31.94,1014,19,2.24,277,31.27778186,41.88735582,75.21525602,73.9098238
2021-05-25 12:45:00-07:00,7.677879412,8.225562597,22.2843977,40.34719734,5,25,12,45,0,0,1,0,0,0,0,4.4,31.94,1014,19,2.24,277,33.8368731,47.77776523,74.936681,85.21008611
2021-05-25 13:00:00-07:00,7.646952501,8.205310017,22.2898526,40.32808026,5,25,13,0,0,0,1,0,0,0,0,3.5,33.05,1013,19,2.24,248,38.35032511,45.28252235,75.03242465,84.58044998
2021-05-25 13:15:00-07:00,7.616019302,8.185095314,22.29527814,40.30885595,5,25,13,15,0,0,1,0,0,0,0,3.5,33.05,1013,19,2.24,248,29.68385648,43.60344401,76.17795785,83.37215784
2021-05-25 13:30:00-07:00,7.585079928,8.164918986,22.30067436,40.2895246,5,25,13,30,0,0,1,0,0,0,0,3.5,33.05,1013,19,2.24,248,28.80479462,46.26230937,76.46434115,86.3928882
2021-05-25 13:45:00-07:00,7.554134493,8.144781536,22.30604131,40.27008642,5,25,13,45,0,0,1,0,0,0,0,3.5,33.05,1013,19,2.24,248,30.17645151,36.73714336,76.17795785,89.71569159
2021-05-25 14:00:00-07:00,7.523183111,8.124683464,22.31137905,40.25054163,5,25,14,0,0,0,1,0,0,0,0,3.1,32.99,1013,20,2.68,269,28.63458903,46.59345011,68.6167889,86.30865464
2021-05-25 14:15:00-07:00,7.492225895,8.104625271,22.31668763,40.23089041,5,25,14,15,0,0,1,0,0,0,0,3.1,32.99,1013,20,2.68,269,29.15521792,42.8574034,71.58838212,86.61255835
2021-05-25 14:30:00-07:00,7.461262959,8.084607458,22.32196709,40.21113297,5,25,14,30,0,0,1,0,0,0,0,3.1,32.99,1013,20,2.68,269,27.15880636,46.98887111,71.58838212,84.48523236
2021-05-25 14:45:00-07:00,7.430294417,8.064630525,22.3272175,40.19126953,5,25,14,45,0,0,1,0,0,0,0,3.1,32.99,1013,20,2.68,269,34.46963745,47.61414275,81.85388597,92.0828252
2021-05-25 15:00:00-07:00,7.399320382,8.044694973,22.33243889,40.17130029,5,25,15,0,0,0,1,0,0,0,0,3.2,33.26,1012,21,3.13,241,33.96102307,41.08093072,83.86837814,91.87654042
2021-05-25 15:15:00-07:00,7.368340969,8.024801304,22.33763132,40.15122544,5,25,15,15,0,0,1,0,0,0,0,3.2,33.26,1012,21,3.13,241,30.11237411,44.31052688,77.96215433,95.92533712
2021-05-25 15:30:00-07:00,7.33735629,8.004950017,22.34279485,40.1310452,5,25,15,30,0,0,1,0,0,0,0,3.2,33.26,1012,21,3.13,241,26.01943006,45.81429542,82.096511,97.48256662
2021-05-25 15:45:00-07:00,7.30636646,7.985141614,22.34792952,40.11075977,5,25,15,45,0,0,1,0,0,0,0,3.2,33.26,1012,21,3.13,241,32.77559113,41.45102919,77.96215433,112.7434157
2021-05-25 16:00:00-07:00,7.275371592,7.965376596,22.35303539,40.09036936,5,25,16,0,0,0,1,0,0,0,0,2.9,31.68,1012,23,3.13,248,29.41152753,53.90776471,83.37463897,109.5807962
2021-05-25 16:15:00-07:00,7.244371799,7.945655464,22.3581125,40.06987417,5,25,16,15,0,0,1,0,0,0,0,2.9,31.68,1012,23,3.13,248,27.58131673,50.83984314,83.69286278,113.2745309
2021-05-25 16:30:00-07:00,7.213367197,7.925978717,22.36316091,40.04927441,5,25,16,30,0,0,1,0,0,0,0,2.9,31.68,1012,23,3.13,248,31.02948193,50.61388828,82.10174371,135.7447503
2021-05-25 16:45:00-07:00,7.182357897,7.906346858,22.36818066,40.02857028,5,25,16,45,0,0,1,0,0,0,0,2.9,31.68,1012,23,3.13,248,21.67418123,53.71687181,83.69286278,140.6697299
2021-05-25 17:00:00-07:00,7.151344014,7.886760387,22.37317182,40.00776198,5,25,17,0,0,0,1,0,0,0,0,3.5,30.68,1012,24,3.13,267,29.78197501,63.57902222,82.88248447,130.9787505
2021-05-25 17:15:00-07:00,7.120325662,7.867219804,22.37813442,39.98684972,5,25,17,15,0,0,1,0,0,0,0,3.5,30.68,1012,24,3.13,267,22.73145837,58.24181264,80.31248495,129.4120191
2021-05-25 17:30:00-07:00,7.089302955,7.847725611,22.38306852,39.96583371,5,25,17,30,0,0,1,0,0,0,0,3.5,30.68,1012,24,3.13,267,30.18045635,55.16609952,81.59748471,124.0851321
2021-05-25 17:45:00-07:00,7.058276005,7.828278308,22.38797418,39.94471415,5,25,17,45,0,0,1,0,0,0,0,3.5,30.68,1012,24,3.13,267,26.54005895,48.83351983,79.02748519,119.698284
2021-05-25 18:00:00-07:00,7.027244927,7.808878397,22.39285144,39.92349125,5,25,18,0,0,0,1,0,0,0,0,5,28.86,1013,24,2.68,251,31.2717746,43.36580183,69.02985432,112.7656988
2021-05-25 18:15:00-07:00,6.996209834,7.789526377,22.39770035,39.90216521,5,25,18,15,0,0,1,0,0,0,0,5,28.86,1013,24,2.68,251,36.12363539,38.48634562,69.60510311,110.8810354
2021-05-25 18:30:00-07:00,6.96517084,7.770222751,22.40252097,39.88073623,5,25,18,30,0,0,1,0,0,0,0,5,28.86,1013,24,2.68,251,28.0679045,47.62193429,68.74222993,90.77795813
2021-05-25 18:45:00-07:00,6.934128059,7.750968018,22.40731334,39.85920453,5,25,18,45,0,0,1,0,0,0,0,5,28.86,1013,24,2.68,251,29.90212013,35.65411834,66.72885918,92.66262162
2021-05-25 19:00:00-07:00,6.903081605,7.73176268,22.41207752,39.8375703,5,25,19,0,0,0,1,0,0,0,0,6.5,27.07,1013,29,1.34,286,30.4948361,36.23653647,60.55874313,79.86497584
2021-05-25 19:15:00-07:00,6.87203159,7.712607237,22.41681356,39.81583375,5,25,19,15,0,0,1,0,0,0,0,6.5,27.07,1013,29,1.34,286,35.95943704,34.64121725,60.8186519,76.03381464
2021-05-25 19:30:00-07:00,6.840978129,7.69350219,22.42152151,39.79399509,5,25,19,30,0,0,1,0,0,0,0,6.5,27.07,1013,29,1.34,286,25.97537684,35.45932967,60.55874313,70.72912989
2021-05-25 19:45:00-07:00,6.809921336,7.67444804,22.42620142,39.77205452,5,25,19,45,0,0,1,0,0,0,0,6.5,27.07,1013,29,1.34,286,26.44394284,30.21172288,60.8186519,71.31853931
2021-05-25 20:00:00-07:00,6.778861324,7.655445288,22.43085334,39.75001225,5,25,20,0,0,0,1,0,0,0,0,9.4,25.19,1013,33,0.89,351,32.70951131,33.44131904,53.00527004,58.21396623
2021-05-25 20:15:00-07:00,6.747798207,7.636494435,22.43547732,39.72786848,5,25,20,15,0,0,1,0,0,0,0,9.4,25.19,1013,33,0.89,351,17.76816372,25.14723339,52.7244632,57.07044451
2021-05-25 20:30:00-07:00,6.716732098,7.617595981,22.44007342,39.70562341,5,25,20,30,0,0,1,0,0,0,0,9.4,25.19,1013,33,0.89,351,17.53718396,23.31620392,52.55416136,58.21396623
2021-05-25 20:45:00-07:00,6.685663111,7.598750427,22.44464168,39.68327725,5,25,20,45,0,0,1,0,0,0,0,9.4,25.19,1013,33,0.89,351,17.38943424,24.17634522,52.99299831,59.67147501
2021-05-25 21:00:00-07:00,6.65459136,7.579958275,22.44918216,39.66083021,5,25,21,0,0,0,1,0,0,0,0,11.2,23.69,1014,36,0.89,16,16.49192134,18.84775181,45.86660208,53.87849416
2021-05-25 21:15:00-07:00,6.623516959,7.561220024,22.4536949,39.6382825,5,25,21,15,0,0,1,0,0,0,0,11.2,23.69,1014,36,0.89,16,19.07709067,23.80822851,44.7412545,53.20516616
2021-05-25 21:30:00-07:00,6.592440022,7.542536176,22.45817996,39.6156343,5,25,21,30,0,0,1,0,0,0,0,11.2,23.69,1014,36,0.89,16,20.50476865,21.53973124,43.52447772,52.96915249
2021-05-25 21:45:00-07:00,6.561360661,7.523907232,22.46263739,39.59288584,5,25,21,45,0,0,1,0,0,0,0,11.2,23.69,1014,36,0.89,16,19.3765497,17.12046423,43.20243834,54.37529453
2021-05-25 22:00:00-07:00,6.53027899,7.505333692,22.46706724,39.57003732,5,25,22,0,0,0,1,0,0,0,0,9.6,22.61,1014,39,0.45,123,19.17516255,18.81074196,35.03759676,43.99143339
2021-05-25 22:15:00-07:00,6.499195124,7.486816057,22.47146956,39.54708893,5,25,22,15,0,0,1,0,0,0,0,9.6,22.61,1014,39,0.45,123,13.04852341,18.06243678,35.41523622,42.11818594
2021-05-25 22:30:00-07:00,6.468109177,7.468354829,22.4758444,39.5240409,5,25,22,30,0,0,1,0,0,0,0,9.6,22.61,1014,39,0.45,123,11.10741716,14.30528,35.50895457,40.17399495
2021-05-25 22:45:00-07:00,6.43702126,7.449950507,22.48019181,39.50089341,5,25,22,45,0,0,1,0,0,0,0,9.6,22.61,1014,39,0.45,123,13.60494287,12.65620056,35.08182088,40.00647111
2021-05-25 23:00:00-07:00,6.40593149,7.431603593,22.48451185,39.47764668,5,25,23,0,0,0,1,0,0,0,0,14.4,22.46,1014,40,1.34,134,7.38892542,14.09490824,25.30420534,30.21615141
2021-05-25 23:15:00-07:00,6.374839978,7.413314587,22.48880457,39.45430091,5,25,23,15,0,0,1,0,0,0,0,14.4,22.46,1014,40,1.34,134,7.679110901,10.9080519,25.18458288,29.82632042
2021-05-25 23:30:00-07:00,6.343746839,7.395083991,22.49307,39.43085631,5,25,23,30,0,0,1,0,0,0,0,14.4,22.46,1014,40,1.34,134,7.334860112,9.926430675,25.30420534,29.39949867
2021-05-25 23:45:00-07:00,6.312652186,7.376912305,22.49730822,39.40731308,5,25,23,45,0,0,1,0,0,0,0,14.4,22.46,1014,40,1.34,134,6.688387449,8.183980652,25.51307976,29.6242312
2021-05-26 00:00:00-07:00,6.281556134,7.35880003,22.50151927,39.38367142,5,26,0,0,0,0,0,1,0,0,0,16.3,21.69,1014,44,1.79,222,6.56192645,9.612820915,17.9352861,21.12165279
2021-05-26 00:15:00-07:00,6.250458795,7.340747666,22.50570319,39.35993155,5,26,0,15,0,0,0,1,0,0,0,16.3,21.69,1014,44,1.79,222,5.584378,6.059018077,17.50909806,21.19576092
2021-05-26 00:30:00-07:00,6.219360284,7.322755716,22.50986005,39.33609366,5,26,0,30,0,0,0,1,0,0,0,16.3,21.69,1014,44,1.79,222,6.607982083,5.493040523,17.20488984,21.0260797
2021-05-26 00:45:00-07:00,6.188260715,7.304824679,22.51398988,39.31215797,5,26,0,45,0,0,0,1,0,0,0,16.3,21.69,1014,44,1.79,222,2.678214331,6.577261505,17.40182998,20.78328212
2021-05-26 01:00:00-07:00,6.1571602,7.286955056,22.51809275,39.28812467,5,26,1,0,0,0,0,1,0,0,0,9.6,20.88,1014,50,0.45,113,4.525466517,2.980266667,14.94256167,15.65110795
2021-05-26 01:15:00-07:00,6.126058853,7.269147348,22.5221687,39.26399397,5,26,1,15,0,0,0,1,0,0,0,9.6,20.88,1014,50,0.45,113,4.237065157,3.363738792,14.87825943,16.05530613
2021-05-26 01:30:00-07:00,6.094956789,7.251402056,22.52621779,39.23976607,5,26,1,30,0,0,0,1,0,0,0,9.6,20.88,1014,50,0.45,113,1.746109205,2.051124706,14.73693009,16.22546053
2021-05-26 01:45:00-07:00,6.063854121,7.233719681,22.53024006,39.21544119,5,26,1,45,0,0,0,1,0,0,0,9.6,20.88,1014,50,0.45,113,1.951695062,3.015153261,14.79054295,15.64027364
2021-05-26 02:00:00-07:00,6.032750962,7.216100723,22.53423557,39.19101953,5,26,2,0,0,0,0,1,0,0,0,8.5,19.58,1014,59,0.89,229,4.070917447,4.152894466,16.10669948,14.86537189
2021-05-26 02:15:00-07:00,6.001647427,7.198545684,22.53820437,39.16650128,5,26,2,15,0,0,0,1,0,0,0,8.5,19.58,1014,59,0.89,229,2.287995396,3.174472312,16.03519235,14.77840539
2021-05-26 02:30:00-07:00,5.970543629,7.181055064,22.54214651,39.14188666,5,26,2,30,0,0,0,1,0,0,0,8.5,19.58,1014,59,0.89,229,2.312793729,3.71851573,16.03247506,14.93649807
2021-05-26 02:45:00-07:00,5.939439681,7.163629364,22.54606203,39.11717588,5,26,2,45,0,0,0,1,0,0,0,8.5,19.58,1014,59,0.89,229,1.859169603,2.950438534,16.2994187,14.96423899
2021-05-26 03:00:00-07:00,5.908335698,7.146269085,22.549951,39.09236913,5,26,3,0,0,0,0,1,0,0,0,10.6,19.32,1014,61,0.45,214,1.561886674,2.536148497,26.89736599,19.63475592
2021-05-26 03:15:00-07:00,5.877231793,7.128974728,22.55381346,39.06746662,5,26,3,15,0,0,0,1,0,0,0,10.6,19.32,1014,61,0.45,214,2.647305441,2.376824588,26.48874947,19.72241749
2021-05-26 03:30:00-07:00,5.84612808,7.111746793,22.55764946,39.04246855,5,26,3,30,0,0,0,1,0,0,0,10.6,19.32,1014,61,0.45,214,2.523047704,2.649125926,26.04925085,19.91525244
2021-05-26 03:45:00-07:00,5.815024672,7.094585782,22.56145906,39.01737514,5,26,3,45,0,0,0,1,0,0,0,10.6,19.32,1014,61,0.45,214,3.602370044,1.526007926,26.18238927,20.10102988
2021-05-26 04:00:00-07:00,5.783921683,7.077492195,22.5652423,38.99218659,5,26,4,0,0,0,0,1,0,0,0,14,19.2,1014,60,0.45,243,2.993616125,2.715354074,50.09869322,34.89674456
2021-05-26 04:15:00-07:00,5.752819227,7.060466532,22.56899923,38.96690309,5,26,4,15,0,0,0,1,0,0,0,14,19.2,1014,60,0.45,243,4.933959955,4.076926885,50.09869322,34.40753786
2021-05-26 04:30:00-07:00,5.721717418,7.043509296,22.57272992,38.94152487,5,26,4,30,0,0,0,1,0,0,0,14,19.2,1014,60,0.45,243,4.072919866,3.700984749,52.40738876,35.05981346
2021-05-26 04:45:00-07:00,5.690616368,7.026620986,22.5764344,38.91605211,5,26,4,45,0,0,0,1,0,0,0,14,19.2,1014,60,0.45,243,4.036876327,3.942522702,51.02217144,34.73367566
2021-05-26 05:00:00-07:00,5.659516193,7.009802104,22.58011273,38.89048503,5,26,5,0,0,0,0,1,0,0,0,13.2,17.86,1014,65,0.89,214,5.434564658,4.558054902,68.18543979,56.13743961
2021-05-26 05:15:00-07:00,5.628417005,6.99305315,22.58376497,38.86482383,5,26,5,15,0,0,0,1,0,0,0,13.2,17.86,1014,65,0.89,214,13.46826894,7.370803312,69.38167558,56.40476075
2021-05-26 05:30:00-07:00,5.597318918,6.976374625,22.58739115,38.83906872,5,26,5,30,0,0,0,1,0,0,0,13.2,17.86,1014,65,0.89,214,11.8463097,10.75233464,71.77414715,59.3452933
2021-05-26 05:45:00-07:00,5.566222047,6.95976703,22.59099134,38.8132199,5,26,5,45,0,0,0,1,0,0,0,13.2,17.86,1014,65,0.89,214,21.83437474,8.742115556,71.77414715,59.61261444
2021-05-26 06:00:00-07:00,5.535126504,6.943230865,22.59456558,38.78727757,5,26,6,0,0,0,0,1,0,0,0,15.9,17.14,1014,67,0.45,345,21.38583292,11.45357386,72.11848377,68.90466704
2021-05-26 06:15:00-07:00,5.504032403,6.926766633,22.59811392,38.76124195,5,26,6,15,0,0,0,1,0,0,0,15.9,17.14,1014,67,0.45,345,15.22839507,11.7554963,76.66376636,68.00980124
2021-05-26 06:30:00-07:00,5.472939858,6.910374832,22.60163642,38.73511323,5,26,6,30,0,0,0,1,0,0,0,15.9,17.14,1014,67,0.45,345,15.390591,17.31281708,79.08791708,71.88755306
2021-05-26 06:45:00-07:00,5.441848983,6.894055965,22.60513313,38.70889162,5,26,6,45,0,0,0,1,0,0,0,15.9,17.14,1014,67,0.45,345,16.96048735,13.46379294,80.90603011,70.09782145
2021-05-26 07:00:00-07:00,5.410759891,6.877810532,22.6086041,38.68257733,5,26,7,0,0,0,0,1,0,0,0,15.5,19.03,1015,63,0.45,139,14.98209756,15.77788235,79.60554253,70.21289423
2021-05-26 07:15:00-07:00,5.379672697,6.861639034,22.61204937,38.65617056,5,26,7,15,0,0,0,1,0,0,0,15.5,19.03,1015,63,0.45,139,16.59604712,15.59867678,81.92134013,72.8905046
2021-05-26 07:30:00-07:00,5.348587513,6.845541972,22.615469,38.62967152,5,26,7,30,0,0,0,1,0,0,0,15.5,19.03,1015,63,0.45,139,15.75703364,19.38342065,82.78976423,71.40294329
2021-05-26 07:45:00-07:00,5.317504453,6.829519846,22.61886305,38.60308041,5,26,7,45,0,0,0,1,0,0,0,15.5,19.03,1015,63,0.45,139,22.37102298,18.32766606,82.21081483,79.73328667
2021-05-26 08:00:00-07:00,5.286423632,6.813573157,22.62223156,38.57639744,5,26,8,0,0,0,0,1,0,0,0,13.8,21.15,1015,56,1.34,287,20.11229456,15.52076131,73.06744382,74.17643573
2021-05-26 08:15:00-07:00,5.255345162,6.797702407,22.62557458,38.5496228,5,26,8,15,0,0,0,1,0,0,0,13.8,21.15,1015,56,1.34,287,15.09823785,20.38268654,72.52216439,74.74483754
2021-05-26 08:30:00-07:00,5.224269158,6.781908095,22.62889216,38.52275672,5,26,8,30,0,0,0,1,0,0,0,13.8,21.15,1015,56,1.34,287,18.4142434,20.38268654,73.06744382,72.75543122
2021-05-26 08:45:00-07:00,5.193195733,6.766190724,22.63218436,38.49579938,5,26,8,45,0,0,0,1,0,0,0,13.8,21.15,1015,56,1.34,287,19.67977209,22.50588305,71.70424525,67.92401586
2021-05-26 09:00:00-07:00,5.162125001,6.750550793,22.63545123,38.468751,5,26,9,0,0,0,0,1,0,0,0,8.3,23.21,1016,48,0.89,227,20.52479283,18.29649987,68.2359937,66.87351059
2021-05-26 09:15:00-07:00,5.131057076,6.734988803,22.63869281,38.44161178,5,26,9,15,0,0,0,1,0,0,0,8.3,23.21,1016,48,0.89,227,20.92928143,25.21928924,67.70703251,68.53153152
2021-05-26 09:30:00-07:00,5.09999207,6.719505256,22.64190916,38.41438193,5,26,9,30,0,0,0,1,0,0,0,8.3,23.21,1016,48,0.89,227,26.13156551,24.15769098,67.70703251,65.76816331
2021-05-26 09:45:00-07:00,5.068930099,6.704100652,22.64510033,38.38706165,5,26,9,45,0,0,0,1,0,0,0,8.3,23.21,1016,48,0.89,227,18.59846594,22.23123102,66.12014893,81.24302527
2021-05-26 10:00:00-07:00,5.037871275,6.688775492,22.64826638,38.35965115,5,26,10,0,0,0,0,1,0,0,0,5.5,25.9,1016,38,2.24,111,25.23047704,27.27041394,68.6487799,68.67105551
2021-05-26 10:15:00-07:00,5.006815713,6.673530276,22.65140734,38.33215062,5,26,10,15,0,0,0,1,0,0,0,5.5,25.9,1016,38,2.24,111,22.90767122,30.9558156,69.73844307,66.491022
2021-05-26 10:30:00-07:00,4.975763525,6.658365506,22.65452327,38.30456029,5,26,10,30,0,0,0,1,0,0,0,5.5,25.9,1016,38,2.24,111,24.79394974,37.92145847,70.28327466,65.67350943
2021-05-26 10:45:00-07:00,4.944714826,6.643281683,22.65761423,38.27688034,5,26,10,45,0,0,0,1,0,0,0,5.5,25.9,1016,38,2.24,111,30.23652408,36.32419137,70.01085886,65.94601362
2021-05-26 11:00:00-07:00,4.91366973,6.628279307,22.66068027,38.24911099,5,26,11,0,0,0,0,1,0,0,0,3.8,27.61,1016,31,1.79,175,21.83837957,32.68359111,70.22771649,84.52597376
2021-05-26 11:15:00-07:00,4.882628349,6.613358879,22.66372143,38.22125245,5,26,11,15,0,0,0,1,0,0,0,3.8,27.61,1016,31,1.79,175,25.72707691,41.6847756,72.48402867,96.1164919
2021-05-26 11:30:00-07:00,4.851590799,6.598520899,22.66673777,38.19330491,5,26,11,30,0,0,0,1,0,0,0,3.8,27.61,1016,31,1.79,175,39.40760224,42.75221752,74.1762628,82.54710481
2021-05-26 11:45:00-07:00,4.820557191,6.58376587,22.66972933,38.16526858,5,26,11,45,0,0,0,1,0,0,0,3.8,27.61,1016,31,1.79,175,37.48528018,40.39137882,72.76606769,80.85093142
2021-05-26 12:00:00-07:00,4.789527641,6.569094291,22.67269617,38.13714366,5,26,12,0,0,0,0,1,0,0,0,4.2,29.03,1016,29,2.24,257,34.44560842,44.50531556,75.65630542,86.04283625
2021-05-26 12:15:00-07:00,4.758502262,6.554506663,22.67563835,38.10893037,5,26,12,15,0,0,0,1,0,0,0,4.2,29.03,1016,29,2.24,257,33.11199749,45.05072383,74.48333944,93.9716983
2021-05-26 12:30:00-07:00,4.727481167,6.540003488,22.6785559,38.08062891,5,26,12,30,0,0,0,1,0,0,0,4.2,29.03,1016,29,2.24,257,31.52608179,36.30666039,75.36306392,83.10622068
2021-05-26 12:45:00-07:00,4.69646447,6.525585265,22.68144889,38.05223947,5,26,12,45,0,0,0,1,0,0,0,4.2,29.03,1016,29,2.24,257,36.4760611,49.03220427,75.36306392,83.6935438
2021-05-26 13:00:00-07:00,4.665452285,6.511252497,22.68431736,38.02376228,5,26,13,0,0,0,0,1,0,0,0,3.7,30.4,1015,28,0.89,294,30.74113362,46.43177551,75.54199886,84.28484758
2021-05-26 13:15:00-07:00,4.634444726,6.497005682,22.68716137,37.99519752,5,26,13,15,0,0,0,1,0,0,0,3.7,30.4,1015,28,0.89,294,45.41485868,42.54184575,85.24194424,89.33562496
2021-05-26 13:30:00-07:00,4.603441905,6.482845324,22.68998095,37.96654541,5,26,13,30,0,0,0,1,0,0,0,3.7,30.4,1015,28,0.89,294,32.13081227,42.77559216,78.77531399,85.86321551
2021-05-26 13:45:00-07:00,4.572443938,6.468771922,22.69277618,37.93780615,5,26,13,45,0,0,0,1,0,0,0,3.7,30.4,1015,28,0.89,294,34.69190594,43.85082562,77.59956304,86.81023627
2021-05-26 14:00:00-07:00,4.541450937,6.454785976,22.69554709,37.90897995,5,26,14,0,0,0,0,1,0,0,0,3.6,31.71,1015,29,2.68,253,34.39354553,40.79459137,78.62929475,83.73325496
2021-05-26 14:15:00-07:00,4.510463017,6.440887989,22.69829375,37.88006701,5,26,14,15,0,0,0,1,0,0,0,3.6,31.71,1015,29,2.68,253,26.69624761,40.09530004,78.62929475,89.23397974
2021-05-26 14:30:00-07:00,4.479480291,6.427078461,22.70101619,37.85106754,5,26,14,30,0,0,0,1,0,0,0,3.6,31.71,1015,29,2.68,253,27.70746912,35.34245647,75.69536584,94.4291087
2021-05-26 14:45:00-07:00,4.448502872,6.413357892,22.70371447,37.82198174,5,26,14,45,0,0,0,1,0,0,0,3.6,31.71,1015,29,2.68,253,26.88447498,37.08386719,77.74911608,103.2913875
2021-05-26 15:00:00-07:00,4.417530874,6.399726783,22.70638864,37.79280981,5,26,15,0,0,0,0,1,0,0,0,3.6,30.6,1015,38,3.13,229,25.03023516,46.66357403,81.61282023,96.84235524
2021-05-26 15:15:00-07:00,4.386564412,6.386185636,22.70903876,37.76355196,5,26,15,15,0,0,0,1,0,0,0,3.6,30.6,1015,38,3.13,229,22.12672788,46.94796549,81.30250533,104.3640916
2021-05-26 15:30:00-07:00,4.355603598,6.372734951,22.71166487,37.73420841,5,26,15,30,0,0,0,1,0,0,0,3.6,30.6,1015,38,3.13,229,24.52963046,38.28766118,84.09533948,100.9166291
2021-05-26 15:45:00-07:00,4.324648547,6.359375229,22.71426703,37.70477934,5,26,15,45,0,0,0,1,0,0,0,3.6,30.6,1015,38,3.13,229,22.16677626,50.10743773,83.47470967,105.93112
2021-05-26 16:00:00-07:00,4.293699372,6.34610697,22.71684528,37.67526497,5,26,16,0,0,0,0,1,0,0,0,4,29.15,1014,39,3.13,243,23.88084676,47.35312593,83.45944214,102.6228303
2021-05-26 16:15:00-07:00,4.262756186,6.332930676,22.71939968,37.6456655,5,26,16,15,0,0,0,1,0,0,0,4,29.15,1014,39,3.13,243,30.4948361,49.72954771,83.77677842,109.3364734
2021-05-26 16:30:00-07:00,4.231819104,6.319846847,22.72193027,37.61598114,5,26,16,30,0,0,0,1,0,0,0,4,29.15,1014,39,3.13,243,26.14358002,45.30005333,83.14210586,102.303133
2021-05-26 16:45:00-07:00,4.20088824,6.306855985,22.72443712,37.58621209,5,26,16,45,0,0,0,1,0,0,0,4,29.15,1014,39,3.13,243,36.15567409,55.35894031,82.50743329,123.4031542
2021-05-26 17:00:00-07:00,4.169963706,6.293958589,22.72692026,37.55635855,5,26,17,0,0,0,0,1,0,0,0,5.2,27.44,1015,41,2.68,298,27.90971342,50.90996706,84.40591729,105.2689086
2021-05-26 17:15:00-07:00,4.139045616,6.281155162,22.72937976,37.52642074,5,26,17,15,0,0,0,1,0,0,0,5.2,27.44,1015,41,2.68,298,27.77555135,48.83351983,82.77645943,128.8746639
2021-05-26 17:30:00-07:00,4.108134085,6.268446203,22.73181566,37.49639886,5,26,17,30,0,0,0,1,0,0,0,5.2,27.44,1015,41,2.68,298,30.05230155,51.86053577,83.102351,115.1578061
2021-05-26 17:45:00-07:00,4.077229225,6.255832213,22.73422801,37.4662931,5,26,17,45,0,0,0,1,0,0,0,5.2,27.44,1015,41,2.68,298,31.05751579,55.69982048,82.12467628,105.2689086
2021-05-26 18:00:00-07:00,4.046331152,6.243313694,22.73661686,37.43610368,5,26,18,0,0,0,0,1,0,0,0,4.8,25.9,1015,44,1.79,253,23.21203888,42.29251625,72.82925554,97.87790352
